decision,notes,tag,story_id,story_url,hebrew_extract,why_suggested,edition,confidence
confirm,,practice:asceticism_fasting,Khal-Hasidim_0072,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0072,"פ""א ראה הרב הנ""ל שבא ל הבעש״ט איש אחד וקירב הבעש״ט אותו ודיבר אליו והאיש הלז היה מפורסם בניאוף ושאל מפני מה קרבתם את האיש הלז…","The story explicitly mentions the protagonist taking upon himself 'perishut' (ascetic abstinence), which falls under the tag's definition of ascetic practices.",Khal-Hasidim,high
confirm,,practice:asceticism_fasting,Khal-Hasidim_0136,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0136,"שמעתי מפי מ""מ הנ' פ""א גזר הר' שלום מ ארץ המערב תענית על הגשמים ב ירושלים והיה צדיק גדול חשוב וצוה שיתכנסו כולם בבה""כ אחת להתפלל…",The story explicitly describes a communal fast (Ta'anit) decreed by Rabbi Shalom in Jerusalem for rain.,Khal-Hasidim,high
confirm,,practice:asceticism_fasting,Shivhei-Habesht_0149,https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0149,"הרב דק""ק פולנאי היה לו קמיע מהרב רבי נפתלי והראה אותו הקמיע לבעש""ט והכיר בה הבעש״ט שנכתבה בעודו במקוה ובתענית ואמר אני אכתו' קמיע…",The text explicitly mentions that the amulet was written while the author was in a ritual bath and fasting (בתענית).,Shivhei-Habesht,high
confirm,,practice:recitation_of_psalms,Khal-Hasidim_0021,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0021,"שמעתי מהרב ר׳ גדלי׳ איך שהרב הקדוש והטהור מוה' דוד מ""מ דק""ק קאלימיי' נסע אחר מעות חנוכה ותעה בדרך ובא לבית הבעש״ט לע""ע והוא ישב…",Reciting Psalms depicted (אמר תהלים / לומר תהילים).,Khal-Hasidim,high
confirm,,practice:recitation_of_psalms,Khal-Hasidim_0140,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0140,"ומ הרב דק""ק דראזינץ שהיה אב""ד בק""ק פאוולויץ שמעתי המעשה איך נתקרב הרב המגיד הגדול ל הבעש""ט המגיד צם ז׳ או ח' פעמים משבת לשבת…",Reciting Psalms depicted (אמר תהלים / לומר תהילים).,Khal-Hasidim,high
confirm,,practice:recitation_of_psalms,Shivhei-Habesht_0079,https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0079,"שמעתי מהרב דקהלתינו שהיה ב קוטעב איש אחד ונקרא שמו טעקטינר והיה מדבר תמיד נגד החברה של חסידים פ""א שמע ר׳ אהרן גיסו של הבעש״ט והיה…",Reciting Psalms depicted (אמר תהלים / לומר תהילים).,Shivhei-Habesht,high
confirm,,practice:recitation_of_psalms,Shivhei-Habesht_0096A,https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0096A,"שמעתי בבית הרב בק""ק נעמרו' מפי ר' משה הנ""ל ששמע מן המוכיח מעשה שחלם המוכיח שלמדו אותו דרשה והי׳ זוכר קצת דברים וסיפר לבעש״ט אמר…",Reciting Psalms depicted (אמר תהלים / לומר תהילים).,Shivhei-Habesht,high
confirm,,practice:recitation_of_psalms,Khal-Hasidim_0013,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0013,"והיה לו אתו ספר תהלים אחד מה שלקח מעזבון הרב הקדוש ר׳ אדם בעש״ט ז""ל.",Reciting Psalms depicted (אמר תהלים / לומר תהילים).,Khal-Hasidim,high
confirm,,practice:recitation_of_psalms,Khal-Hasidim_0174,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0174,וביום שמונה עשרה לחודש כסליו לפנות ערב בעת אשר הרב אמר תהלים והגיע לפסוק פדה בשלום נפשי הגיע לו הפקוד' כי נעש' חפשי ויצא מהמאסר…,Reciting Psalms depicted (אמר תהלים / לומר תהילים).,Khal-Hasidim,high
confirm,,practice:recitation_of_psalms,Khal-Hasidim_0043,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0043,"גם שמעתי מר' מאיר הנ""ל שהיה באותו העיר אומן הנקרא שופאוואל והיה מתפלל בקיץ ובחורף בבה""כ בקביעות בקבועות אפי' לא היה עשרה בבה""כ…",Reciting Psalms depicted (אמר תהלים / לומר תהילים).,Khal-Hasidim,high
confirm,,practice:recitation_of_psalms,Maase-Zadikim_0005,https://www.hasidic-stories.org/Story/Maase-Zadikim/Maase-Zadikim_0005,"והיה לו אתו ספר תהלים אחד מה שלקח מעזבון הרב הקדוש ר' אדם בעש״ט ז""ל.",Reciting Psalms depicted (אמר תהלים / לומר תהילים).,maase-zadikim,high
confirm,,practice:recitation_of_psalms,Khal-Hasidim_0070,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0070,"יחי' ויאריך ימים אחי ר' גרשון שברקיקה שלו ביטל הרשימה ממנו שאל אותו האיך אתה עכשיו אמר לו בג""ע שאל אותו על האיש ה טעקטיגער מה הוא…",Reciting Psalms depicted (אמר תהלים / לומר תהילים).,Khal-Hasidim,high
confirm,,practice:recitation_of_psalms,Shivhei-Harav_0011,https://www.hasidic-stories.org/Story/Shivhei-Harav/Shivhei-Harav_0011,„בהלולא דרבינו (הוא הרב המגיד הגדול ) בעת אמירת תהלים כשהגעתי לפסוק פדה בשלום נפשי .,The text explicitly describes the Rebbe reciting Psalms ('amar Tehillim') and identifies the specific verse he reached when he received notice of his release.,Shivhei-Harav,high
confirm,,practice:recitation_of_psalms,Shivhei-Habesht_0052,https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0052,"גם שמעתי מר' מאיר הנ""ל שהי' באותו העיר אומן הנקרא שיפאוואל והי׳ מתפלל בקיץ ובחורף בב""הכ בקביעות אפילו לא היו עשרה בב""הכ הי׳ מתפלל…",Reciting Psalms depicted (אמר תהלים / לומר תהילים).,Shivhei-Habesht,high
confirm,,practice:recitation_of_psalms,Maase-Zadikim_0015,https://www.hasidic-stories.org/Story/Maase-Zadikim/Maase-Zadikim_0015,"וילך הבעה""ב ביער בתוך האילנות והתחיל לומר תהלים בבכייה ויללה גדולה עד למאוד ולאט לאט התחיל להתקרר מגודל הקור אשר היה אז אמנם הוא…",Reciting Psalms depicted (אמר תהלים / לומר תהילים).,maase-zadikim,high
confirm,,practice:recitation_of_psalms,Khal-Hasidim_0222,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0222,וילך הבעה״ב ביער בתוך האילנות והתחיל לומר תהלים בבכייה ויללה גדולה עד למאוד ולאט לאט התחיל להתקרר מגודל הקור אשר היה אז אמנם הוא…,Reciting Psalms depicted (אמר תהלים / לומר תהילים).,Khal-Hasidim,high
confirm,,practice:recitation_of_psalms,Shivhei-Habesht_0024,https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0024,"ואכתוב קצת משבחי הרב כשהיה אב""ד בק""ק נעמרוב אחר הבריחה שנה אחת ודרכי היה כשהייתי מניח תפילין דר״ת הייתי ירא להניח בפני הבריות כי…",Reciting Psalms depicted (אמר תהלים / לומר תהילים).,Shivhei-Habesht,high
confirm,,practice:recitation_of_psalms,Khal-Kdoshim_0003,https://www.hasidic-stories.org/Story/Khal-Kdoshim/Khal-Kdoshim_0003,והבישאף דרש ברבים כי היהודים מתועבים ותועבה הם להם לעסוק עם העברים כי השחיתו התעיבו והם לא ידעו אך ימוצו שפעת העמים ויינקו חלב…,Reciting Psalms depicted (אמר תהלים / לומר תהילים).,Khal-Kdoshim,high
confirm,,practice:recitation_of_psalms,Peer-MiKdoshim_0005,https://www.hasidic-stories.org/Story/Peer-MiKdoshim/Peer-MiKdoshim_0005,הגאון הקדוש הלזה במסתרים בכתה נפשו לפני מעונה שמים אדון אדין למושעות ויום אחד לפני בא העלם לשלום קרא צום ונקהלו כל אנשי העיר…,The story explicitly describes the Maharal leading the community in the public recitation of the first three books of Psalms to spiritually facilitate the rescue of a kidnapped boy.,PeerMikdoshim,high
confirm,,practice:recitation_of_psalms,Adat-Zadikim_0017,https://www.hasidic-stories.org/Story/Adat-Zadikim/Adat-Zadikim_0017,ודרשו ברופאים ולא הועילו ויהי האיש הולך וחסר יום יום ועל כי היה האיש משועי העיר ומראשיה דאגו אחריו כל אנשי העיר מאד והתאמצו כולם…,Reciting Psalms depicted (אמר תהלים / לומר תהילים).,Adat-Zadikim,high
confirm,,practice:recitation_of_psalms,Khal-Hasidim_0131,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0131,"ואכתוב קצת משבחי הרב כשהיה אב""ד דק""ק נעמרוב אחר הבריחה שנה אחת ודרכי היה כשהייתי מניח תפילין דר״ת הייתי ירא להניח בפני הבריות כי…",Reciting Psalms depicted (אמר תהלים / לומר תהילים).,Khal-Hasidim,high
confirm,,practice:recitation_of_psalms,Shivhei-Habesht_0031,https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0031,ור' הירש חתן הרב הלך עם הבעש״ט לבית ר' אייזיק דרך פרוזדור הבית ועמדו שם כמה סוסי' והלך מסוס לסוס וראה אותם והכה אותם והוטב בעיניו…,Reciting Psalms depicted (אמר תהלים / לומר תהילים).,Shivhei-Habesht,high
confirm,,practice:recitation_of_psalms,Shivhei-Habesht_0128,https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0128,שמעתי מהרב דקהלתינו שנסע הבעש״ט מכפר טשערטריע ולן סמוך לכפר אצל יער ששם נהרגו כמה פעמים כמה אנשים יהודים ועמד שם ללון כדי להבריח…,The Besht explicitly commands his followers to recite Psalms throughout the night as a spiritual protection against a murderous servant and the 'shell' of the forest.,Shivhei-Habesht,high
confirm,,practice:recitation_of_psalms,Khal-Hasidim_0220,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0220,"והיה זהיר כל ימיו במלאכתו לא ויתר יותר אפילו חוט אחת ממלאכת בעה""ב שהיה נותנים לו ועל כן אחרי הסתלקותו נסתלקותו צוה שיעשו לו ארון…",Reciting Psalms depicted (אמר תהלים / לומר תהילים).,Khal-Hasidim,high
confirm,,practice:recitation_of_psalms,Shivhei-Habesht_0068,https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0068,"שמעתי מהרב דק""ק פולנאי ש הבעש״ט לא הי׳ יכול לדבר עם בני אדם מחמת דביקותו והי' מדבר חוץ לשיטה ולמד אותו רבו שלו הידוע שיאמר בכל…",The text explicitly describes the Besht being instructed to recite specific chapters of Psalms daily as a spiritual practice to balance his devekut with human interaction.,Shivhei-Habesht,high
confirm,,practice:recitation_of_psalms,Khal-Hasidim_0058,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0058,"שמעתי מ הרב דק""ק פולנאי ש הבעש״ט לא היה יכול לדבר עם בני אדם מחמת דביקותו והי' מדבר חוץ לשיטה ולמד אותו רבו שלו הידוע שיאמר בכל…",The text explicitly describes the Besht's daily practice of reciting specific psalms (Psalm 119 and others) as a method to balance his spiritual devotion with human interaction.,Khal-Hasidim,high
confirm,,practice:drinking_alcohol,Khal-Hasidim_0012,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0012,ויתמהמה עד הפסח ויען כי לא הי' מכירים אותו שם הי' שם בלחץ גדול מאד עד כי בערב פסח ממש לא הי' לו אפי' פרוסת מצה למצוה ולא כוס יין…,The story explicitly describes the Baal Shem Tov performing Kiddush on wine and drinking the first two cups of the Passover Seder.,Khal-Hasidim,high
confirm,,practice:drinking_alcohol,Khal-Hasidim_0202,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0202,"ויתן החסיד לה על כל הדברים הצריכים על קמח שמירה ואפי' ועל בשר ועופות ויין נתן לה כסף גם קנה שלחן ומטה וספסלים ויצו להכין על יו""ט…",The story describes providing wine for the Passover Seder and explicitly mentions the scene during the meal after the ritual drinking of the first two cups of wine.,Khal-Hasidim,high
confirm,,practice:drinking_alcohol,Adat-Zadikim_0003,https://www.hasidic-stories.org/Story/Adat-Zadikim/Adat-Zadikim_0003,ויתמהמה עד הפסח ויען כי לא הי' מכירים אותו שם הי' שם בלחץ גדול מאד עד כי בערב פסח ממש לא הי' לו אפי' פרוסת מצה למצוה ולא כוס יין…,The story explicitly describes the Baal Shem Tov making Kiddush on 'fine wine' and drinking the first two cups of the Passover Seder.,Adat-Zadikim,high
confirm,,practice:drinking_alcohol,Mifalot-HaZadikim_0006,https://www.hasidic-stories.org/Story/Mifalot-HaZadikim/Mifalot-HaZadikim_0006,ויהי כאשר הבין מחשבתי שאני נבהל ועומד בזעף וינחם אותי ודיבר על לבי ואמר לי אפשר שדירה זאת אינה לפי כבודכם והכניס אותנו לחדרים…,The text explicitly describes a scene at a hospitable inn where guests are eating and drinking 'much royal wine' (יין מלכות רב).,Mifalot-HaZadikim,high
confirm,,practice:drinking_alcohol,Maase-Zadikim_0016,https://www.hasidic-stories.org/Story/Maase-Zadikim/Maase-Zadikim_0016,"ויתן החסיד לה על כל הדברים הצריכים על קמח שמירה ואפיי׳ ועל בשר ועופות ויין נתן לה כסף גם קנה שלחן ומטה וספסלים ויצו להכין על יו""ט…",The story depicts the preparation and consumption of the four cups of wine during a Passover Seder scene with Rabbi Pinchas of Koritz.,maase-zadikim,high
confirm,,practice:drinking_alcohol,Khal-Hasidim_0170,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0170,וילכו האנשים אל האדם הזה ויבואו אל ביתו וישאלו עליו לאמר כי רבם הקדוש מ מעזביז שלח אליו ותאמר אשתו להם שחוק לכם למה אהיה הלא תראו…,Drinks brandy until he collapses drunk (יין שרף... משכרותו).,Khal-Hasidim,high
confirm,,practice:drinking_alcohol,Mifalot-HaZadikim_0027,https://www.hasidic-stories.org/Story/Mifalot-HaZadikim/Mifalot-HaZadikim_0027,אח״כ אמרו לו שבת טוב וענה להם שנה רעה יבא אליכם וכאשר רצו לומר הזמר שלום עליכם הרגיז עליהם בבזיונות וחירופים עד שהוכרחו לשתוק…,"The story describes a scene where the host drinks the Kiddush cup and the disciples request spirits (יי""ש) to perform their own Kiddush.",Mifalot-HaZadikim,high
confirm,,practice:drinking_alcohol,Mifalot-HaZadikim_0016,https://www.hasidic-stories.org/Story/Mifalot-HaZadikim/Mifalot-HaZadikim_0016,ואח״כ נתגדל ונתגלה מעט מעט ואירע בעיר הנ״ל שאיש אחד חילל שבת בשוגג שאיחר בנסיעתו בעש״ק ממניעת העגלה ואחר זה בא לפני הרב ר׳ מיכל…,The story explicitly describes a scene where the Baal Shem Tov holds a cup to perform Kiddush and subsequently drinks it.,Mifalot-HaZadikim,high
confirm,,practice:drinking_alcohol,Shivhei-Habesht_0193,https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0193,פעם א׳ ראה איש א׳ עובר על הרחוב מיד צוה להמשרת שלו רוץ מהר וקרא לי את האיש הזה וירץ הנער ויקרא לו ומתחילה נתפעם לבו ולא רצה לילך…,The story explicitly describes a scene where a man's father is found drinking brandy (yayin saraf) from a vessel under barrels.,Shivhei-Habesht,high
confirm,,practice:drinking_alcohol,Peer-MiKdoshim_0007,https://www.hasidic-stories.org/Story/Peer-MiKdoshim/Peer-MiKdoshim_0007,והחסיד עמד צולל במעמקי רעיוני והאמונה שעל ראשו אור הופיע בהשקט ובבטחה גם יחד לאחת לרמזי עיניו מוזר לו כל פחד והצדיק הכביר לדבר עם…,The story explicitly depicts a scene where the Tzaddik orders the 'Havdalah wine' to be brought and tells the wealthy man to drink it.,PeerMikdoshim,high
confirm,,practice:drinking_alcohol,Shivhei-Habesht_0086,https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0086,"שמעתי מאיש אחד ששמע מפו הסופר ר׳ צבי ז""ל ש הבעש״ט נשתדך עם המפורסם ר' זאב קוציעס ביתום וביתומה שגדלו בביתם היתומה נתגדלה בבית…",Besht gives a flask of wine to drink and blesses it (צלוחית יין לשתות).,Shivhei-Habesht,medium
confirm,,practice:drinking_alcohol,Maase-Zadikim_0006,https://www.hasidic-stories.org/Story/Maase-Zadikim/Maase-Zadikim_0006,וילכו האנשים אל האדם הזה ויבואו אל ביתו וישאלו עליו לאמר כי רבם הקדוש מ מעזביז שלח אליו ותאמר אשתו להם שחוק לכם למה אהיה הלא תראו…,Parallel; drinks brandy to drunkenness.,maase-zadikim,high
confirm,,practice:drinking_alcohol,Khal-Hasidim_0075,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0075,"שמעתי מאיש אחד ששמע מפי הסופר הר׳ צבי ז""ל ש הבעש״ט נשתדך עם הרה""ק ר' זאב קיצעס ביתום וביתומה שגדלו בביתם היתומה נתגדלה בבית…",The story explicitly depicts Rabbi Leib Kaminer being served wine at the Besht's house and mead at the nobleman's house.,Khal-Hasidim,high
confirm,,practice:drinking_alcohol,Maase-Zadikim_0015,https://www.hasidic-stories.org/Story/Maase-Zadikim/Maase-Zadikim_0015,"אך הוא נסע עם חברת חברה חסידים וכאשר באו לאכסניא אחר איזה פרסאות נחו מעט וישתו משקה למען ישמחו את האברך הנ""ל ושלא ידאג עוד ובתוך…",The text explicitly describes a group of Hasidim stopping at an inn and drinking 'mashke' (liquor) to cheer up the protagonist.,maase-zadikim,high
confirm,,practice:drinking_alcohol,Shivhei-Habesht_0135,https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0135,"שמעתי מהרב דקהלתינו שהוליך הבעש״ט את הרב מ׳ יחיאל מיכל על הרבנות דק""ק 134 135 הוראדני שבחי הבעש״ט 136 הוראדני ובליל ששי תעו בדרך…","The text explicitly mentions that a character (Rabbi Michel) believed his confusion was due to having drunk 'much honey water' (mead), which is an alcoholic beverage.",Shivhei-Habesht,high
confirm,,practice:drinking_alcohol,Shivhei-Habesht_0110,https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0110,"ושמעתי בר' ישראל מרוז'ין"" שבחי הבעש״ט כב 111 אין לו במה לשרוף י""ש ואמרה אני אתן לך כמה מאות תבואה ושכר את הרענדי והשררית נתמלא׳…","Rebbe serves/sells brandy to rovers (קנה י""ש ומכר... לאכול ולשתות).",Shivhei-Habesht,medium
confirm,,practice:drinking_alcohol,Khal-Hasidim_0229,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0229,ויקרא האורח לאשר בבית הזה לפתוח לו ויפתח לו הרב הצדיק וקדוש וישאלהו האיש פה אכסניא מקום ללון ויענהו כן ויאספהו אל הבית ונתן לו…,Given brandy to revive him (מעט יין שרף להחיות נפשו).,Khal-Hasidim,medium
confirm,,practice:drinking_alcohol,Shivhei-Habesht_0002,https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0002,"(שמעתי מהרב ר׳ שמשון הרב דק""ק ראשקוב בן הרב דק""ק פולנאי מעשה שהיה איש אחד ונקר' שמו ר' אדם וממנו באו הכתבים ל הבעש״ט כי בא פ""א…","The story describes a miraculous feast where the Emperor and his ministers ate and drank ('אכלו ושתו כל טוב'), with 'משקאות' (drinks/liquor) explicitly listed among the preparations.",Shivhei-Habesht,high
confirm,,practice:drinking_alcohol,Khal-Hasidim_0111,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0111,"פ""א היה הבעש""ט באיזה קהילה והי' אכסניתו על העלי' פעם א' ראה איש א' עובר על הרחוב מיד צוה להמשרת שלו רוץ מהר וקרא לי את האיש הזה…","The story explicitly describes the protagonist's father drinking spirits (י""ש) from a large vessel under a barrel.",Khal-Hasidim,high
confirm,,practice:drinking_alcohol,Khal-Hasidim_0002,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0002,"פ""א ביקש ר׳ אדם הנ״ל את הקיסר על סעודה א׳ והבטיח לו הקיסר והוא היה דר בבית קטן מאד והסעודה הי׳ שרא׳ מלך א׳ הכין סעודה בשביל מלך…",The story describes a grand miraculous feast where guests are explicitly depicted as 'eating and drinking' (אכלו ושתו) and 'beverages' (משקאות) are provided.,Khal-Hasidim,high
confirm,,practice:drinking_alcohol,Khal-Hasidim_0222,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0222,"אך הוא נסע עם חברה חסידים וכאשר באו לאכסניא אחר איזה פרסאות נחו מעט וישתו משקה למען ישמחו את האברך הנ""ל ושלא ידאג עוד ובתוך כך…",The story explicitly describes the Hasidim stopping at an inn and drinking 'mashke' (liquor) to cheer up the protagonist.,Khal-Hasidim,high
confirm,,practice:healing_of_the_soul,Khal-Hasidim_0017,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0017,"ויאנח מאוד הת""ח ההוא על רוב יגיעותיו מעמל הדרך כמו ששים פרסאות שהלך ברגליו ויכתת אותם למצוא איש הזה ולבסוף לא ימצא אותו וילך תיכף…",The story explicitly describes a 'tikkun' (spiritual rectification) where the Besht reveals the protagonist's past incarnation to facilitate the repair of his soul's previous sins.,Khal-Hasidim,high
confirm,,practice:healing_of_the_soul,Khal-Hasidim_0173,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0173,"וע""כ הזמינו לו מן השמים מצות פיקוח נפש שהוא גדולה מכל המצות אך כדי שלא יתחמץ ע""כ נתעורר עליו זכות אבות ובקשו עליו לקרב מיתתו בכדי…",The story depicts a profound spiritual transformation and repentance (Teshuvah) of a sinner who consciously repairs his soul through self-reflection and prayer.,Khal-Hasidim,high
confirm,,practice:healing_of_the_soul,Mifalot-HaZadikim_0027,https://www.hasidic-stories.org/Story/Mifalot-HaZadikim/Mifalot-HaZadikim_0027,אח״כ אמרו לו שבת טוב וענה להם שנה רעה יבא אליכם וכאשר רצו לומר הזמר שלום עליכם הרגיז עליהם בבזיונות וחירופים עד שהוכרחו לשתוק…,The story depicts a deliberate spiritual intervention (through humiliation and suffering) to rectify a past sin and restore the Baal Shem Tov's lost portion in the World to Come.,Mifalot-HaZadikim,high
confirm,,practice:healing_of_the_soul,Shivhei-Habesht_0005B,https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0005B,"פ""א בא לעיר והית' שם אש' אחת משוגעת והיתה מגלה לכל א""וא תועבותיו וטובותיו וכשבא לעיר הבעש״ט זלה""ה ביקש ר׳ גרשין ה""ל מהרב החסיד…","The story depicts the Baal Shem Tov performing an exorcism on a possessed woman and later healing a 'madman,' focusing on the repair of the soul (tikkun) rather than physical medicine.",Shivhei-Habesht,high
confirm,,practice:healing_of_the_soul,Shivhei-Habesht_0034,https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0034,"שמעתי מהרב דק""ק דראזניץ שהיה אב""ד בק""ק פאוולויץ המעשה איך נתקרב הרב המגיד הגדול ל הבעש״ט המגיד צום ז' או ח' פעמים משבת לשבת…",The story explicitly describes the Baal Shem Tov's attempt to heal the Maggid through 'words' (spiritual healing) which he calls a 'lasting healing' in contrast to physical medicine.,Shivhei-Habesht,high
confirm,,practice:healing_of_the_soul,Peer-MiKdoshim_0001,https://www.hasidic-stories.org/Story/Peer-MiKdoshim/Peer-MiKdoshim_0001,והעני היה ממדינה אחרת גר מתגורר ולא היה אף שום קרוב וגואל כי נדרש את דמו מידו ועד מהרה נלקח העני המת אל בית החפשית ויערכו אותו…,The Baal Shem Tov confronts a wealthy man with his spiritual failings and provides a 'Tikun' (rectification/soul-healing) for his soul after he realizes he caused a man's death.,PeerMikdoshim,high
confirm,,practice:healing_of_the_soul,Shivhei-Habesht_0096A,https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0096A,"שמעתי בבית הרב בק""ק נעמרו' מפי ר' משה הנ""ל ששמע מן המוכיח מעשה שחלם המוכיח שלמדו אותו דרשה והי׳ זוכר קצת דברים וסיפר לבעש״ט אמר…","The story depicts the Besht's spiritual intervention to protect the preacher's soul from the Samael after he falls into pride, followed by a period of spiritual rehabilitation.",Shivhei-Habesht,high
confirm,,practice:healing_of_the_soul,Peer-MiKdoshim_0007,https://www.hasidic-stories.org/Story/Peer-MiKdoshim/Peer-MiKdoshim_0007,ומשרתי רצונך לא ידחפוך מביתו כל עוד תתענג עליו יום יום יותר ויותר וכנחל נובע פרצו דברו החסיד בחכמה ועד כי התנשא זה לעומת זה…,The story explicitly describes the Tzaddik's role as a 'faithful doctor for the illnesses of rebellious souls' and depicts the spiritual transformation and repentance of a wealthy mocker.,PeerMikdoshim,high
confirm,,practice:healing_of_the_soul,Maase-Zadikim_0001,https://www.hasidic-stories.org/Story/Maase-Zadikim/Maase-Zadikim_0001,"ויאנח מאוד הת""ח ההוא על רוב יגיעותיו מעמל הדרך כמו ששים פרסאות שהלך ברגליו ויכתת אותם למצוא איש הזה ולבסוף לא ימצא אותו וילך תיכף…","The story explicitly focuses on the 'tikun' (rectification or repair) of a soul through reincarnation, where the protagonist seeks spiritual repair for sins committed in a previous life.",maase-zadikim,high
confirm,,practice:healing_of_the_soul,Shivhei-Habesht_0193,https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0193,פעם א׳ ראה איש א׳ עובר על הרחוב מיד צוה להמשרת שלו רוץ מהר וקרא לי את האיש הזה וירץ הנער ויקרא לו ומתחילה נתפעם לבו ולא רצה לילך…,The Besht prescribes a specific regimen of repentance (teshuva) to repair the spiritual damage caused by the man's sin of striking his father.,Shivhei-Habesht,high
confirm,,practice:healing_of_the_soul,Khal-Hasidim_0239,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0239,ומשרתי רצונך לא ידחפוך ידחפיך מביתו כל עוד תתענג עליו יום יום יותר ויותר וכנחל נובע פרצו דברי 'החסיד בחכמה ועד כי התנשא זה לעומת…,The story explicitly describes the spiritual transformation and repentance of a skeptic through the Rebbe's insight as a form of soul healing ('שב ורפא לו').,Khal-Hasidim,high
confirm,,practice:healing_of_the_soul,Khal-Hasidim_0009,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0009,"פ""א בא לעיר והיתה שם אשה משוגעת והיתה מגלה לכל א""וא תועבותיו וטובותיו וכשבא לעיר הבעש״ט זלה""ה ביקש ר' גרשון הנ""ל מהרב החסיד הקדוש…","The story explicitly describes the Baal Shem Tov interacting with and healing individuals afflicted by spirits or madness, which represents spiritual/psychological healing.",Khal-Hasidim,high
confirm,,practice:healing_of_the_soul,Khal-Hasidim_0086,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0086,"מעשה כשבא הבעש״ט לק""ק מעזיבוז לא היה חשוב בעיני החסידים היינו הרה""ק ר' זאב קיצעס והרה""ק ר' דוד פורקעס מחמת השם שקראו אותו בעש״ט…",The Besht identifies a specific spiritual flaw in a dying man and promises to rectify his soul's status to ensure entry into the afterlife (Gan Eden).,Khal-Hasidim,high
confirm,,practice:healing_of_the_soul,Peer-MiKdoshim_0008,https://www.hasidic-stories.org/Story/Peer-MiKdoshim/Peer-MiKdoshim_0008,ופעם שנים כבר היה גוסס ושמע כי נעשה רעש גדול על כי צדיק אחד קדוש ר׳ מאיר מ פראמישלאן קרע גזר דינו והרעיש עליו טללי תחי ' להנטותו…,"The story explicitly describes the Tzaddik's intervention to repair the protagonist's spiritual defect of stinginess, leading to psychological transformation and repentance.",PeerMikdoshim,high
