key	kind	kima_linked	kima_id	wikidata	lat	lon	name_heb	name_rom	names_all	occurrences	n_editions	editions	context_sample
ED::קאריב	edition_only	no					קאריב		קאריב	3	1	Hitgalut-HaZadikim	"מעשה נפלאה מהרב הקדוש המפורסם הרבי ר׳ שמואל מקאריב זצוק""ל ⟦SEP⟧ …שא כק״ש מוהר״ר מרדכי זאב זצ""ל האבד״ק קאלביעל בעהמח״ס קול הרמ""ז. הרב הגדול והקדוש המפורסם ציס״ע הרבי ר׳ שמואל מקאריב היה נוסע לרבינו הקדוש הרבי מלובלין זי""ע והי' עני ואביון גדול ר""ל. ופעם אחת נטל על עצמו שלא לדבר לשום אדם שיתן…"
ED::קובלנא	edition_only	no					קובלנא		קובלנא	3	2	Hitgalut-HaZadikim; Maasiot-veSihot-Zadikim	"…נ""ל אשר בימים ההם היה כבר משכן קדשו בסאדיגערי במדינת קירה. לזאת נסעו תיכף במר נפשם לסאדיגערי למרן הקדוש הנ""ל בקובלנא רבא על הגביר הנ""ל היות שכבר ישבו שם ימים רבים ויש להם שם פרנסה בטוב. ועתה רוצה לגרשם מלהסתפת בנחלתם ולא ידעו … ⟦SEP⟧ …ליח מאוד. ואיש העשיר ההוא לא רצה לציית הד״ת אשר היה לו עם הנ""ל והיה נוסע כמה פעמים למרן הקדוש הנ""ל ממאגלניצא בקובלנא עליו. והיה מרן ז""ל אומר לו כמה פעמים מה אוכל לעשות אם הוא אין בא אצלי. פעם אחת בא העשיר הנ""ל אל מרן ז""ל וכאשר… ⟦SEP⟧ …שים היו מחזיקים אותו לאיש אלוקים ובעת ההוא יצא גזירה לבל ידו שום יהודי עשרה ווערסט סמוך להגרעניץ והלכו אנשים בקובלנא לפניו וסיפרו לו מהגזירה והשיב להם הגזירה יתבטל מהרה ומהפסטאג העשו בעירכם בהכ״נ וכן היה שבזמן קצר הוכרח המלך מ…"
ED::קעשינוב	edition_only	no					קעשינוב		קעשינוב	3	1	Peulat-Hatzadikim	"מהגה""ק ר׳ ארי׳ ליבוש זצ""ל אבד״ק לאנצוט וקעשינוב. ⟦SEP⟧ …פתח המגיד ואמר מבטחני בו שיגדל בתורה ויפיץ ענן אורו ע״פ תבל. ואח״כ נתמנה לראב״ד בק׳ לאנצוט ואח״כ בקשי קהל עדת קעשינוב מהה״ק מאפטא ז״ל שיבחר לחם רב גדול לישב בראש אז בחר הה״ק בעבורם את הה״ק מהרא""ל אבד״ק לאנצוט ושלח מכתב לקעשינוב… ⟦SEP⟧ ואנשי דכוותיקעשיגוב קבלו אותו לר״מ בכבוד ושמחה רבה ויהי׳ לתשובת הימים והה״ק מאפטא בא לקעשינוב כמנהגו מדי שנה בשנה ויתאכסן בבית הה״ק מהרא""ל וביום ש״ק כשהי׳ מסובין יחד אמר הה״ק מאפטא בפני כל העם הראיתם את …"
ED::קרעטשמי	edition_only	no					קרעטשמי		קרעטשמי	3	1	Maasiot-veSihot-Zadikim	"…ר' בער ז""ל י לשלום ושידוך הראשון שיציעו לפניך תעשה האברך הנ""ל הלך לעירו ברגליו ומסתמא לא היה מרובש כראוי ובא לקרעטשמי על לינת לילה ומצא שם שהיו יושבים לצנים אוכלים ושותים. והוא ישב א״ע אצל התגור החם להחם א""ע ובראותם האיש הנ""ל ש… ⟦SEP⟧ הרב הצדיק ר' צבי אלימלך ז""ל נסע עם המשמשים שלו ובאו לקרעטשמי אחת ורצו להתפלל תפילת שחרית והרינדאר נתן להם חדר מיוחד להתפלל שם והצדיק ר' צבי אלימלך רצה להכין א""ע לתפלת אמר… ⟦SEP⟧ …ן היה עודה עד שלשים וששה ריינש ואח""כ הזיל המקח על חצי ונעשה חצי י""ח ריינש ואז היה מביא הדנן ובא בעש״ק בהשכמה לקרעטשמי אחת שקורין טאב רישטשי וכשירד מהעגלה ראה יהודי אחד קטן בקומה עומד אצל הקרעטשמי ואמר לה""ר וואלף שלום עליכם והוא…"
ED::ק׳ ליטין	edition_only	no					ק׳ ליטין		ק׳ ליטין	3	1	Buzina_Denehora	סיפר ר׳ אביגדר מק׳ ליטין שנסע הרב הק' ר׳ חיים טשערניוויצער מן וואליחיי מק' באטישאהן לק׳ מעזיביז. על קבר הבעש״ט. וכשבא לק׳ מעזיבוז. לא …
ED::רוטשיוואהל	edition_only	no					רוטשיוואהל		רוטשיוואהל	3	1	Shemen-Hatov	"…משוב סיפר לי כי הגה״ק ר׳ לוי יצחק בעל קדושת לוי בהיותו עוד בבית חותנו בלוברטוב ביראתו הטהורה הי' משתוקק ליסע לרוטשיוואהל להר״ר שמעלקא. פ""א התענה כל היום וכן כמה ימים. פ""א שאלו חותנו דו״ז ר׳ שמואל פרץ הגד נא אלינו החלומות אולי נטיב… ⟦SEP⟧ …השיבו הוא עני. והאורחים החשובים יש להם בדוחק כף עץ. ובפיהם יבלעו. תמה על זאת. עד שנזכר שראהו בבית אחיו הרר״ש ברוטשיוואהל וכן התנהגו החסידים אצל אחי.אחיו ברוטשיוואהל הי' להם בית שפל וקשרו הפיאות בחוטי פשתן ותלו על יתד שהי' על הקורה…"
ED::רענצק	edition_only	no					רענצק		רענצק	3	1	shivheiZadikim	"בבוא הרב הק' מוה׳ זעליג ז""ל משרענצק פעם ראשונה לרבו הקדוש הרבי ר׳ שמחה בונם ז""ל לפרשיסחא אחר הסתלקות רבו מובהק הקדוש ר׳ שמואל מקארוב ז""ל. נתבונו … ⟦SEP⟧ …רסם מוה״ר יצחק ז""ל מווארחי. והה״ק ר׳ אברהם משה ז""ל בנו של הה״ק המפורסם הרבי ר׳ בונם ז""ל מפרשיסחא. פתאום לעיר שרענצק שהיה"
ED::תוב״ב	edition_only	no					תוב״ב		תוב״ב	3	2	Buzina_Denehora; Sipurim-Nehmadim	"…הקודש אשר שלח הרב הקדוש רבי ר' ברוך ממעזיביז נ""ע להרב הקדוש המפורסם מוהר״ר מנחם מענדיל זצלה""ה מוויטיפסק לאה״ק תוב״ב ⟦SEP⟧ בעזרת השם יתברך יום ג׳ מרחשון תקס״א לפ""ק פה אה״ק טבריא תוב״ב ⟦SEP⟧ … חיים ועוד כמה ספרים וז״ל אזכיר בכאן דבר נפלא אחת שראיתי בהרב הגאון אמיתי חסיד אמת הרב דק""ק זלאטשוב ע״כ באה״ק תוב״ב זי״ע ועכ״י (הוא הרה״ק ר׳ ישכר בער בעל המחבר ספר מבשר צדק ובת עיני) שבא לפניו נער אחד לשאול שאלה ומעט דקין מן …"
H-LOC_1	authority	yes	102	Q863576	53.08333333	25.31666667	סלאנים	Slonim	סלאנים | Slonim	3	3	Adat-Zadikim; Khal-Hasidim; Shivhei-Habesht	"… מכמה שנים וע""כ את טעמו ולבושו שינה שלא יכירוהו ואחרי עבור שתי שנים ומחצה בא הרב לעיר אחת גדולה מעיירות ליטא בסלאנים. ויתאכסן בבית הפרנס חודש כי כן היה שם המנהג כי כל דרשן היה צריך להתאכסן אצל הפ""ח. ויבא לשם הרר""ד ביום ה׳ ויקב… ⟦SEP⟧ … מכמה שנים וע""כ את טעמו ולבושו שינה שלא יכירוהו ואחרי עבור שתי שנים ומחצה בא הרב לעיר אחת גדולה מעיירות ליטא בסלאנים. ויתאכסן בבית הפרנס חודש כי כן היה שם המנהג כי כל דרשן הי' צריך להתאכסן אצל הפ""ה. ויבא לשם הרר״ד ביום ה׳ ויקב… ⟦SEP⟧ …יפתו לק""ק ברעסל' ונתנו לו החוב הנ""ל במתנה והמלך יגבה ממנו ומנכסיו ועשו כן והלכו בספינה על המים וכשבאו נגד ק""ק סלאנים אשר שם מושב הדוכס ולקחו עמם ג׳ חביות מעות להניח בק""ק ברעסלא ונסע עמהם גם הפקיד שלהם וכשקרבו לנמל והלך ר׳ עם ה…"
H-LOC_10	authority	yes	11393	Q611086	49.4661111111	22.3288888889		Lesko	Lesko	3	1	Smichat-Moshe	"הסכמת הרב הגאון הצדיק וחסיד בוצינא קדישא חסידא ופרישא מ׳ צבי הירש אבד״ק ליסקא הנה ה״ה הרבני המופלג מ׳ שמואל שמעלקא הורוויץ כין ונכד של הגאון הקדוש מ׳ שמואל שמעלקי אבד״ק ניקלשפארג הולך לדב… ⟦SEP⟧ הק׳ צבי הירש בר״א אבד״ק ליסקא ⟦SEP⟧ הדאקטורים נתנו לי ייאוש והי׳ כמשלש חדשים עבר דרך עיר סאניק לק׳ ליסקא הרב הק׳ רבי ר' הירש מרימנאב ז""ל והי׳ אצלי לבקרי ובירך אותי ובהחזרה לביתו שבת על ש""ק בק' סאניק ואחר תפילת שחרי…"
H-LOC_101	authority	yes	23968	Q6511677	51.65	20.15	לעטישוב	Lechów	לעטישוב | לעטשוב | Lechów	3	2	Khal-Hasidim; Shivhei-Habesht	"שמעתי מר' זעליג דק""ק לעטשוב שהלך בדרך ובא לק""ק איספאלי ועדיין הי' כפר והי׳ מתאכסן אצל שוחט ושמעו שבאהרב ר׳ מאיר הרב דגולה והלכתי להקביל פ… ⟦SEP⟧ שמעתי מפי ר׳ זעליג מק""ק לעטישוב אעפ""י שזו המעש' אינו מן הבעש״ט אעפ״כ אני כותב מחמת שמזו המעשה נוכל ללמוד י""ש מעשה באיש אחד שהי׳ רך בשנים והוא… ⟦SEP⟧ שמעתי מר׳ זעליג דק""ק לעטשוב שהלך בדרך ובא לק""ק איספאלי ועדיין הי׳ כפר והוא התאכסן אצל שוחט ושמעו שבא הרב ר׳ מאיר הרב דגולה והלכתי להקביל …"
H-LOC_109	authority	yes	26887	Q27039	51.32444444	28.80805556	אוורוטש	Ovruch	אוורוטש | אוורייניש | Ovruch	3	2	Mifalot-HaZadikim; SipurimUmaamarimYekarim	"…ל״א בשם שוטה) והיה הדבר לפלא בעיני כל השומעי׳ ויהי כאשר נשמע הדיבורי׳ האלו להרב הצדיק ר׳ אברהם דוב מאוורייטישמאוורייניש (בעהמ״ח ס׳ בת עין) התפלא מאוד ואמר הביטו וראו איך הוא מחזיק את הרב מסאווראן לאדם גדול. גדול הערך כי נע״ר נקרא… ⟦SEP⟧ … בעת האוכל כשנגע בריש לישניה הבין איך היה הסכין מקודם. כמו שאירע להרה״ק ר׳ נחום מטשערנאביל זצוק""ל. כשהיה בק""ק אוורוטש ונתאכסן אצל הרה״ק ר׳ נטע. והרה״ק ר׳ נטע לא היה בביתו. ושחטו בשבילו עוף אחד. וכשהביאו לו על השלחן הרגיש מחשבת … ⟦SEP⟧ פ״א היה המגיד הנ""ל באיזה מקום ביחד עם הרה״ק ר' אברהם דוב מאוורוטש זצוק""ל בעהמ״ח ספר בת עין עה״ת. ובא אדם אחד וביקש אותם להיותם אצלו על ברית מילה. ויעבד את המגיד להיות הנדק. וא…"
H-LOC_193	authority	no		Q986052	50.4406629	20.938154	סטאבניץ	Stopnica	סטאבניץ | Stopnica	3	2	Peulat-Hatzadikim; Shlosha-edrei-zon	"…ובדיחא דעתי' ותיכף ישב אצל השלחן טרם יכבדהו אמר לו הרב ר׳ אביש אני ראיתי את מע׳ בקרשעשוויץ כשהי׳ הרב ר׳ מאיר מסטאבניץ שם ואז היה אב""ד דק׳ אפטא ואמר לו זוכר אני. וצוה ר' אביש לנערו להביא כסא להושיב את ר' בעריש אצלו ולא רצה אמר ר… ⟦SEP⟧ …תלמידים שיש לי שאינם שובחים מפחד ד׳ אף מינוט אחד הלא המה הוא ור׳ קלמן מע""ח הוא הק׳ בעל מאוד ושמש] ור׳ מאיריל מסטאבניץ [הוא הק׳ בעל אור לשמים וכמו רבע שעה עברה חזר הה״ק רצ״ה ודפק בקול ממה דקה בהפתח ויספר המשרת להרב ויאמר יבנוס ו… ⟦SEP⟧ וכן פי׳ הה״ק ר׳ מאיר מסטאבניץ זצ״ל הפסוק סומך ד׳ לבל הנופלים וזוקף לבל הכפופים ודקדק דלכאורה הי׳ לו לכתוב לשון שמיבה אצל הכפופים ולשון זקיפ…"
H-LOC_248	authority	no			50.86666667	26.05		Derazhne	Derazhne	3	2	Khal-Hasidim; Shivhei-Habesht	"…או ולא השיגו הגנב ושלח הסוחר אגרת להבעש״ט וכשבא השליח להבעש״ט ומצא אותו שהוא עומד אצל המזוזה ורוצה לנסוע לק""ק דראזנע על ב״מ כי כיבדו אותו במצות מילה וקיבל האגרת מן השליח ואמר לו המתין עד שאחזור והמתין השליח והבעש""ט לן בדרך ובה… ⟦SEP⟧ …או ולא השיגו הגנב ושלח הסוחר אגרת להבעש״ט וכשבא השליח להבעש״ט ומצא אותו שהוא עומד אצל המזוזה ורוצה לנסוע לק""ק דראזנע על ב״מ כי כיבדו אותו במצות מילה וקיבל האגרת מן השליח ואמר לו המתן עד שאחזור והמתין השליח והבעש״ט לן בדרך ובהי…"
H-LOC_25	authority	yes	139	Q52892	51.85	16.56666667	ליסא	Leszno	ליסא | Leszno	3	3	Derech-Haemuna; MaasyiotMzadikeiYesodeiOlam; Maim-Rabim	"ואמר הגאון מליסא אני אספר לכם מעשה נפלאה אשר בעיני ראיתי כי בעת שרצו אנשי עיר פרידלאנד לקבל עליהם רב ואב״ד אז אשר שמו אנשי העי… ⟦SEP⟧ ובס׳ רמ״ץ וז״ל וכן שמעתי שאמר על הג׳ מליסא ז״ל שאעפ""י שלא כיון בלימודו להסוד עכ״ז הלימוד שלו הגיע לחלק הסוד להלכה מתוך שהתייגע עצמו לכוין האמת וכמרז״ל י… ⟦SEP⟧ בשה״ג החדש מר׳ גדולים מערכה פ׳. אות כ״ב. נמצא העתק מכתב מהגה""ק בעל הפלאה שכ׳ להה״ג ר׳ טעבלי מליסא זצ״ל שיכתוב להגה״צ ר׳ יוסף מפוזנא זצ״ל שיבקש מחותנו הגה״ק בעל נודע ביהודא זצ""ל שאל יצער להה״ק מו""ה יחיאל מיכל…"
H-LOC_252	authority	yes	23857	Q932248	49.11666667	29.2	ליניץ	Illintsi	ליניץ | Illintsi	3	2	Khal-Hasidim; Shivhei-Habesht	"החסיד ר׳ יוסף מזורניץ הנקרא ר׳ יוסף מלמד היה בעירנו בק""ק ליניץ ואני לא הייתי בקו הבריאה בעיר ההיא ולא יכולתי לישב עמו רק שנתתי לו שלום ולא שמעתי ממנו בעצמו וחבירי שמעו ממנו… ⟦SEP⟧ החסיד ר׳ יוסף מזורניץ הנקרא 49 50 ר' שבחי הבעש״ט יג 51 ר׳ יוסף מלמד היה בעירנו בק""ק ליניץ ואני לא הייתי בקו הבריאה בעיר ההיא ולא יכולתי לישב עמו רק שנתתי לו שלום ולא שמעתי ממנו בעצמו וחבירי שמעו ממנו… ⟦SEP⟧ …והרב ישב בסוכה קרה והניח לו את הבית קטן שמתפללין בו והי׳ לן שם והרב ז""ל לא ישן שם מעולם וכשנסע בא ר' דוד מק""ק ליניץ כי היה חושב לנסוע לאה״ק וקודם רצה להתראות עם ר׳ מענדיל ולא מצא אותו בק""ק נעמרוב ולן רבי אצל הרב ושמעתי שהי' מ…"
H-LOC_261	authority	yes	658	Q849116	50.1	25.71666667	קרעמניץ	Kremenets	קרעמניץ | Kremenets	3	3	Khal-Hasidim; Maim-Rabim; Shivhei-Habesht	"…לת הרב המ""מ הגדול אשת הר׳ אברהם הנ""ל כשנתאלמן בנו הק' מ׳ אברהם זצ״ל קרא לשני חשובי העיר ואמר בקשתי שתסעו לק""ק קרעמניץ ותשדכו לבני שי' בת הרב מו""ה פייוול בעמה""ח ספר משנת חכמים ותביאו אותה לכאן ומיד עשו כאשר צוה עליהם והכינו לעצמ… ⟦SEP⟧ …ב המ״מ הגדול אשת הרב מ׳ אברהם הנ""ל : כשנתאלמן בנו הק' מ׳ אברהם זצ""ל קרא לשני חשובי העיר ואמר בקשתי שתסעו לק""ק קרעמניץ ותשדכו לבני שי׳ בת הרב מ׳ פייוול בעהמ״ח ספר משנת חכמים : ותביאו אותה לכאן ומיד עשו כאשר צוה עליהם והכינו לעצמ… ⟦SEP⟧ אשת רבינו ר׳ אברהם המלאך (אות יח) הרבנית הצ׳ תנצב""ה : (כג) בת הג״מ משולם פייבוש הלוי מהורוויטץקרעמניץ בעהמח״ס משנת חכמים על משניות אשת הה״ק ר׳ משה (אות ג׳) מזיווהעל הרבנית הצ׳ מ׳ חי׳ סעריל תנצב""ה : (כד) בת הה״ק …"
H-LOC_276	authority	yes	20747	Q213065	49.48333333	29.26666667	פאראביסיטש	Pohrebyshche	פאראביסיטש | פאריביסטש | פאהריבוסן | Pohrebyshche	3	2	Khal-Hasidim; Mifalot-HaZadikim	"…רסור הי׳ הרב הקדוש ר' מנחם נחום מק' טשעראנביל ושמעתי מר׳ יואל מפראטהור שהיה חוגג חג הפסח אצל ר׳ נחום הנ׳ בק""ק פאהריבוסן בא אליו שליח למחרת יוה""כ מהרה""ק ר׳ אברהם בנו כי הוא נחלה ביוה""כ ובעת נעילה פסק לדבר ושאלו אותו אם לשלוח אחר ר… ⟦SEP⟧ מהרב הצדיק הקדוש מוה׳ שלום מפאראביסיטש : פ״א שבת הרב הקדוש ר׳ זלמינא [הנקרא רב) בעיר ראדימישליט ונסע אליו מקורב אחד של הרב הצדיק ר׳ שלום הנ״ל. והנה … ⟦SEP⟧ מהרב הצדיק וכו׳ קדוש ד׳ ר׳ שלום מפאריביסטש בגמרא אם רואה אדם שיסורין באים עליו יפשפש במעשיו פשפש ולא מצא יתלה בביטול תורה וכו׳ והקשה בזה הרבה א׳ מה הוא …"
H-LOC_296	authority	no			48.7	26.11666667		Verkhneye Krivche	Verkhneye Krivche	3	2	Khal-Hasidim; Shivhei-Habesht	"מעשה שהי' שנס ובא לעיר קריבוש והי' אב""ד בעיר הנ""ל הרב החסיד ר' אבא שהי׳ אח״כ אב""ד בק""ק שדה לבן והיה אצל אב""ד הנ""ל אורח מחותן שלו והיו מפלפל… ⟦SEP⟧ מעשה שהי' שנסע ובא לעיר קריבוש והי׳ אב""ד בעיר הנ""ל הרב החסיד ר׳ אבא שהיה אח״כ אב""ד בק""ק שדה לבן והיה אצל אב""ד הנ""ל אורח מחותן שלו והיו מפלפל…"
H-LOC_299	authority	no		Q1012604			אוסטרעפאליע		אוסטרעפאליע	3	1	Sipurim-Nehmadim	בעיר לובער פלך זיטאמיר היה שם עשיר אחד והיה לו אוהב וידיך נאמן בעיר אוסטרעפאליע ומשם לעיר לובער בערך עשרים ושנים וויערסט פ״א נולד בן זכר אצל ידו הנ״ל בעיר אוסטרעפאליע והיה הברית מילה ביום ו…
H-LOC_37	authority	yes	16505	Q1004265	49.6287673	23.6955367	קאמרנא	Komarno	קאמרנא | Komarno	3	3	Maasiot-veSihot-Zadikim; MaasiyotUmaamarimYekarim; Sipurim-Nehmadim	"הרב הצדיק ר׳ אייזיק ז""ל מקאמרנא סיפר להרב הצדיק הקדוש ר׳ יצחק אייזיק ז""ל מזידיטשוב בים גדול אחד אשר בעת פטירת רש״י ז""ל הלכו לנגדו כל הפמליא ש… ⟦SEP⟧ ובס׳ נוצר חסד על פרקי אבות מהרב הגאון הצדיק ר׳ פרק ה׳ משנה כ״ב כתב וז""ל אייזיק זצוק""ל מקאמרנאכשהיו שואלין גמרן הבעש״ט איזה דבר היה פותח איזה ספר גמרא או זוהר וכיוצא והיה לומד ואח״כ היה משיב לשואל ואמר כי… ⟦SEP⟧ וכעין מעשה זה הובא בס׳ נוצר חסד על פ""א מהרב הצדיק ר׳ אייזיק מקאמרנא זצ״ל פרק ד׳ משנה כ״א וז״ל בימי מרן הריב״ש זצוק""ל (הוא הבעש״ט) יצא איש גדול מן הכלל ר""ל וכפר באלהים חיים על קנ…"
H-LOC_435	authority	yes	76236	Q114093			סטריקאוו		סטריקאוו | סטריקב | סטריקאב	3	1	shivheiZadikim	"…איר הלוי הורוויץ הרב משעפס טז מהה״ק ר׳ דוד מלעלוב יז מהה״ק הרבי ר׳ שמואל מקארוב יח מהה״ק הרבי ר' אפרי' פישלע מסטריקאוו יט מהה״ק ר׳ שמואל נח הרב מטורבין כ מהגאון ר׳ אברהם אבוש הרב דק' פפד״מ ⟦SEP⟧ מהה""ק הרבי ר׳ פישלע זצ״ל מסטריקב ⟦SEP⟧ …לו את כל סדר נסיעתו. מתחילת יציאתו מביתו עד בואו הלם לפרשיסחא. ונתוודע להה״ק הנ""ל. מתוך קישור דבריו שסר דרכו לסטריקאב אצל הה״ק רבי ר' פישעלע ז""ל. והתחיל הה״ק הנ""ל לשאלו עוד מה הי׳ ענינו אצל הה״ק מוהר״פ הנ״ל. ומה דיבר עמו בהיותו…"
H-LOC_441	authority	yes	962	Q145972			זאמושט		זאמושט | זאמישט	3	2	Maasiot-veSihot-Zadikim; MaasyiotMzadikeiYesodeiOlam	"בעיר זאמישט בארץ רוסיא הי׳ שם הרבה מתנגדים והיו שם שני חבירים עולי ימים שהיתה נפשם נכספה ומשתוקקת ליסע להצדיק ללובלין אך … ⟦SEP⟧ …ותו על כס הרבנות דעיר ק""ק קראקא. יא) אגדת ימות המשיח ממדרשי רבותינו. ב) מן הקדוש והטהור רבי יואל בעל שם זי״ע מזאמושט שהי׳ להחיצונים ד״ת לפניו בעיר פוזנא. יג) מעשה מגמילות חסדים. מעשה מהג׳ ר׳ אביש אבד״ק פפד״מ בעל מכניס אורחים. ⟦SEP⟧ מעשה נורא והפלא מהקדוש הנודע בשם רבינו יואל בעל שם זי""ע מק״ק זאמושט."
H-LOC_452	authority	yes	526				סטאניסלאב		סטאניסלאב | סטאניבלאב	3	1	Maasiot-veSihot-Zadikim	"שמעתי מהחסיד האמת ר׳ אליעזר ז""ל שמו קורין בסטאניסלאב ר׳ אליעזר דער נאטיכעס ואמר אשר הרב הקדוש ר׳ צבי ז""ל מרימינאב סיפר לו המעשה הזאת הנה הרב הצדיק הקדוש ר' מענדלי… ⟦SEP⟧ סיפר לי איש אחד מסטאניבלאב ושמו זאב וואלף שפעם אחת נסע עם כמה עגלות טעונים דגן מעיר בוטשאטש ובעת ההוא היה יוקר גדול כור דגן היה עודה עד … ⟦SEP⟧ …ו שבוטשאטש ומה סחרת בבוטשאטש השיב לו דגן ובאיזה פריץ עומד דנו כעת השיב לו י""ח ריינש אמר לו הרב אתה מביא היום לסטאניסלאב אחר חצי היום ובלא סרסור לא תמכור ואנה תבקש סיסור בעש״ק אחד אמצע היום לכן תראה שביום א' הבע""ל תמכור התבואה כי …"
H-LOC_46	authority	yes	1703	Q864836	50.0588756	23.9736471	זאלראווע	Z︠H︡ovkva	זאלראווע | זאלקווא | Z︠H︡ovkva	3	2	Shemen-Hatov; Shivhei-Habesht	"…הג״ר יהודה וואהל מבריסק בן הג״ר שאול וואהל הנ""ל : והג״ר יצחק באבד הנ""ל הי׳ חתן הג״ר דוד כתבן ראש מדינה ופו״מ בזאלקווא חתן רבינו שבתי כ״ץ אבד״ק העלישואי בעל הש״ך זצוקללה״ה וזי״ע ועכ״י אמן : ⟦SEP⟧ שמעתי פ""א הלך ר׳ נחמן ז""ל דרך ק""ק זאלראווע עם סחורה בעת תפילת שחרית ועמד עם עגלה שלו נגד בה""מד ולקח הטו״ת ונכנס לבית המדרש ועטף טו״ת ועמד לפ""הת להתפלל ב… ⟦SEP⟧ …דיק יעקב יוסף ז""ל נקל לו לומר עשרה חילוקים מלהתפלל ש""ע אחת ושמעתי מר׳ זוסי' מאנפאלי כשנסע מאחיו ר׳ אלימלך דרך זאלקווא עמדתי בבהמ""ד במקום אחד להתפלל והי׳ התפילה זכה וברורה כערך תפילות הבעש״ט ולא ידעתי מאיזה סיבה ואמרו כי במקום ה…"
H-LOC_469	authority	no		Q161980			טשערין		טשערין	3	1	Kokhvei-Or	"ר׳ מענדיל ז""ל מכפר הסמוך לטשערין היה איש עוסק במו""מ כל ימיו ויראתו ועבודתו ובפרט עבודת התפלה שלו היה נשגב ועצום מאד. כי היה מתפלל במסירת נפש ו… ⟦SEP⟧ … לשער וכן שאר כל אנשיו כמו ר' נפתלי ז""ל מנעמרוב ור׳ יחיאל אחיו והרב ר׳ אהרן ז""ל מברסלב הרב ר׳ שמואל יצחק ז""ל מטשערין הרב ר' ישעי' שלום ז""ל ממעדוועדובקא הרב ר׳ יצחק ז""ל מחארשטשיוואטע הרב ר' עירא ז""ל (שהי׳ אח""כ במדינת וואלכייא) …"
H-LOC_486	authority	yes	20853	Q183193			פרידלאנד		פרידלאנד	3	1	MaasyiotMzadikeiYesodeiOlam	"…אור ע""ד הספק חסירות ויתירות שבתורה. ב) מגאון הגאונים הצדיק המפורסים רבינו עקיבא איגר בעלותו על כס הרבנות בעיר פרידלאנד. ג) ההתגלות הגאון הקדוש והטהור המקובל פועל ישועות רבינו אליהו זי״ע מגרידיטץ אשר היה נסתר כל ימיו. ) מגאון הגא… ⟦SEP⟧ ואמר הגאון מליסא אני אספר לכם מעשה נפלאה אשר בעיני ראיתי כי בעת שרצו אנשי עיר פרידלאנד לקבל עליהם רב ואב״ד אז אשר שמו אנשי העיר עיניהם להושיב אחד לראש ורב ומנהיג, מן אלו השלשה רבנים אחד את הרב הגא…"
H-LOC_498	authority	yes	958	Q1899			קיוב		קיוב | קיועב | קיעוו	3	3	Adat-Zadikim; Khal-Hasidim; Sipurim-Nehmadim	"… מה שאומרים עליו ובא לביתו וסיפר לבני ביתו פליאותו אשר ראה הפצירה בו ונעתר לבקשתה וישלח אחריו אבל הוא היה אז בקיוב ולא הי׳ יכול להפנות מעסקיו. והבעש״ט נתאכסן אצל ר' שמואל ותיכף צוה שיראו לו הסכין מהשו״ב ולאשר חרה מאוד להשוחט… ⟦SEP⟧ …אומרים עליו ובא לביתו וסיפר לבני ביתו פליאותו אשר ראה הפצירה בו אשתו ונעתר לבקשתה וישלח אחריו אבל הוא הי׳ אז בקיועב ולא הי' יכול להפנות מעסקיו. והבעש""ט נתאכסן אצל ר' שמואל ותיכף צוה שיראו לו הסכין מהשו""ב ולאשר חרה מאוד להשוחט… ⟦SEP⟧ …ה הנ""ל היה דר מקודם בעיר דינעוויץ (פלך פאדאליע) ותפלתו היתה דבר פלא ובאותו עת היה דוסס גדול הדוכס מסמילא (פלך קיעוו) והיה לו עוד ערים וכפרים הרבה חוץ עיר סמילא וגם עיר דינעוויץ היתה שלו והיה לו אופראווליאיעשטשע שהיה דייטש והי…"
H-LOC_505	authority	no		Q1996528			טוריסק		טוריסק | טריסק	3	2	Maim-Rabim; SipurimUmaamarimYekarim	"…ק ר׳ דוד לייקעס זצוק""ל. והוליד ממנה חמשה בנים הקדושים המפורסמים. ה״ה. הרה״ק ר׳ נחום ממקארוב. והרה״ק ר׳ אברהם מטוריסק. והרה״ק ר׳ דוד מטאלנע. והרה״ק ר׳ יצחק מסקווירא. והרה״ק ר׳ יוחנן מרחמיסטריווקע זצוק""ל. ופ""א דיבר אדמו״ר הרה״ק … ⟦SEP⟧ *) א״ה ביותר יובנו הדברים עפ""י מש״כ בס׳ מגן אברהם (להה״ק המגיד מטריסק זצוקללה""ה) להלולא דמר אביו הה״ק זצוקללה""ה וז""ל איתא בזוה״ק (משפטים דצ""ד ע״ב) נ כד ב״אתיליד יהבין לי׳ נפש. זכה… ⟦SEP⟧ … הלא הוא מורינו ורבינו מו״ה ר׳ דוב זללה״ה נפטר שבר׳ אברהםנת תקל״ג י״ט כסלו״. ועי׳ בס׳ מגן אברהם לרבינו הקדוש מטריסק לרמזי פורים שמעתי מאאמו״ר זצוקל״ל שאמר שבעת שהי' בהאניפאלע על קברי הצדיקים הרב המגיד הגדול והה״ק ר׳ זוסיא והה…"
