local_id,name_heb,name_rom,wikidata_qid,lat,lon,occurrences,n_editions,editions,context,kind,_match_status,_match_method,_grade,_confidence,_sound_match,_flags,_kima_id,_kima_name_rom,_kima_name_heb,_distance_km,_candidates
ED::קעשינוב,קעשינוב,,,,,3,1,Peulat-Hatzadikim,"מהגה""ק ר׳ ארי׳ ליבוש זצ""ל אבד״ק לאנצוט וקעשינוב. ⟦SEP⟧ …פתח המגיד ואמר מבטחני בו שיגדל בתורה ויפיץ ענן אורו ע״פ תבל. ואח״כ נתמנה לראב״ד בק׳ לאנצוט ואח״כ בקשי קהל עדת קעשינוב מהה״ק מאפטא ז״ל שיבחר לחם רב גדול לישב בראש אז בחר הה״ק בעבורם את הה״ק מהרא""ל אבד״ק לאנצוט ושלח מכתב לקעשינוב… ⟦SEP⟧ ואנשי דכוותיקעשיגוב קבלו אותו לר״מ בכבוד ושמחה רבה ויהי׳ לתשובת הימים והה״ק מאפטא בא לקעשינוב כמנהגו מדי שנה בשנה ויתאכסן בבית הה״ק מהרא""ל וביום ש״ק כשהי׳ מסובין יחד אמר הה״ק מאפטא בפני כל העם הראיתם את …",edition_only,fuzzy,fuzzy,C_review,0.667,,,,,,,399
ED::מעזיבין,מעזיבין,,,,,3,1,Seva-Ratzon,"…י' ת""ח מופלג וחסיד מסתופף בצל הה״ק ר״ב ממעזיביו ויהי כאשר ראה התנהגות הה״ק מהר""צ ויספר לו את תהלוכות רבו הק' ממעזיבין ויאמר לו הה״ק מהר""צ מה לך לכתת רגלך בימי החורף האלו הלא בשתי ירחים תוכל לאסוף כשלושים רובעל שבה עמדי כל ימי ה… ⟦SEP⟧ ויהי לימים עלה על דעת הה״ק מ ליסע ללובליןמעזיבין לראות התנהגות איש האלקים נכד הבעש״ט ז""ל ויאמר לתלמידו הק׳ מהר״צ הנ״ל אהובי תלמידי תיסע למעזיבין לראות פרשה גד…",edition_only,no_match,,C_review,0.0,,,,,,,
ED::אגלניצא,אגלניצא,,,,,3,1,Tiferet-Hayyim,"…מלאך ה׳ צבאות חו״פ בנש״ק אדמו״ר בקש״ת הרב ר׳ חיים מאיר יחיאל, וצוקללה״ה זי״ע, אשר אור תורתו הקדושה היפך בעיר מאגלניצא יע״״א והי׳ אבד״ק קאזניץ ומאגלניצא ושם מנ״כ שנת תר״ט בן נ״ג בן כבוד הה״״ג הצדיק המפורסם הרב ר׳ אביעזרא זעליג ז… ⟦SEP⟧ בראשית ברא אלהים את השמים ואת הארץ. יבואר עפ״י ששמעתי מאממו״ר [הה״ק ר׳ חיים מאיר יחיאל זצוקללה""ה האבד״ק מאגלניצא] שאמר בשם רבו הקדוש רבינו ר׳ אברהם יהושע זצללה״ה ממעזבוז כי כל אדם העשילהחפץ בעבודת השי""ת. מיד בראשית העבודה …",edition_only,no_match,,C_review,0.0,,,,,,,
ED::גראדזיסק,גראדזיסק,,,,,3,2,Tiferet-Hayyim; Toldot-Haniflaot,"מהה״ק חו״פ וכו׳ בנש״ק מגראדזיסק . יע״אהנה כבוד הרב המאוה״ג חו״ב וכו׳ מוה שליט״א נתן נטע הכהןאבד״ק הראה לפני חיבור מאא""ז הה״ק אדמו״ר מקאלביעלא… ⟦SEP⟧ …ני הנעורים החסידים שלו שיהיו נשמרים וביצולים מחטא, והנה יש הרבה לספר ממנו ז״ל, וגם הרבה מעשיות ממר ההק׳ זצ״ל מגראדזיסק, רק שאין הכוונה בקונטרס זה לספר מהם ונצרך קונטרס מיוחד לזה :",edition_only,fuzzy,fuzzy,C_review,1.0,,,,,,,19977|17324|11534
ED::סאנז,סאנז,,,,,3,1,Tiferet-Hayyim,"א) פ""א שבת אדומ""ו משידלאויצי זצ""ל אצל אדומ״ו הגאון הק׳ זצלל""ה מסאנז כדרכו בקודש להיות שם כפעם בפעם וצוה אותו הגה""ק מסאנז שיאמר תורה וחשב בדעתו הק׳ מה לעשות כי לא רצה לעבור על דב…",edition_only,fuzzy,fuzzy,C_review,0.667,,,,,,,435
H-LOC_204,פאוולויץ,Pavlovce nad Uhom,Q779023,48.61487,22.06687,2,2,Khal-Hasidim; Shivhei-Habesht,"ומהרב דק""ק דראזינץ שהיה אב""ד בק""ק פאוולויץ שמעתי המעשה איך נתקרב הרב המגיד הגדול להבעש""ט המגיד צם ז׳ או ח' פעמים משבת לשבת רצופים וחלה מאוד פ""א בא הרה""ק… ⟦SEP⟧ שמעתי מהרב דק""ק דראזניץ שהיה אב""ד בק""ק פאוולויץ המעשה איך נתקרב הרב המגיד הגדול להבעש״ט המגיד צום ז' או ח' פעמים משבת לשבת רצופים, וחלה מאוד פ""א בא ר' מענדל …",authority,no_match,,C_review,0.0,,,,,,,
H-LOC_205,בילקאמן,Bilyi Kamin,Q2602343,49.8962281,24.8506377,2,2,Khal-Hasidim; maase-zadikim,"…שימש את הרב הקדוש מלובלין ז""ל ואחרי מותם לא היה חפץ לנסוע עוד לצדיקים אשר היו אז בחיים חיותם. פעם אחת בא לק""ק בילקאמן והתאכסן אצל בעל אכסניא אחד שהיה נוסע להרה""ק מסטרעליסק ז""ל. והנה לבעל אכסניא היה דבר נחוץ מאוד מאיד לשאול עצת … ⟦SEP⟧ …שימש את הרב הקדוש מלובלין ז""ל ואחרי מותם לא היה חפץ לנסוע עוד לצדיקים אשר היו אז בחיים חיותם. פעם אחת בא לק״ק בילקאמן והתאכסן אצל בעל אכסניא אחד שהי׳ נוסע להרה״ק מסטרעליסק ז""ל. והנה לבעל אכסניא היה דבר נחוץ מאוד לשאול עצת חכם ע…",authority,no_match,,C_review,0.0,,,,,,,
H-LOC_246,,Brusilov,,50.28333333,29.53333333,2,1,Mifalot-HaZadikim,מהבעש״ט עם הרב הצדיק מוה׳ מיכל מזלאטשוב : הרב ר׳ מיכל הנ״ל בעת אשר הסתיר מעשיו מבני אדם וישב אז בברוסילאוו. ואח״כ נתגדל ונתגלה מעט מעט ואירע בעיר הנ״ל שאיש אחד חילל שבת בשוגג שאיחר בנסיעתו בעש״ק ממניעת העגלה ואחר זה … ⟦SEP⟧ מהרב ר׳ מיכל הנ״ל בעת שהתגורר בברוסילאוו : היה בהסתר רב כנ״ל והיה עני גדול רק פרנסתו מבהמה אחת שמכרה אשתו מחלבה ובזאת נסתפקה זוגתו עם חמשה בניה הקטנים…,authority,fuzzy,fuzzy,C_review,1.0,,,,,,,79683|356|951|18550|25311
H-LOC_375,,Tyrawa Wołoska,,49.58333333,22.36666667,2,2,Khal-Hasidim; Shivhei-Habesht,"…עם בנה ולפתותו ולגלגה מאד מהרב עד שפתה אותו בדברי' ובטל סדר התשובה וכן עלתה לו שלא הוציא שנתו ר""ל כן ספר הרב מטוראווע שהי׳ המעשה לפניו : ⟦SEP⟧ …תותו ולפתותי ולגלגה מאד מהרב עד שפיתחה אותו בדברי' ובטל סדר התשובה וכן עלתה לו שלא הוציא שנתו ר""ל כן ספר הרב מטוראווע שהי' המעשה לפניו :",authority,no_match,,C_review,0.0,,,,,,,
H-LOC_410,ביטשוב,,,,,2,2,Khal-Hasidim; Shivhei-Habesht,"שמעתי מהרב דקהלתינו ששלח הבעש״ט להרב דק""ק ביטשוב שהשוחט שלו מן כת ש""ץ ימ""ש והוא מאכיל טריפות כי לאחר שמראה לו הסכין מכה בסכין על קורנס כדי לפגמו ובדק אחריו הר… ⟦SEP⟧ שמעתי מהרב דקהלתינו ששלח הבעש״ט להרב דק""ק ביטשוב שהשוחט שלו מן כת ש""ץ ימ""ש והוא מאכילו טריפות כי לאחר שמראה לו הסכין מכה בסכין על קורנס כדי לפגמו ובדק אחריו ה…",authority,no_match,,C_review,0.0,,,,,,,
H-LOC_551,ראשקיב,,Q2668895,,,2,2,Buzina_Denehora; Khal-Hasidim,"פ״א נתארח בק""ק ראשקיב בימי החורף ועדיין לא קידש את הלבנה. מחמת שלא האירה הלבנה עד זו הלילה. ואף בזו הלילה לא האירה הלבנה. ומאוד הי׳… ⟦SEP⟧ שמעתי מר׳ יואל מ""מ דק""ק נעמרוב ותמיד היה אצל הרב דק""ק פולנאי בק""ק ראשקיב ובק' שאריגראד ובק""ק נעמרוב שמעתי ממנו שפ״א שבת הבעש״ט בשאריגראד ובמוצאי שבת אחר הבדלה היה דרכו לספר מה שראה ב…",authority,fuzzy,fuzzy,C_review,0.667,,,,,,,18669
H-LOC_590,מעדוועדובקא,,Q4287360,,,2,1,Kokhvei-Or,"…יר דאשיב ושם קנה אהבה עם ר׳ יודיל ורש""א הנ""ל אח""כ הגיע העת שהוצרך לשוב עם זוגתו על שלחן אביו שישב בכפר הסמוך למעדוועדובקא והזהיר אותו ר׳ יודיל ז""ל לבל ילך שם לאדומו״ר ז""ל ומחמת גודל אהבתו עם ר׳ יודיל כנ""ל נכנסו הדברים בלבו ונתרחק מ… ⟦SEP⟧ …נפתלי ז""ל מנעמרוב ור׳ יחיאל אחיו והרב ר׳ אהרן ז""ל מברסלב הרב ר׳ שמואל יצחק ז""ל מטשערין הרב ר' ישעי' שלום ז""ל ממעדוועדובקא הרב ר׳ יצחק ז""ל מחארשטשיוואטע הרב ר' עירא ז""ל (שהי׳ אח""כ במדינת וואלכייא) הרב ר' דוד ז""ל מלאדיזען הרב ר׳ מרדכ…",authority,no_match,,C_review,0.0,,,,,,,
H-LOC_607,איוואסקיוויץ,,Q587173,,,2,1,Maasiot-veSihot-Zadikim,"…עבור הפיסעסערס דראזינטוב וקנו ביום השוק הרבה שורים ובשעת קניית השורים טעו עם ערל אחד ושמו היה גרענדאוויטש מק׳ איוואסקיוויץ סמוך לסגיטין ונתנו להערל הנ""ל ג׳ מאות ריינש יותר מהמגיע לו ובלילה לאחר יום השוק ישבו בהאכסניא שלהם ועשאו חשבו…",authority,no_match,,C_review,0.0,,,,,,,
H-LOC_625,ואלין,,Q7530,,,2,2,Khal-Hasidim; Shivhei-Harav,"מובן ממילא לכל בן דיעה המכיר את תכונת אנשי רייסין וליטא אשר לא ככל המדינות פולין וואלין ושארי מדינות אשר הורגלו שם מעת זרח אור הבעש״ט הקדוש לא משו משם צדיקים וחכמים אשר המשיכו לאט לאט את לבות ההמון… ⟦SEP⟧ …ת""ש בדחילו ורחימו : מובן ממילא לכל בן דיעה המכיר את תכונת אנשי רייסין וליטא. אשר לא ככל המדינות המדינוח פולין ואלין ושאר ישארו מדינות אשר הורגלו שם מעת זרח אור הבעש""ט הקדוש לא משו משם צדיקים וחכמים אשר המשיכו לאט לאט את לבות …",authority,fuzzy,fuzzy,C_review,1.0,,,,,,,70404|76090|3681|12159|943
ED::ראסייא,ראסייא,,,,,2,2,Adat-Zadikim; Khal-Hasidim,"…ו לה סריפיה כי שני עברים רוצים לקנות מאתה כל הסחורה במעות מזומן. אבל הדוכסה ההיא לא ראתה מעולם יהודי כי ישבה בראסייא במקום אשר לא נמצאים יהודים שם והיא לא עסקה במסחור מעולם. וע""כ היה שם יהודי זר אצלה וע""כ לא רצתה להניח להיהודי… ⟦SEP⟧ …דו לה סריסיה כי שני עברים רוצים לקנות מאתה כל הסחורה במעות מזומן אבל הדוכסה ההיא לא ראתה מעולם יהודי כי ישבה בראסייא במקום אשר לא נמצאים יהודים שם והיא לא עסקה במסחור מעולם וע""כ היה שם יהודי זר אצלה וע""כ לא רצתה להניח להיהודים…",edition_only,fuzzy,fuzzy,C_review,0.6,,,,,,,12861
ED::שפיטיפקע,שפיטיפקע,,,,,2,1,Buzina_Denehora,"…ם וסיפורי נפלאים מהה""ק הנ""ל : ונוסף עליהם מכתבים יקרים. המאירים כספירים. מהבעש״ט הק׳ מרבי ר׳ ברוך נ״ע מהגאון משפיטיפקע. מהה""ק מסיווראן . מהק׳ ר׳ מרדכי מטשירנאביל. בשנת תרמ""ד לפ""ק ⟦SEP⟧ אגרת קודש אשר שלח מאה""ק הרב הגאון הק׳ מוהר""ר יעקב שמשון משפיטיפקע זצלה""ה אל הרב הקדוש רבי ר׳ ברוך נבג״מ ממעזיביז",edition_only,no_match,,C_review,0.0,,,,,,,
ED::סדילקיב,סדילקיב,,,,,2,1,Buzina_Denehora,"…הנ""ל שהי׳ בכתובים ועדיין לא יצאו לאור. ורבים מהם מה ששמעו בשמו מפי ר׳ יוסקי ז״ל נכד בעמ״ח ספר דגל מחנה אפרים מסדילקיב זצלה""ה. גם תקנתי כל הטעות והשמטות שהי׳ בדפוס ראשון. וברוך ר׳ שגילגל זכות זה על ידי לזכות את הרבים. וכל איש יר… ⟦SEP⟧ סיפר הר׳ ליב מלעטיטשוב. שהוא הי׳ מלמד אצל הרב הק' הר׳ משה חיים אפרים מסדילקיב נכד הבעש""ט בילדותו הי׳ יושב עם הבעש""ט אצל השלחן. פתאום אמר לו הבעש״ט אם תרצה אראה לך דבר: אמר לו הן. צוה הבעש…",edition_only,no_match,,C_review,0.0,,,,,,,
ED::הוסאטין,הוסאטין,,,,,2,1,Buzina_Denehora,"…. איש אלקים מופת הדור והדרו אור ישראל וקדושו המפורסם בכל קצוי ארץ. ע״ה פ״ה כקש״ת אהרן דאהל מרדכי שרגא שליט״א מהוסאטין הכתבי קודש מהרב הקדוש המפורסם ר׳ ברוך ממעזביז זצלה""ה הי' למראה עיני טוהר קודש דאדמו״ר שליט״א ולמען חיבת הקודש… ⟦SEP⟧ …ישית עליו המוכ״ז הרבני המופלא מו""ה נחמן מבאר באתי עה״ח ד""ד לימי הרצון תרט״ל החותם בפקודת כ״ק אדמו״ר שליט״א פה הוסאטין דוד שוואגער עטרעט""ר הה""ק מו""ה ישראל שליט״א יקח אי""ה ספר אחד במחיר אשר ישית עליו המופלא המוכ״ז. באתי על התחום …",edition_only,fuzzy,fuzzy,C_review,1.0,,,,,,,16200|336|80090|7534|72544
ED::בראהליב,בראהליב,,,,,2,1,Buzina_Denehora,"פ""א נסע לק׳ טאלטשין דרך בראהליב. והי׳ עמו רפואות מן גארדיא דאקטיר בשביל בתו מ׳ רייזיל. והניח המשרת את הרפואות על החלון באכסניא שלו. והוא הלך … ⟦SEP⟧ כאשר ספרו לו שהרב הק׳ מבראהליב חיבורחיבר ספר מים קדושים על סדר קדשים אשר תמה אני מאוד האיך יכולים לעשות חיבור על כל הקדשים הלא כשאני אומר אי…",edition_only,no_match,,C_review,0.0,,,,,,,
ED::ארץ אשור,ארץ אשור,,,,,2,1,Buzina_Denehora,"ובאו האובדים בארץ אשור והנדחים בארץ מצרים. או' שיש אדם שאינו מרגיש נגעי לבבו ופשעיו. ועבור ⟦SEP⟧ …בה ואיש כזה נקרא נדח. והשי״ת אשר כוונתו לבל ידת ממנו נדח יקבצם יחד ויקרבם אליו: וזהו מאמר הכתוב ובאו האובדים בארץ אשור. אשור לשון נגמר כמו אשר האי הנמצא בדברי חז""ל. כלומר מי שהוא אבד בארציות ע״י שנראה בעיניו שנגמר הוא במעשיו וכל…",edition_only,no_match,,C_review,0.0,,,,,,,
ED::טאביקע,טאביקע,,,,,2,1,Buzina_Denehora,"…גדול לא רציתי לישב לפניו. והוא ג""כ לא רצה לישב לפני והוכרחתי לישב. כדי שישב הוא. ולקחתי את הפישקילי שלי לשאוב טאביקע בפניו. אמר לי בריכיל שמעתי מזקנך הבעש״ט שאתה תהי' ממלא מקומו. התוכל אתה לשאוב טאביקע. כמו הבעש״ט כי הבעש״ט. כ…",edition_only,fuzzy,fuzzy,C_review,1.0,,,,,,,20168|82175
ED::בית,בית,,,,,2,2,Buzina_Denehora; SipureiAnsheiShem,"…רב הק׳ ר""ב ילד קטן הי׳ נושא אותו הרב ר' אהרן על ידיו אצל הבעש״ט. ומחמת זה כבואו לק' טאלטשין נסע עם העגלה שלו לבית הרב הק׳ ר""ב. ולקח את הטלימיק שלו. והניח בבית הרב והרב הלך על פני הבית. ואמר אתם תרצתים לי הקושיא שהי׳ קשה לי … ⟦SEP⟧ …יקין נשמות ט) מהגה""ק רבי מרדכי מטשערנאביל ע""ד לקיחת פדיון גדול. י) משלמה המלך ע""ה שנשא בת מלך עמון ויצא מלכות בית דוד יא) מדוד המלך ע""ה בשבת שפ""ה. יב) מהבעש״ט ע""ד התיקון נשמה שהיה בעל חוב. יג) מהגה""ק ר׳ ארי׳ ליבוש אבד""ק ווי…",edition_only,no_match,,C_review,0.0,,,,,,,
"ED::נ""ע","נ""ע",,,,,2,2,Buzina_Denehora; Shemen-Hatov,"אגרת הקודש אשר שלח הרב הקדוש רבי ר' ברוך ממעזיביז נ""ע להרב הקדוש המפורסם מוהר״ר מנחם מענדיל זצלה""ה מוויטיפסק לאה״ק תוב״ב ⟦SEP⟧ …שמעתי שהה״צ מדזיקאב סיפר מעשה זו בכל שנה שהה״ק מבעלזא סיפר להגה״ק מקאמינקע הסיבה שהי' מה שהרה״ק רבי ר׳ אלימלך נ""ע נסע מקודם להרה״ק רר״ש ז""ל ואמר שפ""א באו אצלו הג׳ אבות הק׳ ושאל אותם אודות השנה. ואמרו לו שבשנה זו נתקבלו התפל…",edition_only,name_exact,name_exact,B_review,0.95,False,phonetic_mismatch,23927,Niedernai (France),נידרענהיים (צרפת),,23927
ED::האי,האי,,,,,2,2,Buzina_Denehora; Likutim-Hadashim,"…י כי אם בת קטנה ודיבתאי שכיבא ונכדי מבתי מי שאמר לעולמו די יאמר לצרותי די ועל כלהון בריכנא ושבתנא לד' דכספאי בהאי עלמא. עתה רעדו אברי. ואחזתני. פלצות. וכפי פרושות כהדין דאחיז פודגרא מגשת עד הלום לבקש מאדמו״ר מטי. אדמו״ר אם … ⟦SEP⟧ …ים ערבים שומעיהם. גם נשלם בזה מה שנחסר בהחיבור נפלאות חדשות. והטעותים משם מהני אשלי רברבי הגאונים הקדושים אשר האירו לישראל בגודל תורתם בעוצם קדושתם הרב הק׳ היהודי זצ״ל מפרשיסחא. הרה״ק ר׳ שמחה בונם זצ""ל מפרשיסחא. הרה״ק מהר״ם…",edition_only,no_match,,C_review,0.0,,,,,,,
ED::הר המוריה,הר המוריה,,,,,2,2,Dvarim-Yekarim; SipureiAnsheiShem,"בפרשת חיי שרה בפסוק ויהי אחר הדברים האלה ויגד לאברהם כו' הנה ילדה מלכה כו' פירש״י בשובו מהר המוריה הי' אברהם מהרהר ואומר אילו הי׳ בני שחוט כבר הי' הולך בלא בנים הי' לי להשיאו אשה כו' בשרו הקב""ה שנולדה רבקה. ק… ⟦SEP⟧ … עליו התורה והר המודיה מרום מראשון מקום הקדשינו ובאמת קשה כשבא דוד הע״ה לבחור מקום למקדש משבן לאביר יעקב בחר בהר המוריה ולמה לא בחר בהר סיני אשר נתנה עליו התורה לבנות עליו בית המקדש רק כי מקום אשר בו אאע״ה ויצחק אע""ה מסרו נפשם וה…",edition_only,no_match,,C_review,0.0,,,,,,,
ED::מזלאטשוב,מזלאטשוב,,,,,2,2,Hitgalut-HaZadikim; Shemen-Hatov,"… זאב בעל אור המאיר י) הרה״ק ר׳ חיים מאיר יחיאל ממגלניצא יא) רבינו ר׳ ישראל בעש״ט יב) הרב הקדוש ר״ר יחיאל מיכל מזלאטשוב יג) הרה״ק ר׳ ישראל המגיד מקאזניץ יד) הרה״ק ר׳ יעקב יצחק הרבי מלובלין טו) הרה״ק ר׳ יעקב יצחק היהודי מפרשיסחא ט… ⟦SEP⟧ …מעתי מאיש אמת ששמע מהרה״ק ר׳ ישראל זי״ע מרוזין שסיפר מה ששמע מפי הרה״ק ר׳ יצחק מראדוויל בן הרה״ק ר׳ מיכל זצ""ל מזלאטשוב איך שפ""א בהיות הרה״צ ר״י מראדוויל בחור קודם הנשואין רצטרךהצטרך אביו הר״ר מיכלי לנסוע לדרך ובתוך כך באה השמועה…",edition_only,fuzzy,fuzzy,C_review,0.833,,,,,,,1701|961
ED::דראביטש,דראביטש,,,,,2,2,Hitgalut-HaZadikim; Maim-Rabim,"… יעקב יצחק היהודי מפרשיסחא טז) הרה״ק ר׳ יהושע העשיל מאפטא יז) הרה״ק ר׳ יהודא ליב מזאקולקוב יח) הרה״ק ר׳ יצחק מדראביטש יט) הרה״ק ר״ר ישראל מרוזען כ) הרה״ק ר״ר ירחמיאל מפרשיסחא כא) הרה״ק ר׳ ישכר דוב מראדשיץ כב) הרה״ק ר׳ יחזקאל מק… ⟦SEP⟧ (ה) ההה״ק המוכיח הגדול המפורסם בישראל הצדיק א״א רבינו יצחק מ״מ דק״ק דראביטש ומנ""כ בהארחוב :",edition_only,no_match,,C_review,0.0,,,,,,,
ED::מראדשיץ,מראדשיץ,,,,,2,1,Hitgalut-HaZadikim,…קוב יח) הרה״ק ר׳ יצחק מדראביטש יט) הרה״ק ר״ר ישראל מרוזען כ) הרה״ק ר״ר ירחמיאל מפרשיסחא כא) הרה״ק ר׳ ישכר דוב מראדשיץ כב) הרה״ק ר׳ יחזקאל מקאזמיר כג) הגאון הקדוש ציס״ע ר׳ ישראל משה חזן ראשון לציון בירושלים כד) הרה״ק ר׳ יהודא לי… ⟦SEP⟧ התגלות הרה״ק מופה״ד הרבי ר׳ יששכר דוב זצוקללה״ה מראדשיץ,edition_only,no_match,,C_review,0.0,,,,,,,
ED::ט,ט,,,,,2,1,Hitgalut-HaZadikim,כו) הרה״ק ר׳ מרדכי מנישכיז כז) הרה״ק ר׳ משה ליב מסאסיב כח) הרה״ק ר׳ משה מלעלוב בט) הרה״ק ר׳ נחמן קאסוויער ל) הרה״ק ר׳ נחום מטשערנאביל לא) הרה״ק ר׳ נטע מחעלים לב) הרב הקדוש ר׳ נתן דוד משידלאוי…,edition_only,no_match,,C_review,0.0,,,,,,,
ED::הר חורב,הר חורב,,,,,2,1,Hitgalut-HaZadikim,"…ות. השפעו שפע טוב וקודש, והופיעו אורם בלב כל אחד ואחד, וכמ״ש חז״ל בברכות (דף י״ז ע״ב) בכל יום ויום יוצאת ב״ק מהר חורב. ואומרת כל העולם ניזון בשביל חנינא בני. וחנינא בני די לו בקב חרובין משבת לשבת וכו׳. ופירש כבוד אדוני אבי מו״ר… ⟦SEP⟧ …ל א""ע אל אנשי הדור כדי שיוכלו בני הדור לסבלו ולהלך אחר דרכיו וכמ״ש במדרש עי׳ [בתדב״א זוטא פרק ח׳] באליהו שבא להר חורב ואמר קנא קנאתי וגו׳ אמר לו השי""ת לך שם ומשחת את אלישע בן שפט לנביא תחתיך מפני שאין בני יכולין לסבול את כח קדו…",edition_only,no_match,,C_review,0.0,,,,,,,
ED::נהר ווייכסיל,נהר ווייכסיל,,,,,2,2,Hitgalut-HaZadikim; SipureiAnsheiShem,"… וחפשו לא מצאו. רק איש אחד מהמוני עם מכפר אחד הנקרא ראנוויץ שהוא באמצע הדרך ההולך מפילוב לעיר גניוואשאוו אצל הנהר ווייכסיל והביאו אצל המגיד. ושאל לו המגיד הקדוש. אם אתה מכיר את העיר פילוב השיב האיש אני מכיר היטב את העיר פילוב. כי אנ… ⟦SEP⟧ …יוכל להם וינוסו בחפזון ובדרך בהחפזם בחשך באשון לילה נפלו איש על חבירו ונפצעו והבית עלמין של קראקא הוא קרוב אל נהר ווייכסיל והם נפלו אל המים וירדו תהום רבה, בן יאבדו כל אויביך ד׳ וצדיק מצרה נחלץ, המעשה הלזה בפנקס הישן של קראקא.",edition_only,fuzzy,fuzzy,C_review,0.6,,,,,,,82363|84407
ED::האיש,האיש,,,,,2,1,Hitgalut-HaZadikim,"… אשר היה נגלה אליו לפרקים כמו שהיה אצל מרן רבינו הבית יוסף זצ""ל כידוע ומפורסם ופעם אחד נגלה אליו המלאך המגיד להאיש הנ""ל ואמר לו שילך להרב הק׳ ר׳ יעקב יצחק הנ""ל ולאמר לו שנגזר עליו מן השמים שיעזוב את דירתו מלאנצהוט ויקבע מקום…",edition_only,no_match,,C_review,0.0,,,,,,,
ED::דמתקריא,דמתקריא,,,,,2,1,Hitgalut-HaZadikim,…מקומה איה וביום ההוא קבל מכתב מהבי דואר שאלה מעיר צשעכיוו גליל לובלין. איך ששם כותבין בגיטי נשים מתא ווינאווי דמתקריא צשעכיוו. וטעה הסופר ולא כתב דמתקריא צשעכיוו מה הדין של הגט. (אמר המאסף בס׳ טהור רעיונים נמצא הסכמה מגאון אבד״…,edition_only,no_match,,C_review,0.0,,,,,,,
ED::חורפו,חורפו,,,,,2,1,Hitgalut-HaZadikim,"הרב הקדוש המפורסם הזה. בימי חורפו היה מסתופף בצל צח קדושת מרן הק' הרבי ר' אלימלך זצוק""ל מליזענסק. והיה מלמד אצל איש כפרי אחד אשר היה מחזיק אורע… ⟦SEP⟧ …ען הנ""ל היה דר גביר אחד איש נכבד מפורסם שהיה מסייע תמיד בסיוע שיש בו ממש בהצטרכות הבית לרבינו הקדוש הנ""ל בימי חורפו. והאיש הזה נתעשר מאד מאד עד שקנה לעצמו מחוז אחת מהרבה כפרים. והיה לו שם הרבה ארענדעס וריחיים ובתי מלון ופאקטע…",edition_only,no_match,,C_review,0.0,,,,,,,
ED::תעלמא,תעלמא,,,,,2,1,Hitgalut-HaZadikim,…אהלו ומשכנו בעיר וולאדווע. ושם נעשה מפורסם וישב שם איזה שנים ונהג נשיאותו ברמה עד שבאו אליו פרנסי ומנהיגי עיר תעלמא. וחעלמא היתה אז עיר ואם בישראל מלאה סופרים וחכמים וביקשו ממנו שיקבע דירתו בעירם. והרב הקדוש נעתר לבקשתם וקבע … ⟦SEP⟧ תעלמא,edition_only,fuzzy,fuzzy,C_review,1.0,,,,,,,10824|85962
ED::ריווץ,ריווץ,,,,,2,1,Hitgalut-HaZadikim,"…מנטוב. חתן הרב הגאון הקדוש הרבי ר׳ ליביש אבד״ק אופלא ואוזראב זצוקללה""ה. סיפר בעת אשר נתקבל לרבנות ראשונה לק״ק ריווץ. נסע לרבו הקדוש הרבי ר׳ ישכר דוב זי״ע הנ""ל לק""ק ראדשיץ לישאל את פיו להסכים לו לקבל משרה הרבנות על שכמו. ונסע …",edition_only,fuzzy,fuzzy,C_review,1.0,,,,,,,18393|12727
ED::פרשעדבורז,פרשעדבורז,,,,,2,2,Hitgalut-HaZadikim; Toldot-Haniflaot,"…לשלום. נתן לי איזה רו״כ. ולא אמר לי מאומה וגם אני לא שאלתיו אם אבוא עוד אצלו אם לא. רק כנ""ל וחזרתי לביתי לעיר פרשעדבורז. כי שם היה דירתי מקודם וישבתי כל היום בביהמ״ד ועסקתי בתורה ובעבודה. רק בהצנע ואיש לא ידע ממני כלל ובכל העיר ה… ⟦SEP⟧ …ים מה שראה ושמע עכ״ז אכתוב מה שהוא בזכרוני סיפר הרב החסיד ר׳ מאטיל הרב דגאוורטשוב, שמעתי מהה״צ ר׳ עמנואל ז״ל מפרשעדבורז תלמיד מרן ז״ל, שהיה מספר כי פ״א בא למאגלניצא והיה בדעתו לשאול אותו אחר סעודת ע״ש בבקר שרגיל לסעוד עם אנשיו הח…",edition_only,no_match,,C_review,0.0,,,,,,,
ED::קאמיר,קאמיר,,,,,2,1,Hitgalut-HaZadikim,…תי אליו וסיפרתי לו כל הנ״ל. וצוה לי להביא בוגין נייר חדש וחלק. והוא היה דר בדירה אחת וגם פתח היה נפתח מהדירה לקאמיר. ונטל הרב אצל הנייר והלך להקאמיר ושהה שם כמו רבע שעה ויצא מהקאמיר ונתן לי הנייר בחזרה רק שנתן לי מכופל כמו מכ…,edition_only,no_match,,C_review,0.0,,,,,,,
