name,occurrences,editions,contexts,suggested_id,action,_match_status,_match_method,_confidence,_kima_id,_kima_name_rom,_kima_name_heb,_distance_km,_candidates
Mariupol,1,Khal-Hasidim,"… וכ""ע ובאו על פתח בהמ""ד וכשראה אותם התנענע בידו שילכו ואח״כ שמע הר' פנחס שבא אביו מ' אברהם אבא מעבר הנהר לק""ק מאריפאליע והלך אצלו כי הי׳ ירא פן ירצה לשבות אצל הבעש״ט ואצלו לא היה חשוב הבעש״ט לכלום ותמיד הי' אומר לבנו מה אתה נוסע …",,,fuzzy,fuzzy,1.0,,,,,17998|23923
Savran,1,Shivhei-Habesht,"…כ למ״מ בק""ק וויערחאווקי וויערחאווק׳ ואני כאשר היכרתי אותו כשהי' שכיח אצל הרב דק""ק קאסוב הי' בעת ההי' מ""ץ דק""ק סאגראן סאבראן :",,,fuzzy,fuzzy,1.0,,,,,11530|20769|23399|84084
באפאליע,1,SipurimUmaamarimYekarim,"ובס׳ עטרת ישראל מהרה״ק ר׳ ישראל זצוק""ל הנקרא בפי כל המגיד מבאפאליע. נכד הרה״ק ר׳ נחום הנ""ל. בפ׳ נצבים כתב וז״ל. אנא עובדא ידענא. בימי אא""ז הרב הקדוש והטהור צי״ע ר׳ נחום זצוק""ל …",86027,,name_exact,wikidata,0.99,86027,"Pervomaĭsʹk (Mykolaïvsʹka oblastʹ, Ukraine)","פרבומייסק (מחוז מיקולאייב, אוקראינה)",,
נעסטער,1,Shivhei-Habesht,"…ין לי שם מה לאכול ולשתות אמרתי ארדוף אחר הספינה ואשיגנה כי בטוח הייתי בעצמי שאוכל לשוט הטיב כי פ""א ראיתי בנהר נעסטער יהודי אחד טובע בנהר והיה רחוק ממני כחצי פרסה והצלתי את היהודי הזה וכן עשיתי ושטתי אחר הספינה והגעתי אותה אך מ…",,,fuzzy,fuzzy,1.0,,,,,18207|13923
מאלדוא,1,PeerMikdoshim,… כי עוד דחפהו בזרועות רוממות לקחהו ויזרוק אותו החוצה ועתה הנה האיש הזה בא ויעמוד לפני מאיר. ויבהל האיש הגביר ממאלדוא עד מאוד וזיו אפוהי שנויא כי הסיפור עשה התפעלות בנפשו והרגיש דברי הצדיק הקדוש כי ידע בנפשו כי הוא הוא הקמצן וח…,,,fuzzy,fuzzy,1.0,,,,,88228|4747|14481|23027|89815
פומארין,1,Maasiot-veSihot-Zadikim,"…רבי יהודא החסיד זצ""ל . יודא צבי מראזדיל. מהבעש״ט ז""ל ה״ר ר׳ אורי מיסטרעליסק. הרב ר׳ פנחס מקאריץ זלה""ה ר' דוד מפומארין. ר׳ צבי אלימלך מדינוב. ר׳ יצחק אייזיק זצ""ל מזידיטשויב. מהגאון ה""ר אברהם דפוסא ז""ל. מהרה״צ ר׳ איציקיל דראביטשע…",71243,,name_exact,wikidata,0.99,71243,"Pomori︠a︡ny (Lʹvivsʹka oblastʹ, Ukraine)",פומוז'אני (אוקראינה),,
הארען,1,Sipurei-Kdoshim,… אחותו וישמעו לקול דברו וילכו יחדיו באישון לילה. והרב אשר כעת בגנבים חלקו נאנח ונענה. הוכרח לילך עמה'. ויבוא להארען ויאמר האדון להרב. בוא אח נאמן אני ואתה נהי' הראשונים אנחנו נלך חלוצים לפני אחינו ועמי מפתחות אשר כל חומה בצור…,,,fuzzy,fuzzy,1.0,,,,,19205|3890|7235|90447|17244
ווינצי,1,Khal-Kdoshim,…חד הי מחסידי עליון ואספר קצת מחסידותיו ומדותיו ושמו ר' עזרא במו' ידידיה והי׳ דר בעיר קטנה ואנשים בה מעט סמוך לווינצי והאיש ההוא מיום שעבר לו שבע שנים לא עבר עליו חצי לילה בשינה והיה לומד ג' חלקים בפרטי תורה וחלק רביעית בסודות …,,,fuzzy,fuzzy,1.0,,,,,946|949|17901|80747
מאלדוי,1,PeerMikdoshim,…לבך לדעת משלו המלך החכ' מכל אדם : אתה בשבט תכנו ונפשו משאול תציל (משלי כג יג) בהיותו בפראמישלאן חזה גביר אחד ממאלדוי בא שמה נסע בעגלות צב ואתו עמו משרתים נשא בגדי משי על כל גופו : ועל ראשו כובע סויביל במחיר סך רב וימהרו הגבאים…,,,fuzzy,fuzzy,1.0,,,,,88228|4747|14481|23027|89815
קאסניטין,1,Khal-Hasidim,…למשמעתו לומדים מופלגי תורה ויראי ד׳ לקבץ סך שני מאות שלשה מאות רובל כסף על הוצאות הדרך וישלחם בכח והרשאה עירה קאסניטין ברוסיא המדינה כי שמה לפני הגבירים נראה בן עילוי מאוד נעלה כאשר תאוה נפשו להשיא בתו אליו אולם צוה עליהם כי יסע…,388,,name_exact,wikidata,0.99,388,Konstantynów Łódzki (Poland),"קונסטנטינוב (לודז', פולין)",,
הרץ,1,Buzina_Denehora,"…הקב""ה בעולמו. כלומר אין הקב""ה כב״י מנהיג את העולם אלא כשהוצר של יראת שמים הוא בלבד. כלומר בזמן שאין צדיק ח""ו בהרץ. ולא נשאר אוצר של יראת שמים. רק ביד הקב""ה. אבל כשיש צדיק בארץ שהאוצר של יראת שמים ביד הצדיק. בודאי הצדיק מנהי…",,,fuzzy,fuzzy,1.0,,,,,6926|8762|83030
רמות,1,Buzina_Denehora,"תהלים ל""ה ועל רגעי ארץ דברי מרמות יחשובון. כי על ימים שעברו בוודאי אין לו מה לעשות מרמה. ועל ימים העתידים לבוא. ג״כ אין לו לחשוב שום מרמה. כי א…",26781,,name_exact,name_exact,0.95,26781,"Ramot Neibourhood (Beersheba, Israel)","שכונת רמות (באר שבע, ישראל)",,26781
חרנה,1,Buzina_Denehora,פ׳ ויצא ויצא יעקב מבאר שבע וילך חרנה. כי יש לו לאדם ללמוד חובה על עצמי. ויהי׳ נדמה בעיניו. כאלו לא התחיל עדיין בעבודת הבורא כלל. וזהו כוונת הכתוב …,,,fuzzy,fuzzy,0.667,,,,,76345|3823
גארדיא,1,Buzina_Denehora,"פ""א נסע לק׳ טאלטשין דרך בראהליב. והי׳ עמו רפואות מן גארדיא דאקטיר בשביל בתו מ׳ רייזיל. והניח המשרת את הרפואות על החלון באכסניא שלו. והוא הלך על פני הבית. וראה שהרפואות …",,,fuzzy,fuzzy,1.0,,,,,15616|16528|6301|74529|6452
אשור,1,Buzina_Denehora,"…איש כזה נקרא נדח. והשי״ת אשר כוונתו לבל ידת ממנו נדח יקבצם יחד ויקרבם אליו: וזהו מאמר הכתוב ובאו האובדים בארץ אשור. אשור לשון נגמר כמו אשר האי הנמצא בדברי חז""ל. כלומר מי שהוא אבד בארציות ע״י שנראה בעיניו שנגמר הוא במעשיו וכל…",,,name_ambiguous,name_ambiguous,0.5,,,,,1970|6985|12986
ק׳ אוסטראה,1,Buzina_Denehora,…זה הילד הוא ר״ב נכד הבעש״ט תביט אליו כי הוא דבר חידוש. והבטתי בו ולא הבנתי דבר חידושו. ואח״כ בכמה שנים הייתי בק׳ אוסטראה אצל הרב ר׳ פנחס וישבנו על כסאות בבית. ודברתי עם הרב ר' פנחס ומדי דברי בו חלף והלך הרב ר״ב בחוץ. וראה אות הרב …,,,fuzzy,fuzzy,0.714,,,,,633|18773|20636|9629|87149
לעטיטשוב,1,Buzina_Denehora,"סיפר הר׳ ליב מלעטיטשוב. שהוא הי׳ מלמד אצל הרב הק' הר׳ משה חיים אפרים מסדילקיב נכד הבעש""ט בילדותו הי׳ יושב עם הבעש""ט אצל השלחן. פתאום…",18260,,name_exact,name_exact,0.95,18260,Letychiv (Ukraine),לטיצ'ב (אוקראינה),,18260
ערדין,1,Buzina_Denehora,…ר המאיר בהיר וזהיר הנה נא ידעתי נאמנה כי כבוד קדושתו העיר עלי משא ועבודה קשה זו. כי אי אפשר לבאר ולפרש החבילי ערדין אשר הקיפוני מיום בואי למדינה זו. מקטנם ועד גדולם שמו פניהם עלי דבר קטן וגדול. ואת ד׳ אלקי השמים והארץ אני ירא…,,,fuzzy,fuzzy,1.0,,,,,78868|7772|80365|16171
פעטרקוב,1,Dvarim-Yekarim,"…כבוד קדושת אדמו״ר הרה״צ הגדול גאון מפורסם פאר הדור צנא מלא ספרא מו״ה ברוך צבי הירש ראזענבלום זצלה""ה אב""ד דק""ק פעטרקוב והגליל יע""א.",250,,name_exact,name_exact,0.95,250,Piotrkow Trybunalski (Poland),פיוטרקוב (פולין),,250
הר״ב,1,Dvarim-Yekarim,"…ף ונתנה לו מעות קדימה למען יהי׳ לו לשלם על הסטאנציע וגם לשלוח לביתו על פרנסה ות""ל הרוויחו הרבה מעות. אח""ז נסע הר״ב ללובלין ומיד בביאובבואו אמר לו הרבי מלובלין אויף אוים וויינין האבין מיר ניט גישמיסט. וד""ל ע״כ:",,,fuzzy,fuzzy,1.0,,,,,15417|27097
דובענקא,1,Hitgalut-HaZadikim,…איש הזה חשב ששיגעון הוא מהאדון ואיליואולי מהתל ומצחק בו. לזאת ירא לילך והלך הלאה כדרכו לסבב עירות עד שבא לעיר דובענקא הסמוך לעיר הארובשוב ושם ישב עצמו. הלא כבר קיבץ איזה מאות זהו׳ והימים נוראים משמשים ובאים לזאת צריך לילך לביתו…,,,fuzzy,fuzzy,1.0,,,,,26889|14143
וינהל,1,Hitgalut-HaZadikim,"…ל השולחן הנה שאלתי מאת השי""ת „יפקוד ה׳ אלהי הרוחות לכל בשר איש על העדה"" שהשי""ת יראה לי בחיי מי שימלא את מקומי וינהל את צאן קדשים עדה הקדושה עדת בני ישראל אחרי. וענו לי מן השמים כי איש אחד אשר יהיה אצלי. ויהיה שמו כשמי ממש הוא…",,,fuzzy,fuzzy,0.667,,,,,945|85834|87176|89588
וולאדווא,1,Hitgalut-HaZadikim,"… השי""ת את חילו ומעשה ידיו והיה גביר גדול מושפע בכל טוב ולא חסר לו מאומה. ויהי לימים באו אליו כל אנשי השם מעיר וולאדווא וביקשו מאוד ממנו שישים מקום אהלו בעירם. למען יהיה להם יותר בנקל להתקרב אליו. והוא מלא את מבוקשם ויטע אהלו ומש…",,,fuzzy,fuzzy,1.0,,,,,15948|9453|77175
פרישא,1,Hitgalut-HaZadikim,"הרב הגדול חסידא ופרישא המפורסם כקש״ת ר׳ מאיר יהושע ז""ל האב""ד דק' קלמנטוב. חתן הרב הגאון הקדוש הרבי ר׳ ליביש אבד״ק אופלא ואוזראב זצוק…",,,fuzzy,fuzzy,0.667,,,,,419|451|9060|953
הארמון,1,Hitgalut-HaZadikim,"אחר התפלה אנשי העיר נסבו על בית הרה״ק מנער ועד זקן וגעו כולם בבכיה. והלכו כולם עם הרב עד בואם לפני הארמון אשר להשר הדוכס הנ""ל ושם גדר גדול היקף מסביב. שמה העבירו כרוז מי האיש אשר יעבור גדר הזה ליכנס עם הרב דמו בראשו…",,,fuzzy,fuzzy,1.0,,,,,21726|71650|81778|9140
מקן,1,Hitgalut-HaZadikim,"… לו נתן לעניים. פעם אחת בא איש חסיד אחד מפולין מעיר שידלאווצי ה""ה הרב החסיד המפורסם ר׳ ליביש שידלאווצער זצ""ל למקן הקדוש הנ""ל על ש""ק. ויען כי בא להעיר ליזענסק אחר חצות הלילה. והימים ימי חורף חושך ואפילה. ושלג וגשם היה על פני…",,,fuzzy,fuzzy,1.0,,,,,20661|14272|2941
הארץ,1,Hitgalut-HaZadikim,"… וישבו עגונות וגלמודות ולא יכלו לישא לאיש מחמת הסכום מעות הזה שלא היה לאביה ליתן כנ""ל. ותהיה צעקה גדולה ומרה בהארץ הזאת ותעל שועתם השמימה. ובכפר אחד סמוך לליזענסק היה דר שם איש אחד הגון וי״א. והיה עני וגם לו היה בת אחת בוגרה…",,,fuzzy,fuzzy,1.0,,,,,6926|8762|83030
אלקסאנדר,1,Hitgalut-HaZadikim,"…ק סטאשוב ופאריסאוו נכד של הרבינו היהודי הקדוש זצוקללה""ה ששמע מפ""ק הרב הגאון הקדוש ציס״ע הרבי ר׳ העניך זצוק״ל מאלקסאנדר שפעם אחת ישב מר הקדוש רבי ר׳ בונם זצוק""ל מפרשיסחא. והשתומם והתפלא מאוד על המבואר בש""ע יו״ד [סי׳ רמ״ג ס״ב] ברמ…",,,fuzzy,fuzzy,1.0,,,,,667|18106|18391|80502|20087
אלקסנדער,1,Hitgalut-HaZadikim,"…ט מוסר הלא בודאי לא לקח משל אחרים ש״מ שהשבט מוסר הזה מן השמים הוא עכד״ק וסיים הגה""ג מרן הרבי ר' העניך זצוק""ל מאלקסנדער שהוא בעצמו ראה השבט מוסר ולמד בו. (אמר המאסף שמעתי בבירור שהשבט מוסר הזה נמצא כעת אצל אחד מנכדי אדמו״ר מאלקסנ…",,,fuzzy,fuzzy,1.0,,,,,667|18106|18391|80502|20087
הר הלבנון,1,Hitgalut-HaZadikim,"…שמו ותורתו ומצותיו ולא נסור ממנם ימין ושמאל ולא נרדוף אחר הבלי הזמן ואז יהי׳ טוב לנו בזה ובב""א עד ביאת ינון. מהר הלבנון. בבאס״ו :",,,name_ambiguous,name_ambiguous,0.5,,,,,15821|21355
ליווארני,1,Hitgalut-HaZadikim,"מעשה נוראה ונפלאה מסבר איי הים והוא הגהות על ספר ש""ת מהגאונים הקדמונים הנדפס בליווארני תרכ״ט עם הג׳ מהגאון ציס״ע מוה״ר ישראל משה חזן זצוק""ל אשר העתיק לי הרב הגדול ש""ב מוה""ר נתן צבי שליט״א ראב״ד דק…",,,fuzzy,fuzzy,1.0,,,,,132|14018|80835|85839|72432
נאמון,1,Hitgalut-HaZadikim,"מעשה נפלא ששמעתי בבחרותי בעה״ק ירושלים תוב""ב מפה קדוש הרב מהריק""ו הרב ראשון לציון שנלב״ע שנה שעברה בנאמון יע״א. והוא כי בהיותו שדר״ח בערי אשכנז סיפר לי חכם אחד זקן ברוסיא מה שאירע לו עם תלמיד שאינו הגין שאחר שלמד לפ…",,,fuzzy,fuzzy,1.0,,,,,667|11904|12332|10227
שלומיו,1,Hitgalut-HaZadikim,"…פורסם ר׳ שמואל דוב שליט״א מבוסקוויטץ כי לאחר פטירת הרב הקדוש ונורא ר׳ אורי מסטרעילסק זצוק""ל בא חסיד אחד מאנשי שלומיו להסתופף בצל קדושת אדמו״ר הרה״ק הרבי ר׳ בונם זצ""ל מפרשיסחא. ושאל הרבי ר׳ בונם זצוק""ל לאותו החסיד במה היה עיקר …",,,fuzzy,fuzzy,1.0,,,,,6885|22115|18516|23250
סכ״נ,1,Hitgalut-HaZadikim,"…י אין לשפל אדם כמוני לדבר בגדולות ונפלאות ממני יזכני השי""ת שנזכה למדה זו. ואל תתמה על מה שעמד עצמו הרה״ק ר״ש בסכ״נ כי אולי אם לא ידבר לא יתן לו שום איש כלום ויגוע חלילה ברעב. אמנם הרה״ק ר״ש הנ״ל היה בטוח בעצמו שודאי ישלח לו …",,,fuzzy,fuzzy,1.0,,,,,11646|95
בארבארי,1,Hitgalut-HaZadikim,"בעת שהיה הרמב""ם ז""ל בעיר אלגיר שבמדינת בארבארי בארץ אפריקא היה נחשב שם לאדם גדול. כאשר היה נחשב תמיד בכל מקום היותו שמה שבחוהו ורוממוהו. וגם היה תקיף גדול ב…",,,fuzzy,fuzzy,1.0,,,,,75057|21439|21471
אפריקא,1,Hitgalut-HaZadikim,"בעת שהיה הרמב""ם ז""ל בעיר אלגיר שבמדינת בארבארי בארץ אפריקא היה נחשב שם לאדם גדול. כאשר היה נחשב תמיד בכל מקום היותו שמה שבחוהו ורוממוהו. וגם היה תקיף גדול בעיני שופטי ה…",,,fuzzy,fuzzy,0.6,,,,,17743|1587|1589|4112|69808
קוליווער,1,Khal-Hasidim,"שמעתי מגיסי מ' מרדכי ששמע מר׳ יחיאל מקוליווער פ״א בא איש א׳ ממדינת ליטא ששלחו אותו בני מדינתו לתהות על קנקנו ונתאכסן אצל ר' יחיאל הנ""ל ואכל אצל הבעש״ט וכשש…",,,fuzzy,fuzzy,1.0,,,,,20192|7660|401
קאסיבע,1,Khal-Hasidim,"…ד בה עד שהפסיד כל מעותיו ונתקבל אח״כ למגיד משרים בק""ק וויערחאווע ואני כאשר הכרתי אותו כשהיה שכיח אצל הרב דק""ק קאסיבע היה בעת ההוא מ״ץ דק""ק סאגראן סאבראן :",,,fuzzy,fuzzy,1.0,,,,,16049|23861|11968
סינאמי,1,Khal-Hasidim,"…מקומו והוכרח לשלם לכל היהודים שבעיר לכאו״א תביעתם עד שנעשה עני ונסע מן העיר בסוס א' על עגלה בזוי׳ ומן מ' ליב מסינאמי שמעתי נוסח אחר כי עשה לבעש״ט כישוף. כשנסע הבעש״ט על הגשר אצל הרחיים נשא העגלה עם הסוסים והבעש""ט עכב את העגלה …",,,fuzzy,fuzzy,1.0,,,,,16730|73963|27134
לאדיזין,1,Khal-Hasidim,"…ה המחשבה בב""א ומצער אותו וליוו אותו כל אנשי העיר ואני הייתי ג""כ בתוכם וגם הרב המוכיח ורצה המוכיח לנסוע עד עיר לאדיזין ללות ללוות אותו אך מחמת שהקפיד המוכיח איך הוא הדרך ארץ לעזוב אותו ולא נסע והתפללו מנחה בשדה והרב הניח תפילין …",23709,,name_exact,name_exact,0.95,23709,Ladyzhin (Ukraine),לדיז'ין (אוקראינה),,23709
זאלקוי,1,Khal-Hasidim,"…ף ז""ל נקל לו לומר עשרה חילוקים מלהתפלל ש״ע אחת ושמעתי מהרה""ק מ' זושא מאניפאלי כשנסע מאחיו הרה""ק ר׳ אלימלך דרך זאלקוי עמדתי בבהמ״ד במקום אחד להתפלל והי׳ התפלה זכה וברורה כערך תפלת הבעש""ט ולא ידעתי מאיזה סיבה ואמרו כי במקום הזה …",1703,,name_exact,name_exact,0.95,1703,Z︠H︡ovkva (Ukraine),זולקוה (אוקראינה),,1703
פולנא,1,Khal-Hasidim,"…ו בהמעשה אשר סיפר לי הבעש""ט ז""ל ידעת כי צריך אני להיות באה״ק וכן היה והבריא בעזהש""י ונסע לאה""ק ומידי עברו ק""ק פולנא. התאכסן באכסניא. והסיר כובעו ועשן הלולקע שהי׳ ארוכה מאוד והלך כך להקביל פני הקדוש ר׳ יעקב יוסף בעמה""ח התולדות…",,,fuzzy,fuzzy,1.0,,,,,86988|1721|7313|943
באד,1,Khal-Hasidim,"…יך להתאכסן אצלו וממנו תראה את כל מגמתך אך ראה .להביט בעין חודרת כי הגביר הנ""ל צנוע הוא במעשיו ויסע האיש הנ""ל לבאד׳ ויתאכסן אצל הגביר הנ""ל ויקבלהו בכבוד גדול ויתן לו חדר מיוחד ויאמר לו כל מחסורך עלי אבל הגידה לי מה מבוקשך. ו…",,,fuzzy,fuzzy,1.0,,,,,24746|6857
ניאמיל,1,Khal-Hasidim,"…אשר ראה בתוך נסיעתו וסיפר לו כי ברייסין ראה על שני אנשים את הצלם אלקים בתכלית השלמות אחד היה איש כפרי היה דר בניאמיל והוא ר' משה הלוי אשר היה דור שמיני להשל""ה הקדוש והר״מ הוא אבי הקדוש האלקי ר׳ אהרן הלוי משטראשעלע אשר נודע שם …",,,fuzzy,fuzzy,0.6,,,,,6170|16354
זשערין,1,Kokhvei-Or,"גם תבערת הלב בעבודת ה' של ר׳ אהרן ור׳ יהושע מזשערין אין לשער וכן שאר כל אנשיו כמו ר' נפתלי ז""ל מנעמרוב ור׳ יחיאל אחיו והרב ר׳ אהרן ז""ל מברסלב הרב ר׳ שמואל יצחק ז…",,,fuzzy,fuzzy,1.0,,,,,8687|26065
דליטא,1,Maasiot-Pliot,…בינו חיים יוסף דוד אזולאי הנודע בשם חיד״א. ה מעשה בחסיד אחד רבי מרדכי בנעט מניקלשפורג. ו מצדיק אחד מעיר בריסק דליטא . ז ממרן האלהי הק׳ והט׳ בעל שם טוב. ה בבן סבר שהי׳ רודף לעשות צדקה וניצול ממיתה. ט מהגביר הצדיק רבי איסורל אב…,,,fuzzy,fuzzy,1.0,,,,,83925|4503|88414|4712|18162
פוזין,1,Maasiot-Pliot,"הנה הגאון הנודע ע״פ תבל ומקובל מהור״ר נפתלי כ״ץ ז""ל שהי׳ אב""ד דק""ק אוסטראה ובק""ק פוזין ובק""ק פראנקפורט דמיין לעת זקנתו ונסע עם אשתו הרבנות לארץ הקדושה. ויהי בבואו לעיר הגדולה סטאמבול הנקראת בלשון …",,,fuzzy,fuzzy,1.0,,,,,8573|84617
שמעו,1,Maasiot-Pliot,"… ליכטענשטאדט הסמוכה כשתי שעות. והמקום הנ""ל מקום אינם יהודים ורק קצת יהודים דרים שם והוא רחוק מעיר ניקלשפורג ובשמעו עיר ניקלשפורג מפטירת רבם תיכף ומיד רעשו לפנותו משם ולהביאו לעירם להוליכו אללם לקדש בית קבורתם בגוית גוף קדוש …",,,fuzzy,fuzzy,1.0,,,,,88112|27012
הגאו,1,Maasiot-Pliot,"…רת אבם גדול זה. ונפלא מהם דבר המשפט. כי לא ידעו מה הוא ומה לדון ביה. ושלחה המלוכה יר״ה את המשפט לשאול באורים להגאו׳ הצדיק רבי משה סופר בעל חת""ם סופר מפרעשבורג ז""ל שהי׳ באותה מדינה לנס ולמופת ביניהם. שכפי אשר יורה האי גדול המ…",1265,,name_exact,name_exact,0.95,1265,Hegau (Germany),הגאו (גרמניה),,1265
אורן,1,Maasiot-Pliot,"…ן אופן לבטל מנהג שלו רק הסגיר תיכף החנות והפסיד ע״י זה עושר רב וכבדוהו מן השמים עבור זה בבן קדוש רבינו הרמ״א מאורן של ישראל. ר""א:",,,name_ambiguous,name_ambiguous,0.5,,,,,6972|9971|15455
אבדון,1,Maasiot-Pliot,…צאתי כתוב לא תשחית פאת זקניך ולא ידעתי מה להשיב מיד שמעתי קול אחד שהי' מכריז תנו נשמתו של זה במדרגה התחתונה שבאבדון תחתית ובעוד שהיו נושאים נשמתי להביאה במדרגה התחתונה יצאה ב״ק ואמרה המתינו לזה שיהודא בני צריך לו לבקש מאתו מה…,,,fuzzy,fuzzy,1.0,,,,,7923|10451
בית יעקב,1,Maasiot-veSihot-Zadikim,"…לו אמר לו הרב כשאמרתי לך שאתה חשוב לא הרע בעיניך כלל הלא מצינו בקבלת התורה שאמר הקב״ה למשה רבינו ע״ה כה תאמר לבית יעקב ותגיד לבני ישראל אתם ראיתם וכו׳ אלה הדברים אשר תדבר אל בני ישראל ופירש״י ז""ל אלה הדברים לא פחות ולא יותר וקשה…",21194,,name_exact,name_exact,0.95,21194,"Bet Ya'akov (Jerusalem, Israel)","בית יעקב (ירושלים, ישראל)",,21194
מערתא,1,Maasiot-veSihot-Zadikim,בתיקונים דף קי״ג בעובדא דבעלי קבין דהוה רהיט כשרביטא דככבא עבד לון קפיצה ואשכחו גרמייהו לפני מערתא כהרף עין ואפשר לומר דהקפיצה הי' בלי שום שם רק בכח האמונה גדולה שלו בהשי״ת כמבואר בספר הקדוש דגל מחנה אפרים בפ…,,,fuzzy,fuzzy,1.0,,,,,21891|646|85258|4128|1450
קאמנץ,1,Maasiot-veSihot-Zadikim,… חסיד יותר. להשני ניסע מכאן לביתינו לשלום ולא לקאמניץ אמר לו השני הוא סיפר לך מעשה מזקנו ואתה תאמר לבלי ליסע לקאמנץ והתחילו מריבה ביניהם אמר אחד לחבירו הלא אנחנו איזרנו כל השבוע פה מעזביש ניסע נא עיד פ״סה אחת כמו שאמר אדמו״ר …,,,fuzzy,fuzzy,1.0,,,,,16219|9048
ווערדאן,1,Maasiot-veSihot-Zadikim,"…בי ז""ל מרימינאב סיפר לו המעשה הזאת הנה הרב הצדיק הקדוש ר' מענדלי ז""ל מרימינאב נסע פעם אחת למרחץ דם לעיר גרוים ווערדאן באונגידי' ושכרו שם עבורו בית עם גן נאה ואע""פ שהיו במקום רחוק עם כל זאת החסידים שלו נסעו אליו לשם. ואצל אכסניא…",,,fuzzy,fuzzy,1.0,,,,,23433|8337|87057|81171|81687
טאבאק,1,Maasiot-veSihot-Zadikim,"…ז""ל הולך בכל יום בהגן לשאוף רוח צח ואחד מהחסידים נושא לו מעט יין ואחד נושא לו כסא ואחד נושא לו הלילקא צביך עם טאבאק ונתקנא האדון הרב ז""ל מאוד אשר ליהודי יהיה ככל הכבוד הזה ומחמת קנאה נפל האדון למשכב ר""ל ובא אליו הכומר משם והכ…",,,fuzzy,fuzzy,1.0,,,,,20168|82175|21182
ווארש,1,Maasiot-veSihot-Zadikim,"…כפר אצל רינדאר אחד ושמו של המלמד היה ר׳ צדוק ז""ל והיה איש אלקים כמו שתראה מהמעשה הזאת. ובאותו הזמן היה ווייל בווארשא שיבררו להם מלך כי כן היה בימים הקדמונים אשר פעם אחת לכמה שנים נתוועדו האדונים מפולין להעיר ווארשא ובוחרים לה…",,,fuzzy,fuzzy,1.0,,,,,953|20687
טיוויל,1,Maasiot-veSihot-Zadikim,"לך לטיוויל איני רוצה בך ולנסיעתך והרבי ז""ל לקח אותו ושלח אותו עם איש אחד תיכף למרחץ ולטבול ולספר כללא של דבר הרב ז""ל ניי…",,,fuzzy,fuzzy,1.0,,,,,23432|10646|71976|11884|88941
ק' זאלינע,1,Maasiot-veSihot-Zadikim,מעשה מהצדיק הגאון ר׳ דוד מפואמארין שהיה רב בק' זאלינע,,,fuzzy,fuzzy,1.0,,,,,10951|24691
הי,1,Maasiot-veSihot-Zadikim,על איש אחד מקאליש ושמו עזריאל שהיו מחזיק הפערלנא בקאליש בגליל סטריא הי׳ עליו עלילה שעושה סטעמפלין ומסר אחד כתוב כן לערכאותיהם ובאו קאמיסייע וחי…,20311,,name_exact,name_exact,0.95,20311,Hay (N.S.W.),הי (אוסטרליה),,20311
דינוב,1,Maasiot-veSihot-Zadikim,"מעשה שסיפר הרב הצדיק הקדוש ר׳ צבי אלימלך ז""ל מדינוב.",11063,,name_exact,name_exact,0.95,11063,Dynów (Poland),דינוב (פולין),,11063
קארטין,1,Maasiot-veSihot-Zadikim,"שיחות צדיקים השומרים וישב עמהם לשחוס עמהם בקארטין והרוויחו אצלו ארבעה מאות ר""כ וזאת היתה בכוונה כדי שלא יהא שום פחד להצדיק מריזען ובא עמו להעיר ע""כ שמעתי ואחרי…",,,fuzzy,fuzzy,1.0,,,,,81408|10638|8788|476|71646
ווערסט,1,Maasiot-veSihot-Zadikim,… לק׳ גאוויסעליץ בבעסר אביע וקצת אנשים היו מחזיקים אותו לאיש אלוקים ובעת ההוא יצא גזירה לבל ידו שום יהודי עשרה ווערסט סמוך להגרעניץ והלכו אנשים בקובלנא לפניו וסיפרו לו מהגזירה והשיב להם הגזירה יתבטל מהרה ומהפסטאג העשו בעירכם בה…,,,fuzzy,fuzzy,1.0,,,,,17484|72315
מגאלאץ,1,Maasiot-veSihot-Zadikim,"…ר׳ איציקיר מקאליש וה""ר איציקיל היה אחיו של הצדיק ר׳ מאיריל ז״ל וסיפר לי בזה הלשון פעם אחת באו לדודי שני אנשים מגאלאץ אחד היה אברך והשני היה עוד בחור שאל אותם דודי ז""ל מאיזה מקום אתם אמרו לו מגאלאץ אנחנו אמר להם האם יש בגאלאץ א…",,,fuzzy,fuzzy,0.75,,,,,12366|9622
פרמישלאן,1,Maasiot-veSihot-Zadikim,…ואלף שלום עליכם והוא היה משיב לו עליכם שלום ונכנס להקרעטשמי אמר לו הרינדאר משם וואלף הידוע לך אשר רבי מאיריל מפרמישלאן התאכסן אצלי אמר לו באיזה חדר והראה לו באיזה חדר וראה דרך חור שזה האיש אשר נתן לו שלום מכבר והלך וכתב לעצמו צע…,,,fuzzy,fuzzy,0.833,,,,,424|1655
מערב,1,Maasiot-veSihot-Zadikim,"הרב הצדיק הקדוש ר׳ ישראל בע""ש זצ""ל שמע כי בארצות המערב משתוקקים מאוד לקיים מצות הכנסת אורחים, ע""כ אמר כי יסע לשם למען לראות אם אמת הדבר, הבע״ש נסע עם אנשי שלומו לשם…",,,fuzzy,fuzzy,1.0,,,,,18759|80205|18342|19199
