action	text	original_label	corrected_label	start	end	source_file
added	יעקב		PER	94550	94554	Buzina_Denehora.xml
removed	אכסניא	GPE		94629	94635	Buzina_Denehora.xml
removed	שבת	TIMEX		94638	94641	Buzina_Denehora.xml
removed	ק׳ טאלטשין	GPE		94643	94653	Buzina_Denehora.xml
added	טאלטשין		GPE	94646	94653	Buzina_Denehora.xml
added	פאטשטין		GPE	94767	94774	Buzina_Denehora.xml
added	ר״ב		PER	94881	94884	Buzina_Denehora.xml
removed	אלקים	MISC		95036	95041	Buzina_Denehora.xml
removed	בני מו׳	PER		95187	95194	Buzina_Denehora.xml
removed	בוצינא דנהירא	PER		95249	95262	Buzina_Denehora.xml
added	בוצינא דנהירא		WOA	95254	95267	Buzina_Denehora.xml
added	הבעש״ט		PER	95651	95657	Buzina_Denehora.xml
removed	״ט	PER		95655	95657	Buzina_Denehora.xml
removed	אביגדר מק׳ ליטין	PER		95804	95820	Buzina_Denehora.xml
added	אביגדר		PER	95804	95810	Buzina_Denehora.xml
removed	ק׳ ליטין	GPE		95812	95820	Buzina_Denehora.xml
added	ליטין		GPE	95832	95837	Buzina_Denehora.xml
removed	חיים טשערניוויצער	PER		95837	95854	Buzina_Denehora.xml
added	חיים		PER	95837	95841	Buzina_Denehora.xml
added	טשערניוויצערוואליחיי		GPE	95851	95871	Buzina_Denehora.xml
removed	וואליחיי מק' באטישאהן	PER		95863	95884	Buzina_Denehora.xml
removed	ק' באטישאהן	GPE		95873	95884	Buzina_Denehora.xml
added	באטישאהן		GPE	95878	95886	Buzina_Denehora.xml
removed	ק׳ מעזיביז	GPE		95886	95896	Buzina_Denehora.xml
added	מעזיביז		GPE	95889	95896	Buzina_Denehora.xml
added	הבעש״ט		PER	95910	95916	Buzina_Denehora.xml
removed	בעש״ט	PER		95911	95916	Buzina_Denehora.xml
removed	ק׳ מעזיבוז	GPE		95925	95935	Buzina_Denehora.xml
added	מעזיבוז		GPE	95928	95935	Buzina_Denehora.xml
removed	ק׳ טאלטשין	GPE		96004	96014	Buzina_Denehora.xml
added	טאלטשין		GPE	96007	96014	Buzina_Denehora.xml
removed	ב	PER		96033	96034	Buzina_Denehora.xml
added	ר״ח		PER	96035	96038	Buzina_Denehora.xml
added	ר״ב		PER	96048	96051	Buzina_Denehora.xml
removed	״ב	PER		96049	96051	Buzina_Denehora.xml
removed	ב	PER		96083	96084	Buzina_Denehora.xml
removed	׳	PER		96087	96088	Buzina_Denehora.xml
added	צ״ח		PER	96089	96092	Buzina_Denehora.xml
removed	ק׳ ליטין	GPE		96114	96122	Buzina_Denehora.xml
added	ליטין		GPE	96117	96122	Buzina_Denehora.xml
added	ר״ב		PER	96135	96138	Buzina_Denehora.xml
removed	הר׳ אביגדור	PER		96213	96224	Buzina_Denehora.xml
added	אביגדור		PER	96217	96224	Buzina_Denehora.xml
removed	ק׳ ליטין	GPE		96238	96246	Buzina_Denehora.xml
added	ליטין		GPE	96241	96246	Buzina_Denehora.xml
removed	״ב	PER		96286	96288	Buzina_Denehora.xml
removed	ב	PER		96305	96306	Buzina_Denehora.xml
added	ר״ח		PER	96335	96338	Buzina_Denehora.xml
added	ר״ב		PER	96344	96347	Buzina_Denehora.xml
removed	אביגדר	PER		96455	96461	Buzina_Denehora.xml
removed	ב	PER		96464	96465	Buzina_Denehora.xml
added	ר״ב		PER	96524	96527	Buzina_Denehora.xml
removed	אביגדור	PER		96588	96595	Buzina_Denehora.xml
removed	ר	PER		96612	96613	Buzina_Denehora.xml
removed	ב	PER		96616	96617	Buzina_Denehora.xml
added	"ש""ע או״ח"		WOA	96631	96639	Buzina_Denehora.xml
added	"ש""ע או""ח"		WOA	96699	96707	Buzina_Denehora.xml
added	ר״ח		PER	96726	96729	Buzina_Denehora.xml
added	ר״ח		PER	96749	96752	Buzina_Denehora.xml
added	ר״ב		PER	96764	96767	Buzina_Denehora.xml
added	ר״ח		PER	96862	96865	Buzina_Denehora.xml
added	ר״ב		PER	96877	96880	Buzina_Denehora.xml
added	ר״ב		PER	96964	96967	Buzina_Denehora.xml
added	ר״ב		PER	97128	97131	Buzina_Denehora.xml
removed	ימינאדע	PER		97155	97162	Buzina_Denehora.xml
removed	ב	PER		97171	97172	Buzina_Denehora.xml
added	ר״ח		PER	97215	97218	Buzina_Denehora.xml
removed	ח	PER		97217	97218	Buzina_Denehora.xml
removed	בוצינא	MISC		97289	97295	Buzina_Denehora.xml
removed	דנהורא	PER		97296	97302	Buzina_Denehora.xml
removed	"ר""ח"	PER		97436	97439	Buzina_Denehora.xml
removed	ב	PER		97443	97444	Buzina_Denehora.xml
added	ר״ב		PER	97445	97448	Buzina_Denehora.xml
removed	ב	PER		97447	97448	Buzina_Denehora.xml
added	"הבעש""ע"		PER	97465	97471	Buzina_Denehora.xml
removed	"בעש""ע"	ORG		97466	97471	Buzina_Denehora.xml
removed	ק	ORG		97517	97518	Buzina_Denehora.xml
added	ר״ב		PER	97535	97538	Buzina_Denehora.xml
added	מנחם אב		TIMEX	97550	97557	Buzina_Denehora.xml
removed	אב	PER		97555	97557	Buzina_Denehora.xml
added	ר״ח		PER	97583	97586	Buzina_Denehora.xml
removed	״ח	PER		97584	97586	Buzina_Denehora.xml
added	וואליחיי		GPE	97616	97624	Buzina_Denehora.xml
removed	ק	ORG		97640	97641	Buzina_Denehora.xml
added	"הבעש""ט"		PER	97694	97700	Buzina_Denehora.xml
removed	"בעש""ט"	PER		97695	97700	Buzina_Denehora.xml
added	ר״ב		PER	97746	97749	Buzina_Denehora.xml
removed	״ב	PER		97747	97749	Buzina_Denehora.xml
removed	ב	PER		97793	97794	Buzina_Denehora.xml
added	ר״ב		PER	97823	97826	Buzina_Denehora.xml
added	ר״ח		PER	97855	97858	Buzina_Denehora.xml
removed	״ח	PER		97856	97858	Buzina_Denehora.xml
added	ר״ח		PER	97919	97922	Buzina_Denehora.xml
removed	״ח	PER		97920	97922	Buzina_Denehora.xml
removed	ב	PER		97931	97932	Buzina_Denehora.xml
added	ר״ב		PER	98001	98004	Buzina_Denehora.xml
added	ר״ח		PER	98101	98104	Buzina_Denehora.xml
removed	״ח	PER		98102	98104	Buzina_Denehora.xml
added	ר״ח		PER	98147	98150	Buzina_Denehora.xml
removed	ח	PER		98149	98150	Buzina_Denehora.xml
removed	ב	PER		98166	98167	Buzina_Denehora.xml
added	ר״ב		PER	98192	98195	Buzina_Denehora.xml
added	הבעש״ט		PER	98253	98259	Buzina_Denehora.xml
removed	״ט	PER		98257	98259	Buzina_Denehora.xml
removed	פעם א׳	PER		98316	98322	Buzina_Denehora.xml
removed	ר	PER		98325	98326	Buzina_Denehora.xml
removed	ב	PER		98349	98350	Buzina_Denehora.xml
added	"ר""ח"		PER	98524	98527	Buzina_Denehora.xml
added	ר״ב		PER	98662	98665	Buzina_Denehora.xml
removed	מגיד	WOA		98683	98687	Buzina_Denehora.xml
added	מעזריטשי		GPE	98697	98705	Buzina_Denehora.xml
added	המגיד		PER	98724	98729	Buzina_Denehora.xml
removed	מגיד	WOA		98725	98729	Buzina_Denehora.xml
added	המגיד		PER	98784	98789	Buzina_Denehora.xml
removed	מגיד	WOA		98785	98789	Buzina_Denehora.xml
removed	מגיד	WOA		98817	98821	Buzina_Denehora.xml
added	הבעש״ט		PER	98851	98857	Buzina_Denehora.xml
removed	בעש״ט	PER		98852	98857	Buzina_Denehora.xml
added	המגיד		PER	98930	98935	Buzina_Denehora.xml
removed	מגיד	PER		98931	98935	Buzina_Denehora.xml
added	ר״ב		PER	98968	98971	Buzina_Denehora.xml
removed	ב	PER		98970	98971	Buzina_Denehora.xml
added	הבעש״ט		PER	98976	98982	Buzina_Denehora.xml
removed	בעש״ט	PER		98977	98982	Buzina_Denehora.xml
removed	ר	PER		99002	99003	Buzina_Denehora.xml
removed	ק׳ אוסטראה	GPE		99076	99086	Buzina_Denehora.xml
added	אוסטראה		GPE	99079	99086	Buzina_Denehora.xml
removed	ר'	PER		99144	99146	Buzina_Denehora.xml
removed	מדי	PER		99153	99156	Buzina_Denehora.xml
added	ר״ב		PER	99178	99181	Buzina_Denehora.xml
removed	״ב	PER		99179	99181	Buzina_Denehora.xml
removed	ר׳	PER		99206	99208	Buzina_Denehora.xml
added	ר״פ		PER	99233	99236	Buzina_Denehora.xml
removed	׳	PER		99279	99280	Buzina_Denehora.xml
removed	בוצינא דנהורא	PER		99368	99381	Buzina_Denehora.xml
added	בוצינא דנהורא		WOA	99373	99386	Buzina_Denehora.xml
added	המגיד		PER	99425	99430	Buzina_Denehora.xml
added	"רר""ב"		PER	99774	99778	Buzina_Denehora.xml
removed	מסיקאל	PER		99803	99809	Buzina_Denehora.xml
added	סיקאל		PER	99804	99809	Buzina_Denehora.xml
removed	ב	PER		99844	99845	Buzina_Denehora.xml
added	ר״ב		PER	99846	99849	Buzina_Denehora.xml
removed	ה	MISC		100005	100006	Buzina_Denehora.xml
removed	שיר השירים נערב	WOA		101106	101121	Buzina_Denehora.xml
added	שיר השירים		WOA	101106	101116	Buzina_Denehora.xml
removed	שבת	TIMEX		101127	101130	Buzina_Denehora.xml
removed	שלמה המלך	PER		101229	101238	Buzina_Denehora.xml
added	שלמה		PER	101229	101233	Buzina_Denehora.xml
removed	״	PER		101245	101246	Buzina_Denehora.xml
added	מוהר״ר צבי		PER	101468	101478	Buzina_Denehora.xml
removed	צבי מזידיטשוב	PER		101475	101488	Buzina_Denehora.xml
added	זידיטשוב		GPE	101480	101488	Buzina_Denehora.xml
removed	בוצינא דנהורא	PER		101548	101561	Buzina_Denehora.xml
added	בוצינא דנהורא		WOA	101553	101566	Buzina_Denehora.xml
added	מעזיביו		GPE	101600	101607	Buzina_Denehora.xml
removed	ד	MISC		101666	101667	Buzina_Denehora.xml
added	"מהר""צ"		PER	101753	101758	Buzina_Denehora.xml
added	"מהר""צ"		PER	102182	102187	Buzina_Denehora.xml
removed	אלקים	MISC		102246	102251	Buzina_Denehora.xml
removed	ד	MISC		102284	102285	Buzina_Denehora.xml
removed	ד'	PER		102557	102559	Buzina_Denehora.xml
added	מעזיביו		GPE	102778	102785	Buzina_Denehora.xml
removed	ד	MISC		102802	102803	Buzina_Denehora.xml
removed	הר׳ ליב	PER		102897	102904	Buzina_Denehora.xml
added	ליב		PER	102901	102904	Buzina_Denehora.xml
added	לעטיטשוב		GPE	102906	102914	Buzina_Denehora.xml
removed	הר	PER		102934	102936	Buzina_Denehora.xml
added	הרמשה חיים אפרים		PER	102949	102965	Buzina_Denehora.xml
removed	משה חיים אפרים מסדילקיב	PER		102951	102974	Buzina_Denehora.xml
removed	סדילקיב	GPE		102967	102974	Buzina_Denehora.xml
added	סדילקיב		GPE	102973	102980	Buzina_Denehora.xml
added	"הבעש""ט"		PER	103011	103017	Buzina_Denehora.xml
removed	"בעש""ט"	PER		103012	103017	Buzina_Denehora.xml
added	הבעש״ט		PER	103042	103048	Buzina_Denehora.xml
added	מט״ט		PER	103237	103241	Buzina_Denehora.xml
reclassified	סדילקוב	PER	GPE	103276	103283	Buzina_Denehora.xml
removed	הר׳ ליב	PER		103366	103373	Buzina_Denehora.xml
added	ליב		PER	103370	103373	Buzina_Denehora.xml
added	בוצינא דנהורא		WOA	103503	103516	Buzina_Denehora.xml
removed	דנהורא	PER		103510	103516	Buzina_Denehora.xml
added	הבעש״ט		PER	10856	10862	Hitgalut-HaZadikim.xml
added	תקי״ז		TIMEX	10915	10920	Hitgalut-HaZadikim.xml
added	הבעש״ט		PER	10980	10986	Hitgalut-HaZadikim.xml
added	חנה		PER	11048	11051	Hitgalut-HaZadikim.xml
added	הבעש״ט		PER	11208	11214	Hitgalut-HaZadikim.xml
added	ישראל		PER	11237	11242	Hitgalut-HaZadikim.xml
added	נחמן קאסיווער		PER	13028	13041	Hitgalut-HaZadikim.xml
added	נחמן קאסיווער		PER	13169	13182	Hitgalut-HaZadikim.xml
added	ארץ ישראל		GPE	14303	14312	Hitgalut-HaZadikim.xml
added	עטרת יעקב וישראל		WOA	15250	15266	Hitgalut-HaZadikim.xml
added	ישראל		PER	15337	15342	Hitgalut-HaZadikim.xml
added	קאזניץ		GPE	15350	15356	Hitgalut-HaZadikim.xml
added	קאזניץ		GPE	15408	15414	Hitgalut-HaZadikim.xml
added	פילוב		GPE	15806	15811	Hitgalut-HaZadikim.xml
added	ראנוויץ		GPE	15864	15871	Hitgalut-HaZadikim.xml
added	פילוב		GPE	15900	15905	Hitgalut-HaZadikim.xml
added	גניוואשאוו		GPE	15911	15921	Hitgalut-HaZadikim.xml
added	ווייכסיל		GPE	15931	15939	Hitgalut-HaZadikim.xml
added	פילוב		GPE	16004	16009	Hitgalut-HaZadikim.xml
added	פילוב		GPE	16047	16052	Hitgalut-HaZadikim.xml
added	קשאנזי שאטרינסקי		PER	16154	16170	Hitgalut-HaZadikim.xml
added	מיכאל		PER	17094	17099	Hitgalut-HaZadikim.xml
added	מעכיוו		GPE	17408	17414	Hitgalut-HaZadikim.xml
added	קראקא		GPE	17425	17430	Hitgalut-HaZadikim.xml
added	פילוב		GPE	17831	17836	Hitgalut-HaZadikim.xml
added	דובענקא		GPE	18591	18598	Hitgalut-HaZadikim.xml
added	הארובשוב		GPE	18610	18618	Hitgalut-HaZadikim.xml
added	פילוב		GPE	18752	18757	Hitgalut-HaZadikim.xml
added	מיכאל		PER	19556	19561	Hitgalut-HaZadikim.xml
added	אפרים פישל		PER	19821	19831	Hitgalut-HaZadikim.xml
added	פילוב		GPE	19843	19848	Hitgalut-HaZadikim.xml
added	לובלין		GPE	48800	48806	Hitgalut-HaZadikim.xml
added	לאנצהוט		GPE	48867	48874	Hitgalut-HaZadikim.xml
added	גאליציען		GPE	48883	48891	Hitgalut-HaZadikim.xml
added	הבית יוסף		PER	49031	49040	Hitgalut-HaZadikim.xml
added	יעקב יצחק		PER	49137	49146	Hitgalut-HaZadikim.xml
added	לאנצהוט		GPE	49203	49210	Hitgalut-HaZadikim.xml
added	ווינאווי		GPE	49233	49241	Hitgalut-HaZadikim.xml
added	ווינאווי		GPE	49759	49767	Hitgalut-HaZadikim.xml
added	ווינאווי		GPE	50075	50083	Hitgalut-HaZadikim.xml
added	צשעכיוו		GPE	50399	50406	Hitgalut-HaZadikim.xml
added	לובלין		GPE	50412	50418	Hitgalut-HaZadikim.xml
added	ווינאווי		GPE	50455	50463	Hitgalut-HaZadikim.xml
added	צשעכיוו		GPE	50472	50479	Hitgalut-HaZadikim.xml
added	צשעכיוו		GPE	50508	50515	Hitgalut-HaZadikim.xml
added	טהור רעיונים		WOA	50553	50565	Hitgalut-HaZadikim.xml
added	צשעכיוו		GPE	50594	50601	Hitgalut-HaZadikim.xml
added	ווינאווי		GPE	50617	50625	Hitgalut-HaZadikim.xml
added	צשעכיוו		GPE	50634	50641	Hitgalut-HaZadikim.xml
added	צשעכיוו		GPE	50854	50861	Hitgalut-HaZadikim.xml
added	טשעכיוו		GPE	50974	50981	Hitgalut-HaZadikim.xml
added	טשעכיוו		GPE	51008	51015	Hitgalut-HaZadikim.xml
added	לובלין		GPE	51252	51258	Hitgalut-HaZadikim.xml
added	משה		PER	51480	51483	Hitgalut-HaZadikim.xml
added	אלימלך		PER	51547	51553	Hitgalut-HaZadikim.xml
added	לובלין		GPE	51627	51633	Hitgalut-HaZadikim.xml
added	צשעכיוו		GPE	51975	51982	Hitgalut-HaZadikim.xml
added	לובלין		GPE	52686	52692	Hitgalut-HaZadikim.xml
added	לובלין		GPE	53374	53380	Hitgalut-HaZadikim.xml
added	לובלין		GPE	53745	53751	Hitgalut-HaZadikim.xml
added	לובלין		GPE	54280	54286	Hitgalut-HaZadikim.xml
added	תקע״ה		TIMEX	54774	54779	Hitgalut-HaZadikim.xml
added	קלימינטוב		GPE	54859	54868	Hitgalut-HaZadikim.xml
added	אופלא		GPE	54916	54921	Hitgalut-HaZadikim.xml
added	הבעש״ט		PER	71876	71882	Hitgalut-HaZadikim.xml
added	אהרן שמואל		PER	71921	71931	Hitgalut-HaZadikim.xml
added	הבעש״ט		PER	71964	71970	Hitgalut-HaZadikim.xml
added	הבעש״ט		PER	72133	72139	Hitgalut-HaZadikim.xml
added	הבעש״ט		PER	72301	72307	Hitgalut-HaZadikim.xml
added	הבעש״ט		PER	72465	72471	Hitgalut-HaZadikim.xml
added	הבעש״ט		PER	72666	72672	Hitgalut-HaZadikim.xml
added	הבעש״ט		PER	72785	72791	Hitgalut-HaZadikim.xml
added	זוה״ק		WOA	74144	74149	Hitgalut-HaZadikim.xml
added	אהרן שמואל		PER	74768	74778	Hitgalut-HaZadikim.xml
added	במדבר ט׳ ח׳		WOA	74791	74802	Hitgalut-HaZadikim.xml
added	משה		PER	74821	74824	Hitgalut-HaZadikim.xml
added	משרע״ה		PER	74876	74882	Hitgalut-HaZadikim.xml
added	משה		PER	74915	74918	Hitgalut-HaZadikim.xml
added	"הבעש""ט"		PER	75021	75027	Hitgalut-HaZadikim.xml
added	"משרע""ה"		PER	75096	75102	Hitgalut-HaZadikim.xml
added	"משרע""ה"		PER	75134	75140	Hitgalut-HaZadikim.xml
added	הבעש״ט		PER	75337	75343	Hitgalut-HaZadikim.xml
added	אורי		PER	75410	75414	Hitgalut-HaZadikim.xml
added	סטרעליסק		GPE	75416	75424	Hitgalut-HaZadikim.xml
added	שלמה		PER	75489	75493	Hitgalut-HaZadikim.xml
added	קארלין		GPE	75495	75501	Hitgalut-HaZadikim.xml
added	זאב		PER	75524	75527	Hitgalut-HaZadikim.xml
added	אור המאיר		WOA	75536	75545	Hitgalut-HaZadikim.xml
added	זאב		PER	75577	75580	Hitgalut-HaZadikim.xml
added	לעמבורג		GPE	75613	75620	Hitgalut-HaZadikim.xml
added	ליב דיממעלים		PER	75998	76010	Hitgalut-HaZadikim.xml
added	לובלין		GPE	76057	76063	Hitgalut-HaZadikim.xml
added	אורי		PER	76183	76187	Hitgalut-HaZadikim.xml
added	אורי		PER	76322	76326	Hitgalut-HaZadikim.xml
added	אורי		PER	76716	76720	Hitgalut-HaZadikim.xml
added	אוריי		PER	76781	76786	Hitgalut-HaZadikim.xml
added	ליב דיממעלם		PER	77054	77065	Hitgalut-HaZadikim.xml
added	אורי		PER	77124	77128	Hitgalut-HaZadikim.xml
added	ליב		PER	77201	77204	Hitgalut-HaZadikim.xml
added	אורי		PER	77229	77233	Hitgalut-HaZadikim.xml
added	ליב		PER	77347	77350	Hitgalut-HaZadikim.xml
added	אורי		PER	77429	77433	Hitgalut-HaZadikim.xml
added	אורי		PER	77600	77604	Hitgalut-HaZadikim.xml
added	אורי		PER	77647	77651	Hitgalut-HaZadikim.xml
added	ליב		PER	77923	77926	Hitgalut-HaZadikim.xml
added	ליב		PER	77993	77996	Hitgalut-HaZadikim.xml
added	אורי		PER	78007	78011	Hitgalut-HaZadikim.xml
added	ליב דיממעלם		PER	78813	78824	Hitgalut-HaZadikim.xml
added	לעמבורג		GPE	79134	79141	Hitgalut-HaZadikim.xml
added	סטרעליסק		GPE	79152	79160	Hitgalut-HaZadikim.xml
added	לעמבורג		GPE	79187	79194	Hitgalut-HaZadikim.xml
added	רמ״י		PER	79380	79384	Hitgalut-HaZadikim.xml
added	וואפטשי לעמבורגער		PER	79414	79431	Hitgalut-HaZadikim.xml
added	אורי		PER	79464	79468	Hitgalut-HaZadikim.xml
added	אורי		PER	79538	79542	Hitgalut-HaZadikim.xml
added	סטרעליסק		GPE	79643	79651	Hitgalut-HaZadikim.xml
added	סטרעליסק		GPE	79691	79699	Hitgalut-HaZadikim.xml
added	אייזיק		PER	79721	79727	Hitgalut-HaZadikim.xml
added	לובלין		GPE	79780	79786	Hitgalut-HaZadikim.xml
added	סטרעליסק		GPE	79821	79829	Hitgalut-HaZadikim.xml
added	אלול		TIMEX	79882	79886	Hitgalut-HaZadikim.xml
added	לובלין		GPE	79900	79906	Hitgalut-HaZadikim.xml
added	אורי		PER	79943	79947	Hitgalut-HaZadikim.xml
added	סטרעליסק		GPE	79956	79964	Hitgalut-HaZadikim.xml
added	לובלין		GPE	80392	80398	Hitgalut-HaZadikim.xml
added	לובלין		GPE	80443	80449	Hitgalut-HaZadikim.xml
added	לובלין		GPE	80604	80610	Hitgalut-HaZadikim.xml
added	סטרעליסק		GPE	80684	80692	Hitgalut-HaZadikim.xml
added	אורי		PER	80738	80742	Hitgalut-HaZadikim.xml
added	לובלין		GPE	80932	80938	Hitgalut-HaZadikim.xml
added	סטרעליסק		GPE	81010	81018	Hitgalut-HaZadikim.xml
added	לובלין		GPE	81091	81097	Hitgalut-HaZadikim.xml
added	אורי		PER	81126	81130	Hitgalut-HaZadikim.xml
added	א״ק		WOA	81197	81200	Hitgalut-HaZadikim.xml
added	נטע		PER	81264	81267	Hitgalut-HaZadikim.xml
added	חעלים		GPE	81269	81274	Hitgalut-HaZadikim.xml
added	אלימלך		PER	81379	81385	Hitgalut-HaZadikim.xml
added	ליזענסק		GPE	81394	81401	Hitgalut-HaZadikim.xml
added	וולאדווע		GPE	81472	81480	Hitgalut-HaZadikim.xml
added	וולאדווע		GPE	85992	86000	Hitgalut-HaZadikim.xml
added	תעלמא		GPE	86605	86610	Hitgalut-HaZadikim.xml
added	חעלמא		GPE	86613	86618	Hitgalut-HaZadikim.xml
added	תעלמא		GPE	86751	86756	Hitgalut-HaZadikim.xml
added	חעלמא		GPE	86813	86818	Hitgalut-HaZadikim.xml
added	נטע		PER	87024	87027	Hitgalut-HaZadikim.xml
added	חעלמא		GPE	87747	87752	Hitgalut-HaZadikim.xml
added	חעלים		GPE	88148	88153	Hitgalut-HaZadikim.xml
added	אברהם		PER	89449	89454	Hitgalut-HaZadikim.xml
added	יצחק		PER	89462	89466	Hitgalut-HaZadikim.xml
added	יצחק		PER	89645	89649	Hitgalut-HaZadikim.xml
added	אב ידעך מנוער		WOA	91248	91261	Hitgalut-HaZadikim.xml
added	אברהם		PER	91272	91277	Hitgalut-HaZadikim.xml
added	נטע		PER	92270	92273	Hitgalut-HaZadikim.xml
added	תקע״ב		TIMEX	92523	92528	Hitgalut-HaZadikim.xml
added	א׳ שבט		TIMEX	92529	92535	Hitgalut-HaZadikim.xml
added	רמ״י		PER	92564	92568	Hitgalut-HaZadikim.xml
added	נטע		PER	92596	92599	Hitgalut-HaZadikim.xml
added	וולאדווער		GPE	92600	92609	Hitgalut-HaZadikim.xml
added	"רמ""צ"		PER	92681	92685	Hitgalut-HaZadikim.xml
added	נטע		PER	92736	92739	Hitgalut-HaZadikim.xml
added	חעלים		GPE	92751	92756	Hitgalut-HaZadikim.xml
added	ליזענסק		GPE	92763	92770	Hitgalut-HaZadikim.xml
added	אלימלך		PER	92787	92793	Hitgalut-HaZadikim.xml
added	אלעזר		PER	92930	92935	Hitgalut-HaZadikim.xml
added	אלימלך		PER	92969	92975	Hitgalut-HaZadikim.xml
added	יששכר דוב		PER	93095	93104	Hitgalut-HaZadikim.xml
added	ראדשיץ		GPE	93116	93122	Hitgalut-HaZadikim.xml
added	מאיר יהושע		PER	93178	93188	Hitgalut-HaZadikim.xml
added	קלמנטוב		GPE	93208	93215	Hitgalut-HaZadikim.xml
added	ליביש		PER	93245	93250	Hitgalut-HaZadikim.xml
added	אופלא		GPE	93257	93262	Hitgalut-HaZadikim.xml
added	אוזראב		GPE	93264	93270	Hitgalut-HaZadikim.xml
added	ריווץ		GPE	93325	93330	Hitgalut-HaZadikim.xml
added	ישכר דוב		PER	93360	93368	Hitgalut-HaZadikim.xml
added	ראדשיץ		GPE	93384	93390	Hitgalut-HaZadikim.xml
added	ראדשיץ		GPE	93458	93464	Hitgalut-HaZadikim.xml
added	רמ״י		PER	94225	94229	Hitgalut-HaZadikim.xml
added	פולניא		GPE	94434	94440	Hitgalut-HaZadikim.xml
added	לובלין		GPE	94752	94758	Hitgalut-HaZadikim.xml
added	המגיד		PER	94765	94770	Hitgalut-HaZadikim.xml
added	קאזניץ		GPE	94778	94784	Hitgalut-HaZadikim.xml
added	הרב היהודי		PER	94790	94800	Hitgalut-HaZadikim.xml
added	פרשיסחא		GPE	94808	94815	Hitgalut-HaZadikim.xml
added	לובלין		GPE	94874	94880	Hitgalut-HaZadikim.xml
added	פרשיסחא		GPE	94882	94889	Hitgalut-HaZadikim.xml
added	פרשיסחא		GPE	94898	94905	Hitgalut-HaZadikim.xml
added	קאזניץ		GPE	94907	94913	Hitgalut-HaZadikim.xml
added	לובלין		GPE	95105	95111	Hitgalut-HaZadikim.xml
added	פרשעדבורז		GPE	96681	96690	Hitgalut-HaZadikim.xml
added	בעראל		PER	96827	96832	Hitgalut-HaZadikim.xml
added	פרשעדבורז		GPE	97065	97074	Hitgalut-HaZadikim.xml
added	המגיד		PER	97134	97139	Hitgalut-HaZadikim.xml
added	קאזניץ		GPE	97145	97151	Hitgalut-HaZadikim.xml
added	המגיד		PER	97391	97396	Hitgalut-HaZadikim.xml
added	קאזניץ		GPE	98852	98858	Hitgalut-HaZadikim.xml
added	המגיד		PER	99075	99080	Hitgalut-HaZadikim.xml
added	קאזניץ		GPE	99661	99667	Hitgalut-HaZadikim.xml
added	בעראל		PER	101449	101454	Hitgalut-HaZadikim.xml
added	ראדשין		GPE	102737	102743	Hitgalut-HaZadikim.xml
added	"תר""ג"		TIMEX	102753	102757	Hitgalut-HaZadikim.xml
added	י״ח סיון		TIMEX	102758	102766	Hitgalut-HaZadikim.xml
added	על״צ		WOA	102819	102823	Hitgalut-HaZadikim.xml
added	הלקוטים		WOA	102825	102832	Hitgalut-HaZadikim.xml
added	ראדשיץ		GPE	102887	102893	Hitgalut-HaZadikim.xml
added	סעודיה גאון		PER	103601	103612	Hitgalut-HaZadikim.xml
added	סעדי׳ גאון		PER	104101	104111	Hitgalut-HaZadikim.xml
added	סש״ש		WOA	106013	106017	Hitgalut-HaZadikim.xml
added	העשיל		PER	106072	106077	Hitgalut-HaZadikim.xml
added	העשיל		PER	106136	106141	Hitgalut-HaZadikim.xml
added	הירש		PER	106185	106189	Hitgalut-HaZadikim.xml
added	באלחוב		GPE	106191	106197	Hitgalut-HaZadikim.xml
added	ת״ח		TIMEX	106251	106254	Hitgalut-HaZadikim.xml
added	ווינא		GPE	106264	106269	Hitgalut-HaZadikim.xml
added	שעפטיל		PER	106291	106297	Hitgalut-HaZadikim.xml
added	ווי העמודים		WOA	106319	106330	Hitgalut-HaZadikim.xml
added	העשיל		PER	106354	106359	Hitgalut-HaZadikim.xml
added	העשיל		PER	106370	106375	Hitgalut-HaZadikim.xml
added	"של""ה"		PER	106503	106507	Hitgalut-HaZadikim.xml
added	העשיל		PER	106573	106578	Hitgalut-HaZadikim.xml
added	"ר""ת"		PER	106589	106592	Hitgalut-HaZadikim.xml
added	התוס׳		WOA	106597	106602	Hitgalut-HaZadikim.xml
added	שעפטיל		PER	106630	106636	Hitgalut-HaZadikim.xml
added	העשיל		PER	106648	106653	Hitgalut-HaZadikim.xml
added	העשיל		PER	106732	106737	Hitgalut-HaZadikim.xml
added	מיכלי		PER	125637	125642	Hitgalut-HaZadikim.xml
added	אפטא		GPE	125709	125713	Hitgalut-HaZadikim.xml
added	אוהב ישראל		PER	125718	125728	Hitgalut-HaZadikim.xml
added	משה ליב		PER	125764	125771	Hitgalut-HaZadikim.xml
added	סאסוב		GPE	125773	125778	Hitgalut-HaZadikim.xml
added	מיכלי		PER	125815	125820	Hitgalut-HaZadikim.xml
added	זלאטשוב		GPE	125831	125838	Hitgalut-HaZadikim.xml
added	בראדי		GPE	125879	125884	Hitgalut-HaZadikim.xml
added	בראדי		GPE	125901	125906	Hitgalut-HaZadikim.xml
added	בראדי		GPE	125964	125969	Hitgalut-HaZadikim.xml
added	הבעש״ט		PER	126232	126238	Hitgalut-HaZadikim.xml
added	אפטא		GPE	126347	126351	Hitgalut-HaZadikim.xml
