story_id	tag	source	source_story	opus_confidence	opus_reasoning
Khal-Hasidim_0070	supernatural:perception	direct	Khal-Hasidim_0070	high	Characters perceive in dreams that a visitor is a klipah disguised as the deceased, and see/know events in Gan Eden — supernatural perception.
Khal-Hasidim_0075	ethics-and-emotions:anger	propagated	Shivhei-Habesht_0086	high	The Besht is described as rebuking/being angry (גוער, רגז עליו) at R' Leib for delaying.
Khal-Hasidim_0075	folkloristics:story_type_protection	propagated	Shivhei-Habesht_0086	high	The Besht protects R. Leib from being shackled and dragged to a distant lord by sending him with money to settle the debt.
Khal-Hasidim_0075	folkloristics:story_type_virtues	direct	Khal-Hasidim_0075	high	Story illustrates the Baal Shem Tov's faith/trust in divine providence and his commitment to honor his pledge (charity for the orphans), with miraculous fulfillment.
Khal-Hasidim_0075	social:retrospective_recognition	direct	Khal-Hasidim_0075	high	R' Leib retrospectively realizes the Besht's miraculous foresight/righteousness, and the nobleman recognizes Leib's honesty in saving him from theft — clear belated recognition.
Khal-Hasidim_0076	folkloristics:story_type_revelation	propagated	Shivhei-Habesht_0087	medium	R. Avraham initially dismisses the Besht but, through hearing the Besht speak the very Torah he heard in a dream from the Sar haTorah in Gan Eden, recognizes the Besht's hidden greatness — a revelation episode.
Khal-Hasidim_0076	supernatural:communicating_with_the_invisible	propagated	Shivhei-Habesht_0087	high	The Besht states he heard the teaching in heaven, and the father dreams of entering Gan Eden where the Sar haTorah speaks — communication with invisible heavenly beings.
Khal-Hasidim_0081	folkloristics:story_type_revelation	propagated	Mifalot-HaZadikim_0027	high	The story centers on the revelation of a hidden tzaddik (the seemingly boorish innkeeper) to the Besht and his disciples.
Khal-Hasidim_0081	social:inter_hasidic	propagated	Mifalot-HaZadikim_0027	high	Story depicts the Besht traveling together with three named disciples (Hasidim) interacting among themselves throughout the journey.
Khal-Hasidim_0086	folkloristics:story_type_revelation	propagated	Shivhei-Habesht_0112	high	The story narrates the revelation of the Besht as a true tzaddik to the initially skeptical scholars of Mezhibuzh via the dying disciple's testimony.
Khal-Hasidim_0087	folkloristics:story_type_advent	direct	Khal-Hasidim_0087	high	A skeptical scholar discovers the Besht's greatness through a dream-revealed Tosafot interpretation, becomes his follower — classic advent/discovery narrative.
Khal-Hasidim_0088	ethics-and-emotions:pride	propagated	Shivhei-Habesht_0135	medium	R' Michel's refusal to admit defeat out of pride/shame, and the Besht's rebuke about studying Torah for the sake of winning arguments, depicts arrogance as a moral failing.
Khal-Hasidim_0088	ethics-and-emotions:virtues	propagated	Shivhei-Habesht_0135	high	Story illustrates virtues—Besht's grief over Sabbath desecration, humility critique, and rebuke that Torah must not be studied for contentiousness, leading the man to become a complete tzaddik.
Khal-Hasidim_0088	social:retrospective_recognition	direct	Khal-Hasidim_0088	high	R' Michel the dayan belatedly recognizes the Besht's greatness and that the Besht had taken away his Torah learning, leading to his transformation.
Khal-Hasidim_0089	spaces:beth_midrash	propagated	Shivhei-Habesht_0138	high	"The story explicitly mentions the men going to the beit midrash (בהמ""ד) and references the kloyz as a study setting."
Khal-Hasidim_0092	spaces:beth_midrash	propagated	Shivhei-Habesht_0165	high	R. Mikhel goes to the beit midrash to read shnayim mikra, and is fetched from there.
Khal-Hasidim_0095	supernatural:perception	direct	Khal-Hasidim_0095	high	Besht sees a pillar of fire over a grave and prophesies that a man named R. David will be buried there, fulfilled ~12 years later — clear ruach hakodesh perception.
Khal-Hasidim_0099	ethics-and-emotions:awe	propagated	Shivhei-Habesht_0181	medium	The patron is astonished/awed by the Besht's hidden knowledge ('נתבהל מאד על ידיעתו מה שבסתר'), depicting awe of the tzaddik.
Khal-Hasidim_0102	folkloristics:story_type_rapprochement	direct	Khal-Hasidim_0102	high	The wealthy man initially refuses to travel to the Besht, but through events (childlessness, miraculous fulfillment of predictions) is drawn close to him.
Khal-Hasidim_0102	social:inter_hasidic_master_disciple_relationship	propagated	Khal-Hasidim_0002	high	The story centrally depicts the master-disciple relationship between Rabbi Adam's son (as teacher) and the young Baal Shem Tov (as servant/disciple) studying the mystical writings together.
Khal-Hasidim_0102	spaces:beth_midrash	propagated	Shivhei-Habesht_0002	high	The story explicitly depicts the beit midrash as a setting where Israel (the Besht) serves and where the rabbi's son requests a partition to study.
Khal-Hasidim_0103	social:conflict	propagated	Shivhei-Habesht_0185	medium	The story features the Baal Shem Tov's relationship with a brother who is explicitly a mitnaged (opponent), framing a Jewish-opponent conflict resolved through healing.
Khal-Hasidim_0103	times:shabbat	propagated	Shivhei-Habesht_0185	high	Story centers on Erev Shabbat and Shabbat prayers at the sick brother's house.
Khal-Hasidim_0104	supernatural:perception	direct	Khal-Hasidim_0104	high	R. Nachman of Horodenka miraculously hears only what he needs to hear, a supernatural perceptual gift.
Khal-Hasidim_0110	ethics-and-emotions:fear	propagated	Shivhei-Habesht_0192	high	The lord nearly freezes to death, then burns with rage and threatens to kill the Besht with a sword — depicting danger and fear-inducing peril.
Khal-Hasidim_0110	ethics-and-emotions:pride	direct	Khal-Hasidim_0110	high	The nobleman's drunken boasting/self-aggrandizement about his inn and his subsequent rage leads to divine punishment (withered hand), depicting pride as a moral failing.
Khal-Hasidim_0110	ethics-and-emotions:punishment	propagated	Shivhei-Habesht_0192	high	The nobleman who tried to kill the Besht is punished — his hand withers as the sick woman's hands are healed.
Khal-Hasidim_0110	social:conflict	propagated	Shivhei-Habesht_0192	high	The nobleman draws his sword to kill the Besht, who responds by transferring the woman's paralysis to the attacker's hands — a direct tzaddik-vs-antagonist conflict.
Khal-Hasidim_0110	supernatural:miracle	propagated	Shivhei-Habesht_0192	high	The Baal Shem Tov miraculously transfers the woman's paralysis to the attacking officer—a discrete supernatural healing/event with clear before/after.
Khal-Hasidim_0110	supernatural:perception	direct	Khal-Hasidim_0110	high	The Baal Shem Tov supernaturally knows the nobleman will come and arranges the miraculous transfer of paralysis, demonstrating supernatural perception/knowledge.
Khal-Hasidim_0111	social:retrospective_recognition	direct	Khal-Hasidim_0111	high	The Besht retrospectively reveals/recognizes that the man had committed the sin of striking his father, a hidden truth disclosed belatedly.
Khal-Hasidim_0115	folkloristics:story_type_rapprochement	propagated	Peer-MiKdoshim_0001	high	A skeptical wealthy outsider who never set foot in Hasidism travels to the Besht out of curiosity and, through the Besht's revelatory tale, falls before him in repentance—classic rapprochement arc.
Khal-Hasidim_0115	social:inter_hasidic	propagated	Peer-MiKdoshim_0001	high	Frame story explicitly depicts multiple tzadikim gathered together at a yahrzeit in Ropshitz, interacting and responding collectively to a petitioner.
Khal-Hasidim_0115	spaces:beth_midrash	propagated	Shivhei-Habesht_0002	high	The story explicitly depicts the beit midrash as a setting where Israel (the Besht) serves and where the rabbi's son requests a partition to study.
Khal-Hasidim_0116	ethics-and-emotions:awe	direct	Khal-Hasidim_0116	high	The Maggid sees the Besht's face burning like torches and trembles with such awe/fear he nearly falls from the ladder, a clear depiction of awe of the tzaddik.
Khal-Hasidim_0116	folkloristics:story_type_virtues	direct	Khal-Hasidim_0116	medium	The story illustrates the Besht's wisdom and his virtue of guiding disciples away from unnecessary knowledge toward simple faith ('tamim tihyeh').
Khal-Hasidim_0117	ethics-and-emotions:anger	direct	Khal-Hasidim_0117	medium	"The father-in-law's anger is explicitly depicted ('ויחר אף הבעה""ב על הבעש""ט וירץ אליו בחמתו')."
Khal-Hasidim_0117	ethics-and-emotions:virtues	direct	Khal-Hasidim_0117	medium	Story illustrates virtues of repentance, saving a soul, and humility (accepting a humble husband as penance).
Khal-Hasidim_0117	folkloristics:story_type_virtues	direct	Khal-Hasidim_0117	high	The story illustrates the Besht's virtues of compassion, spiritual insight, and dedication to saving a Jewish soul from apostasy.
Khal-Hasidim_0117	social:inter_hasidic_master_disciple_relationship	propagated	Khal-Hasidim_0002	high	The story centrally depicts the master-disciple relationship between Rabbi Adam's son (as teacher) and the young Baal Shem Tov (as servant/disciple) studying the mystical writings together.
Khal-Hasidim_0117	social:retrospective_recognition	direct	Khal-Hasidim_0117	high	The woman belatedly learns the stranger is not her uncle but the Besht, and the disciples/father-in-law come to recognize the hidden truth about her situation.
Khal-Hasidim_0117	spaces:beth_midrash	propagated	Shivhei-Habesht_0002	high	The story explicitly depicts the beit midrash as a setting where Israel (the Besht) serves and where the rabbi's son requests a partition to study.
Khal-Hasidim_0118	ethics-and-emotions:awe	direct	Khal-Hasidim_0118	medium	The rabbi's recognition and honoring of the Besht after the revelation reflects awe of the tzaddik.
Khal-Hasidim_0118	folkloristics:story_type_revelation	direct	Khal-Hasidim_0118	high	The Besht is initially unrecognized/dismissed, then reveals his powers by diagnosing the rabbi's hidden sin, leading to his recognition and honoring — a classic hidden-tzaddik revelation.
Khal-Hasidim_0120	social:conflict	propagated	Shivhei-Habesht_0199	high	The Besht is in conflict with a Christian priest (and cosmic accusers), maneuvering to neutralize the accusation against Israel.
Khal-Hasidim_0120	spaces:beth_midrash	direct	Khal-Hasidim_0120	high	The beit midrash is explicitly the setting where the congregation gathers and the Besht prays.
Khal-Hasidim_0121	social:conflict	propagated	Shivhei-Habesht_0205	high	The Baal Shem Tov is publicly challenged by a doctor and exposes him as a thief, sending him away in disgrace—a clear tzaddik vs. antagonist conflict.
Khal-Hasidim_0123	supernatural:miracle	direct	Khal-Hasidim_0123	medium	The Besht drinks a dangerously strong wine and supernaturally dispels its effect instantly by contemplating God's greatness — a discrete miraculous act with clear before/after.
Khal-Hasidim_0125	times:shabbat	direct	Khal-Hasidim_0125	high	Story explicitly centers on Besht's Shabbat stay with the rabbi and preparations for Shabbat meal.
Khal-Hasidim_0126	characters-and-roles:preacher	propagated	Khal-Hasidim_0237	high	The Maggid of Kozhnitz features prominently as a character (called הרב המגיד / ה״מ) alongside the Seer of Lublin.
Khal-Hasidim_0126	folkloristics:story_type_rapprochement	propagated	Peer-MiKdoshim_0001	high	A skeptical wealthy outsider who never set foot in Hasidism travels to the Besht out of curiosity and, through the Besht's revelatory tale, falls before him in repentance—classic rapprochement arc.
Khal-Hasidim_0126	social:inter_hasidic	propagated	Peer-MiKdoshim_0001	high	Frame story explicitly depicts multiple tzadikim gathered together at a yahrzeit in Ropshitz, interacting and responding collectively to a petitioner.
Khal-Hasidim_0126	spaces:beth_midrash	propagated	Khal-Hasidim_0002	high	The Baal Shem Tov serves in the beit midrash and the son of R. Adam sets up a study partition within it.
Khal-Hasidim_0128	characters-and-roles:angels	propagated	Shivhei-Habesht_0207	high	The Angel of Death (מה״מ = מלאך המות) is explicitly depicted as being given permission over the Baal Shem Tov.
Khal-Hasidim_0128	folkloristics:story_type_prognostication	propagated	Shivhei-Habesht_0207	high	The Besht foresees and predicts his own imminent death, gives signs (clocks stopping), and the prediction is fulfilled.
Khal-Hasidim_0128	knowledge:practical_kabbalah	propagated	Shivhei-Habesht_0207	medium	Story involves Besht expelling a wandering soul/ghost, rebuking the Angel of Death, and esoteric mystical practices around dying — borderline practical kabbalah engagement with spirits.
Khal-Hasidim_0128	social:conflict	propagated	Shivhei-Habesht_0207	high	Story depicts Besht's conflict with the Sabbatean sect and the encounter with the wandering dead soul/angel of death.
Khal-Hasidim_0128	spaces:beth_midrash	direct	Khal-Hasidim_0128	high	"R. Nachman of Horodenka goes to the beit midrash (bhm""d) to pray for the Besht."
Khal-Hasidim_0128	supernatural:prognostication	direct	Khal-Hasidim_0128	high	The Baal Shem Tov predicts his own death, gives the sign that two clocks will stop when he dies, which then comes true.
Khal-Hasidim_0129	folkloristics:story_type_virtues	propagated	Shivhei-Habesht_0022	medium	Story highlights the Baal Shem Tov's spiritual insight, urgency to save the rabbi, and his teaching that divine service comes through joy not excessive fasting—illustrating tzaddik virtues.
Khal-Hasidim_0131	spaces:beth_midrash	direct	Khal-Hasidim_0131	high	The story explicitly depicts the beit midrash as a setting (הלכתי לבית המדרש; וכשבא לבהמ״ד).
Khal-Hasidim_0136	spaces:beth_midrash	propagated	Shivhei-Habesht_0028	high	The story explicitly mentions R' Shalom praying in his beit midrash (בבה״מ שלו).
Khal-Hasidim_0138	spaces:beth_midrash	propagated	Khal-Hasidim_0002	high	The Baal Shem Tov serves in the beit midrash and the son of R. Adam sets up a study partition within it.
Khal-Hasidim_0139	ethics-and-emotions:awe	direct	Khal-Hasidim_0139	high	The story depicts awe of the Baal Shem Tov through the miraculous revelation of angels, fire, and light, demonstrating his spiritual greatness to the Maggid.
Khal-Hasidim_0140	ethics-and-emotions:awe	direct	Khal-Hasidim_0140	medium	The disciple is afraid (ירא) to address the Besht, and the revelation scene with thunder/lightning evokes awe of the tzaddik and of Torah revelation.
Khal-Hasidim_0140	folkloristics:story_type_revelation	direct	Khal-Hasidim_0140	high	The story narrates the Maggid's drawing-near to the Besht and the revelation/transmission of Torah with thunder and lightning, a classic giluy scene.
Khal-Hasidim_0140	knowledge:practical_kabbalah	direct	Khal-Hasidim_0140	medium	The Besht uses kabbalistic knowledge concretely—grinding a diamond as a remedy, going to mikveh three times for healing, and transmitting Torah via Maaseh Merkavah with thunder/lightning—indicating practical kabbalistic healing.
Khal-Hasidim_0142	supernatural:perception	direct	Khal-Hasidim_0142	high	R. Avraham sees his deceased father in waking visions and communicates with him; the dead Maggid appears visibly to the wealthy man — clear supernatural perception.
Khal-Hasidim_0143	spaces:beth_midrash	direct	Khal-Hasidim_0143	medium	The husband is summoned from the beit midrash ('שלחו אחריו לבהמ״ד ובא לביתו'), and the son goes to the beit midrash in the morning, making it a setting referenced in the story.
Khal-Hasidim_0145	ethics-and-emotions:fear	propagated	Shivhei-Habesht_0045	medium	The host refuses to go to the lord out of fear of being beaten cruelly, and the emissaries fear missing their deadline — depictions of fear of danger.
Khal-Hasidim_0146	experience:revelation	direct	Khal-Hasidim_0146	high	The Maggid supernaturally discloses to the visitor that he is a doctor accompanied by the angel Raphael — a direct mystical revelation later confirmed by events.
Khal-Hasidim_0146	social:relations_with_non_jews	direct	Khal-Hasidim_0146	high	The story prominently features the Prussian king and his non-Jewish entourage passing through the city, with townspeople petitioning the king for access to his doctor.
Khal-Hasidim_0146	supernatural:miracle	direct	Khal-Hasidim_0146	high	The story depicts a discrete miraculous healing: the dying man recovers progressively the moment the doctor enters, fulfilling the Maggid's prior prophecy — a clear before/after supernatural intervention.
Khal-Hasidim_0146	supernatural:prognostication	direct	Khal-Hasidim_0146	high	The Maggid of Mezeritch predicts to the visitor that doctors are mere vessels and the greatest doctor is accompanied by the angel Raphael—this prediction comes true when the visitor later falls ill and is healed by the king's doctor without medicines.
Khal-Hasidim_0147	supernatural:perception	direct	Khal-Hasidim_0147	high	The Maggid foreknew R. Aharon's imminent death, demonstrating supernatural knowledge (ruach hakodesh).
Khal-Hasidim_0149	ethics-and-emotions:fear	direct	Khal-Hasidim_0149	high	Story explicitly depicts fear: the boy weeps and the Maggid tells him 'do not fear', his attendants 'חרדו מאוד' fearing R' Yaakov Yosef's punishment, and he reassures people 'אל תפחדו'.
Khal-Hasidim_0153	characters-and-roles:the_family_of_the_tsaddik	direct	Khal-Hasidim_0153	high	R. Shimshon son of R. Nachman of Horodenka appears as a character interacting with R. Eliezer.
Khal-Hasidim_0154	characters-and-roles:preacher	propagated	Khal-Hasidim_0237	high	The Maggid of Kozhnitz features prominently as a character (called הרב המגיד / ה״מ) alongside the Seer of Lublin.
Khal-Hasidim_0154	folkloristics:story_type_rapprochement	propagated	Shivhei-Habesht_0184	high	The wealthy skeptic initially refuses to travel to the Besht and disbelieves his words, but through the miraculous events involving his son and Jonah ben Amittai, he becomes a devoted follower.
Khal-Hasidim_0154	social:inter_hasidic	propagated	Peer-MiKdoshim_0001	high	Frame story explicitly depicts multiple tzadikim gathered together at a yahrzeit in Ropshitz, interacting and responding collectively to a petitioner.
Khal-Hasidim_0156	spaces:beth_midrash	direct	Khal-Hasidim_0156	high	The story explicitly mentions the rabbi going to his beit midrash to teach Torah.
Khal-Hasidim_0157	social:conflict	direct	Khal-Hasidim_0157	high	The story centers on opponents wanting to burn R. Yaakov Yosef of Polnoye's holy books, a conflict with Jewish antagonists that drives the heavenly intervention.
Khal-Hasidim_0157	times:death	propagated	Shivhei-Habesht_0210	high	The story depicts the child's apparent death (soul leaving body, judgment in heavenly court) before being revived.
Khal-Hasidim_0158	ethics-and-emotions:anger	direct	Khal-Hasidim_0158	high	The rabbi angrily rebukes the rich man as 'traitor and murderer' and turns his back on him, and the rich man responds with harsh/cruel speech to the beggar.
Khal-Hasidim_0158	ethics-and-emotions:fear	direct	Khal-Hasidim_0158	high	The rich man cries out in fear with his hair standing on end ('סמרו שערות בשרו פלצות אחזוהו') upon hearing the tale.
Khal-Hasidim_0158	social:retrospective_recognition	direct	Khal-Hasidim_0158	high	The rabbi reveals to the rich man that the beggar he killed was his brother from a previous incarnation — a clear retrospective recognition.
Khal-Hasidim_0158	times:death	direct	Khal-Hasidim_0158	high	Multiple deaths depicted: the poor brother dies of starvation, the rich brother dies, and in the reincarnation the beggar collapses and dies at the rich man's feet.
Khal-Hasidim_0162	folkloristics:story_type_virtues	propagated	Sipurei-Zadikim_0001	medium	Story illustrates R. Leib Sarah's hidden virtue of secretly supporting concealed tzaddikim and his miraculous piety.
Khal-Hasidim_0162	knowledge:esoteric	propagated	Sipurei-Zadikim_0001	high	Story explicitly involves hidden tzaddikim (נסתרים), souls from olam ha-tohu, and mystical knowledge accessible only to initiates.
Khal-Hasidim_0162	supernatural:perception	direct	Khal-Hasidim_0162	high	R. Leib Sarah's miraculously travels with cities appearing to fly, and knows hidden tzaddikim others cannot perceive—supernatural perception/knowledge.
Khal-Hasidim_0163	social:inter_hasidic_master_disciple_relationship	direct	Khal-Hasidim_0163	high	The rabbi's disciples press him to reveal his practice, and he demonstrates by having them follow and witness, making the master-disciple relationship central.
Khal-Hasidim_0166	social:retrospective_recognition	direct	Khal-Hasidim_0166	high	The shopkeeper retrospectively realizes the salt's miraculous non-depletion was due to the lost promissory note blessing the barrel — hidden meaning revealed.
Khal-Hasidim_0167	characters-and-roles:preacher	propagated	Khal-Hasidim_0237	high	The Maggid of Kozhnitz features prominently as a character (called הרב המגיד / ה״מ) alongside the Seer of Lublin.
Khal-Hasidim_0167	ethics-and-emotions:virtues	propagated	Adat-Zadikim_0015	medium	Story illustrates virtues of faith in tzaddikim, integrity in honoring betrothals, and charity, with explicit moral lesson at the end.
Khal-Hasidim_0170	ethics-and-emotions:adultery	direct	Khal-Hasidim_0170	high	The story centrally involves the man's near-adultery with the gentile widow, which he avoids — adultery is at issue.
Khal-Hasidim_0170	folkloristics:story_type_revelation	propagated	Maase-Zadikim_0006	high	The story's core is the revelation by R. Baruch of Mezhibuzh of a hidden tzaddik disguised as a drunkard, whose merit can annul heavenly decrees.
Khal-Hasidim_0170	spaces:beth_midrash	propagated	Shivhei-Habesht_0002	high	The story explicitly depicts the beit midrash as a setting where Israel (the Besht) serves and where the rabbi's son requests a partition to study.
Khal-Hasidim_0173	ethics-and-emotions:adultery	propagated	Adat-Zadikim_0016	high	The story centrally raises whether the woman was raped/committed adultery with the informer (kohen's wife question), making adultery a key halakhic issue.
Khal-Hasidim_0174	ethics-and-emotions:awe	propagated	Khal-Hasidim_0218	high	The story explicitly describes the melamed as 'מופלג בתורה וביראת שמים' and depicts profound religious awe before the Maggid and tzaddikim, central to the narrative.
Khal-Hasidim_0174	folkloristics:story_type_rapprochement	propagated	Khal-Hasidim_0242	high	The townspeople of Yassi, initially unaware of the rabbi's hidden tzaddik powers and even hostile (the gvir wanting to expel him), come to recognize and fear/revere him after he miraculously summons the dead to prove the adultery.
Khal-Hasidim_0174	folkloristics:story_type_revelation	propagated	Adat-Zadikim_0023	high	The story's climax is the revelation of Rabbi Chaim as a hidden tzaddik (studying with Elijah) to Rabbi Moshe Isserles, fitting the giluy story type.
Khal-Hasidim_0174	social:marital_relationship	propagated	Khal-Hasidim_0253	high	The story depicts R. Chaim's marriage and explicitly describes his wife as righteous and doing her husband's will, portraying the marital relationship.
Khal-Hasidim_0174	spaces:beth_midrash	propagated	Shivhei-Habesht_0002	high	The story explicitly depicts the beit midrash as a setting where Israel (the Besht) serves and where the rabbi's son requests a partition to study.
Khal-Hasidim_0174	spaces:institutions_hassidic_court	propagated	Shivhei-Harav_0019	high	The story depicts the rebbe's court at Strashelye with disciples and rabbis gathered in the great hall waiting for the rebbe to emerge from his chamber.
Khal-Hasidim_0177	ethics-and-emotions:anger	direct	Khal-Hasidim_0177	high	The governor angrily rebukes the informer ('ויחרה'/'נתן קולו'), and the text discusses anger ('אל יחרה לך'); heated anger is depicted.
Khal-Hasidim_0177	ethics-and-emotions:charity	direct	Khal-Hasidim_0177	medium	The Rebbe sends a 'נדבה הגונה' (generous alms) to Avigdor when he comes begging door-to-door.
Khal-Hasidim_0177	ethics-and-emotions:fear	direct	Khal-Hasidim_0177	high	The text explicitly states the men 'חרדו מאוד מאימת דינם' (were greatly afraid from fear of their judgment), and the Rebbe tells them 'אל תיראו'.
Khal-Hasidim_0177	social:retrospective_recognition	direct	Khal-Hasidim_0177	high	Even the opponents (מנגדים) belatedly recognized/admitted that the informers received divine retribution, a retrospective recognition of the tzaddikim's righteousness and the informers' wickedness.
Khal-Hasidim_0177	supernatural:prognostication	direct	Khal-Hasidim_0177	medium	R. Mordechai of Lechovitz, while detained, calmly tells his men to memorize the music for Shabbat zemirot, implicitly predicting their safe release, which then occurs when the governor dismisses the informer.
Khal-Hasidim_0178	ethics-and-emotions:lying	propagated	Shivhei-Harav_0012	high	The sister-in-law deceitfully feigned friendship while secretly smearing pigeon blood on the woman's sheet to sabotage her marriage.
Khal-Hasidim_0178	social:retrospective_recognition	propagated	Shivhei-Harav_0012	high	The community belatedly recognizes the sister-in-law's hidden hatred and sabotage, and the rabbi's hidden greatness is revealed.
Khal-Hasidim_0179	social:retrospective_recognition	direct	Khal-Hasidim_0179	high	The merchant initially believes the false accusation against the rabbi, then belatedly recognizes him as a great scholar after hearing his Torah insights; also the Maggid reveals the hidden purpose of the journey.
Khal-Hasidim_0185	folkloristics:story_type_protection	direct	Khal-Hasidim_0185	high	The tzaddik's Torah-saying and prayer miraculously rescue the Jewish boy from forced conversion, central protection narrative.
Khal-Hasidim_0185	folkloristics:story_type_virtues	direct	Khal-Hasidim_0185	high	Story illustrates the tzaddik's virtue of saving a Jewish soul through miraculous spiritual effort, framed explicitly around his merit ('הצלתי את נפש ישראל ממות').
Khal-Hasidim_0185	social:inter_hasidic	propagated	Shivhei-Harav_0016	medium	Story depicts Hasidim gathering, waiting together, observing the rebbe, and stationing themselves at his door—interactions among Hasidim beyond pure master-disciple dynamics.
Khal-Hasidim_0185	social:retrospective_recognition	direct	Khal-Hasidim_0185	high	The Hasidim only retrospectively realize, upon seeing the bandaged youth emerge at dawn, the true meaning of the Rebbe's repeated drashot and his statement 'I saved a soul of Israel.'
Khal-Hasidim_0188	ethics-and-emotions:anger	propagated	Shivhei-Harav_0017	high	Story explicitly depicts anger and quarrel between R. Schneur Zalman and R. Baruch, including shouting ('צעק'), wrath ('קפץ עליו רוגזו'), and a moral lesson against being quick to anger.
Khal-Hasidim_0188	times:death	propagated	Shivhei-Harav_0017	high	The story depicts the death of R. Baruch's daughter that same year.
Khal-Hasidim_0190	supernatural:perception	direct	Khal-Hasidim_0190	high	The rabbi states he no longer sees physical things but only the divine force animating them — a supernatural mode of perception.
Khal-Hasidim_0193	folkloristics:story_type_revelation	propagated	Adat-Zadikim_0023	high	The story's climax is the revelation of Rabbi Chaim as a hidden tzaddik (studying with Elijah) to Rabbi Moshe Isserles, fitting the giluy story type.
Khal-Hasidim_0193	social:marital_relationship	propagated	Khal-Hasidim_0253	high	The story depicts R. Chaim's marriage and explicitly describes his wife as righteous and doing her husband's will, portraying the marital relationship.
Khal-Hasidim_0193	spaces:institutions_hassidic_court	propagated	Shivhei-Harav_0019	high	The story depicts the rebbe's court at Strashelye with disciples and rabbis gathered in the great hall waiting for the rebbe to emerge from his chamber.
Khal-Hasidim_0197	ethics-and-emotions:virtues	direct	Khal-Hasidim_0197	high	The story illustrates virtues of humility, fear of God, and devotion, exemplified by the brothers learning yirah and avodah from the Maggid.
Khal-Hasidim_0202	ethics-and-emotions:awe	direct	Khal-Hasidim_0202	high	Story explicitly depicts awe of tzaddikim, fear of their decrees/oaths, and the rebbe's יראה over bitul Torah.
Khal-Hasidim_0202	ethics-and-emotions:lying	direct	Khal-Hasidim_0202	medium	The grandson is described as an informer/betrayer (מוסר/עוכר ישראל) who deceived by denouncing the Slavita rabbis to the king.
Khal-Hasidim_0202	ethics-and-emotions:repentance	propagated	Maase-Zadikim_0016	high	The story depicts Rabbi Leib of Shpole bringing the sinners of Shpole to repentance, turning them from Sabbath desecration back to God.
Khal-Hasidim_0202	folkloristics:story_type_advent	direct	Khal-Hasidim_0202	medium	The chasid encounters R. Pinchas of Koretz before his revelation, recognizing him as a holy man — a finding/discovery of a tzaddik scene.
Khal-Hasidim_0202	social:retrospective_recognition	propagated	Maase-Zadikim_0016	high	The story ends with a retrospective revelation that the grandson of the chasid was the informer against the Slavita rabbi's sons, retroactively explaining/recognizing the cursed lineage.
Khal-Hasidim_0202	spaces:beth_midrash	direct	Khal-Hasidim_0202	high	The story explicitly depicts R. Pinchas of Koretz studying in the beit midrash and going there to pray on Passover eve.
Khal-Hasidim_0202	supernatural:perception	direct	Khal-Hasidim_0202	high	The story explicitly describes R. Pinchas of Koretz as a 'בעל רוח הקודש' perceived by the Hasid, and depicts a heavenly court scene resolving conflicting oaths — supernatural perception/knowledge.
Khal-Hasidim_0204	social:inter_hasidic_master_disciple_relationship	direct	Khal-Hasidim_0204	high	Story depicts the Shpoler Zeide's discipleship with the Baal Shem Tov and encounter with R. Michel of Zlotshov.
Khal-Hasidim_0206	ethics-and-emotions:awe	direct	Khal-Hasidim_0206	high	The story depicts awe toward the tzaddik (the Sabba Kadisha) and his intense יראת שמים in prayer prostrate before God on the High Holy Days.
Khal-Hasidim_0210	supernatural:perception	propagated	Sipurei-Zadikim_0010	high	The Sabba of Spola knows supernaturally that the husband will arrive at a specific time, and appears to the husband in Danzig urging him to return — clear ruach hakodesh.
Khal-Hasidim_0211	social:inter_hasidic	propagated	Maase-Zadikim_0008	medium	Depicts interaction between two Hasidic brothers (R. Zusha and R. Elimelech) and references the circle of Hasidim serving the Maggid of Mezritch.
Khal-Hasidim_0217	characters-and-roles:tavern_keeper	propagated	Peer-MiKdoshim_0014	high	The story centers on a מוכסן/ארינדאר (tavern-keeper/leaseholder) who travels to the tzaddik.
Khal-Hasidim_0217	ethics-and-emotions:anger	direct	Khal-Hasidim_0217	medium	The wife is repeatedly enraged at any sympathy for Jews, and the husband later rebukes her angrily — heated emotional moments of anger are depicted.
Khal-Hasidim_0217	ethics-and-emotions:fear	direct	Khal-Hasidim_0217	high	The story explicitly depicts fear: the nobleman's heart strikes him with dread before the tzaddik ('הכה לבבו אותו'), and the beggar-nobleman experiences terror and anguish over his fate.
Khal-Hasidim_0217	ethics-and-emotions:lying	direct	Khal-Hasidim_0217	high	The wife incites her husband with false accusations against the Jewish lessee, and the husband falsely claims to be the lord (deception/disguise scene at the bathhouse and later swap).
Khal-Hasidim_0217	ethics-and-emotions:virtues	propagated	Adat-Zadikim_0015	medium	Story illustrates virtues of faith in tzaddikim, integrity in honoring betrothals, and charity, with explicit moral lesson at the end.
Khal-Hasidim_0217	supernatural:perception	propagated	Peer-MiKdoshim_0015	high	The tzadik R. Elimelech perceives the nobleman's hidden sin against the Jew and prescribes the remedy without being told, demonstrating ruach hakodesh.
Khal-Hasidim_0218	ethics-and-emotions:awe	direct	Khal-Hasidim_0218	high	The story explicitly describes the melamed as 'מופלג בתורה וביראת שמים' and depicts profound religious awe before the Maggid and tzaddikim, central to the narrative.
