case_id	story_id	tag	definition	text_excerpt	human_applies (yes/no)	human_notes
ADJ-057	Khal-Hasidim_0017	experience:revelation	A character experiences a revelation (giluy) — direct mystical/supernatural disclosure.	"Khal-Hasidim_0017 תיוגים עוד מעשה נפלא מ הבעש""ט זללה""ה מעשה שהיה בעיר מעזיבוז שהיה שם הבעש""ט זללה""ה זי""ע. והיה שם ת""ח אחד ירא שמים לא פסק פומיה מגירסא יום ולילה. ות""ח הזה היה עני גדול כמעט שלא היה לו מזון סעודה אחת והוא היה מסתפק במה שהיה לו ממה שריחם אחד לפעמים עליו ונתן לו צדקה מזה היה פרנסתו ופרנס ביתו ובניו ובנותיו. ואשתו היתה ג""כ יראה השם ולא ציערה את בעלה הת""ח כדי שלא יבטל מתלמוד תורה והיתה מסתפקת במה שהקרה לה השי""ת ברוב חסדיו. אמנם לימים נגדלו בניו ובנותיו הגיעו לפרקן ואז באה לפניו אשתו הצנועה ואמרה לו האמת כי בטחונינו בד' ברוב רחמיו כי יושיענו אך מה לעשות לבנינו ולבנותינו כי הגיעו לפרקן להשיא אותם ואין לנו שום דבר לא כסף ולא שוה כסף עוץ נא עצה על זאת. והנה בעלה הת""ח אמר לה ומה אעשה כי לא שלח ה' עוד עזרו מקודש אלינו. והנה אשתו הצדקת הי׳ לה אמונת צדיקים והאמונה בצדיק הדור שהי' בעירם הקדוש האלקי הבעש״ט זללה""ה. כי אז כבר נתגלה הבעש""ט ז""ל בנפלאותיו אשר עשה כי רבים נושעו בתפלתו ויגזר אומר ויקם. ואמרה אל בעלה אישי שמעני אם אמנם לא הרגלת באלה להרכין ראשך תחת זולתך בכל זאת ראה נא גם ראה כי רבים וכן שלימים הם אשר אתו ורבים נושעו מתפלותיו ואשר יגזור כן יקום אולי גם אתה תוושע אם תרכין ראשך אליו לך נא אליו ויתפלל בעדינו ואשר יצוה עליך כן תעשה. וילך הת""ח ההוא אל הבעש״ט ז""ל ויעמוד לפניו ויספר לו את כל לבבו אז ענהו הבעש״ט כי יסע לעיר קאזמיר ושם ישאל על איש אחד בעל מלאכה ואמר לו שמו ושם אביו ומלאכתו למען יוכל היטב לידע את האיש אשר ירצה וידרוש ויחקור היטב עליו כי בו ימצא מנוחה לנפשו האומללה. והנה הת""ח הנזכר קבל עליו עמל הדרך והתלאה כאשר צוה עליו האיש האלקים. וילך ברגליו מעיר לעיר ומכפר …"		
ADJ-058	Khal-Hasidim_0174	characters-and-roles:preacher	A maggid (preacher) appears as a distinct character — typically a different role than the rebbe.	"Khal-Hasidim_0174 תיוגים עתה נכתוב תולדות האיש אלקים קדוש ואפס קצהו מגדולת רבינו הגאון האלקי הרב הדומה למלאך צבאות מרן שניאור זלמן נבג""מ בעמ""ח ס' התניא וספרי הש""ע זי""ע ועכ""א : איש הי' בארץ רוסי' הלבינה בעיר לאזנע ושמו ר' ברוך ויולד האיש לעת זקנתו שני בנים ויקרא שם האחד שניאור זלמן ושם השני קרא יהודה ליב וכאשר גדלו הנערים ראו כי הנער ש""ז הפליא מאוד בלימוד על כל בני דורו ויחכם מכל האדם בדורו בכל השבע חכמות ובחכמת התורה הפליא לעשות ובהיותו בן ט""ז שנים גמר את כל הש""ס עם כל המפרשים והפוסקים ראשונים ואחרונים עד שהי׳ שגורים על פיו ממש (והשני גם הוא הי׳ גדול בתורה מאוד וחיבר ספר שארית יהודא על הלכ' מליחה) ולאשר כי האיש ר' ברוך לא היה עשיר ואחרי פטירתו נשארו בניו הקטנים עניים ומחמת כי התמידו מאוד בלימוד לא הסתכלו כלל על צרכי הגשמיות וכאשר נתפרסם בעולם גדולת הרב המגיד הגדול מ מעזריטש ונשמע בעולם רוב חכמתו וגדולתו. רצה לכתת הבחור ש""ז רגליו לק""ק מעזריטש לשמוע לקח מפיו ומחמת כי המרחק רב מן העיר לאזנע לעיר מעזריטש נתעכב מלנסוע הרבה ובין כך לקחו עשיר אחד מ וויטעפסק לו לחתן אבל הרב לא פנה לצרכי העולם והי׳ דרכו בקודש ללמוד יום ולילה בעמידה ואח״כ כתת רגליו לק""ק מעזריטש ושם קנה שלמותו בתורה ועבודה ויראת ה׳ ונדבר ממה שקרה עם הרב רש""ז ב מעזריטש להלן ולמען לא להרבות על הקורא בסיפורי דברים אשר לא ממגמתינו נניח לספר פרטיו מעשיו וגדולות הרב על שעה קטנה ונבאר התחלות הריב אשר נתגלגלה אז בין תלמידי הרה""מ מ מעזריטש ובין הרב הגאון ר׳ אליהו מ ווילנא כי אינשי דלא מעלי דברו סרה בפני הגאון ר׳ אליהו על תלמידי הה״מ כי אינם מתנהגים בדרך התורה ורק חדשות אותה נפשם והרבה גביית עדות היה בזה אשר אנשי מרמה העידו ע""ז ל …"		
ADJ-059	Shivhei-Habesht_0009	spaces:beth_midrash	A beit midrash or yeshiva (study hall) is a setting in the story.	"Shivhei-Habesht_0009 תיוגים* שמעתי מפי הרב המאה״ג החסיד דקהלתינו מ׳ גדליה פ""א ביקש הבעש״ט את הרב דק""ק קוטיב ושאל מאתו ספר הזהר ובהליכתו לביתו פגע בו גיסו ר׳ גרשון ושאל אותו מה לך תחת חיקך ולא רצה לאמר לו וירד ר׳ גרשון מן העגלה והוציא מתחת חיקו ספר הזהר ולקח ממנו ואמר בלשון תימה ס׳ הזוהר אתה צריר check if sic ואח״כ אמר ש הבעש״ט בא לעיר להתפלל בבהמ""ד ובתפלת שמע נאנח אנחה גדול' ואחר התפילה שאל אותו הרב ר' משה אב""ד דק""ק הנ""ל מה זה ששמעתי ממך אנחה גדולה בתוך התפלה ופתה אותו בדברים ואמר לו האמת כי אנחה זו הי׳ מלב אמר לו המזוזה פסולה ומצא בדבריו כדבריו ונתן לו ספר הזוהר הנ""ל וברכו שלא יפגע בו ר׳ גרשון הנ""ל"		
ADJ-060	Sipurei-Zadikim_0004	folkloristics:story_type_rapprochement	Story whose narrative arc is rapprochement: an outsider/skeptic is drawn close to a tzaddik / Hasidism through the events of the story.	"Sipurei-Zadikim_0004 תיוגים והנה בעיר ההיא הי' אברך אחד אשר ביקש את הרב כמה פעמים שיקבלו להיות ממקורביו ולא רצה הרב. ויצטער האברך מזה מאוד ויבקש את אנשיו כי יפצירו בעדו את הרב כי ממש חייו 14 ספורי צדיקים חייו אינם חיים. ויהי כבוא הרב ויפצירו אותו אנשיו שיקרב את האיש הזה כי הוא ממש פיקוח נפש. ויאמר להם הרב כמה כסף יש לו ויענו לו כל האנשים כל כספו מונח בחנות השניע סחורה אשר לו. ויאמר הרב בזאת אאות לו אם יוכל לעשות מעות מכל הסחורה אשר לו ביום הזה ויתנם לי על הלואה לשנה תמימה יהי' מאנשי שלומי ויתרצה האיש. ויבא להרב ויאמר לו הרב כמה מעות יעלו כל הסחורה שלך ויאמר לו ששה מאות רובל כסף. ויאמר לו הרב לא כי אני שואל כמה מעות יעלו אם יומכרו כל הסחורה היום שישלמו לך מעות מזומנים עבורם תיכף ויען האיש בודאי אצטרך להפסיד מאה רובל כסף או יותר אז אמר הרב אם תוכל להביא לי עד הערב כל כספך אשר יש לך אז אשלים חפצך ונתרצה האיש ותיכף הלכו החסידים וביערו את הסחורה מהחנות ומכרו אותה וקבלו עבורה ארבע מאות וחמשים רובל כסף ויתנום להרב. והרב קיבל אותם ונתן להאברך שטר חוב על סך הנ""ל. ויסע משם לדרכו. והאברך נשאר בערום ובחוסר כל ואת השטר חוב מהרב לא רצה למכור. וידל האיש מאוד אבל נוסף לו שבר על שברו כי בימים אחדים מתה עליו אשתו ונשאר קרח מכאן כו'. אבל אז מצא קצת תנחומין לנפשו כי ישב בבית המדרש על התורה והעבודה וחביריו כלכלוהו והספיקוהו די צרכו בצמצום וכך עלתה לו שנה תמימה עד אשר בא הרב לשנה השנית להעיר ותיכף נתן להאברך מאה וחמשים רובל כסף ויאמר לו עבור מאה רוביל כסף תלביש עצמך וחמשים רובל כסף קח אתך על הוצאות ותיסע להעיר הגדולה וואלקאווישק ותתאכסן באכסניא הגדולה דשם אשר שמה כן וכן ותשלח אחרי ר׳ דוד שדכן ותתן …"		
ADJ-061	Shivhei-Harav_0011	knowledge:practical_kabbalah	Practical kabbalah (קבלה מעשית) — use of mystical knowledge to effect concrete results (amulets, healings, manipulation of names/spirits).	"Shivhei-Harav_0011 תיוגים יא וביום שמונה עשרה לחודש להודש כסליו לפנות ערב בעת אשר הרב אמר תהלי׳ והגיע לפסוק פדה בשלום נפשי הגיע לו הפקודה כי נעשה חפשי ויצא מהמאסר וכה כתב הרב באגרתו לאנשי שלומינו. „בהלולא דרבינו (הוא הרב המגיד הגדול ) בעת אמירת תהלים כשהגעתי לפסוק פדה בשלום נפשי . הגעני הפקודה מהקייסר יר״ה כי נפדתי ממאסרי„ ואנשי שלומנו קבעו את יום י""ט כסליו ליו""ט למזכרת עולם והרב בקש לכל אנשי שלומנו כי ישלימו הש""ס בכל המניני׳ שלנו בכל שנה ביום הזה ולעשות בו משתה ושמחה. ואחרי ביאתו מ פעטרסבורג כתב לאנ""ש המאמר הנדפס ב אגה""ק ( קטונתי מכל החסדי' ) ובשנה השנית כאשר ראה כי קיימו וקבלו עליהם כל אנשי שלומנו בהשלמת הש""ס בכל המנינים ביום י״ט כסלו כתב להם תודה והיא האגרת הראשון (הנדפס בספר אגה""ק ) והם קבלו עליהם ועל זרעם להקדיש היום הזה בחודש הזה לזכרון הנס אשר נעשה לרבינו למזכרת עול' ובאמת אדון הנפלאות גבר חסדו על כל רבני רייסין בחודש הזה כי כאשר היה הרב שנית במשמר וגם בנו ותלמידו כולם נפדו מבית הסוהר בחודש הזה (כאשר נציע זאת לפני הקורא להלן). (והנה כל הקורות את הרב במאסר סתרי העצה ואת כל חכמתו אשר הראה שם לא נוכל הכל להציע לפני הקורא כי לא ניתן רשות לקסת הסופר לרשום על הגליון כל אשר ישאלנו לבבו ולא הלבלר בקולמסו אמרו חז""ל. מה גם להרחיק מן הספק אולי נגרע או נוסף על הדברים ולא תהי' זאת לנו לפוקה חליל' ואם נבוא לבאר כל אופני הסיפורי׳ אשר לא ראי זה כראי זה תקצר היריעה מהכיל אותם וע״כ כל אשר היה ידוע לנו בבירור גמור הצגנום לפניך ואת אשר יבורר לנו מפי אנשים נאמנים נציג לפניך בסוף הספר או באמצעו, ואך עתה נספר סיפור הרב מאשר היה שנית במישמר ב פ""ב ונפדה בחסד האל וגם מאשר קרה לבנו ותלמידו אשר ג …"		
ADJ-062	Mifalot-HaZadikim_0054	ethics-and-emotions:repentance	Repentance (teshuvah) is depicted — a character turns from sin.	"Mifalot-HaZadikim_0054 תיוגים מהרב הצדיק ר׳ מנחם נחום מ טשארנאביל מעשה היה בבעל דרשן אחד שסבב מעיר לעיר ומכפר לכפר עד שבא לכפר אחד ושם ישב איש אחד ת""ח ומכניס אורח ועושר גדול וביקש האורח מבעה״ב להתאכסן אצלו וקבלו בסבר פנים יפות והכניס אותו לחדר אחד יפה ומהודר מאוד שחלק אותו החדר לביהמ״ד עבור בניו וחתניו לישב שם וללמוד ולהגות בתורת ד׳ ולהתפלל שם בצבור בעת התפלה ולכן הכניס את האורח ג״כ לשם בל יהי׳ לו בלבול הדעת מהמיית הערלים היושבים בבית הגדולה לשתות ולשכור וגם מטרדת המון מעוברים ושבים ומב״ב ויהי כאשר בא האורח הנ״ל לפנים בהחדר אשר הכין והזמין עבורו בעה״ב הלכו לקראתו בניו וחתניו של בעה״ב היושבים בשם לעסוק במלאכתם במלאכתו מלאכת ד׳ להגות באמרי ספר ונתנו לו שלום בפנים שוחקת וצהובות וברוב חביבות ובעת לכתו לחדר הנ״ל הלך על דרך החדר שמבשלים שם והריח ריח התבשילין הטובים מבשר שמן מתובל בתבלין וייטב לבו בחשבו כי נזדמן לו אכסניא הגונה מאוד במנוחה ועונג במאכלים טובים ומסתמא יקבל מהם גם נדבה הגונה ממתנת ידם הפתוחה ויהי כאשר התחיל לנוח א״ע מטורח הדרך בהרחבת דעת על מטה מוצעת משכבו וירדם בשינה וערבה לו שינתו עד מאוד כי לא היתה לו מנוחה כזאת מעולם וכאשר התעורר יתעורר משינתו והכין במחשבתו איזה דרש ומאמר להציע לפני הבעה״ב כי כן היה דרך הבע״ד ובעבור זאת יקבל תמורתו והנה בתוך כך נעשה רעש גדול תרוך הבית והנה קול לו קול אליו מקשה ואומר שהרב הצדיק הקדוש ר' ב׳ נחום מ טשארנאביל בא לכאן והנה כאשר שמע הבעה״ב מביאת הרב הצדיק הנ״ל והתחיל לזרז ולהכין לו מקום מנוחה ופינה את החדר הנ״ל מכל דבר וגם הוציא משם מקלו ותרמילו של הבע״ד הנ״ל והניחם בבית הגדולה ולא זכר עוד את הבע״ד הנ״ל וישכחהו וגם כל ב""ב ובניו וחתניו הב …"		
ADJ-063	Shivhei-Habesht_0161	times:shabbat	The story takes place on / centers on Shabbat (שבת קודש, ערב שבת, מוצאי שבת).	"Shivhei-Habesht_0161 תיוגים* שמעתי מר' יעקיל דק""ק מעזיבוז ע""ה שהי׳ בק""ק הנ""ל ש""ץ דבה""מד ושמו ר' משה והי׳ צדיק נפלא פ""א נתנו תפילה בר""ה בבהמ""ד ואינו יודע אם שחרית או מוסף של יום שני והי׳ בעל תפילה א' שהי' לו זו התפילה ביום ראשון ואמר לר' משה הנ""ל שיחליף עמו תפלתו והוא יתפלל ביום א׳ וכ״ע והתפלל ר' משה ביום א׳ ובתוך התפילה של ש""ע בקול רם החזיר ר׳ משה פניו אל הצבור וענה ואמר בקולו אל הבעל תפלה הנ""ל בשמו האיך העמדתני כמטרה לחץ ואמר דברי מוסר לערך חצי שעה ונעשה בכי' גדולה בבה״כ וחזר לתפילתו והלומדים והלימדים חרו אפם עליו על שהפסיק בתפלתו בש""ע ולאחר מנחה כשהלכו לומר תשליך שאל אותו ר׳ יעקיל הנ""ל למה הפסיק בתפילת ש""ע ולא הי' יודע מאומה מזה ולא זכר שום דבר ואמר לי ר׳ יעקיל לא הייתי מאמין דבר זה אך מחמת ששמעתי על הבעש״ט שנפל אל ארון הקדש ואינו זוכר אח״כ לכן האמנתי על דבר זה ג״כ שיוכל להיות כן :"		
ADJ-064	Khal-Hasidim_0118	kabbalah:kabbalistic_terms_yihudim	Use of Lurianic yihudim (יחודים, ייחודים) — mystical 'unifications' of divine names or sefirot performed contemplatively, typically by a tzaddik or kabbalist. NOT the marital-seclusion sense of יחוד (a couple alone together), and NOT a generic call to monotheistic unity.	"Khal-Hasidim_0118 תיוגים פ""א נסע הבעש״ט עם תלמידיו והוכרחו ללון ביער אמרו התלמידים בבדיחותא נראה הסעודה שיעשה הרב לנו ויאמר הרב לכן ביום מחר אי""ה אעשה לכם סעודה גדולה בכמה מיני מטעמים ולמחרתו באו לעיר גדולה והתאכסנו בבית נגיד א׳ ולהנגיד הנ""ל בא דודו שהוא רב באיזה קהילה רחוק ממנו שמונים פרסאות ולא ראהו זה יותר משנים עשר שנה ולכבודו עשה סעודה גדולה והזמין כל בני העיר והנה והגה הגם ששמעו את שמע הבעש״ט אבל לא החשיבו אותו כ""כ ואחר תפלת בהכ""נ באו כלאנשי העיר לביתו ודודו הרב ישב בראש הקרואים ו הבעש״ט היה עדיין מתפלל בירכתי הבית ושאל דודו הרב מי הוא זה שמתפלל עדיין ויען הבעה״ב זהו הבעש""ט ולא החשיבו כלום. וגם תלמידיו הקדושים לא קראו אותם להסב עמהם וכשסיים הבעל שם טוב את תפילתו בא למקום הרב ואמר דבר סתר לי אליך וילך עמו למקום סתר ויאמר הבעש""ט הנה רומ""ע יש לו איזה חסרון ויאמר לא ויען הבעש""ט הנה בכל פעם שאתה רוצה לכוון בשמע ישראל עומד נגדך ש""ו ויכחש לו. ויען הבעש״ט האיך אפשר להיות שקר והלא אתה התענית ע""ז פ׳ תענית והוכרח להודות לו ובכה לפניו שיעזור לו ויאמר לו כי רפואתו הוא שלא יהרהר אחר צדיקים הגדולים וקיבל ע״ע בלב שלם שלא ישוב לכסלה ואמר הבעש""ט כהיום תנס׳ לכוון כוונה זו ותראה כי כאשר שב ורפא לו וכן הוה ומיד נטל את הבעש״ט בידו והושיבו בראש הקרואים וגם כל תלמידיו הסבו בראש. וכיבד אותם בכבוד גדול :"		
ADJ-065	Shivhei-Harav_0017	ethics-and-emotions:lying	Lying / deception by a character.	"Shivhei-Harav_0017 ,תיוגים ויהי כאשר הניח ה' לו מכל המציקים מבית ומחוץ ועבר עליו כל מה שדברנו עד כה מישראלים ומאינם ישראלים : ביקש הצדיק הזה לישב בשלוה ללמד דעת את העם ולנחותם בדרך ה' והרביץ תלמידים חכמים וקדושים ותמלא הארץ דעה את ה'. אבל ידוע מארז""ל הצדיקים מבקשין לישב בשלוה בעוה״ז כו' קפץ עליו רוגזו של הרה״ק בו״ק ר' ברוך ז""ל ונתהווה מריבה חדשה בינו ובין ר׳ ברוך עבור מעות ארץ ישראל אשר הרב קיבץ מעות א""י הרבה ועשה סדרים חדשים טובים כי כל איש על מקומו יבא בשלום והרב ר׳ ברוך רצה להנהיג בסדר אחר. וע""י מלשינים נתהווה בעוה״ר מחלוקות גדולה בינהם והשנאה קלקלה השורה כי מתחלה בעת אשר הדפיס הרב את ספר התניא נתן ר' ברוך עבורו אדום זהב ואח""כ דברו דברי נרגנות זע״ז. ומתחלה פתח הרב בשלום ונסע ל טולטשין למקום משכן קודש של הרב ר׳ ברוך הנ""ל ונתרצו זל""ז ודברו באהבה ורעות. אבל כאשר יצאו לטייל מחוץ לעיר נתהווה מריבה ביניהם לא ידע שום איש על מה ולמה ונתחזקה המריבה מאד מיום יום וכל היודעי חן יודעים ומכירים כי היו בזה סודות עליונ׳ נוראים ואמר ע״ז הרב הקדוש האב""ד דק""ק חמעלניק שהיה ישיש מתלמידי הבעש״ט כי המריבה הזאת היתה כמו שמצינו בגמרא מעובדא אשר עשו את ר׳ אליעזר בן עזרי' לנשיא ואתוספו ד' מאות ספסלי בבהמ""ד וחלשי׳ דעתי ד ר""ג ואחוו ליה בחלמא חצבי חיורי דמליין קיטמא . ומסיק הגמרא ולא היא לאפושי צערא ד ר""ג הוה וכן היה פה כי מחמת שהרב הבהיק וליבן את דרכי העבודה אשר כל עין מבין שבחם והללם חלשה דעתי' דהרב ר׳ ברוך עד שהראו לו מן השמים להפיס צערו חצבי חיור' כו' ולא היא וד""ל. והנה מדי עבר הרב ל טולטשין נזקק לבקשת אשה אחת לשלם לה טובה תחת טובה כי בעת אשר ישב הרב במאסר ב פעטערסבורג פעם הראשון היתה שמה אשה אחת ש …"		
ADJ-066	Khal-Hasidim_0028	kabbalah:kabbalistic_terms_kavvanot	Use of Lurianic kavvanot (כוונות) — mystical intentions assigned to specific words of prayer or ritual actions. The story depicts a character praying/acting WITH explicit kavvanot, or discusses kavvanot as a kabbalistic concept. NOT generic 'good intention' (כוונה טובה) in a non-mystical sense.	"Khal-Hasidim_0028 תיוגים עוד שמעתי מפיו הנ""ל פ״א עיה״כ ראה בעש״ט קיטרוג גדול על ישראל שיסתלק מהם תורה שבע""פ והי׳ מתעצב מאד כל יום עיה״כ. ולע""ע כשבאו כל העיר לברכם ברך אחד או שנים ואמר לא יכולתי מחמת צער ולא בירך אותם והלך לבה""כ ואמר לפניהם דברי כבושים ונפל לארון הקודש וצעק ואמר ווי כי רוצים ליקח התורה מידינו איך נוכל להתקיים בין האומות אפי' חצי יום ורגז מאוד על הרבנים ואמר כי בשבילם היא שבודים שקר מלבם בהקדמות שקרים ואמר כי עמדו למשפט כל התנאים ואמוראים. ואח״כ הלך לבה""מד ואמר עוד דברי כבושים והתפללו כל נדרי ואמר אחר כל נדרי כי הקיטרוג הולך ומתחזק והי׳ ממהר עי״ז כל הבעלי תפלות כדי שיעמוד לתפלת נעילה בעוד היום גדול כי הוא בעצמו הי׳ מתפלל תמיד תפלת נעילה וקודם נעילה התחיל לומר דברי כבושים ובכה והיה מניח ראשו לאחוריו על התיבה וגנח וצעק ואח""כ התחיל להתפלל ש""ע בחשאי ואח״כ התחיל הש""ע של קול רם ומנהגו היה תמיד בימים נוראים לא הי' משגיח במחזו' כי הרב ר׳ יעקב מ מעזיבוז היה אומר במחזו' הפייט לפניו והוא עונה אחריו וכשהגיע לתיבת פתח לנו שער או לתיבת שערי שמים פתח וכשדיבר הר׳ יעקב פעם ושתים ושמע שאינו עונה אחריו נשתק והתחיל לעשות תנועות נוראות ששחה לאחוריו עד שבא ראשו סמוך לברכיו ויראו העולם שלא יפול לארץ והי׳ רוצים לאחוז ולסעד אותו והיו יראים והודיעו להרה""ק ר׳ זאב קוצעס ז""ל ובא והביט בפניו ורמז שלא יגעו בו והיו עיניו בולטות ובקולו הי' עושה תנועות נוראות והי' כן לערך שני שעות ופתאום נתעורר ונתיישר על עמדו והתפלל במהירות גדול וגמר התפלה במוצאי יוה""כ באו כולם להקביל פניו כי כן הי' המנהג תמיד ושאלו אותו על הקיטרוג מה עלתה וסיפר להם כי בעמדי בתפלת נעילה יכולתי להתפלל והלכתי מעולם לעולם בלי שום …"		
ADJ-067	Mifalot-HaZadikim_0021	spaces:institutions_hassidic_court	The hasidic court (חצר הצדיק, חצר) — the rebbe's residence/community space.	Mifalot-HaZadikim_0021 תיוגים כשבא הרב הצדיק מוה׳ מנחם מענדיל מ ליבאוויטש מנסיעתו מ עיר המלוכה הידוע נודע לו הדבר שאומרים עליו שמסר נפשו בעד עמו ישראל בכה בכיה רבה ואמר אוי למי שהעולם מטעים בו כי זהו לאו שום מס״נ שימסור האדם נפשו לבד לד׳ לבדו ובפרט בעד כלל ישראל ועוד לו בה שיוכל להיות בזה פניה כי בשביל זה יגדל שכרו לעוה״ב אין זה שום רבותא רק מהו נקרא מס״נ אמיתי כאשר נשמע משם הרב הקדוש ר׳ ברוך מ מעזיבוז שמסר נפשו ונשמתו ועוה״ב שלו בשביל איש אחד מישראל ואף גם זאת לא בשביל נפש הישראלי לבד רק בעבור ממונו ואספר לכם המעשה הנוראה מעשה שהיה כך היה איש אחד היה מקורב להרב הקדוש מוה׳ ברוך מ מעזיבוז והיה חסיד גדול וי״ש והיה מסחרו להוליך יי״ג למרחקים וסכום המסחר עולה לסך רב מה שלא היה אמוד לסך רב מזה רק היה בטוח גדול. ויהי בעת היותו בדרך במלון נתעורר לו הרהור תשובה על ענין אחד שלא תיקן כראוי ומרוב התעוררותו בתשובה נכונה ויעזוב את העגלות עם היי״ג הנ״ל ביד ערלים הנ״ל המובילים אותו וינס ויצא לרבו הנ״ל מ מעזיבוז . והגם שהיה דבר זה סכנה שיפסוד ח״ו כל היין הן אפשר שיכחישו לו הערלים ויאמרו להד״ם או לפחות יפסיד אותו מחמת ניסוך ואעפ״כ לא השגיח ע״ז כלל ויהי כאשר בא להרב הקדוש ותיכף שאל אותו הרב עבור מסחרו ויספר לו כל המאורע אז התחיל הרב לבזות אותו בכל מיני בזיונות ויאמר לו שוטה אתה ומפני שטותך הפקרת ממון של אחרים בחנם בלא דבר וזה היה בעש״ק סמוך למנחה בבואו לביתו ואח״כ בליל ש״ק בעת אכילה וכן למחרתו חירף וגידף אותו בכל מיני חרפה ובזיון כל היום כולו והכלימוהו ברבים שאין לשער ולהעריך ואז נתארח הרב הצדיק מו׳ אברהם מ חמעלניק מחותנו של הרב הצדיק מוה׳ ברוך מ מעזיבוז ונתארח ג״כ אצל הרב הנ״ל על שבת זו : וישמ …		
ADJ-068	Khal-Hasidim_0193	knowledge:esoteric	Esoteric / hidden knowledge (תורת הסוד, נסתר) — kabbalah, mystical doctrines, knowledge accessible only to initiates.	"Khal-Hasidim_0193 תיוגים והנה להציע לפני הקורא את כל הנעש׳ אחר פטירת רבינו הקדוש ב רייסין ופרשת גדולת אהרן מהחל עד כלה תקצר היריע ' . וע״כ אמרתי להבליג מעט על תאוותי וע ו ד חזון למ ו עד ורק דבר אחד מהנוראו' הגדולי׳ בחרתי להצ י ג לפני המעיין ומזה נקיש על השאר כי החלק מעיר על הכלל. הט אזנך כאפרכסת ושמע כי כנים הדברים וברורים כשמש : בשנת תר״ה נסעו שני חסידים רבנים ומופלגים אשר כמעט לא הניחו כמותם בדורם מ דובראיונע . ה״ה הרב ר׳ משה חתן ר׳ זאב ציכעס ז""ל והשני הרב ר׳ ישראל יוסף ז""ל בעשי״ת להשתטח על ציון רבם אדמו״ר הקדיש מוהר״א ז""ל ל שטראשעלע ומדי עברם דרך עיר קאפוסט אשר היא לא רח ו ק׳ מ שטראשעלע עמדו עם העגלה בתוך הרחוב לאיז' דבר הנצרך להם אז. וכעמד׳ בא איש המיני המוני בפעלציל קצר וחגורא אדומ׳ ושאלם להיכן מטרת נסיעתם ויאמרו ל שטראשעלע . ויאמר האיש יהי נא מטובכם ליקח גם אותי אתכם כי גם אנכי חפץ להשתטח על ציון רבינו. ואמר הרר״מ אליו מה חפץ לאיש כמותכם להשתט׳ על קברו האם הכרתם אותו. ויען להם האיש עלי אין תימא מרצוני לנסוע כי הוא החייני וממות הצילני והוציאנו ממעמקי הקליפות. אבל אתם אשר אני רוא׳ אתכם עולי ימים וזה שבע עשרה שנה אחרי הסתלקות רבינו אני שואל אתכם מה חפצכם בהנסיע׳ על ציון אדמו״״ר ובאשר שמעו האברכים את דבריו ויציקו לו מאד כי יגיד להם פשר דבר במה החי׳ אותו רבינו. אבל הוא ל א רצה להגיד להם עד שר׳ ישראל יוסף אחז אותו בערפו ויאמר לו חי נפשי כי לא אנ י חך מידי עד אשר תספר לי את כל הנעש׳ עמך אצל רבינו : ויהי כאשר הציקו לו מאוד ויאמר אולי הוא מן השמים שאגל' לכם היום מה שלא גליתי לשום אדם. וע״כ הטו אזניכם כי תשמעו חדשות ונצורות אשר לא שערום אבותיכם : הנה אנכי בעת נערותי תיכף אחר החתו …"		
