story_id	tag	prompt_hash	model	applies	confidence	reasoning	ts
Khal-Hasidim_0036	times:historical_event	e1af0b7b	claude-cli	True	high	The story is explicitly set during a Christian Easter ('פסח של הנוצרים') under an active communal decree of anti-Jewish violence — Jews are forbidden from leaving their homes or risk being seized and tortured — and the Besht's entire intervention is driven by this historical persecution context.	2026-06-28T07:43:16Z
Khal-Hasidim_0173	times:historical_event	e1af0b7b	claude-cli	False	high	The story's setting involves a local nobleman and an informer in an unnamed town, but no named or identifiable historical event (war, decree, famous gathering) is depicted or referenced.	2026-06-28T07:43:24Z
Khal-Hasidim_0031	times:historical_event	e1af0b7b	claude-cli	False	high	The story depicts a private Shabbat visit between Rabbi Gershon of Kitov and the Besht, focused on mystical prayer and soul-elevation; the mention of Rabbi Gershon's journey from Eretz Israel is incidental personal context, not a war, decree, or famous historical gathering.	2026-06-28T07:43:34Z
Shivhei-Habesht_0021	times:historical_event	e1af0b7b	claude-cli	False	high	The story recounts personal religious encounters between the Besht, a local rabbi, and a preacher, with no war, royal/governmental decree, or historically named public event serving as part of the setting.	2026-06-28T07:43:41Z
Shivhei-Harav_0019	times:historical_event	e1af0b7b	claude-cli	False	high	The story is set in small-town/rural Belarusian contexts and revolves around supernatural/spiritual events and pilgrimages to a Rebbe's grave; no war, royal decree, or famous public gathering forms part of its setting.	2026-06-28T07:43:55Z
Sipurei-Zadikim_0013	times:historical_event	e1af0b7b	claude-cli	False	high	The story is set in Lublin in unspecified 'former times' and revolves entirely around a community custom of choosing a rabbi and a hidden tzaddik tailor — no war, decree, or named historical event forms part of the setting.	2026-06-28T07:44:03Z
Sipurei-Zadikim_0006	times:historical_event	e1af0b7b	claude-cli	False	high	The story is set during a regular Rosh Hashanah gathering — a recurring religious occasion, not a singular historical event — and the mention of R' Baruch and R' Ephraim rising to prominence is incidental background context rather than a depicted historical event such as a war, decree, or famous assembly.	2026-06-28T07:44:15Z
Khal-Hasidim_0120	times:historical_event	e1af0b7b	claude-cli	False	high	The story is set on Yom Kippur eve (Kol Nidre), a recurring religious observance, not a historical event such as a war, decree, or famous gathering.	2026-06-28T07:44:25Z
Shivhei-Habesht_0091	times:historical_event	e1af0b7b	claude-cli	False	high	The story revolves around R' Nachman's personal journey to the Land of Israel, his visit to the Besht's grave, exchanges with the Mokhiakh, and his death on Shabbat — no war, decree, or famous gathering serves as part of the setting.	2026-06-28T07:44:33Z
Mifalot-HaZadikim_0009	times:historical_event	e1af0b7b	claude-cli	False	high	The story depicts a midnight spiritual intercession for Jews facing heavenly prosecution (קטרוג), with no specific historical event — no named war, governmental decree, or famous gathering — only the general condition of exile (אורך הגלות).	2026-06-28T07:44:42Z
Khal-Hasidim_0253	times:historical_event	e1af0b7b	claude-cli	False	medium	"The story mentions an unnamed 'great plague' (דבר גדול ר""ל) in Kraków as a passing plot device to expose Rabbi Chaim's secret marriage, but no specific named or famous historical event (war, decree, famous gathering) forms part of the story's setting."	2026-06-28T07:45:19Z
Shivhei-Habesht_0050A	times:historical_event	e1af0b7b	claude-cli	False	high	The story is a supernatural tale about the Besht expelling two evil spirits from a synagogue; no war, decree, or famous historical gathering appears in the setting.	2026-06-28T07:45:26Z
Khal-Hasidim_0002	times:historical_event	e1af0b7b	claude-cli	False	high	The story features an unnamed emperor and a miraculous banquet but depicts no specific historical event (war, decree, or famous gathering) as part of its setting — the royal encounter is a legendary narrative device, not a named or identifiable historical occurrence.	2026-06-28T07:45:36Z
Shivhei-Habesht_0005B	times:historical_event	e1af0b7b	claude-cli	False	high	The story depicts episodes from the Besht's early life (ascetic practices, an exorcism, a rain miracle, his work as a teacher) with no named war, decree, or famous gathering serving as part of its setting.	2026-06-28T07:45:47Z
Shivhei-Habesht_0138	times:historical_event	e1af0b7b	claude-cli	False	high	The story depicts the Besht's travel to Brody and interactions with local figures, but no named historical event (war, decree, famous gathering) frames or drives the narrative.	2026-06-28T07:45:53Z
Shivhei-Habesht_0066	times:historical_event	e1af0b7b	claude-cli	False	high	The story depicts a private Sabbath visit and a mystical vision of a Torah pillar — no war, decree, or famous historical gathering is part of the setting.	2026-06-28T07:46:01Z
Khal-Hasidim_0111	times:historical_event	e1af0b7b	claude-cli	False	high	The story takes place in an unnamed community during a routine visit by the Baal Shem Tov, with no war, decree, or famous historical gathering as part of the setting.	2026-06-28T07:46:06Z
Peer-MiKdoshim_0001	times:historical_event	e1af0b7b	claude-cli	False	high	The story's setting is a private religious gathering (yahrzeit) in Ropshitz and a visit to the Besht in Mezhbizh — neither constitutes a historical event such as a war, decree, or famous gathering in the tag's intended sense; the narrative is entirely a moral tale about reincarnation and charity.	2026-06-28T07:46:17Z
Shivhei-Habesht_0160	times:historical_event	e1af0b7b	claude-cli	False	high	The story depicts a private communal dispute (a rabbi vs. a townsman appealing to a local lord) with no named war, decree, or famous historical gathering as part of its setting.	2026-06-28T07:46:26Z
Shivhei-Habesht_0034	times:historical_event	e1af0b7b	claude-cli	False	high	The story depicts the personal encounter between the Maggid and the Baal Shem Tov — a spiritual/biographical narrative — with no war, decree, or famous historical gathering as part of its setting.	2026-06-28T07:46:30Z
Khal-Hasidim_0026	times:historical_event	e1af0b7b	claude-cli	False	high	The story is set entirely in liturgical/spiritual contexts (Yom Kippur, Passover prayers, daily services) with no historical event — war, decree, or famous gathering — serving as part of its setting.	2026-06-28T07:46:38Z
Shivhei-Habesht_0197	times:historical_event	e1af0b7b	claude-cli	False	high	The story depicts a personal spiritual encounter between the Besht and a preacher during a journey, with no war, decree, or famous historical gathering as part of its setting.	2026-06-28T07:46:46Z
Khal-Hasidim_0243	times:historical_event	e1af0b7b	claude-cli	False	high	The story takes place in a village tavern setting and concerns a tsadik investigating a rinder's miraculous powers; no war, decree, or famous historical gathering forms part of the setting.	2026-06-28T07:46:55Z
Shivhei-Habesht_0015	times:historical_event	e1af0b7b	claude-cli	False	high	The story's settings are liturgical occasions (Rosh Chodesh/Chol HaMoed Pesach, Yom Tov, Yom Kippur), not historical events such as wars, decrees, or famous gatherings.	2026-06-28T07:47:03Z
Khal-Hasidim_0001	times:historical_event	e1af0b7b	claude-cli	False	high	The war mentioned is a generic, unnamed military campaign serving as a narrative device in a hagiographic legend about the Besht's father — it is not identified with any specific, named historical event such as a known battle, decree, or famous gathering.	2026-06-28T07:47:12Z
Khal-Hasidim_0140	times:historical_event	e1af0b7b	claude-cli	False	high	The story is a personal biographical narrative about the Maggid's initial approach to and healing by the Besht, with no war, decree, or public historical event as part of its setting; the Sinai-giving-of-Torah comparison at the end is a theological analogy, not a depicted historical event.	2026-06-28T07:47:35Z
Khal-Hasidim_0202	times:historical_event	e1af0b7b	claude-cli	False	medium	The Slavuta affair (the informing on the sons of the Rabbi of Slavuta) is mentioned in a single closing moral sentence as a distant consequence, not as part of the story's setting or narrative; the story itself is a personal miracle tale set around Passover preparations and competing oaths between tsadikim.	2026-06-28T07:47:54Z
Khal-Hasidim_0017	times:historical_event	e1af0b7b	claude-cli	False	high	The story is set in Medzhibozh during the Baal Shem Tov's lifetime and involves a journey to Kazimierz, but no specific historical event (war, decree, famous gathering) forms part of the setting — the narrative centers entirely on reincarnation, poverty, and spiritual repair.	2026-06-28T07:48:00Z
Shivhei-Habesht_0096A	times:historical_event	e1af0b7b	claude-cli	False	high	The story depicts a personal preaching journey to Hamburg and interactions with the Besht, with no war, decree, or named historical gathering serving as part of the setting.	2026-06-28T07:48:07Z
Shivhei-Habesht_0199	times:historical_event	e1af0b7b	claude-cli	False	high	The story is set on Yom Kippur eve (Kol Nidre), a recurring religious observance, not a discrete historical event such as a war, decree, or famous gathering.	2026-06-28T07:48:17Z
Khal-Hasidim_0035	times:historical_event	e1af0b7b	claude-cli	False	high	The story revolves around mystical visions, interpersonal disputes, and spiritual narratives centered on the Baal Shem Tov, with no identifiable historical event (war, decree, or famous gathering) serving as part of the setting — 'Simchat Torah' is a recurring holiday, not a historical event, and the Shabbetai Tzvi reference is a brief mention rather than a depicted event.	2026-06-28T07:48:23Z
Khal-Hasidim_0032	times:historical_event	e1af0b7b	claude-cli	False	high	The story depicts personal encounters, communal conflicts, and the Besht's travels, but no named historical event (war, decree, famous gathering) forms part of its setting.	2026-06-28T07:48:31Z
Shivhei-Habesht_0203	times:historical_event	e1af0b7b	claude-cli	False	high	The story depicts a private encounter between the Besht and a rabbi at a host's banquet, with no historical event (war, decree, famous gathering) as part of its setting.	2026-06-28T07:48:35Z
Khal-Hasidim_0193	times:historical_event	e1af0b7b	claude-cli	False	high	The story is set in a personal spiritual context (demonic affliction and the rebbe's cure) with no war, decree, or famous historical gathering as part of its setting.	2026-06-28T07:48:44Z
Khal-Hasidim_0086	times:historical_event	e1af0b7b	claude-cli	False	high	The story is a personal/spiritual narrative about the Besht's arrival in Mezhibuzh and a dying disciple's afterlife experience — no war, decree, or famous historical gathering forms part of its setting.	2026-06-28T07:48:54Z
Khal-Hasidim_0170	times:historical_event	e1af0b7b	claude-cli	False	high	The story's central crisis is a generic plague/epidemic ('חולי רע', 'מגפה') used as a narrative device with no reference to a specific named or datable historical event, war, decree, or famous gathering.	2026-06-28T07:49:10Z
Khal-Hasidim_0025	times:historical_event	e1af0b7b	claude-cli	False	high	The story depicts a personal domestic episode — a merchant's son delayed on a trading trip to Breslau and the father consulting the Besht — with no war, decree, or famous gathering as part of the setting.	2026-06-28T07:49:19Z
Khal-Hasidim_0056	times:historical_event	e1af0b7b	claude-cli	False	high	The story recounts personal encounters between the Besht, Rabbi Gershon, and Rabbi Yosef of Kaminke in Anopol, centered on a mystical vision — no war, decree, or historically identifiable public event is part of the setting.	2026-06-28T07:49:27Z
Shivhei-Habesht_0185	times:historical_event	e1af0b7b	claude-cli	False	high	The story depicts a private healing miracle performed by the Baal Shem Tov for a sick opponent, with no war, decree, famous gathering, or other historical event as part of its setting.	2026-06-28T07:49:32Z
Khal-Hasidim_0009	times:historical_event	e1af0b7b	claude-cli	False	high	The story depicts episodes from the Besht's early ascetic life and first miracles (exorcism, rain prayer) in a rural village setting, with no war, decree, or famous gathering serving as part of the narrative setting.	2026-06-28T07:49:41Z
Khal-Hasidim_0012	times:historical_event	e1af0b7b	claude-cli	False	medium	The Haidamaks (היידאמאקעס) appear incidentally as unnamed roadside robbers on an island, not as participants in a named historical event such as the Koliivshchyna uprising; the story's setting is the Besht's legendary attempted aliyah journey, which is biographical-legendary rather than a war, decree, or famous gathering.	2026-06-28T07:49:58Z
Shivhei-Habesht_0161	times:historical_event	e1af0b7b	claude-cli	False	high	The story is set during a routine Rosh Hashanah prayer service — a recurring religious occasion, not a specific historical event such as a war, decree, or famous gathering.	2026-06-28T07:50:05Z
Khal-Hasidim_0188	times:historical_event	e1af0b7b	claude-cli	False	high	The story depicts a personal dispute (machloket) between Rabbi Baruch of Medzhibozh and another rabbi, centered on a visit to the Baal Shem Tov's grave — this is an interpersonal/religious conflict, not a historical event such as a war, decree, or famous gathering.	2026-06-28T07:50:11Z
Khal-Hasidim_0161	times:historical_event	e1af0b7b	claude-cli	False	high	The story is a brief teaching anecdote about judging others favorably, with no reference to any war, decree, famous gathering, or other historical event.	2026-06-28T07:50:17Z
Shivhei-Habesht_0149	times:historical_event	e1af0b7b	claude-cli	False	high	The story depicts a private exchange about an amulet between two rabbis and the Besht, with no reference to any war, decree, or famous historical gathering.	2026-06-28T07:50:24Z
Shivhei-Habesht_0037	times:historical_event	e1af0b7b	claude-cli	False	high	The story depicts a private rabbinical court case with no reference to any war, decree, famous gathering, or other named historical event.	2026-06-28T07:50:29Z
Mifalot-HaZadikim_0029	times:historical_event	e1af0b7b	claude-cli	False	high	The story depicts a private miraculous encounter at a roadside inn with no reference to any war, decree, or historical gathering.	2026-06-28T07:50:35Z
Shivhei-Habesht_0143	times:historical_event	e1af0b7b	claude-cli	False	high	The story is a brief anecdote about the Besht's soiled tzitzit and a prophetic declaration of someone's death — no war, decree, or famous historical gathering is depicted.	2026-06-28T07:50:41Z
Peer-MiKdoshim_0014	times:historical_event	e1af0b7b	claude-cli	False	high	The story is set in a timeless religious/moral context centered on a Hasidic rebbe in Belz; no war, decree, or named historical event forms part of the setting.	2026-06-28T07:50:46Z
Khal-Hasidim_0108	times:historical_event	e1af0b7b	claude-cli	False	high	The mentions of the dispute between Saul and David and between Hillel and Shammai are rhetorical analogies used to justify a contemporary disagreement, not historical events that form the story's actual setting.	2026-06-28T07:50:58Z
Khal-Hasidim_0203	times:historical_event	e1af0b7b	claude-cli	False	high	The story is a purely theological exchange about silent prayer and devekut, with no war, decree, or historical gathering as part of its setting.	2026-06-28T07:51:04Z
Khal-Hasidim_0106	times:historical_event	e1af0b7b	claude-cli	False	high	The story is a personal encounter between Rabbi Nachman of Kosov and the Baal Shem Tov, with no reference to any historical event (war, decree, or famous gathering) as part of its setting.	2026-06-28T07:51:10Z
Khal-Hasidim_0192	times:historical_event	e1af0b7b	claude-cli	False	high	The story recounts the biography and discipleship of Rabbi Aharon Horowitz after the death of 'Rabbeinu Hakadosh,' focusing on personal/spiritual succession and a shidduch anecdote, with no war, decree, or famous historical gathering as part of the setting.	2026-06-28T07:51:18Z
Mifalot-HaZadikim_0026	times:inauguration	af66cec6	claude-cli	False	high	The story depicts a test to identify the 'tzaddik of the generation' through secret Torah teachings, not an inauguration or installation of a rebbe over a community.	2026-06-28T07:51:26Z
Shivhei-Harav_0008	times:inauguration	af66cec6	claude-cli	False	high	The story depicts the Rav being tested and examined by the Kaiser at court, with no inauguration or installation of a tzaddik as community leader.	2026-06-28T07:51:33Z
Shivhei-Habesht_0195	times:inauguration	af66cec6	claude-cli	False	high	The story depicts the Besht foiling a priest's plot to incite a blood libel on Passover eve — there is no inauguration or installation of a tzaddik as communal leader.	2026-06-28T07:51:41Z
Khal-Hasidim_0252	times:inauguration	af66cec6	claude-cli	True	high	The story centrally depicts the installation of the Rema as ABD (rabbi) of Kraków — the community's search for a new leader, the delegation sent to persuade him, his formal acceptance of the rabbinate, and his ceremonial entry into the city — which is precisely kabbalat malkhut/inauguration of a tzaddik as communal leader.	2026-06-28T07:51:49Z
Sipurei-Zadikim_0014	times:inauguration	af66cec6	claude-cli	False	high	The story depicts a miraculous self-sacrifice by a communal member to save Jews from collective punishment, with no mention of a tzaddik's installation or acceptance of leadership.	2026-06-28T07:51:55Z
Shivhei-Habesht_0084	times:inauguration	af66cec6	claude-cli	False	high	The story depicts a preacher (mokhiakh) delivering a sharp eulogy/rebuke at the funeral of an informer, with no inauguration or installation of a tzaddik as rebbe.	2026-06-28T07:52:01Z
Sipurei-Zadikim_0013	times:inauguration	af66cec6	claude-cli	True	high	The entire story revolves around the selection and installation of a new rabbi (from Ostroha) as communal leader of Lublin — including the formal acceptance of the role and the community's festive reception of him — making kabbalat malkhut the central event of the narrative.	2026-06-28T07:52:17Z
Shivhei-Habesht_0054	times:inauguration	af66cec6	claude-cli	False	high	The story depicts a dream-vision journey to Gehenna with no mention of a tzaddik's inauguration or installation as rebbe.	2026-06-28T07:52:22Z
Shivhei-Habesht_0017	times:inauguration	af66cec6	claude-cli	False	high	The story depicts the Besht's Yom Kippur mystical intercession against a heavenly accusation (kitrug) regarding the burning of the Talmud — there is no depiction of a tzaddik's inauguration or installation as communal leader.	2026-06-28T07:52:31Z
Khal-Hasidim_0206	times:inauguration	af66cec6	claude-cli	False	high	The story depicts the Saba Kadisha's Rosh Hashanah prayer practices and his intercession on behalf of Israel, with no reference to an inauguration or installation as rebbe of a community.	2026-06-28T07:52:39Z
Khal-Hasidim_0122	times:inauguration	af66cec6	claude-cli	False	high	The story concerns a dream/vision in which Rabbi David Pirkus sees figures standing near the Besht (including Elijah and the Ari), and later the Maggid identifies them — there is no depiction of a tzaddik's inauguration or installation as rebbe.	2026-06-28T07:52:45Z
Shivhei-Habesht_0003	times:eschatology	2afb1e18	claude-cli	False	high	The story centers on gilgul (soul transmigration/tikkun) and the Besht's mystical journey, with no depiction of messianic advent, end-times signs, or world-to-come themes — the attempted journey to Eretz Israel and the flaming sword are incidental supernatural elements, not eschatological ones.	2026-06-28T07:53:00Z
Shivhei-Habesht_0193	times:eschatology	2afb1e18	claude-cli	False	high	The story concerns sin (striking one's father), repentance, and divine punishment (early death), with no reference to the messiah, end-times, or the world-to-come.	2026-06-28T07:53:09Z
Shivhei-Habesht_0160	times:eschatology	2afb1e18	claude-cli	False	high	The story concerns a communal dispute, the Besht's intercessory prayer, and a secret minyan ritual to annul decrees — no messianic, end-times, or world-to-come themes appear.	2026-06-28T07:53:20Z
Shivhei-Habesht_0203	times:eschatology	2afb1e18	claude-cli	False	high	The story depicts a healing/spiritual correction episode (overcoming sinful thoughts during Shema, cured by the Besht) with no eschatological content — no messiah, end-times signs, or world-to-come themes.	2026-06-28T07:53:25Z
Shivhei-Habesht_0091	times:eschatology	2afb1e18	claude-cli	False	high	The story concerns R' Nachman's pilgrimage to the Land of Israel (commanded by the Besht's spirit), a dispute about extraneous thoughts in prayer, and R' Nachman's pious death while studying Zohar — none of these constitute eschatological themes such as the coming of the Messiah, end-times signs, or the World-to-Come.	2026-06-28T07:53:39Z
Khal-Hasidim_0017	times:eschatology	2afb1e18	claude-cli	False	high	The story centers on gilgul (reincarnation) and tikkun for past sins, with no depiction of messianic arrival, end-times signs, or world-to-come themes.	2026-06-28T07:53:51Z
Shivhei-Habesht_0197	times:eschatology	2afb1e18	claude-cli	False	high	The story centers on the Besht teaching and then erasing mystical knowledge of animal speech rooted in Merkavah cosmology, with no reference to the messiah, end-times, or world-to-come.	2026-06-28T07:54:00Z
Shivhei-Habesht_0035	times:eschatology	2afb1e18	claude-cli	False	high	The story centers on the Besht's clairvoyant visions (a rabbi's death, a heretical Sabbatean book, a soul fallen to Sheol), not on end-of-days events, the coming of the messiah, or עולם הבא; the Shabtai Tzvi reference is a warning against heresy, not an eschatological theme.	2026-06-28T07:54:16Z
Sipurei-Zadikim_0013	times:eschatology	2afb1e18	claude-cli	False	high	The story centers on a hidden tzaddik (tailor) who guides the appointment of a new rabbi; Elijah the Prophet appears only as a sender of moral warnings, not in any messianic or end-times capacity, and no eschatological themes are substantively developed.	2026-06-28T07:54:28Z
Shivhei-Habesht_0066	times:eschatology	2afb1e18	claude-cli	False	high	The story depicts the Besht perceiving a luminous 'pillar of Torah' rising from R. Shimshon's place of study — a mystical vision of spiritual merit, with no reference to the messiah, end-times signs, or the world-to-come.	2026-06-28T07:54:36Z
Shivhei-Habesht_0208	times:eschatology	2afb1e18	claude-cli	False	high	The story centers on the Besht's death, a kabbalistic soul-transmigration concept (ibbur of Adam HaRishon's soul), and post-mortem communication via a divine Name — all individual/mystical themes with no depiction of messianic arrival, end-times signs, or the world-to-come.	2026-06-28T07:55:04Z
Mifalot-HaZadikim_0026	times:eschatology	2afb1e18	claude-cli	False	high	The story centers on identifying the 'tzaddik of the generation' through secret Torah teachings transmitted by a hidden saint — there are no messianic, end-times, or world-to-come themes present.	2026-06-28T07:55:13Z
Khal-Hasidim_0111	times:eschatology	2afb1e18	claude-cli	False	high	The story concerns sin (striking one's father), repentance, and a this-worldly divine punishment (early death), with no mention of the Messiah, end-times signs, or the World to Come.	2026-06-28T07:55:21Z
Khal-Hasidim_0003	times:eschatology	2afb1e18	claude-cli	False	high	The story centers on gilgul (soul reincarnation) and tikkun neshamah (soul rectification) performed by the Besht for a frog-embodied scholar, with no explicit depiction of messianic arrival, end-times signs, or world-to-come themes.	2026-06-28T07:55:40Z
Shivhei-Habesht_0021	times:eschatology	2afb1e18	claude-cli	False	high	The story concerns the Besht's influence on a rabbi, his persecution and expulsion, and his subsequent repentance — the heavenly proclamations (כרוזין) heard by the preacher concern immediate divine judgment on specific enemies, not messianic, end-times, or world-to-come themes.	2026-06-28T07:55:52Z
Shivhei-Habesht_0161	times:eschatology	2afb1e18	claude-cli	False	high	The story depicts a mystical/ecstatic episode during Rosh Hashana prayer with no mention of the Messiah, end-times signs, or world-to-come.	2026-06-28T07:56:00Z
Shivhei-Habesht_0181	times:eschatology	2afb1e18	claude-cli	False	high	The story concerns a halakhic test of the Besht's ruach ha-kodesh at a council of four lands and a subsequent demonstration of hidden knowledge, with no eschatological or end-of-days content.	2026-06-28T07:56:05Z
Shivhei-Habesht_0207	times:eschatology	2afb1e18	claude-cli	True	medium	The Besht's final teachings explicitly describe the ascent of souls from lower to upper Gan Eden and through successive worlds (גן עדן תחתון לגן עדן עליון וכן בכל עולם ועולם), and the narrative includes a wandering soul seeking rectification — substantive world-to-come (עולם הבא) content, though the story's primary focus is the death narrative itself.	2026-06-28T07:56:27Z
Shivhei-Habesht_0077	times:eschatology	2afb1e18	claude-cli	False	high	The story depicts the Besht's final illness and a mystical vision in which Elijah and a sage appear to him, but the focus is on the interrupted personal revelation, not on end-of-days, the coming of the messiah, or world-to-come themes.	2026-06-28T07:56:40Z
Khal-Hasidim_0127	times:eschatology	2afb1e18	claude-cli	False	high	The story is a deathbed scene focused on the Besht's dying moments and a post-death communication device (a divine Name taught to his son), with no mention of the Messiah, end-times signs, or עולם הבא.	2026-06-28T07:56:51Z
Shivhei-Habesht_0082	times:eschatology	2afb1e18	claude-cli	False	high	The story is a healing miracle in which the Besht orders bloodletting for a gravely ill patient who then recovers — no messianic, end-times, or world-to-come themes appear.	2026-06-28T07:56:59Z
Shivhei-Habesht_0097	times:eschatology	2afb1e18	claude-cli	False	high	The story centers on a blood libel, martyrdom, and a Besht vision involving the souls of the martyrs in Gan Eden and Gehinnom, but there are no end-of-days, messianic, or world-to-come themes — the afterlife elements (Gan Eden, Gehinnom, gilgul) are incidental to the martyrdom narrative, not eschatological in the end-times sense.	2026-06-28T07:57:05Z
Shivhei-Habesht_0020	times:eschatology	2afb1e18	claude-cli	False	high	The story depicts the Besht interceding for and elevating the souls of the dead (tikkun neshamot) during prayer, which is a mystical/theurgy theme, not an eschatological one — there is no mention of the Messiah, end-times signs, or the World-to-Come.	2026-06-28T07:57:11Z
Khal-Hasidim_0082	times:eschatology	2afb1e18	claude-cli	True	high	The story centrally depicts עולם הבא: the souls of the martyrs (including Rabbi Akiva) visit the Besht from Gan Eden, describe enduring half an hour of Gehinnom before entering heavenly palaces, and explicitly discuss reincarnation (גילגול) as the cost of returning to this world — the afterlife realm is not incidental but the dramatic core of the narrative.	2026-06-28T07:57:27Z
Shivhei-Habesht_0179	times:eschatology	2afb1e18	claude-cli	False	high	The story concerns a traveler who misses Yom Kippur with the Baal Shem Tov due to falling asleep, and the Besht explains he was divinely compelled to pray on behalf of those in the fields — no eschatological or end-of-days themes are present.	2026-06-28T07:57:32Z
Shivhei-Habesht_0164	times:eschatology	2afb1e18	claude-cli	False	high	The story depicts a mystical kavvanah experience during eating in which the Besht channels Moses's intention and Moses appears — a theurgic/mystical union with no eschatological content (no messiah, end-times signs, or עולם הבא).	2026-06-28T07:57:42Z
Khal-Hasidim_0074	times:eschatology	2afb1e18	claude-cli	False	high	The story concerns a heavenly decree (כרוז) about one man's death and the Besht's refusal to heal him — a narrative of divine providence and spiritual perception, with no end-times, messianic, or world-to-come content.	2026-06-28T07:57:51Z
Khal-Hasidim_0029	times:eschatology	2afb1e18	claude-cli	True	high	The prophecy explicitly states the rebuilt town will stand 'עד ביאת הגואל' (until the coming of the redeemer/messiah), a direct eschatological marker.	2026-06-28T07:57:57Z
Khal-Hasidim_0095	times:eschatology	2afb1e18	claude-cli	False	high	The story is about the Besht's prophetic prediction of who would be buried next to a particular grave, fulfilled years later — a miracle of foreknowledge, not an eschatological or end-of-days theme.	2026-06-28T07:58:02Z
Khal-Hasidim_0141	times:eschatology	2afb1e18	claude-cli	False	high	The story describes a mystical vision during shofar blowing on Rosh Hashanah, not any eschatological theme such as the coming of the Messiah, end-times signs, or the world-to-come.	2026-06-28T07:58:10Z
Khal-Hasidim_0148	times:eschatology	2afb1e18	claude-cli	False	high	The sole messianic reference ('עד שנזכה לביאת גואל צדק במהרה בימינו אמן') is a stock closing formula appended to a blessing, not a substantive eschatological theme; the story itself concerns a betrothal ceremony and a mystical vision of luminous garments.	2026-06-28T07:58:28Z
Shivhei-Habesht_0085	times:eschatology	2afb1e18	claude-cli	False	high	The story concerns a corrupt generation and communal conflict with informers, with no depiction of messianic arrival, end-times signs, or world-to-come themes.	2026-06-28T07:58:35Z
Maase-Zadikim_0032	times:eschatology	2afb1e18	claude-cli	False	high	The story is about the Apter Rav shaming a woman sinner and her rebuking him for it, with a moral about judging others favorably and the power of repentance — no eschatological or end-of-days themes are present.	2026-06-28T07:58:42Z
Khal-Hasidim_0046	times:eschatology	2afb1e18	claude-cli	False	high	"The story centers on the Besht healing R' Leibish and repelling the Angel of Death; the passing mention of עוה""ז ומעוה""ב is a conventional idiom for total punishment, not a depiction of end-times, messiah, or world-to-come themes."	2026-06-28T07:58:51Z
Mifalot-HaZadikim_0026	experience:revelation	5c4f8c31	claude-cli	False	high	The story contains no direct mystical/supernatural disclosure (giluy) to a character — the hidden student's progressive incomprehension, the Maggid's deathbed instruction, and the Riziner's recognition of the Torah teachings are framed as human wisdom and faith, not a supernatural revelation.	2026-06-28T08:03:58Z
Khal-Hasidim_0202	experience:revelation	5c4f8c31	claude-cli	False	medium	The Rizhiner's narration of the heavenly court dispute implies supernatural knowledge of celestial proceedings, but the story never depicts a character actually undergoing a moment of direct mystical disclosure (giluy); the heavenly court scene functions as explanatory narrative background rather than a portrayed revelatory experience.	2026-06-28T08:04:18Z
Khal-Hasidim_0169	experience:revelation	5c4f8c31	claude-cli	False	high	The story depicts R' Leib's authoritative spiritual testimony about R' Barukh and R' Efraim's holiness (citing the Zohar), but no direct mystical disclosure or giluy is narrated — his knowledge is presented as a matter of spiritual discernment and rebuke, not a depicted revelatory experience.	2026-06-28T08:04:34Z
Shivhei-Habesht_0135	experience:revelation	5c4f8c31	claude-cli	False	high	The story's supernatural element is the Besht mystically stripping Rabbi Michel's Torah knowledge as a moral rebuke, not a giluy — no character receives a direct mystical or supernatural disclosure.	2026-06-28T08:04:45Z
Sipurei-Zadikim_0006	experience:revelation	5c4f8c31	claude-cli	False	medium	The story's core is a rebuke/loyalty narrative; the passing mention of light appearing from R' Baruch and R' Ephraim is reported secondhand by Hasidim in passing, and R' Leib's attestation of their holiness is a moral judgment rather than a direct mystical disclosure (giluy) experienced by any character.	2026-06-28T08:05:02Z
Khal-Hasidim_0185	experience:revelation	5c4f8c31	claude-cli	False	high	The story depicts miraculous supernatural intervention (winds carrying the boy) and the Maggid's spiritual power through Torah teachings, but no character experiences a direct mystical disclosure (giluy) — the Maggid's knowledge of the situation is implied rather than depicted as a revelation, and the disciples' retrospective understanding is inference, not supernatural disclosure.	2026-06-28T08:05:17Z
Khal-Hasidim_0024	experience:revelation	5c4f8c31	claude-cli	False	high	The story depicts the Besht's miraculous powers (thwarting witchcraft, protecting an infant) and a contest with a sorcerer, but there is no direct mystical/supernatural disclosure (giluy) to any character — the Besht acts from existing knowledge and holy power, not from a received revelation.	2026-06-28T08:05:23Z
Peer-MiKdoshim_0007	experience:revelation	5c4f8c31	claude-cli	True	high	The nagid directly experiences a supernatural disclosure when the Tzaddik of Lublin reveals hidden knowledge — including the secret handshake pledge the Hasid had made — demonstrating ruach hakodesh (holy spirit), which prompts the nagid's transformation from scoffer to believer.	2026-06-28T08:05:39Z
Khal-Hasidim_0243	experience:revelation	5c4f8c31	claude-cli	False	high	The story centers on the innkeeper's extraordinary bitachon (trust in God) and miraculous material answers to prayer, not on any direct mystical/supernatural disclosure (giluy) to a character — no divine apparition, heavenly voice, or visionary experience occurs.	2026-06-28T08:06:00Z
Shivhei-Harav_0017	experience:revelation	5c4f8c31	claude-cli	True	medium	The story explicitly states that R' Baruch was shown something from Heaven ('שהראו לו מן השמים') to appease his distress — a direct supernatural disclosure — though it is mentioned briefly as an explanatory aside rather than a central narrative event.	2026-06-28T08:06:22Z
