story_id	tag	source	source_story	opus_confidence	opus_reasoning
Khal-Hasidim_0139	ethics-and-emotions:pride	direct	Khal-Hasidim_0139	medium	The Maggid's initial skepticism, self-confidence in his Talmudic/Kabbalistic mastery, and going to 'test' the Besht reflect scholarly pride that is humbled by the encounter.
Khal-Hasidim_0154	ethics-and-emotions:pride	propagated	Peer-MiKdoshim_0001	high	The narrator explicitly states the moral of the story is to warn against pride/arrogance (גאוה וגדלות), and the rich man's refusal to help the poor is framed as arrogance requiring repentance.
Khal-Hasidim_0169	ethics-and-emotions:pride	propagated	Sipurei-Zadikim_0006	medium	The young man's mocking of the famed tzadikim Reb Baruch and Reb Ephraim reflects arrogance, which the rabbi condemns and punishes by severing ties.
Khal-Hasidim_0174	ethics-and-emotions:pride	propagated	Khal-Hasidim_0253	high	R' Chaim explicitly fears falling into pride (gadlut) due to his comfortable life and prays for shiflut (lowliness) as a corrective, making pride-as-moral-failing central to the story.
Khal-Hasidim_0188	ethics-and-emotions:pride	propagated	Shivhei-Harav_0017	medium	R. Baruch's boast 'I am the grandson of the Besht' and the rebuke about pride/shame in the dispute reflect arrogance as a moral concern, though the story frames it as machloket le-shem shamayim.
Khal-Hasidim_0193	ethics-and-emotions:pride	propagated	Khal-Hasidim_0253	high	R' Chaim explicitly fears falling into pride (gadlut) due to his comfortable life and prays for shiflut (lowliness) as a corrective, making pride-as-moral-failing central to the story.
Khal-Hasidim_0239	ethics-and-emotions:pride	direct	Khal-Hasidim_0239	high	The story centers on an arrogant wealthy man who mocks the tzadik and his hasidim, with explicit references to his haughtiness (זד יהיר, חכם בעיניו) being rebuked as a moral failing.
Khal-Hasidim_0242	ethics-and-emotions:pride	propagated	Khal-Hasidim_0253	high	R' Chaim explicitly fears falling into pride (gadlut) due to his comfortable life and prays for shiflut (lowliness) as a corrective, making pride-as-moral-failing central to the story.
Khal-Hasidim_0253	ethics-and-emotions:pride	direct	Khal-Hasidim_0253	high	R' Chaim explicitly fears falling into pride (gadlut) due to his comfortable life and prays for shiflut (lowliness) as a corrective, making pride-as-moral-failing central to the story.
Mifalot-HaZadikim_0006	ethics-and-emotions:pride	propagated	Khal-Hasidim_0253	high	R' Chaim explicitly fears falling into pride (gadlut) due to his comfortable life and prays for shiflut (lowliness) as a corrective, making pride-as-moral-failing central to the story.
Mifalot-HaZadikim_0042	ethics-and-emotions:pride	direct	Mifalot-HaZadikim_0042	medium	The story depicts the two Chabad disciples failing to show humility/deference to R. Aharon of Karlin, treating him with implicit arrogance, which he rebukes — pride as a moral failing is central to the narrative.
Peer-MiKdoshim_0001	ethics-and-emotions:pride	direct	Peer-MiKdoshim_0001	high	The narrator explicitly states the moral of the story is to warn against pride/arrogance (גאוה וגדלות), and the rich man's refusal to help the poor is framed as arrogance requiring repentance.
Peer-MiKdoshim_0006	ethics-and-emotions:pride	propagated	Peer-MiKdoshim_0001	high	The narrator explicitly states the moral of the story is to warn against pride/arrogance (גאוה וגדלות), and the rich man's refusal to help the poor is framed as arrogance requiring repentance.
Peer-MiKdoshim_0007	ethics-and-emotions:pride	direct	Peer-MiKdoshim_0007	high	The story explicitly centers on a wealthy mocker's arrogance (חכם בעיניו, זד יהיר) toward the tzaddik, and his pride is rebuked and reformed as a moral failing.
Peer-MiKdoshim_0009	ethics-and-emotions:pride	propagated	Peer-MiKdoshim_0001	high	The narrator explicitly states the moral of the story is to warn against pride/arrogance (גאוה וגדלות), and the rich man's refusal to help the poor is framed as arrogance requiring repentance.
Peer-MiKdoshim_0016	ethics-and-emotions:pride	propagated	Peer-MiKdoshim_0001	high	The narrator explicitly states the moral of the story is to warn against pride/arrogance (גאוה וגדלות), and the rich man's refusal to help the poor is framed as arrogance requiring repentance.
Shivhei-Habesht_0002	ethics-and-emotions:pride	propagated	Khal-Hasidim_0253	high	R' Chaim explicitly fears falling into pride (gadlut) due to his comfortable life and prays for shiflut (lowliness) as a corrective, making pride-as-moral-failing central to the story.
Shivhei-Habesht_0075	ethics-and-emotions:pride	propagated	Khal-Hasidim_0066	medium	The story depicts the townspeople's indignation at the stranger's audacity in approaching the prayer-stand without permission, framing their anger as a reaction rooted in pride/honor concerns rather than genuine piety.
Shivhei-Habesht_0112	ethics-and-emotions:pride	propagated	Khal-Hasidim_0086	medium	The disciples' dismissal of the Baal Shem Tov because his name 'wasn't fitting for a tzaddik' and their resistance to calling him reflects arrogance/pride that the story implicitly rebukes through the Besht's demonstration of his spiritual stature.
Shivhei-Habesht_0181	ethics-and-emotions:pride	direct	Shivhei-Habesht_0181	medium	The wealthy parnas Avraham Aba arrogantly dismisses the Besht as an ignoramus unworthy of holy spirit, embodying pride that the story then humbles through the Besht's demonstrated clairvoyance.
Shivhei-Habesht_0203	ethics-and-emotions:pride	direct	Shivhei-Habesht_0203	high	The story depicts the rabbi's failure—looking down on the Baal Shem Tov and not honoring him—as rooted in pride/arrogance toward a great tzaddik, which the Besht diagnoses as his spiritual flaw.
Shivhei-Harav_0017	ethics-and-emotions:pride	direct	Shivhei-Harav_0017	medium	R. Baruch's boast 'I am the grandson of the Besht' and the rebuke about pride/shame in the dispute reflect arrogance as a moral concern, though the story frames it as machloket le-shem shamayim.
Shivhei-Harav_0019	ethics-and-emotions:pride	propagated	Khal-Hasidim_0253	high	R' Chaim explicitly fears falling into pride (gadlut) due to his comfortable life and prays for shiflut (lowliness) as a corrective, making pride-as-moral-failing central to the story.
Sipurei-Zadikim_0006	ethics-and-emotions:pride	direct	Sipurei-Zadikim_0006	medium	The young man's mocking of the famed tzadikim Reb Baruch and Reb Ephraim reflects arrogance, which the rabbi condemns and punishes by severing ties.
Khal-Hasidim_0002	ethics-and-emotions:prohibitions	propagated	Khal-Hasidim_0117	high	The story centers on prohibitions: the widow was about to violate the prohibition of apostasy (converting religions) and had engaged in forbidden sexual relations, which the Besht intervenes to prevent.
Khal-Hasidim_0004	ethics-and-emotions:prohibitions	propagated	Shivhei-Habesht_0004	medium	The story turns on a prohibition issue: the man refuses to don tefillin on Chol HaMoed citing that whoever does so is liable to death, and the rabbi rebukes him; prohibitions (tefillin practice, pasul mezuzah) are explicitly at issue.
Khal-Hasidim_0032	ethics-and-emotions:prohibitions	propagated	Shivhei-Habesht_0021	medium	The rabbi returns money from any business transaction that had 'a hint of prohibition' (נדנוד איסור), explicitly invoking the category of prohibited gain.
Khal-Hasidim_0111	ethics-and-emotions:prohibitions	direct	Khal-Hasidim_0111	high	The story centers on the prohibition against striking one's father (a severe transgression), the Baal Shem Tov identifying the sin, prescribed teshuva, and the man's failure to complete it.
Khal-Hasidim_0117	ethics-and-emotions:prohibitions	direct	Khal-Hasidim_0117	high	The story centers on prohibitions: the widow was about to violate the prohibition of apostasy (converting religions) and had engaged in forbidden sexual relations, which the Besht intervenes to prevent.
Khal-Hasidim_0162	ethics-and-emotions:prohibitions	propagated	Sipurei-Zadikim_0001	high	The story explicitly states that the hidden tzaddikim are forbidden (אסור) to reveal themselves, invoking a religious prohibition central to the narrative.
Khal-Hasidim_0174	ethics-and-emotions:prohibitions	propagated	Sipurei-Zadikim_0001	high	The story explicitly states that the hidden tzaddikim are forbidden (אסור) to reveal themselves, invoking a religious prohibition central to the narrative.
Khal-Hasidim_0185	ethics-and-emotions:prohibitions	direct	Khal-Hasidim_0185	high	The story centers on the prohibition of apostasy/conversion to another religion — the boy chooses death over becoming a non-Jew, directly engaging a core religious prohibition.
Khal-Hasidim_0251	ethics-and-emotions:prohibitions	direct	Khal-Hasidim_0251	high	The story centrally depicts the violation of the prohibition against intercourse with a non-Jewish woman (בעל נכריה), the protagonist's regret, and post-mortem judgment for the transgression.
Shivhei-Habesht_0002	ethics-and-emotions:prohibitions	propagated	Khal-Hasidim_0117	high	The story centers on prohibitions: the widow was about to violate the prohibition of apostasy (converting religions) and had engaged in forbidden sexual relations, which the Besht intervenes to prevent.
Shivhei-Habesht_0004	ethics-and-emotions:prohibitions	direct	Shivhei-Habesht_0004	medium	The story turns on a prohibition issue: the man refuses to don tefillin on Chol HaMoed citing that whoever does so is liable to death, and the rabbi rebukes him; prohibitions (tefillin practice, pasul mezuzah) are explicitly at issue.
Shivhei-Habesht_0021	ethics-and-emotions:prohibitions	direct	Shivhei-Habesht_0021	medium	The rabbi returns money from any business transaction that had 'a hint of prohibition' (נדנוד איסור), explicitly invoking the category of prohibited gain.
Shivhei-Habesht_0193	ethics-and-emotions:prohibitions	direct	Shivhei-Habesht_0193	high	The story centers on a man violating the prohibition against striking one's father (a serious religious transgression), being told to do teshuvah, and then violating the conditions set — prohibitions are central.
Shivhei-Habesht_0198	ethics-and-emotions:prohibitions	propagated	Khal-Hasidim_0117	high	The story centers on prohibitions: the widow was about to violate the prohibition of apostasy (converting religions) and had engaged in forbidden sexual relations, which the Besht intervenes to prevent.
Shivhei-Harav_0016	ethics-and-emotions:prohibitions	propagated	Khal-Hasidim_0185	high	The story centers on the prohibition of apostasy/conversion to another religion — the boy chooses death over becoming a non-Jew, directly engaging a core religious prohibition.
Sipurei-Zadikim_0001	ethics-and-emotions:prohibitions	direct	Sipurei-Zadikim_0001	high	The story explicitly states that the hidden tzaddikim are forbidden (אסור) to reveal themselves, invoking a religious prohibition central to the narrative.
Sipurei-Zadikim_0011	ethics-and-emotions:prohibitions	propagated	Sipurei-Zadikim_0001	high	The story explicitly states that the hidden tzaddikim are forbidden (אסור) to reveal themselves, invoking a religious prohibition central to the narrative.
Adat-Zadikim_0001	ethics-and-emotions:punishment	propagated	Mifalot-HaZadikim_0027	high	The Besht and disciples are decreed to lose the World to Come as punishment for not protesting when the Rebbetzin struck the orphan Sarah; the bizarre Shabbat is the heavenly substitute punishment.
Adat-Zadikim_0013	ethics-and-emotions:punishment	propagated	Khal-Hasidim_0242	high	The adulterous woman is publicly exposed, divorced, and given severe penance by the tzaddik; the dead lover also receives punishment (wandering, denied entry to Gehinnom) for his sin.
Adat-Zadikim_0014	ethics-and-emotions:punishment	direct	Adat-Zadikim_0014	high	The deceased who 'bought' the sin is judged in heavenly court and explicitly punished/suffers for the wrongdoing, fitting Heavenly punishment for sin.
Adat-Zadikim_0015	ethics-and-emotions:punishment	propagated	Khal-Hasidim_0126	high	The merchant who failed to fulfill his vow to give a quarter of his wealth to charity is punished by Heaven through his wife's illness, a clear divine punishment for wrongdoing.
Khal-Hasidim_0001	ethics-and-emotions:punishment	propagated	Shivhei-Habesht_0001	medium	The sorcerer who attacks the children in the form of a werewolf is killed by the young Baal Shem Tov, constituting punishment for wrongdoing.
Khal-Hasidim_0004	ethics-and-emotions:punishment	propagated	Mifalot-HaZadikim_0027	high	The Besht and disciples are decreed to lose the World to Come as punishment for not protesting when the Rebbetzin struck the orphan Sarah; the bizarre Shabbat is the heavenly substitute punishment.
Khal-Hasidim_0081	ethics-and-emotions:punishment	propagated	Mifalot-HaZadikim_0027	high	The Besht and disciples are decreed to lose the World to Come as punishment for not protesting when the Rebbetzin struck the orphan Sarah; the bizarre Shabbat is the heavenly substitute punishment.
Khal-Hasidim_0126	ethics-and-emotions:punishment	direct	Khal-Hasidim_0126	high	The merchant who failed to fulfill his vow to give a quarter of his wealth to charity is punished by Heaven through his wife's illness, a clear divine punishment for wrongdoing.
Khal-Hasidim_0144	ethics-and-emotions:punishment	direct	Khal-Hasidim_0144	medium	The tzaddik exposes the sinners' wrongdoing and compels them to confess and divorce; the secular authority enforces consequences, constituting punishment for sin.
Khal-Hasidim_0158	ethics-and-emotions:punishment	direct	Khal-Hasidim_0158	high	The wealthy brother is judged in the heavenly court and punished — sentenced to reincarnation in poverty/suffering — for his cruelty in refusing his brother, who then dies at his feet.
Khal-Hasidim_0167	ethics-and-emotions:punishment	propagated	Khal-Hasidim_0126	high	The merchant who failed to fulfill his vow to give a quarter of his wealth to charity is punished by Heaven through his wife's illness, a clear divine punishment for wrongdoing.
Khal-Hasidim_0170	ethics-and-emotions:punishment	propagated	Maase-Zadikim_0006	high	The Heavenly court decrees that the man be made a perpetual drunkard as punishment/countermeasure so he cannot overturn Heaven's decrees — a clear case of heavenly punishment.
Khal-Hasidim_0174	ethics-and-emotions:punishment	propagated	Khal-Hasidim_0242	high	The adulterous woman is publicly exposed, divorced, and given severe penance by the tzaddik; the dead lover also receives punishment (wandering, denied entry to Gehinnom) for his sin.
Khal-Hasidim_0222	ethics-and-emotions:punishment	propagated	Maase-Zadikim_0015	high	The sinner dies in the cold as atonement, and his two mamzer children are killed by Heavenly decree as punishment/tikkun for his sin.
Khal-Hasidim_0237	ethics-and-emotions:punishment	propagated	Khal-Hasidim_0126	high	The merchant who failed to fulfill his vow to give a quarter of his wealth to charity is punished by Heaven through his wife's illness, a clear divine punishment for wrongdoing.
Khal-Hasidim_0242	ethics-and-emotions:punishment	direct	Khal-Hasidim_0242	high	The adulterous woman is publicly exposed, divorced, and given severe penance by the tzaddik; the dead lover also receives punishment (wandering, denied entry to Gehinnom) for his sin.
Khal-Hasidim_0251	ethics-and-emotions:punishment	direct	Khal-Hasidim_0251	high	The deceased who 'bought' the sin is punished by Heaven—held accountable for the transgression at the heavenly court and his soul vanishes in smoke after the verdict.
Khal-Hasidim_0253	ethics-and-emotions:punishment	propagated	Khal-Hasidim_0242	high	The adulterous woman is publicly exposed, divorced, and given severe penance by the tzaddik; the dead lover also receives punishment (wandering, denied entry to Gehinnom) for his sin.
Khal-Kdoshim_0011	ethics-and-emotions:punishment	direct	Khal-Kdoshim_0011	medium	The pious man is judged in heaven and sentenced to reincarnation as punishment for mispronouncing prayer vowels/letters, with the letters themselves prosecuting him.
Maase-Zadikim_0006	ethics-and-emotions:punishment	direct	Maase-Zadikim_0006	high	The Heavenly court decrees that the man be made a perpetual drunkard as punishment/countermeasure so he cannot overturn Heaven's decrees — a clear case of heavenly punishment.
Maase-Zadikim_0015	ethics-and-emotions:punishment	direct	Maase-Zadikim_0015	high	The sinner dies in the cold as atonement, and his two mamzer children are killed by Heavenly decree as punishment/tikkun for his sin.
Mifalot-HaZadikim_0006	ethics-and-emotions:punishment	propagated	Khal-Hasidim_0126	high	The merchant who failed to fulfill his vow to give a quarter of his wealth to charity is punished by Heaven through his wife's illness, a clear divine punishment for wrongdoing.
Mifalot-HaZadikim_0027	ethics-and-emotions:punishment	direct	Mifalot-HaZadikim_0027	high	The Besht and disciples are decreed to lose the World to Come as punishment for not protesting when the Rebbetzin struck the orphan Sarah; the bizarre Shabbat is the heavenly substitute punishment.
Peer-MiKdoshim_0005	ethics-and-emotions:punishment	propagated	Khal-Hasidim_0126	high	The merchant who failed to fulfill his vow to give a quarter of his wealth to charity is punished by Heaven through his wife's illness, a clear divine punishment for wrongdoing.
Peer-MiKdoshim_0006	ethics-and-emotions:punishment	propagated	Khal-Hasidim_0126	high	The merchant who failed to fulfill his vow to give a quarter of his wealth to charity is punished by Heaven through his wife's illness, a clear divine punishment for wrongdoing.
Peer-MiKdoshim_0009	ethics-and-emotions:punishment	direct	Peer-MiKdoshim_0009	high	The tzaddik exposes the fraudulent suitor who forged the divorce, publicly strikes and denounces him as a wicked man, punishing his deceit.
Peer-MiKdoshim_0010	ethics-and-emotions:punishment	propagated	Peer-MiKdoshim_0009	high	The tzaddik exposes the fraudulent suitor who forged the divorce, publicly strikes and denounces him as a wicked man, punishing his deceit.
Peer-MiKdoshim_0016	ethics-and-emotions:punishment	propagated	Khal-Hasidim_0126	high	The merchant who failed to fulfill his vow to give a quarter of his wealth to charity is punished by Heaven through his wife's illness, a clear divine punishment for wrongdoing.
Shivhei-Habesht_0001	ethics-and-emotions:punishment	direct	Shivhei-Habesht_0001	medium	The sorcerer who attacks the children in the form of a werewolf is killed by the young Baal Shem Tov, constituting punishment for wrongdoing.
Shivhei-Habesht_0044	ethics-and-emotions:punishment	propagated	Khal-Hasidim_0144	medium	The tzaddik exposes the sinners' wrongdoing and compels them to confess and divorce; the secular authority enforces consequences, constituting punishment for sin.
Shivhei-Habesht_0096A	ethics-and-emotions:punishment	direct	Shivhei-Habesht_0096A	medium	The Besht explicitly tells the Samael he will impose a punishment on the preacher (though not take him), and the preacher and his family then fall ill — a punishment depicted in the story.
Shivhei-Habesht_0172	ethics-and-emotions:punishment	direct	Shivhei-Habesht_0172	medium	The Besht prophesies that after 22 years R. Yudel will suffer a downfall at the hands of his own servant — a Heaven-decreed punishment for his hostility toward the Besht.
Sipurei-Zadikim_0004	ethics-and-emotions:punishment	propagated	Khal-Hasidim_0126	high	The merchant who failed to fulfill his vow to give a quarter of his wealth to charity is punished by Heaven through his wife's illness, a clear divine punishment for wrongdoing.
Khal-Hasidim_0002	ethics-and-emotions:repentance	propagated	Khal-Hasidim_0126	high	The merchant who failed to fulfill his vow is brought to repent and fulfill it, turning from his sin of withholding charity.
Khal-Hasidim_0126	ethics-and-emotions:repentance	direct	Khal-Hasidim_0126	high	The merchant who failed to fulfill his vow is brought to repent and fulfill it, turning from his sin of withholding charity.
Khal-Hasidim_0167	ethics-and-emotions:repentance	propagated	Khal-Hasidim_0126	high	The merchant who failed to fulfill his vow is brought to repent and fulfill it, turning from his sin of withholding charity.
Khal-Hasidim_0185	ethics-and-emotions:repentance	direct	Khal-Hasidim_0185	high	The boy, having agreed to convert, repents bitterly, refuses to remain an apostate even at risk of death, and is rescued — a clear depiction of teshuvah.
Khal-Hasidim_0237	ethics-and-emotions:repentance	propagated	Khal-Hasidim_0126	high	The merchant who failed to fulfill his vow is brought to repent and fulfill it, turning from his sin of withholding charity.
Khal-Hasidim_0239	ethics-and-emotions:repentance	direct	Khal-Hasidim_0239	high	The wealthy mocker, after being exposed by the tzaddik, repents — 'נתן הנגיד הנזכר בעפר פיהו' and turned to become a devoted follower, a clear teshuvah.
Khal-Hasidim_0251	ethics-and-emotions:repentance	direct	Khal-Hasidim_0251	high	The story centrally depicts the sinner's deep regret and desire to do teshuvah after sleeping with the duchess, though his repentance is thwarted by selling the sin to his partner — repentance is explicitly discussed and ruled on by the Maharsha.
Khal-Kdoshim_0011	ethics-and-emotions:repentance	direct	Khal-Kdoshim_0011	medium	The deceased is shown post-mortem being judged, and his self-mortification/tenitot are credited as atoning for his sin of inattention in prayer, framing fasting-as-teshuvah; the community also reforms its conduct in response.
Mifalot-HaZadikim_0006	ethics-and-emotions:repentance	propagated	Khal-Hasidim_0126	high	The merchant who failed to fulfill his vow is brought to repent and fulfill it, turning from his sin of withholding charity.
Mifalot-HaZadikim_0054	ethics-and-emotions:repentance	direct	Mifalot-HaZadikim_0054	medium	The rabbi's teaching explicitly frames the guest's duty as doing teshuvah to repair his sins and ease the host's burden, making repentance a central theme.
Peer-MiKdoshim_0005	ethics-and-emotions:repentance	propagated	Khal-Hasidim_0126	high	The merchant who failed to fulfill his vow is brought to repent and fulfill it, turning from his sin of withholding charity.
Peer-MiKdoshim_0006	ethics-and-emotions:repentance	propagated	Khal-Hasidim_0126	high	The merchant who failed to fulfill his vow is brought to repent and fulfill it, turning from his sin of withholding charity.
Peer-MiKdoshim_0007	ethics-and-emotions:repentance	direct	Peer-MiKdoshim_0007	high	The mocking wealthy man, after being rebuked by the tzadik, turns from his sinful scoffing and becomes a believer ('שב ורפא לו'), an explicit depiction of teshuvah.
Peer-MiKdoshim_0009	ethics-and-emotions:repentance	propagated	Khal-Hasidim_0126	high	The merchant who failed to fulfill his vow is brought to repent and fulfill it, turning from his sin of withholding charity.
Peer-MiKdoshim_0016	ethics-and-emotions:repentance	propagated	Khal-Hasidim_0126	high	The merchant who failed to fulfill his vow is brought to repent and fulfill it, turning from his sin of withholding charity.
Shivhei-Harav_0016	ethics-and-emotions:repentance	propagated	Khal-Hasidim_0185	high	The boy, having agreed to convert, repents bitterly, refuses to remain an apostate even at risk of death, and is rescued — a clear depiction of teshuvah.
Sipurei-Zadikim_0004	ethics-and-emotions:repentance	propagated	Khal-Hasidim_0126	high	The merchant who failed to fulfill his vow is brought to repent and fulfill it, turning from his sin of withholding charity.
Khal-Hasidim_0245	ethics-and-emotions:resisting_temptation	direct	Khal-Hasidim_0245	low	The story centers on a wealthy man who committed adultery and on the lesson of loving sinners, not on a character actively resisting temptation.
Maase-Zadikim_0031	ethics-and-emotions:resisting_temptation	propagated	Khal-Hasidim_0245	low	The story centers on a wealthy man who committed adultery and on the lesson of loving sinners, not on a character actively resisting temptation.
Adat-Zadikim_0016	ethics-and-emotions:sadness	propagated	Khal-Hasidim_0173	medium	The informer's repentance scene depicts deep sorrow, anguished weeping, and groaning over his sins during prayer—a depiction of contrition/sadness as a turning point, though framed positively as teshuvah rather than melancholy as a spiritual problem.
Khal-Hasidim_0140	ethics-and-emotions:sadness	propagated	Shivhei-Habesht_0034	medium	The story explicitly describes the Maggid as 'מרה שחורה' (melancholy), prompting the Besht's intervention to heal him.
Khal-Hasidim_0173	ethics-and-emotions:sadness	direct	Khal-Hasidim_0173	medium	The informer's repentance scene depicts deep sorrow, anguished weeping, and groaning over his sins during prayer—a depiction of contrition/sadness as a turning point, though framed positively as teshuvah rather than melancholy as a spiritual problem.
Shivhei-Habesht_0034	ethics-and-emotions:sadness	direct	Shivhei-Habesht_0034	medium	The story explicitly describes the Maggid as 'מרה שחורה' (melancholy), prompting the Besht's intervention to heal him.
Adat-Zadikim_0003	ethics-and-emotions:shame	propagated	Khal-Hasidim_0002	high	The antisemitic minister is publicly shamed when his hand emerges covered in excrement before the Caesar and court, an explicit בושה as spiritual consequence.
Adat-Zadikim_0004	ethics-and-emotions:shame	propagated	Khal-Hasidim_0002	high	The antisemitic minister is publicly shamed when his hand emerges covered in excrement before the Caesar and court, an explicit בושה as spiritual consequence.
Adat-Zadikim_0008	ethics-and-emotions:shame	propagated	Khal-Hasidim_0002	high	The antisemitic minister is publicly shamed when his hand emerges covered in excrement before the Caesar and court, an explicit בושה as spiritual consequence.
Adat-Zadikim_0014	ethics-and-emotions:shame	propagated	Khal-Hasidim_0002	high	The antisemitic minister is publicly shamed when his hand emerges covered in excrement before the Caesar and court, an explicit בושה as spiritual consequence.
Adat-Zadikim_0015	ethics-and-emotions:shame	propagated	Khal-Hasidim_0002	high	The antisemitic minister is publicly shamed when his hand emerges covered in excrement before the Caesar and court, an explicit בושה as spiritual consequence.
Adat-Zadikim_0023	ethics-and-emotions:shame	propagated	Khal-Hasidim_0002	high	The antisemitic minister is publicly shamed when his hand emerges covered in excrement before the Caesar and court, an explicit בושה as spiritual consequence.
Khal-Hasidim_0001	ethics-and-emotions:shame	propagated	Khal-Hasidim_0002	high	The antisemitic minister is publicly shamed when his hand emerges covered in excrement before the Caesar and court, an explicit בושה as spiritual consequence.
Khal-Hasidim_0002	ethics-and-emotions:shame	direct	Khal-Hasidim_0002	high	The antisemitic minister is publicly shamed when his hand emerges covered in excrement before the Caesar and court, an explicit בושה as spiritual consequence.
Khal-Hasidim_0004	ethics-and-emotions:shame	propagated	Khal-Hasidim_0002	high	The antisemitic minister is publicly shamed when his hand emerges covered in excrement before the Caesar and court, an explicit בושה as spiritual consequence.
Khal-Hasidim_0026	ethics-and-emotions:shame	direct	Khal-Hasidim_0026	medium	The Baal Shem Tov publicly shames/rebukes R' David ('זקן אשמאי') for half an hour, causing him deep humiliation ('שבר לבו מאוד'), even though it was a protective ruse.
Khal-Hasidim_0036	ethics-and-emotions:shame	propagated	Khal-Hasidim_0002	high	The antisemitic minister is publicly shamed when his hand emerges covered in excrement before the Caesar and court, an explicit בושה as spiritual consequence.
Khal-Hasidim_0050	ethics-and-emotions:shame	direct	Khal-Hasidim_0050	high	The Baal Shem Tov explicitly tells the townspeople 'בושו והכלמו' (be ashamed and humiliated) because the divine light rested on a woman rather than on any of the men.
Khal-Hasidim_0102	ethics-and-emotions:shame	propagated	Khal-Hasidim_0002	high	The antisemitic minister is publicly shamed when his hand emerges covered in excrement before the Caesar and court, an explicit בושה as spiritual consequence.
Khal-Hasidim_0115	ethics-and-emotions:shame	propagated	Khal-Hasidim_0002	high	The antisemitic minister is publicly shamed when his hand emerges covered in excrement before the Caesar and court, an explicit בושה as spiritual consequence.
Khal-Hasidim_0117	ethics-and-emotions:shame	propagated	Khal-Hasidim_0002	high	The antisemitic minister is publicly shamed when his hand emerges covered in excrement before the Caesar and court, an explicit בושה as spiritual consequence.
Khal-Hasidim_0126	ethics-and-emotions:shame	propagated	Khal-Hasidim_0002	high	The antisemitic minister is publicly shamed when his hand emerges covered in excrement before the Caesar and court, an explicit בושה as spiritual consequence.
Khal-Hasidim_0138	ethics-and-emotions:shame	propagated	Khal-Hasidim_0002	high	The antisemitic minister is publicly shamed when his hand emerges covered in excrement before the Caesar and court, an explicit בושה as spiritual consequence.
Khal-Hasidim_0169	ethics-and-emotions:shame	direct	Khal-Hasidim_0169	high	The foster son is publicly shamed when the Rebbe replaces him as prayer leader and ultimately disowns him as a spiritual consequence for mocking R. Baruch and R. Ephraim.
Khal-Hasidim_0170	ethics-and-emotions:shame	propagated	Khal-Hasidim_0002	high	The antisemitic minister is publicly shamed when his hand emerges covered in excrement before the Caesar and court, an explicit בושה as spiritual consequence.
Khal-Hasidim_0174	ethics-and-emotions:shame	propagated	Khal-Hasidim_0002	high	The antisemitic minister is publicly shamed when his hand emerges covered in excrement before the Caesar and court, an explicit בושה as spiritual consequence.
Khal-Hasidim_0188	ethics-and-emotions:shame	propagated	Shivhei-Harav_0017	medium	R. Baruch explicitly invokes shame ('how do you not feel ashamed before me, I wear the Besht's tefillin'), making shaming a depicted element of the quarrel.
Khal-Hasidim_0239	ethics-and-emotions:shame	propagated	Peer-MiKdoshim_0007	high	The wealthy mocker is publicly exposed and shamed by the tzaddik, who reveals his secret slanders and oath, leading him to put his mouth in the dust (נתן בעפר פיהו).
Khal-Hasidim_0246	ethics-and-emotions:shame	propagated	Maase-Zadikim_0032	high	The woman explicitly invokes shame (שלא יתביישו מלשוב אליו) as central to why God conceals sins, and the rabbi publicly shames her as a זונה before being rebuked.
Khal-Hasidim_0253	ethics-and-emotions:shame	propagated	Khal-Hasidim_0002	high	The antisemitic minister is publicly shamed when his hand emerges covered in excrement before the Caesar and court, an explicit בושה as spiritual consequence.
Maase-Zadikim_0032	ethics-and-emotions:shame	direct	Maase-Zadikim_0032	high	The woman explicitly invokes shame (שלא יתביישו מלשוב אליו) as central to why God conceals sins, and the rabbi publicly shames her as a זונה before being rebuked.
Mifalot-HaZadikim_0001	ethics-and-emotions:shame	propagated	Khal-Hasidim_0002	high	The antisemitic minister is publicly shamed when his hand emerges covered in excrement before the Caesar and court, an explicit בושה as spiritual consequence.
Mifalot-HaZadikim_0021	ethics-and-emotions:shame	direct	Mifalot-HaZadikim_0021	high	The Rebbe deliberately shamed and publicly humiliated the chasid with all manner of insults and disgrace ('חירופין וגידופין', 'הכלימוהו ברבים') to spare him financial loss.
Mifalot-HaZadikim_0027	ethics-and-emotions:shame	propagated	Khal-Hasidim_0002	high	The antisemitic minister is publicly shamed when his hand emerges covered in excrement before the Caesar and court, an explicit בושה as spiritual consequence.
Peer-MiKdoshim_0001	ethics-and-emotions:shame	propagated	Shivhei-Habesht_0002	high	The antisemitic minister fears the Caesar will be shamed (יהי' לו בושה) at R' Adam's small house, and is then publicly humiliated when his hand emerges covered in excrement before the Caesar and nobles.
Peer-MiKdoshim_0006	ethics-and-emotions:shame	propagated	Khal-Hasidim_0002	high	The antisemitic minister is publicly shamed when his hand emerges covered in excrement before the Caesar and court, an explicit בושה as spiritual consequence.
Peer-MiKdoshim_0007	ethics-and-emotions:shame	direct	Peer-MiKdoshim_0007	high	The wealthy mocker is publicly exposed and shamed by the tzaddik, who reveals his secret slanders and oath, leading him to put his mouth in the dust (נתן בעפר פיהו).
Peer-MiKdoshim_0009	ethics-and-emotions:shame	propagated	Khal-Hasidim_0002	high	The antisemitic minister is publicly shamed when his hand emerges covered in excrement before the Caesar and court, an explicit בושה as spiritual consequence.
