story_id	tag	category	sonnet_confidence	sonnet_reasoning	opus_applies	opus_confidence	opus_reasoning	verdict
Khal-Hasidim_0082	folkloristics:story_type_advent	folkloristics	high	The story's climactic scene is the advent (arrival/visitation) of the souls of the martyrs — Rabbi Akiva and unnamed holy figures — who appear to the Besht during the night and engage him in dialogue, making the supernatural advent of departed souls the structural core of the narrative.	False	high	Story depicts the Besht's mystical response to martyrs' deaths, not a neutral character's first encounter/discovery of a tzaddik.	DISAGREE
Khal-Hasidim_0082	knowledge:esoteric	knowledge	high	The story centrally depicts esoteric knowledge: the Besht receives a nocturnal revelation from the souls of martyrs (including Rabbi Akiva), who describe the workings of heavenly palaces, Gehinnom, gilgul (reincarnation), and the celestial mechanics that prevented disclosure of the divine decree — all core esoteric/Kabbalistic content.	True	high	The story depicts the Baal Shem Tov's mystical ascent, communication with souls of martyrs (R. Akiva), heavenly heichalot, and esoteric knowledge of divine decrees — core kabbalistic/mystical content.	AGREE
Khal-Hasidim_0082	social:conflict	social	high	The story is centrally about a blood libel (עלילה) against a Jewish community resulting in martyrdom, an explicit oppressor/persecutor (הצורר המקטרג), and a preacher who 'stirred up strife' (ועורר מדנים) that directly caused the victims' deaths — conflict is the core engine of the narrative.	True	high	Story centers on persecution, blood libel, torture and killing of Jews, and heavenly debate about revenge against the persecutor.	AGREE
Khal-Hasidim_0082	social:relations_with_the_authorities	social	high	The story centers on a blood-libel accusation (עלילה) by a gentile official (שטיגאטאר, a Polish starosta) against the Jewish community of Pawlitch, resulting in the torture and killing of community members — a direct and lethal encounter with civil/state authorities.	True	high	The story centers on a blood libel/persecution by gentile authorities killing Jewish captives, with the Besht and martyrs discussing the persecution ('הצורר המקטרג') — a clear depiction of relations with hostile authorities.	AGREE
Khal-Hasidim_0082	spaces:mikveh	spaces	high	The story explicitly depicts the Besht going to the mikveh on Erev Shabbat and weeping there ('הלך למקוה ובכה מאד'), making it a named, active scene location.	True	high	The Baal Shem Tov goes to the mikveh on erev Shabbat as part of the scene.	AGREE
Khal-Hasidim_0082	supernatural:light_or_fire_as_a_sign_of_righteousness	supernatural	high	The room suddenly fills with supernatural light shining through the cracks ('ברגע האיר בחדר והיה מאיר דרך סדקים') at the moment the souls of Rabbi Akiva and other martyred kedoshim appear to the Besht, making the light a direct sign of their righteousness and holy presence.	True	medium	The story describes a sudden supernatural light filling the room as the holy martyrs arrive to the Baal Shem Tov, associating light with righteous/holy presence.	AGREE
Khal-Hasidim_0082	supernatural:perception	supernatural	high	Rabbi David directly perceives the supernatural visitation through his senses — hearing the Besht address the holy souls, recognizing Rabbi Akiva by his voice, and witnessing the miraculous light flooding the room through the cracks — making supernatural perception central to the story's climax.	True	high	The Baal Shem Tov supernaturally hosts the souls of martyred saints (R. Akiva and others), converses with them, and perceives heavenly events — clear supernatural perception.	AGREE
Khal-Hasidim_0082	supernatural:prognostication	supernatural	high	The Besht repeatedly predicted the victims would be saved ('כמה פעמים אמר הבעש״ט שינצלו'), and the heavenly visitors explicitly explain why the outcome was withheld from his foreknowledge — making supernatural prognostication (both its exercise and its failure) a central theme of the story.	True	high	The Baal Shem Tov repeatedly predicts that the captives will be saved ('שינצלו'), a prognostication about a future event (though it ultimately fails due to interference).	AGREE
Khal-Hasidim_0082	times:death	times	high	"The story explicitly depicts the martyrdom and killing of Jews (נהרגו, עינוים קשים ומרים, קידוש השם/עקה""ש), with the souls of the martyrs appearing to the Besht and describing their experience of Gehenna and the afterlife."	True	high	The story explicitly depicts the killing/martyrdom of the captives, with a letter describing their torture and death.	AGREE
Khal-Hasidim_0082	times:historical_event	times	high	The story explicitly depicts a blood libel ('עלילה') against the Jewish community of Pavlitch, in which victims were tortured and killed — a concrete historical atrocity that anchors the entire narrative.	True	high	The story is set against the Pavlysh blood libel/massacre, a specific historical persecution event central to the narrative.	AGREE
Khal-Hasidim_0082	times:holidays	times	medium	Shabbat is central and narratively significant throughout the story — the Besht receives the tragic news on Erev Shabbat, goes to the mikveh, prays Mincha, recites Kabbalat Shabbat and Maariv with bitter weeping, and makes Kiddush in tears — though confidence is medium because 'holidays' may be intended to cover Yom Tov festivals rather than the weekly Shabbat.	False	high	The story takes place on erev Shabbat/Shabbat, not on a Jewish holiday.	DISAGREE
Khal-Hasidim_0083	folkloristics:story_type_rapprochement	folkloristics	medium	The story has a classic rapprochement structure: two separate narrative strands — the father's inquiry to the Besht and the son's unseen journey in Breslau — converge at the reunion, where the son's account precisely confirms the Besht's distant vision, bringing the two worlds together.	True	high	The skeptical father who dismissed the Besht is convinced of his powers when the Besht accurately describes his son's whereabouts and actions in Breslau, drawing the skeptic closer.	AGREE
Khal-Hasidim_0086	ethics-and-emotions:pride	ethics-and-emotions	high	The story opens with two prominent Hasidic masters looking down on the Besht and refusing to acknowledge him precisely because they considered his title/name unworthy of a tzaddik — their pride and haughtiness is the inciting cause of the entire narrative, not a peripheral detail.	True	medium	The disciples' dismissal of the Baal Shem Tov because his name 'wasn't fitting for a tzaddik' and their resistance to calling him reflects arrogance/pride that the story implicitly rebukes through the Besht's demonstration of his spiritual stature.	AGREE
Khal-Hasidim_0086	ethics-and-emotions:prohibitions	ethics-and-emotions	high	The story centrally revolves around a prohibition explicitly issued by the Besht ('do not reveal to anyone what I speak with you'), its violation under pressure (the dying man gave a written pledge and the secret was disclosed), and the afterlife consequence of having broken that command—making prohibitions and their transgression the narrative's moral core.	False	high	The story concerns a disciple's unfulfilled vow and the Besht's posthumous intervention; no religious prohibition (איסור) is invoked or violated.	DISAGREE
Khal-Hasidim_0086	ethics-and-emotions:punishment	ethics-and-emotions	high	The story's central plot turns on the deceased student being punished in the afterlife — denied any resting place in Gan Eden and forced to wander in distress — explicitly because he broke his oath to the Besht by revealing the secret conversation.	False	medium	The deceased disciple loses his place in Gan Eden due to breaking his oath, which is a consequence but framed as a corrective/teaching device about the Besht's greatness rather than a punishment narrative for wrongdoing.	DISAGREE
Khal-Hasidim_0086	ethics-and-emotions:sadness	ethics-and-emotions	high	The deceased student's soul explicitly reports 'צער גדול' (great distress/sorrow) from being perpetually displaced in Gan Eden with no resting place, making sadness a central and sustained element of the narrative.	False	high	Story is about recognizing the Besht's spiritual power and a deathbed promise; no depiction of sadness/melancholy as a theme.	DISAGREE
Khal-Hasidim_0086	ethics-and-emotions:virtues	ethics-and-emotions	high	The story centrally depicts virtues such as compassion (the Besht visiting and aiding the dying man), faithfulness to one's word (the Besht fulfilling his promise to escort the man into Paradise), and the moral consequence of breaking a solemn oath (the dead man's restlessness in the afterlife for violating his covenant of silence).	False	medium	Story centers on the Besht's hidden greatness and a disciple's broken oath, not on illustrating a general virtue.	DISAGREE
Khal-Hasidim_0086	experience:dream	experience	high	The deceased explicitly comes to the rabbis in a dream ('באתי אליכם בחלום') to recount events in Gan Eden, making the dream a central narrative mechanism in the story.	True	high	The deceased disciple appears to his teachers in a dream, recounting his post-mortem experience and the Baal Shem Tov's teaching, which drives the plot.	AGREE
Khal-Hasidim_0086	experience:revelation	experience	high	The story's climax is a post-mortem revelation: the deceased appears to his former masters in a dream and discloses both what transpired in Gan Eden and a Torah teaching the Besht delivered there, which is then confirmed when the Besht repeats the exact same teaching and question at the third Shabbat meal — making heavenly disclosure the central plot mechanism.	True	high	The story depicts supernatural disclosures: the Baal Shem Tov's knowledge of hidden matters, the deceased's posthumous revelation to his teachers in a dream, and visions of Gan Eden.	AGREE
Khal-Hasidim_0086	experience:visions	experience	high	The story explicitly depicts a deceased man appearing to the rabbis in a dream (חלום) to report his afterlife experiences, and closes with reference to the Besht's soul-ascents (עליות נשמה) — both are direct depictions of visionary/otherworldly experiences.	False	medium	The deceased disciple appears in a dream and reports on afterlife events; the Baal Shem Tov's knowledge is implied but no waking vision is depicted.	DISAGREE
Khal-Hasidim_0086	folkloristics:story_type_prognostication	folkloristics	high	The Besht explicitly foretells the sick man's death ('שימות') and promises his entry into Gan Eden, and the remainder of the story traces whether and how that prediction is fulfilled — prognostication is the central narrative engine, not incidental.	True	high	The Besht predicts the sick man's death and his entry to Gan Eden, and the prophecy unfolds (death, afterlife placement) as foretold.	AGREE
Khal-Hasidim_0086	social:conflict	social	high	The story centers on an explicit social conflict between the established Hasidic masters R' Zeev Kitzes and R' David Forkes and the Besht, who they disdain and refuse to summon to a dying student — this antagonism drives the entire narrative.	False	medium	Initial skepticism from disciples about the Besht's name is mild and quickly resolved; no substantial conflict is depicted.	DISAGREE
Khal-Hasidim_0086	social:inter_hasidic_master_disciple_relationship	social	high	The story centrally depicts the relationship between the Besht and two established Hasidic masters (R' Ze'ev Kitzes and R' David Purkes) and their shared disciple (תלמיד), including the masters' initial rejection of the Besht, their authority over the disciple, and the eventual acceptance of the Besht's spiritual superiority — a clear inter-Hasidic master-disciple dynamic.	True	high	The story centrally depicts the relationship between the Baal Shem Tov and fellow hasidic masters (R. Ze'ev Kitzes and R. David Forkes) who initially reject him and then become his disciples.	AGREE
Khal-Hasidim_0086	supernatural:light_or_fire_as_a_sign_of_righteousness	supernatural	low	The phrase 'האיר עליו' (light shone upon him) after the Besht's soul-ascensions briefly implies supernatural light marking his holiness, but it appears as an incidental closing parenthesis rather than a developed narrative motif.	False	high	Story concerns the Besht's hidden greatness and a dying disciple's afterlife; no depiction of light or fire surrounding a character as a sign of righteousness.	DISAGREE
Khal-Hasidim_0086	supernatural:miracle	supernatural	high	The story depicts the Besht supernaturally escorting a dying man's soul into Gan Eden, demonstrating heavenly knowledge, appearing in a posthumous dream to reveal celestial events, and performing soul-ascents (עליית נשמה) — all clear miraculous acts.	True	high	The Baal Shem Tov supernaturally knows the dying student's unconfessed sin and promises/secures his entry into Gan Eden — a discrete miraculous intervention with a clear before/after for the recipient.	AGREE
Khal-Hasidim_0086	supernatural:perception	supernatural	high	The story explicitly highlights the Besht's supernatural knowledge from above (ידיעה למעלה) — he perceives the dying man's hidden sin, knows who will enter Gan Eden, and demonstrates awareness of a Torah discussion that took place in the heavenly realm by teaching the same Torah on Shabbat.	True	high	The Baal Shem Tov supernaturally knows about the hidden boy and the disciple's untold sin, and perceives events in Gan Eden — clear ruach hakodesh perception.	AGREE
Khal-Hasidim_0086	times:death	times	high	Death is central to the story: the Besht predicts the ill man will die, he does die, and the narrative continues with his soul's post-mortem experiences in Gan Eden.	True	high	The story depicts the death of the disciple, who dies after the Besht's visit and then reports from the afterlife.	AGREE
Khal-Hasidim_0086	times:eschatology	times	high	The story centers on post-mortem soul experience: the Besht promises to admit the dying man to Gan Eden, the dead man's soul returns to report being displaced from his place there, and the narrative resolves through a heavenly Torah session — all squarely eschatological content.	True	high	The story centrally depicts Gan Eden (world-to-come), the dying man's admission there, and his posthumous wandering and soul-ascents.	AGREE
Khal-Hasidim_0086	times:holidays	times	medium	The story explicitly depicts a Shabbat scene — the Besht delivers a Torah teaching at Seudah Shlishit (the third Shabbat meal) — making Shabbat an actual narrative setting, though it is not the story's central theme.	False	high	The story involves the Besht visiting a sick disciple and posthumous Gan Eden events; no Jewish holiday is depicted.	DISAGREE
Khal-Hasidim_0086	times:shabbat	times	high	The story explicitly depicts a Shabbat third meal (סעודה שלישית) at which the Besht delivers Torah teaching, making Shabbat a concrete narrative setting rather than a passing reference.	False	medium	Shabbat is mentioned only incidentally at the end (third Shabbat meal) as the setting for revealing the teaching; the story centers on the Besht, the dying disciple, and Gan Eden, not on Shabbat itself.	DISAGREE
Khal-Hasidim_0088	characters-and-roles:preacher	characters-and-roles	high	The story explicitly depicts Rabbi Yechiel Mikhl delivering a public sermon (דרשה) in the synagogue of Horodna on Shabbat, with congregants debating him during the preaching.	False	high	No maggid (preacher) character appears; the story features the Besht, a rabbi, and a dayan, but no one identified as a maggid.	DISAGREE
Khal-Hasidim_0088	folkloristics:story_type_rapprochement	folkloristics	high	The story's central arc is the Besht bringing an adversarial, contentious scholar (R' Mikhl the Dayan) to full repentance and transformation into a 'tzaddik gamur' — a classic Hasidic rapprochement narrative in which a skeptic/opponent is drawn close through a dramatic lesson.	True	high	The skeptical/contentious scholar R' Michel the dayan is humbled by the Baal Shem Tov, has his Torah taken and restored, and becomes a complete tzaddik — a clear rapprochement arc.	AGREE
Khal-Hasidim_0088	social:retrospective_recognition	social	medium	R' Mikhl the dayan stubbornly refuses to concede the truth during the debate, but after the Besht removes his Torah knowledge he returns to the Besht and implicitly recognizes both the Besht's authority and his own wrongdoing — a retrospective acknowledgment that is central to the story's arc, though it unfolds within the narrative rather than long after the depicted events.	False	high	The story shows the Besht humbling and then restoring a scholar; no retrospective recognition of a hidden tzaddik or past identity is depicted.	DISAGREE
Khal-Hasidim_0088	supernatural:perception	supernatural	medium	The Besht, prostrate on the ground in pitch darkness, supernaturally perceives that Shabbat is about to be desecrated — a clear instance of clairvoyant/prophetic perception — though it is incidental to the story's main moral focus on humility and Torah study.	True	high	The Baal Shem Tov supernaturally takes away R. Michel's Torah learning so he cannot understand the texts he previously mastered, depicting supernatural perception/knowledge.	AGREE
Khal-Hasidim_0092	folkloristics:story_type_prognostication	folkloristics	high	The Besht explicitly foretells that R' Yechiel Michel will find a wagon, that his wife will be in difficult labor, and that she will bear a son — all of which come to pass exactly as predicted, making prognostication the central narrative function of the story.	True	high	The Baal Shem Tov predicts R. Yechiel Michel will get a wagon, find his wife in labor, and have a son — all of which come true.	AGREE
Khal-Hasidim_0092	knowledge:practical_kabbalah	knowledge	high	The Besht instructs R' Yechiel Michel to whisper a secret teaching into his laboring wife's ear to ensure a safe delivery and male child — a direct depiction of practical-kabbalistic use of esoteric formulae for a real-world outcome.	True	medium	The Besht teaches R. Michel a whispered formula to ease his wife's difficult childbirth, a concrete mystical/name-based practice characteristic of practical kabbalah.	AGREE
Khal-Hasidim_0094	folkloristics:story_type_revelation	folkloristics	high	The story's climax is the rabbi's explicit revelation of hidden metaphysical knowledge — that the deceased debtor's soul had transmigrated into the horse and was serving the creditor as spiritual restitution — disclosed only after the debt-note is torn and the horse dies.	False	high	The story depicts the Rebbe's clairvoyant insight into a gilgul (reincarnation in a horse), not the revelation of a hidden tzaddik to others or himself.	DISAGREE
Khal-Hasidim_0098	supernatural:magic	supernatural	high	The Besht performs physical gestures and issues commands at the table that simultaneously and supernaturally guide a distant person in danger, constituting direct magical remote intervention.	False	high	The Besht uses clairvoyant/miraculous vision to save people, which is supernatural but not magic/sorcery by witches or forbidden practices.	DISAGREE
Khal-Hasidim_0099	ethics-and-emotions:fear	ethics-and-emotions	high	The rabbi is explicitly described as 'נתבהל מאוד' (greatly alarmed/frightened) upon realizing the Besht knew his hidden secret, a clear depiction of fear as a central emotional response driving the story's turning point.	True	medium	The Rabbi Avraham Abba is described as 'נתבהל מאוד' (greatly alarmed/frightened) upon realizing the Besht's supernatural knowledge of hidden things, which constitutes fear of the tzaddik.	AGREE
Khal-Hasidim_0099	ethics-and-emotions:pride	ethics-and-emotions	high	The story centrally depicts the pride of the prominent Parnass Avraham Abba, who convenes an assembly to challenge the Besht's legitimacy on the grounds that an am ha'aretz cannot possess Ruach HaKodesh — an act of social and scholarly hubris that the Besht deflates by exposing the Parnass's own forgotten prayer, leaving him shaken and humbled.	False	medium	The story tests the Besht's powers and shows the leader's skepticism, but pride/arrogance as a moral failing is not explicitly thematized.	DISAGREE
Khal-Hasidim_0099	ethics-and-emotions:virtues	ethics-and-emotions	medium	The story centrally depicts the Besht's truthfulness and moral courage in speaking uncomfortable truths before a powerful assembly, and the rabbi's intellectual honesty in revising his judgment — both are substantive portrayals of virtue, though the dominant theme is the Besht's supernatural perception (ruach hakodesh) rather than virtue per se.	False	medium	Story showcases the Besht's clairvoyance/ruach hakodesh and exposes sin, rather than illustrating a general virtue.	DISAGREE
Khal-Hasidim_0099	folkloristics:story_type_prognostication	folkloristics	high	The Besht explicitly predicts that the rabbi will forget Ya'aleh VeYavo a second time, and the narrator confirms this came true — a clear, central act of prognostication.	True	medium	The Besht predicts the rabbi will forget ya'aleh ve-yavo again even if he re-prays, and it comes true — a fulfilled prediction, though embedded in a broader test-of-clairvoyance narrative.	AGREE
Khal-Hasidim_0099	folkloristics:story_type_rapprochement	folkloristics	high	The story enacts a classic rapprochement arc: a skeptical communal leader (the parnas) who publicly challenges the Besht's legitimacy is so struck by the Besht's clairvoyant disclosure of his private failure that he immediately resolves to follow the Besht and seek closer acquaintance, ending with the Besht's pointed exposure of him at the inn — a full movement from antagonism to pursuit of proximity.	True	high	The skeptical parnas Rabbi Avraham Abba, doubting the Besht is more than an am ha'aretz, is progressively convinced by the Besht's demonstrations of hidden knowledge—a classic rapprochement arc.	AGREE
Khal-Hasidim_0099	knowledge:esoteric	knowledge	high	The story's central demonstration is the Besht's 'ידיעתו מה שבסתר' (knowledge of hidden/secret things) — he supernaturally perceives the rabbi's concealed liturgical failure and discerns a demonic spirit (בעל ארמית) attached to the inn bed, both instances of esoteric/hidden spiritual knowledge that the narrative explicitly foregrounds.	False	high	Story depicts the Besht's ruach hakodesh / clairvoyant knowledge of hidden sins, not esoteric kabbalistic doctrine or initiate-only mystical teachings.	DISAGREE
Khal-Hasidim_0099	social:conflict	social	high	The story centers on an overt institutional confrontation: the Council of Four Lands summons the Besht before its leaders, who formally challenge his legitimacy as a spiritual figure, constituting direct social conflict between communal authority and the Besht.	True	high	The story centers on a confrontational assembly challenging the Baal Shem Tov's legitimacy, accusing him of being an ignoramus, and testing him.	AGREE
Khal-Hasidim_0099	supernatural:prognostication	supernatural	high	The Besht explicitly predicts that the rabbi will forget Ya'aleh ve-Yavo a second time even if he repeats his prayer, and the narrator confirms this came true — a clear act of supernatural foreknowledge.	True	high	The Besht predicts that Reb Abba will forget ya'aleh ve-yavo again even if he repeats the prayer, which then comes true.	AGREE
Khal-Hasidim_0100	ethics-and-emotions:charity	ethics-and-emotions	medium	Adel gives shoes to a very poor student (Nachum of Chernobyl) whose shoe broke during dancing — an act of giving to the needy that is central to the plot, though it is structured as an exchange (shoes for a blessing) rather than unconditional charity.	False	medium	Adel gives shoes in exchange for a blessing for a son — a transaction/vow, not alms to the poor as charity.	DISAGREE
Khal-Hasidim_0102	characters-and-roles:hidden_righteous	characters-and-roles	high	The mysterious forest-dweller 'יונה' operates anonymously, is unknown to all merchants, and is revealed by the Besht at the end as 'יונה בן אמתי' — a hidden righteous figure known only to the Besht, a classic nistar motif.	True	high	The mysterious forest host 'Yonah' who buys the merchandise is revealed by the Besht to be the prophet Jonah ben Amittai living as a hidden tzaddik.	AGREE
Khal-Hasidim_0102	ethics-and-emotions:anger	ethics-and-emotions	medium	The text explicitly states 'וירגז מאד עליו' (he was very angry at him) when the merchant sees his wagon driver has brought the wagon and goods to the mysterious host's house without permission, making anger a directly depicted moment, though brief and incidental to the story's main arc.	False	high	No depiction of anger; the man feels distress and regret about his son but no character is portrayed as angry.	DISAGREE
Khal-Hasidim_0102	ethics-and-emotions:joy	ethics-and-emotions	high	The story explicitly depicts joy in multiple moments: the Shabbat host welcomes the guest 'בשמחה גדולה' (with great joy), the Shabbat meals bring gladness ('וייטב לבם'), and the merchant departs 'בשמחה וטוב לבב' (with joy and good heart) after his troubles are resolved and his son is transformed.	False	high	While there are brief mentions of 'simcha' (joy at Shabbat reception, joyful return home), joy is not a central depicted theme—the story focuses on the Besht's miraculous prescience and the encounter with Jonah the prophet.	DISAGREE
Khal-Hasidim_0102	ethics-and-emotions:sadness	ethics-and-emotions	high	The story explicitly depicts the father's profound grief and regret over his wild son — 'ויקץ בחייו ממש' (he was utterly disgusted with life), 'ויספר לו מצרת לבו' (he poured out his heart's anguish), and the declaration that death would be better than the son's life — making sadness a central, sustained emotional theme.	False	high	Story is about childlessness, a mysterious Besht miracle, and trade; no thematic focus on sadness/melancholy as a spiritual problem.	DISAGREE
Khal-Hasidim_0102	ethics-and-emotions:virtues	ethics-and-emotions	high	The story centrally depicts multiple virtues in action: the mysterious host's exemplary hospitality (providing Shabbat garments, food, lodging to a stranger), the loyal friendship of the merchant's companion who urges and accompanies him to the Besht, and Yonah's scrupulous honesty in tracking down the merchant to repay his debt in full.	False	medium	Story centers on faith in the Baal Shem Tov's miraculous foresight and a hidden tzaddik encounter, not on illustrating a general virtue.	DISAGREE
Khal-Hasidim_0102	supernatural:communicating_with_the_invisible	supernatural	high	The merchant unknowingly spends Shabbat with a mysterious host who is revealed by the Besht to be the biblical prophet Jonah ben Amitai (a deceased/otherworldly figure), constituting a direct encounter and exchange of greetings with an invisible/supernatural being.	False	medium	The Besht reveals hidden knowledge and the man encounters the prophet Jonah, but there is no depicted dialogue with an angel, soul, or heavenly voice — Jonah appears as a tangible host/merchant rather than as an invisible being communicated with.	DISAGREE
Khal-Hasidim_0102	supernatural:magic	supernatural	high	The story depicts multiple magical episodes: the Besht's prescriptions supernaturally transforming a wild, unruly son into a devout Torah scholar, a mysterious forest dwelling appearing with miraculous Shabbat abundance, and a commerce miracle resolved by a figure revealed to be the biblical prophet Jonah ben Amitai — a supernatural intermediary acting in the world.	False	high	The story depicts the Baal Shem Tov's prophetic guidance and an encounter with the soul of Jonah the prophet — Jewish mystical/saintly powers, not forbidden magic or sorcery.	DISAGREE
Khal-Hasidim_0102	supernatural:miracle	supernatural	high	The story depicts multiple overt miracles: a son born to a childless couple following the Besht's blessing, the hostile nobleman spontaneously granting the lease exactly as predicted, a mysterious Shabbat house appearing in the forest with miraculous hospitality, and the wild son transforming into a Torah scholar — all culminating in the revelation that the mysterious merchant 'Yona' is the biblical prophet Jonah ben Amitai.	True	high	The Besht prophesies a childless man will receive a son within a year and the son is born as foretold — a discrete miracle with clear before/after for the recipient.	AGREE
Khal-Hasidim_0102	supernatural:perception	supernatural	high	The Besht supernaturally perceives and identifies the mysterious host 'Yonah' as the biblical prophet Jonah ben Amitai (יונה בן אמתי), a knowledge inaccessible by normal means, demonstrating classic supernatural perception/recognition of a hidden spiritual identity.	True	high	The Baal Shem Tov predicts childbirth, foretells the son's transformation, and identifies the mysterious host as the prophet Jonah ben Amittai — clear supernatural knowledge/perception.	AGREE
Khal-Hasidim_0102	times:birth	times	high	The birth of a son to a previously childless man is a central plot element: the Besht explicitly promises 'תלד אשתך בן זכר' and the wife indeed gives birth ('ילדה אשתו בן זכר'), driving the entire narrative.	True	high	The story depicts the birth of a son to the previously childless wealthy man, fulfilling the Besht's promise.	AGREE
Khal-Hasidim_0103	times:holidays	times	high	The story is explicitly set over Shabbat (ביום ו׳ עש״ק, שבת קודש), with the Besht praying Mincha, Maariv, Shacharit, and Musaf there — Shabbat is central to the plot, not incidental.	False	high	Story takes place on a regular Shabbat, not a Jewish holiday.	DISAGREE
Khal-Hasidim_0104	social:inter_hasidic	social	high	The story directly depicts a social interaction between two named Hasidic figures — the narrator-rebbe and R. Nachman of Horodenka — including one praising the other in his presence and the narrator's critical commentary on R. Nachman's spiritual conduct.	True	high	Story features one Hasidic rebbe (likely R. Mordechai of Chernobyl or similar) praising and discussing R. Nachman of Horodenka, depicting interaction/relationship between Hasidic masters.	AGREE
Khal-Hasidim_0105	knowledge:practical_kabbalah	knowledge	high	The story centrally depicts the Besht reading a spiritual mark of sin inscribed on a person's forehead and performing a soul-ascent (עליות נשמה) to heavenly palaces (היכלות) to investigate and argue the case — classic practical-kabbalistic operations.	True	high	The Besht performs a soul-ascent through heavenly chambers (heikhalot) to investigate a mystical mark on a man's forehead and argue with Maimonides in the upper world to remove it — concrete mystical action effecting real-world results.	AGREE
Khal-Hasidim_0105	social:relations_with_sinners	social	high	The story centers on the Besht's relationship with a man who had sinned (transgressing a vow in a way halachically equivalent to adultery), depicting the rabbi's initial distancing from and ultimate reconciliation with this sinner.	False	medium	The story concerns a Hasid whose hidden sin (transgressing a vow, treated as adultery per Rambam) is detected and resolved through heavenly adjudication; it does not depict the tzaddik's social engagement with sinners as a theme.	DISAGREE
Khal-Hasidim_0107	supernatural:communicating_with_the_invisible	supernatural	medium	The Besht explicitly tells Moharan that he 'had to deal with' the דונצעס (harmful spirits/demons) Moharan sent against him — implying direct engagement with invisible supernatural entities — though the actual interaction is reported rather than depicted in scene.	False	high	The story depicts the Besht and R. Nachman traveling and miraculously obtaining fish, but no communication with angels, souls, or heavenly voices occurs.	DISAGREE
Khal-Hasidim_0110	folkloristics:story_type_protection	folkloristics	medium	The climax of the story centers on supernatural protection of the Besht from a sword attack — the nobleman's arm is stayed/withered — making divine protection of the tsadik a central narrative element, even though the framing story is a healing quest.	True	high	The Besht protects himself (and by extension the household) from a hostile nobleman wielding a sword by transferring the attacker's strength into the paralyzed woman's arms, simultaneously healing her and disabling the threat.	AGREE
Khal-Hasidim_0111	characters-and-roles:tavern_keeper	characters-and-roles	medium	"The father is depicted drinking from a large vessel beneath whiskey barrels ('שותה י""ש מכלי גדול העומד תחת חביות') and went to bring whiskey into the premises, strongly implying he is a tavern keeper or inn-cellar operator, though the role is shown through action rather than explicit title."	False	high	The father delivers liquor to a tavern/establishment but no tavern keeper character is depicted or discussed.	DISAGREE
Khal-Hasidim_0111	ethics-and-emotions:fear	ethics-and-emotions	medium	The man's heart is explicitly startled/alarmed ('נתפעם לבו') when summoned and he cannot bring himself to refuse out of awe, and the Besht's warning that deviation from penance will cost him his life introduces a concrete fear of divine punishment — though fear is secondary to the central themes of sin and repentance.	False	medium	The man is initially unsettled ('נתפעם לבו') when summoned by the Besht, but this is a brief hesitation rather than a depicted experience of fear of God or the tzaddik as a theme.	DISAGREE
Khal-Hasidim_0111	ethics-and-emotions:lying	ethics-and-emotions	high	The man explicitly denies having sinned when confronted by the Besht — the text uses the word כמכחש (like one who denies/lies) — making lying a direct and central element of the story.	True	medium	The man initially denies/dissembles ('כמכחש') when the Baal Shem Tov confronts him about the sin.	AGREE
Khal-Hasidim_0111	ethics-and-emotions:prohibitions	ethics-and-emotions	high	The story's central dramatic event is a man striking his father — an explicit severe prohibition (חובל באביו) — which the Besht names directly as 'עבירה גדולה,' triggering confession, penance, and a warning about consequences for non-compliance.	True	high	The story centers on the prohibition against striking one's father (a severe transgression), the Baal Shem Tov identifying the sin, prescribed teshuva, and the man's failure to complete it.	AGREE
Khal-Hasidim_0111	ethics-and-emotions:sadness	ethics-and-emotions	high	The man weeps bitterly (בכה בבכיה רבה) upon being confronted with the truth of striking his father, depicting genuine sadness and remorse.	False	high	Story is about a son striking his father and the prescribed repentance; sadness/melancholy is not depicted.	DISAGREE
Khal-Hasidim_0111	ethics-and-emotions:shame	ethics-and-emotions	high	The man initially denies striking his father, then upon being confronted with the truth by the Besht weeps bitterly and begs for penance — a clear depiction of shame triggered by exposure of a grave transgression.	False	medium	The story centers on a son striking his father and his failed repentance; while shameful behavior occurs, the text does not depict an explicit shaming (בושה) of a character.	DISAGREE
Khal-Hasidim_0111	ethics-and-emotions:virtues	ethics-and-emotions	medium	The story depicts genuine virtuous acts — the man's remorse, tearful confession, and willing acceptance of a penitential regimen — even though the dominant narrative arc concerns sin (striking one's father) and the fatal consequences of abandoning teshuvah.	False	medium	The story centers on a specific sin (striking a father) and prescribed repentance/teshuvah, not on illustrating a general virtue.	DISAGREE
Khal-Hasidim_0111	experience:revelation	experience	medium	The Besht supernaturally perceives a stranger's hidden sin (striking his father) with no natural means of knowing — a classic ruach ha-kodesh revelatory moment — though the story's primary focus is on the teshuvah episode and its consequences rather than the revelation itself.	True	high	The Baal Shem Tov supernaturally discerns the man's hidden sin of striking his father, a clear instance of mystical revelation (giluy).	AGREE
Khal-Hasidim_0111	folkloristics:story_type_prognostication	folkloristics	high	The Besht explicitly warns the man that if he deviates from the prescribed repentance regimen he will not live out the year — a central prognostication that is then fulfilled when the man abandons repentance and indeed dies before the year ends.	True	high	The Besht warns that if the man breaks his teshuvah he will not live out the year; the prediction comes true when he abandons it and dies within the year.	AGREE
