story_id	tag	old_source	opus_applies	opus_confidence	verdict	opus_reasoning
Adat-Zadikim_0008	supernatural:pregnancy	propagated	False	high	REJECT	Story is about the Besht, a former bishop's repentance, and storytelling; no miraculous pregnancy or conception.
Khal-Hasidim_0001	supernatural:pregnancy	propagated	True	high	CONFIRM	Elderly childless couple conceive the Besht after Elijah's promise of a son who will illuminate Israel — a miraculous/supernatural conception.
Khal-Hasidim_0002	supernatural:pregnancy	propagated	False	high	REJECT	No miraculous pregnancy or conception via blessing appears in the story.
Khal-Hasidim_0092	supernatural:pregnancy	propagated	True	high	CONFIRM	The Baal Shem Tov instructs R. Yechiel Michel with a whispered remedy enabling his wife's difficult childbirth and the birth of a son — supernatural intervention in pregnancy/birth.
Shivhei-Habesht_0002	supernatural:pregnancy	propagated	False	high	REJECT	No miraculous conception or pregnancy depicted in this story.
Adat-Zadikim_0003	supernatural:prognostication	propagated	True	high	CONFIRM	The Besht swears/predicts that the childless guest's wife will bear a son, a future event foretold by the tzaddik.
Adat-Zadikim_0004	supernatural:prognostication	propagated	True	high	CONFIRM	The Besht predicts he will arrive in Berlin by Shabbat and that the infant will live—both predictions come true.
Adat-Zadikim_0013	supernatural:prognostication	propagated	False	high	REJECT	The rabbi reveals a past sin via a dead witness; no prediction of a future event.
Adat-Zadikim_0014	supernatural:prognostication	propagated	False	high	REJECT	The Maharsha reassures the man he won't die, but the story centers on a posthumous lawsuit, not a prediction of a future event coming true.
Adat-Zadikim_0015	supernatural:prognostication	propagated	True	high	CONFIRM	The Rebbe of Lublin predicts the man will find his former betrothed at the Balta fair, which comes true.
Adat-Zadikim_0023	supernatural:prognostication	propagated	False	high	REJECT	No prediction of a future event by a tzaddik; story is about humility and Elijah's revelation, not prognostication.
Khal-Hasidim_0035	supernatural:prognostication	propagated	True	high	CONFIRM	The Baal Shem Tov predicts deaths, a new heretical book's publication, and the fate of the rabbi's wife and adversaries—all of which come true.
Khal-Hasidim_0061	supernatural:prognostication	propagated	True	high	CONFIRM	The Besht predicts she will bear a son, and predicts the father will lose his money — both come true.
Khal-Hasidim_0073	supernatural:prognostication	propagated	False	medium	REJECT	Besht perceives a present illness telepathically and heals it; no prediction of a future event.
Khal-Hasidim_0115	supernatural:prognostication	propagated	True	medium	CONFIRM	The Baal Shem Tov reveals/predicts the gevir's fate (no burial unless he appeases the dead man's family), framing future consequences, though the core is more revelation of past gilgul than future prediction.
Khal-Hasidim_0117	supernatural:prognostication	propagated	True	high	CONFIRM	The Besht predicts the officer will arrive within two hours to take the woman and that she will die if she doesn't repent—future events implied/confirmed.
Khal-Hasidim_0138	supernatural:prognostication	propagated	True	high	CONFIRM	The Besht predicts to R. Gershon in prison that he will leave that very day, which comes true.
Khal-Hasidim_0170	supernatural:prognostication	propagated	False	high	REJECT	The tzaddik sends emissaries to have a man decree the plague's end; this is decree/intercession, not prediction of a future event.
Khal-Hasidim_0188	supernatural:prognostication	propagated	False	medium	REJECT	The story shows supernatural knowledge (Rebbe knows tefillin are invalid) but no prediction of a future event coming true.
Khal-Hasidim_0193	supernatural:prognostication	propagated	False	high	REJECT	The story features a tzaddik providing protective instructions and exorcising demons, but no prediction of a future event that comes true.
Khal-Hasidim_0237	supernatural:prognostication	propagated	True	high	CONFIRM	The Maggid of Kozhnitz and Seer of Lublin predict the man will have sons, and the prediction is fulfilled.
Khal-Hasidim_0242	supernatural:prognostication	propagated	False	high	REJECT	The rabbi summons a dead man to testify and exposes adultery; no prediction of a future event.
Khal-Hasidim_0253	supernatural:prognostication	propagated	False	high	REJECT	No prediction of a future event is made in the story.
Khal-Kdoshim_0001	supernatural:prognostication	propagated	True	high	CONFIRM	The tzaddik foresees by holy spirit that the young man is fated to die during the festival and sends him home to prevent it.
Maase-Zadikim_0008	supernatural:prognostication	propagated	False	high	REJECT	The story is a parable about serving God; no character predicts a future event that comes true.
Mifalot-HaZadikim_0027	supernatural:prognostication	propagated	False	high	REJECT	No prediction of a future event; story involves hidden tzaddik and atonement, not prognostication.
Peer-MiKdoshim_0001	supernatural:prognostication	propagated	True	high	CONFIRM	The Besht reveals to the wealthy man hidden past-life information and warns of his post-mortem fate unless he appeases the victim's family—prophetic/revelatory knowledge, though more retrocognition than future prediction; the warning about being denied burial is a conditional future prediction.
Peer-MiKdoshim_0005	supernatural:prognostication	propagated	False	medium	REJECT	The tzaddik reassures and prays but doesn't make a specific prediction of a future event that comes true; he initially errs in approving the match.
Peer-MiKdoshim_0006	supernatural:prognostication	propagated	True	high	CONFIRM	The Besht predicts that the Kasnitin-Yashan boy will apostatize and instructs the emissaries accordingly; this prediction is borne out when they find him with an idol.
Peer-MiKdoshim_0009	supernatural:prognostication	propagated	True	high	CONFIRM	The tzaddik R. Shimshon Wiener predicts the get and match are invalid/won't come to pass, and his prediction is borne out when the husband appears and the fraud is exposed.
Peer-MiKdoshim_0016	supernatural:prognostication	propagated	False	high	REJECT	No character predicts a future event; the story turns on providence and a hidden treasure, not prognostication.
Shivhei-Harav_0014	supernatural:prognostication	propagated	False	high	REJECT	No prediction of a future event that comes true is depicted.
Shivhei-Harav_0018	supernatural:prognostication	propagated	True	high	CONFIRM	The Rebbe swears on his tefillin that the French will suffer defeat in Moscow, which then comes true.
Sipurei-Zadikim_0011	supernatural:prognostication	propagated	False	medium	REJECT	Visions direct Israel to seek certain figures, but no tzaddik predicts a specific future event that then comes true.
Khal-Hasidim_0045	supernatural:reincarnation	propagated	True	high	CONFIRM	The Besht explicitly tells R. David that a soul of 70 years, belonging to his soul-root, was waiting in the village to be rectified through his prayer — a clear gilgul motif central to the plot.
Khal-Hasidim_0157	supernatural:reincarnation	propagated	False	high	REJECT	Soul leaves and returns to the same body (near-death/heavenly court vision), not transmigration into another body.
Adat-Zadikim_0015	times:birth	propagated	False	high	REJECT	Story is about a childless man seeking children; no actual birth is depicted, only the promise.
Adat-Zadikim_0023	times:birth	propagated	False	high	REJECT	No birth event is depicted; the story concerns marriage, humility, and Elijah's revelation.
Khal-Hasidim_0002	times:birth	propagated	False	high	REJECT	No birth event is depicted in the story.
Khal-Hasidim_0061	times:birth	propagated	True	high	CONFIRM	The story depicts the miraculous birth of a son (R. David) to R. Shmeril's wife through the Besht's blessing.
Khal-Hasidim_0115	times:birth	propagated	False	high	REJECT	No birth event depicted; story concerns debts, reincarnation, and death.
Khal-Hasidim_0126	times:birth	propagated	False	high	REJECT	No birth event is depicted; story concerns a wedding, robbery, and illness.
Khal-Hasidim_0167	times:birth	propagated	False	high	REJECT	No birth event is depicted in the story.
Khal-Hasidim_0170	times:birth	propagated	False	high	REJECT	No birth event is depicted in the story.
Khal-Hasidim_0193	times:birth	propagated	False	high	REJECT	No birth event depicted; story concerns demonic affliction and rescue by the tzaddik.
Khal-Hasidim_0217	times:birth	propagated	False	high	REJECT	No birth event is depicted in the story.
Khal-Hasidim_0222	times:birth	propagated	False	high	REJECT	No birth event is depicted in the story.
Khal-Hasidim_0237	times:birth	propagated	False	high	REJECT	Story is about seeking to have children via appeasement; no birth event is actually depicted, only promised.
Khal-Hasidim_0253	times:birth	propagated	False	high	REJECT	No birth event depicted.
Maase-Zadikim_0015	times:birth	propagated	False	high	REJECT	No birth event is depicted in the story.
Mifalot-HaZadikim_0027	times:birth	propagated	False	high	REJECT	No birth event is depicted in the story.
Peer-MiKdoshim_0001	times:birth	propagated	False	high	REJECT	No birth event is depicted; reincarnation is mentioned but no actual birth scene.
Peer-MiKdoshim_0005	times:birth	propagated	False	high	REJECT	No birth event is depicted; the story concerns a young man's near-sacrifice and rescue.
Peer-MiKdoshim_0006	times:birth	propagated	False	high	REJECT	No birth event is depicted; the story concerns betrothal, robbery, miraculous rescue, and fulfillment of a vow.
Peer-MiKdoshim_0009	times:birth	propagated	False	high	REJECT	No birth event is depicted; the story concerns a fraudulent get and marriage.
Peer-MiKdoshim_0015	times:birth	propagated	False	high	REJECT	No birth event is depicted in the story.
Peer-MiKdoshim_0016	times:birth	propagated	False	high	REJECT	No birth event is depicted in the story.
Shivhei-Habesht_0002	times:birth	propagated	False	high	REJECT	No birth event is depicted in the story.
Shivhei-Habesht_0043	times:birth	propagated	False	high	REJECT	No birth event is depicted; the story concerns marriage, dreams, and death.
Shivhei-Habesht_0184	times:birth	propagated	True	high	CONFIRM	The story depicts the miraculous birth of a son to the previously childless couple following the Besht's blessing.
Shivhei-Harav_0019	times:birth	propagated	False	high	REJECT	No birth event is depicted; the story mentions childhood encounters and death, but not an actual birth scene.
Sipurei-Zadikim_0004	times:birth	propagated	False	high	REJECT	No birth event is depicted; story concerns a matchmaking miracle.
Sipurei-Zadikim_0010	times:birth	propagated	False	high	REJECT	Story is about an agunah reuniting with her husband; no birth event depicted.
Adat-Zadikim_0013	times:death	propagated	True	high	CONFIRM	The story features a dead man (who died a year prior) summoned to testify, explicitly referencing his death.
Adat-Zadikim_0015	times:death	propagated	True	high	CONFIRM	The former fiancée is stated to have died 15 years earlier (her brother buried her), and she appears posthumously — a death is depicted in the story.
Khal-Hasidim_0001	times:death	propagated	True	high	CONFIRM	The story depicts the death of the Besht's father (and the deaths of the sorcerer and condemned men in the ship).
Khal-Hasidim_0034	times:death	propagated	True	high	CONFIRM	The story depicts multiple deaths: a gentile found dead, the duke's death, and references the death of R. Chaim of Brod.
Khal-Hasidim_0035	times:death	propagated	True	high	CONFIRM	The story depicts the death of R. Eliezer and the deaths of opponents killed by Ishmaelites.
Khal-Hasidim_0068	times:death	propagated	False	medium	REJECT	The story mentions the Besht is ill before his death but does not depict the death itself as an event.
Khal-Hasidim_0102	times:death	propagated	False	high	REJECT	No death event depicted in the story.
Khal-Hasidim_0115	times:death	propagated	True	high	CONFIRM	Multiple deaths depicted: the man who took the money dies on the road, the poor man dies on the rich man's doorstep, and both friends die in the parable.
Khal-Hasidim_0126	times:death	propagated	True	high	CONFIRM	The story depicts the murder of the merchant's servant/agent (actually the merchant nearly killed; but the scribe/clerk plot results in the wagoner being killed: 'ויכוהו על החומש וימת').
Khal-Hasidim_0167	times:death	propagated	True	high	CONFIRM	The wife of the avrekh dies ('מתה עליו אשתו'), a depicted death event.
Khal-Hasidim_0168	times:death	propagated	True	high	CONFIRM	The story depicts the death of one of R. Meir's sons (the Rabbi of Pinsk states 'בנך אחד כבר מת').
Khal-Hasidim_0170	times:death	propagated	True	high	CONFIRM	The story depicts a plague (חולי רע/מגפה) killing Jews, which constitutes depicted deaths.
Khal-Hasidim_0217	times:death	propagated	True	high	CONFIRM	The death of the elder Potocki is explicitly depicted, triggering the son's inheritance and the plot.
Khal-Hasidim_0222	times:death	propagated	True	high	CONFIRM	The story depicts the death of the baal habayit in the forest and the deaths of his two illegitimate children.
Khal-Hasidim_0237	times:death	propagated	True	high	CONFIRM	The story references the fiancée who died 15 years earlier (brother says he buried her himself), a depicted death within the narrative.
Khal-Hasidim_0253	times:death	propagated	True	high	CONFIRM	"The story explicitly depicts the death of R. Chaim's wife ('ומתה אשתו של הרר""ח'), triggering the subsequent marriage plot."
Maase-Zadikim_0015	times:death	propagated	True	high	CONFIRM	The story depicts the death of the innkeeper in the forest and the killing of his two illegitimate children.
Peer-MiKdoshim_0001	times:death	propagated	True	high	CONFIRM	Multiple deaths depicted: the merchant who took the money died on the road, and the poor man dies on the rich man's doorstep in the inner story.
Peer-MiKdoshim_0005	times:death	propagated	False	medium	REJECT	The severed head speaks of being killed long ago and warns of impending death, but no death event is actually depicted in the story; the boy is rescued before being killed.
Peer-MiKdoshim_0006	times:death	propagated	True	high	CONFIRM	The merchant's servants kill the wagon-driver/beat him to death in the story.
Peer-MiKdoshim_0009	times:death	propagated	False	high	REJECT	The story involves a marital dispute and fraudulent get, but no death is depicted.
Peer-MiKdoshim_0015	times:death	propagated	True	high	CONFIRM	The story explicitly states the old lord Pototzki died and left everything to his son.
Peer-MiKdoshim_0016	times:death	propagated	False	high	REJECT	The story involves a marriage arrangement and miraculous treasure; no death is depicted.
Shivhei-Habesht_0001	times:death	propagated	True	high	CONFIRM	The story depicts the death of the Besht's father and the killing of the sorcerer-werewolf.
Shivhei-Habesht_0072	times:death	propagated	True	high	CONFIRM	Dog drowns and father's death is referenced via reincarnation revelation.
Shivhei-Habesht_0184	times:death	propagated	False	medium	REJECT	The story discusses childlessness, a wayward son's transformation, and a mysterious encounter, but no death is depicted.
Shivhei-Harav_0011	times:death	propagated	True	high	CONFIRM	The story explicitly depicts the assassination of Czar Pavel by seven conspirators.
Shivhei-Harav_0019	times:death	propagated	True	high	CONFIRM	The story explicitly depicts the death/passing of Rabbi Aharon Halevi on Hoshana Rabbah 5589, as well as referencing the prior death of his teacher.
Sipurei-Zadikim_0004	times:death	propagated	True	high	CONFIRM	The story depicts the death of the avrekh's wife ('מתה עליו אשתו').
Sipurei-Zadikim_0010	times:death	propagated	False	high	REJECT	Story involves an agunah reunited with her living husband; no death occurs.
Shivhei-Habesht_0112	times:eschatology	propagated	True	high	CONFIRM	The story extensively depicts Gan Eden (world-to-come), with the soul's placement in paradise and the Besht's power to admit souls there.
Adat-Zadikim_0008	times:holidays	propagated	False	high	REJECT	The holiday referenced is the Christian Easter, not a Jewish holiday; Shabbat scenes appear but Shabbat is not listed as a holiday for this tag.
Adat-Zadikim_0013	times:holidays	propagated	False	high	REJECT	The story takes place around a regular Shabbat, not a Jewish holiday.
Adat-Zadikim_0023	times:holidays	propagated	False	high	REJECT	The story mentions Rosh Chodesh in passing for a feast but is not set on a Jewish holiday.
Khal-Hasidim_0002	times:holidays	propagated	False	high	REJECT	No Jewish holiday is depicted; events occur on regular weekdays/Shabbat transitions but no holiday.
Khal-Hasidim_0035	times:holidays	propagated	True	high	CONFIRM	Story mentions Shemini Atzeret/Simchat Torah insult and Shabbat Bereshit/Noah events as central plot elements.
Khal-Hasidim_0174	times:holidays	propagated	False	high	REJECT	The story concerns R. Shneur Zalman's imprisonment and disputes; no Jewish holiday is depicted (only Shabbat is mentioned, not a holiday).
Khal-Hasidim_0253	times:holidays	propagated	False	high	REJECT	No Jewish holiday is depicted in the story.
Mifalot-HaZadikim_0006	times:holidays	propagated	False	high	REJECT	The story concerns hospitality (hachnasat orchim) and does not take place on any Jewish holiday.
Peer-MiKdoshim_0006	times:holidays	propagated	False	high	REJECT	No Jewish holiday is depicted; Purim is mentioned only as a passing reference to other sections of the book, not as setting.
Shivhei-Habesht_0002	times:holidays	propagated	False	high	REJECT	No Jewish holiday is depicted; the story involves Shabbat fasts but no holiday setting.
Shivhei-Harav_0011	times:holidays	propagated	True	high	CONFIRM	Story explicitly mentions release on 29 Kislev, the fifth night of Chanukah, and references 19 Kislev as a holiday established in commemoration.
Shivhei-Harav_0014	times:holidays	propagated	False	high	REJECT	The story discusses Torah, leadership succession, and disputes; no Jewish holiday is depicted.
Shivhei-Harav_0018	times:holidays	propagated	True	high	CONFIRM	The story explicitly depicts Rosh Hashana of 5572, with the contest of who would blow the shofar first on Rosh Hashana.
Sipurei-Zadikim_0011	times:holidays	propagated	False	high	REJECT	No Jewish holiday is depicted; mentions only Shabbat and weekday events.
Mifalot-HaZadikim_0027	times:inauguration	propagated	False	high	REJECT	Story is about Besht's Shabbat ordeal and atonement, not about installing a tzaddik as rebbe.
Shivhei-Habesht_0004	times:inauguration	propagated	True	high	CONFIRM	The story explicitly depicts the Besht's installation as rebbe: the community and rabbi go out to meet him, seat him on a throne of branches, and 'received him as rebbe over them' (קיבלו אותו לרב עליהם).
Adat-Zadikim_0004	times:shabbat	propagated	True	high	CONFIRM	Story centers on Besht's race to Berlin for a wedding before Shabbat; he stays there over Shabbat before continuing.
Adat-Zadikim_0008	times:shabbat	propagated	True	high	CONFIRM	Shabbat is central: storytelling occurs at the three Shabbat meals and the resolution unfolds across Shabbat into motzaei Shabbat.
Khal-Hasidim_0001	times:shabbat	propagated	False	medium	REJECT	Shabbat is only mentioned incidentally (the father asks permission to rest on Shabbat); the story does not center on Shabbat.
Khal-Hasidim_0002	times:shabbat	propagated	True	high	CONFIRM	Story explicitly involves fasting from Shabbat to Shabbat (הפסקה משבת לשבת) and performing kabbalistic actions on מוצאי שבת קודש.
Khal-Hasidim_0054	times:shabbat	propagated	True	high	CONFIRM	Story occurs on Motza'ei Shabbat and references Shabbat clothing.
Khal-Hasidim_0080	times:shabbat	propagated	True	high	CONFIRM	R' Nachman's death on Shabbat is depicted with kiddush, Shabbat clothes, Shabbat meal, and mincha.
Khal-Hasidim_0162	times:shabbat	propagated	True	high	CONFIRM	Story centers on Rabbi Leib Sarah's erev Shabbat trips to Vienna.
Khal-Hasidim_0193	times:shabbat	propagated	True	medium	CONFIRM	The story mentions the father-in-law being absent on Shabbat and the protagonist smoking a pipe for Motzaei Shabbat when the demonic encounter begins, making Shabbat a contextual element though not the central focus.
Maase-Zadikim_0005	times:shabbat	propagated	False	high	REJECT	Story centers on Passover eve/seder, not Shabbat.
Shivhei-Habesht_0002	times:shabbat	propagated	False	medium	REJECT	Shabbat is mentioned only incidentally (fasting from Shabbat to Shabbat, motzaei Shabbat for kavanot); the story does not center on Shabbat.
Sipurei-Zadikim_0011	times:shabbat	propagated	False	high	REJECT	Shabbat is only incidentally mentioned (he stayed over Shabbat at the Gaon's; bgadi shabbat); story doesn't center on Shabbat.
Shivhei-Habesht_0043	ethics-and-emotions:lying	propagated	False	high	REJECT	No deception by characters; concealing the death from the mother is briefly mentioned but is more protective silence, and the story centers on dreams, matchmaking, and piety rather than lying.
Peer-MiKdoshim_0009	ethics-and-emotions:repentance	propagated	False	high	REJECT	Story depicts a fraudulent get scheme exposed by the tzaddik; no character turns from sin in repentance.
Peer-MiKdoshim_0016	ethics-and-emotions:repentance	propagated	False	high	REJECT	Story depicts faith/trust in God and miraculous matchmaking, not a character turning from sin.
Shivhei-Harav_0016	ethics-and-emotions:repentance	propagated	True	high	CONFIRM	The boy turns back from converting, repenting his sin and choosing death over apostasy.
Sipurei-Zadikim_0004	ethics-and-emotions:repentance	propagated	False	high	REJECT	Story is about a tzaddik arranging a predestined match; no turning from sin is depicted.
Maase-Zadikim_0031	ethics-and-emotions:resisting_temptation	propagated	False	high	REJECT	The story concerns a tzaddik's recognition of another's sin and the lesson of loving Israel; no character actively resists a temptation.
Khal-Hasidim_0140	ethics-and-emotions:sadness	propagated	True	medium	CONFIRM	The story explicitly mentions 'מרה שחורה' (melancholy) as the message sent to the Besht about the sick Maggid, framing it as a condition requiring attention.
Adat-Zadikim_0003	ethics-and-emotions:shame	propagated	False	high	REJECT	No depiction of a character being shamed (בושה); story centers on selfless service, not shame.
Adat-Zadikim_0004	ethics-and-emotions:shame	propagated	False	medium	REJECT	No depiction of a character experiencing shame (בושה); the story centers on miracles, judgment, and a sorcery contest.
Adat-Zadikim_0008	ethics-and-emotions:shame	propagated	False	medium	REJECT	While R' Yaakov experiences humiliation when he cannot recall stories, the central theme is repentance and the power of the Baal Shem Tov; shame is incidental rather than a focal ethical motif.
Adat-Zadikim_0014	ethics-and-emotions:shame	propagated	False	medium	REJECT	Story centers on sin, regret, and posthumous judgment; no explicit shaming (בושה) of a character is depicted.
Adat-Zadikim_0015	ethics-and-emotions:shame	propagated	False	medium	REJECT	No depiction of a character being shamed; the story centers on broken engagement, atonement, and childlessness rather than shame.
Adat-Zadikim_0023	ethics-and-emotions:shame	propagated	False	medium	REJECT	The story emphasizes humility (שפלות) and seeking lowliness, not shame/בושה as a consequence; the false accusation is quickly dismissed without depicting shaming.
Khal-Hasidim_0001	ethics-and-emotions:shame	propagated	False	high	REJECT	No depiction of a character experiencing shame (בושה).
Khal-Hasidim_0004	ethics-and-emotions:shame	propagated	False	high	REJECT	No depiction of a character being shamed.
Khal-Hasidim_0102	ethics-and-emotions:shame	propagated	False	high	REJECT	The story involves childlessness, a transformed son, and a mysterious benefactor, but contains no depiction of shame (בושה) as a theme.
Khal-Hasidim_0115	ethics-and-emotions:shame	propagated	False	medium	REJECT	The story centers on debt, reincarnation, and divine justice; no explicit shaming (בושה) of a character is depicted.
Khal-Hasidim_0117	ethics-and-emotions:shame	propagated	False	medium	REJECT	The story involves sin and repentance but does not explicitly depict shame/בושה as a thematic element.
Khal-Hasidim_0126	ethics-and-emotions:shame	propagated	False	medium	REJECT	The story centers on trust (bitachon) and a vow; while R' David fears embarrassment from his empty house, shame is not a developed theme.
Khal-Hasidim_0138	ethics-and-emotions:shame	propagated	False	high	REJECT	No depiction of shame/בושה; story centers on danger, rescue, and recognition.
Khal-Hasidim_0170	ethics-and-emotions:shame	propagated	False	medium	REJECT	Story features pidyon shvuyim, drunkenness, and decree-power; no explicit shaming (בושה) of a character as a theme.
Khal-Hasidim_0174	ethics-and-emotions:shame	propagated	False	medium	REJECT	Story depicts persecution, denunciation, and imprisonment, but does not center on a character experiencing bushah/shame as a spiritual or social consequence.
Khal-Hasidim_0188	ethics-and-emotions:shame	propagated	True	high	CONFIRM	R. Baruch explicitly invokes shame: 'how are you not ashamed (לא תתביישו) before me,' wearing the Baal Shem Tov's tefillin.
Khal-Hasidim_0239	ethics-and-emotions:shame	propagated	True	high	CONFIRM	The mocker is publicly shamed when the tzaddik reveals his secret oath and rebukes him, causing him to put his mouth in the dust.
Khal-Hasidim_0246	ethics-and-emotions:shame	propagated	True	high	CONFIRM	The woman explicitly invokes shame (שלא יתביישו) as the reason God conceals sins, and the rabbi publicly shames her by calling her 'zonah'.
Khal-Hasidim_0253	ethics-and-emotions:shame	propagated	False	medium	REJECT	The story centers on humility/lowliness (שפלות) and hidden piety, not on a character being shamed (בושה).
Mifalot-HaZadikim_0001	ethics-and-emotions:shame	propagated	False	medium	REJECT	While the word בזיון appears regarding the king's potential loss in the game, no character is depicted as actually shamed as a meaningful plot element.
Mifalot-HaZadikim_0027	ethics-and-emotions:shame	propagated	True	high	CONFIRM	The Baal Shem Tov and disciples are repeatedly shamed, insulted, and humiliated by the hidden tzaddik as a consequence/atonement for failing to protect the orphan servant girl.
Peer-MiKdoshim_0009	ethics-and-emotions:shame	propagated	False	medium	REJECT	While the fraudulent suitor is exposed and struck, the narrative emphasizes deception and divine justice rather than explicitly depicting בושה/shame as a theme.
Shivhei-Habesht_0001	ethics-and-emotions:shame	propagated	False	high	REJECT	No depiction of a character being shamed.
Shivhei-Habesht_0004	ethics-and-emotions:shame	propagated	False	medium	REJECT	No explicit shaming of a character; Rabbi is bewildered/angry but no depiction of bushah.
Shivhei-Habesht_0184	ethics-and-emotions:shame	propagated	False	high	REJECT	No depiction of shame/בושה as a consequence; story centers on childlessness, a wayward son's transformation, and a mysterious merchant (Jonah son of Amittai).
Shivhei-Harav_0011	ethics-and-emotions:shame	propagated	True	medium	CONFIRM	The informer Avigdor is depicted as committing adultery publicly 'בלי בושה' (without shame), and the Vitebsk informer is publicly disgraced ('נתחלל שמו ברבים') as divine punishment.
Shivhei-Harav_0019	ethics-and-emotions:shame	propagated	False	high	REJECT	No depiction of a character being shamed (בושה); story concerns spiritual rescue from demonic forces.
Adat-Zadikim_0004	ethics-and-emotions:virtues	propagated	False	medium	REJECT	The story centers on the Besht's miraculous powers, a vow/oath dispute, and a contest with a sorcerer; no general virtue is illustrated as the story's point.
Adat-Zadikim_0016	ethics-and-emotions:virtues	propagated	True	high	CONFIRM	The story illustrates virtues of repentance, self-sacrifice, and saving a life.
Khal-Hasidim_0001	ethics-and-emotions:virtues	propagated	True	medium	CONFIRM	Story illustrates virtues like faithful service, trust in God, courage, and devotion through Rabbi Eliezer and young Besht.
Khal-Hasidim_0115	ethics-and-emotions:virtues	propagated	False	medium	REJECT	Story centers on reincarnation, debt, and divine justice rather than illustrating a general virtue.
Khal-Hasidim_0162	ethics-and-emotions:virtues	propagated	False	medium	REJECT	Story focuses on the tzaddik's hidden supernatural travels and supporting nistarim, not on illustrating a general virtue.
Khal-Hasidim_0185	ethics-and-emotions:virtues	propagated	False	medium	REJECT	Story centers on a miraculous rescue from apostasy via the Rebbe's spiritual power; while the boy's resistance shows fortitude, the narrative's focus is the Rebbe's miracle, not illustrating a virtue per se.
Khal-Hasidim_0211	ethics-and-emotions:virtues	propagated	True	high	CONFIRM	Story illustrates virtues of humility, devotion, and love of God through R. Zusha's example and his parable about serving the king.
Maase-Zadikim_0001	ethics-and-emotions:virtues	propagated	True	medium	CONFIRM	Story illustrates virtues of faith, Torah devotion in poverty, and acceptance of suffering as tikkun.
Peer-MiKdoshim_0009	ethics-and-emotions:virtues	propagated	False	medium	REJECT	Story centers on deception, a fraudulent get, and the tzaddik's miraculous insight exposing wickedness—not on illustrating a general virtue.
Peer-MiKdoshim_0018	ethics-and-emotions:virtues	propagated	False	medium	REJECT	Story illustrates the tzaddik's miraculous foresight/providing parnasa, not a general virtue.
Shivhei-Habesht_0194	ethics-and-emotions:virtues	propagated	False	medium	REJECT	Story depicts a specific act of charity/tzedakah rather than illustrating a general unspecified virtue.
Adat-Zadikim_0003	experience:dream	propagated	False	high	REJECT	No dream is depicted; revelations come via heavenly proclamations (kruz) and events, not dreams.
Adat-Zadikim_0004	experience:dream	propagated	False	high	REJECT	No dream is depicted; the innkeeper mentions 'we'll see what his dreams will be' as an idiom, but no actual dream occurs.
Adat-Zadikim_0013	experience:dream	propagated	True	high	CONFIRM	The dead man recounts that the woman came to him 'in a night dream' (בחלום לילה) and seduced him, a dream central to the plot.
Adat-Zadikim_0015	experience:dream	propagated	False	high	REJECT	No dream is depicted; the encounter with the deceased fiancée occurs in waking reality, and the brother explicitly asks if it was a dream but the protagonist insists it was not.
Adat-Zadikim_0023	experience:dream	propagated	False	high	REJECT	The story involves Elijah's revelation while awake, not a dream.
Khal-Hasidim_0001	experience:dream	propagated	True	high	CONFIRM	Multiple dreams revealing divine guidance (telling R. Eliezer not to flee, advising the king's battle strategy via dream-question).
Khal-Hasidim_0004	experience:dream	propagated	False	high	REJECT	No dream depicted; the revelation involves a vision of fire/light while awake, not a dream.
Khal-Hasidim_0102	experience:dream	propagated	False	high	REJECT	No dream is depicted; the story involves Baal Shem Tov's prophetic instructions and a mysterious encounter, but no dream scene.
Khal-Hasidim_0115	experience:dream	propagated	False	high	REJECT	No dream is depicted; the story involves reincarnation and a heavenly verdict, not a dream.
Khal-Hasidim_0117	experience:dream	propagated	True	high	CONFIRM	The grandfather appears to the Baal Shem Tov in a dream at the end to express satisfaction, and earlier came from the upper world during the third meal — explicit dream depiction matters to closure.
Khal-Hasidim_0126	experience:dream	propagated	False	high	REJECT	No dream is depicted in the story.
Khal-Hasidim_0138	experience:dream	propagated	False	high	REJECT	No dream is depicted; the story involves visits to a cave, imprisonment, and miraculous rescue, but no dream sequence.
Khal-Hasidim_0170	experience:dream	propagated	False	high	REJECT	No dream is depicted in the story.
Khal-Hasidim_0174	experience:dream	propagated	False	high	REJECT	No dream is depicted in the story.
Khal-Hasidim_0242	experience:dream	propagated	False	high	REJECT	No dream is depicted; the revelation comes via summoning a dead man's spirit, not a dream.
Khal-Hasidim_0253	experience:dream	propagated	False	high	REJECT	No dream is depicted; the story involves Elijah's revelation but not via a dream.
Mifalot-HaZadikim_0001	experience:dream	propagated	False	high	REJECT	No dream is depicted; the story involves recognition and a tzaddik's advice, not a dream.
Mifalot-HaZadikim_0006	experience:dream	propagated	False	high	REJECT	No dream is depicted in the story.
Mifalot-HaZadikim_0027	experience:dream	propagated	False	medium	REJECT	The disciples speculate the Besht might receive revelation in a dream, but no dream is actually depicted.
Peer-MiKdoshim_0001	experience:dream	propagated	False	high	REJECT	No dream is depicted; the story involves reincarnation and revelation by the Besht, not a dream.
Peer-MiKdoshim_0006	experience:dream	propagated	False	high	REJECT	No dream is depicted in the story.
Peer-MiKdoshim_0009	experience:dream	propagated	False	high	REJECT	No dream is depicted; the rabbi's insight comes via ruach hakodesh, not a dream.
