div - xml:id	Edition	unique	Story	full tag	top-tag	sub-tag	women-in-story
	Shivhei-Habesht		Shivhei-Habesht_0105	times:death	times	death	No Women
Shivhei-Habesht_0106	Shivhei-Habesht	Shivhei-Habesht	Shivhei-Habesht_0106	times:eschatology	times	eschatology	No Women
	Shivhei-Habesht		Shivhei-Habesht_0106	characters-and-roles:messiah	characters-and-roles	messiah	No Women
Shivhei-Habesht_0107	Shivhei-Habesht	Shivhei-Habesht	Shivhei-Habesht_0107	times:death	times	death	No Women
	Shivhei-Habesht		Shivhei-Habesht_0107	supernatural:reincarnation	supernatural	reincarnation	No Women
	Shivhei-Habesht		Shivhei-Habesht_0107	folkloristics:story_type_death_of_the_tsaddik	folkloristics	story_type_death_of_the_tsaddik	No Women
Shivhei-Habesht_0108	Shivhei-Habesht	Shivhei-Habesht	Shivhei-Habesht_0108	supernatural:perception	supernatural	perception	No Women
	Shivhei-Habesht		Shivhei-Habesht_0108	ethics-and-emotions:prohibitions	ethics-and-emotions	prohibitions	No Women
Shivhei-Habesht_0109	Shivhei-Habesht	Shivhei-Habesht	Shivhei-Habesht_0109	supernatural:perception	supernatural	perception	No Women
	Shivhei-Habesht		Shivhei-Habesht_0109	ethics-and-emotions:prohibitions	ethics-and-emotions	prohibitions	No Women
Shivhei-Habesht_0110	Shivhei-Habesht	Shivhei-Habesht	Shivhei-Habesht_0110	practice:business_advice	practice	business_advice	No Women
	Shivhei-Habesht		Shivhei-Habesht_0110	supernatural:prognostication	supernatural	prognostication	No Women
	Shivhei-Habesht		Shivhei-Habesht_0110	social-relations:with_non_jews	social-relations	with_non_jews	No Women
	Shivhei-Habesht		Shivhei-Habesht_0110	social-relations:with_the_authorities	social-relations	with_the_authorities	No Women
	Shivhei-Habesht		Shivhei-Habesht_0110	supernatural:perception	supernatural	perception	No Women
	Shivhei-Habesht		Shivhei-Habesht_0110	social-relations:disobedience	social-relations	disobedience	No Women
	Shivhei-Habesht		Shivhei-Habesht_0110	ethics-and-emotions:fear	ethics-and-emotions	fear	No Women
	Shivhei-Habesht		Shivhei-Habesht_0110	practice:travel_to_the_tsaddik	practice	travel_to_the_tsaddik	No Women
	Shivhei-Habesht		Shivhei-Habesht_0110	practice:tvilah	practice	tvilah	No Women
Shivhei-Habesht_0111	Shivhei-Habesht	Shivhei-Habesht	Shivhei-Habesht_0111	folkloristics:story_type_prognostication	folkloristics	story_type_prognostication	No Women
	Shivhei-Habesht		Shivhei-Habesht_0111	supernatural:prognostication	supernatural	prognostication	No Women
	Shivhei-Habesht		Shivhei-Habesht_0111	practice:study	practice	study	No Women
	Shivhei-Habesht		Shivhei-Habesht_0111	social-relations:conflict	social-relations	conflict	No Women
Shivhei-Habesht_0112	Shivhei-Habesht	Shivhei-Habesht	Shivhei-Habesht_0112	folkloristics:story_type_rapprochement	folkloristics	story_type_rapprochement	No Women
	Shivhei-Habesht		Shivhei-Habesht_0112	folkloristics:story_type_advent	folkloristics	story_type_advent	No Women
	Shivhei-Habesht		Shivhei-Habesht_0112	knowledge:esoteric	knowledge	esoteric	No Women
	Shivhei-Habesht		Shivhei-Habesht_0112	knowledge:practical_kabbalah	knowledge	practical_kabbalah	No Women
	Shivhei-Habesht		Shivhei-Habesht_0112	characters-and-roles:baal_shem	characters-and-roles	baal_shem	No Women
	Shivhei-Habesht		Shivhei-Habesht_0112	practice:sermon	practice	sermon	No Women
	Shivhei-Habesht		Shivhei-Habesht_0112	supernatural:conversing_with_the_dead	supernatural	conversing_with_the_dead	No Women
	Shivhei-Habesht		Shivhei-Habesht_0112	supernatural:prognostication	supernatural	prognostication	No Women
	Shivhei-Habesht		Shivhei-Habesht_0112	spaces:heaven	spaces	heaven	No Women
	Shivhei-Habesht		Shivhei-Habesht_0112	social-relations:retrospective_recognition	social-relations	retrospective_recognition	No Women
	Shivhei-Habesht		Shivhei-Habesht_0112	experience:journey_to_heaven	experience	journey_to_heaven	No Women
	Shivhei-Habesht		Shivhei-Habesht_0112	social-relations:disobedience	social-relations	disobedience	No Women
Shivhei-Habesht_0113	Shivhei-Habesht	Shivhei-Habesht	Shivhei-Habesht_0113	folkloristics:story_type_rapprochement	folkloristics	story_type_rapprochement	No Women
	Shivhei-Habesht		Shivhei-Habesht_0113	social-relations:with_non_hasidim	social-relations	with_non_hasidim	No Women
	Shivhei-Habesht		Shivhei-Habesht_0113	social-relations:retrospective_recognition	social-relations	retrospective_recognition	No Women
	Shivhei-Habesht		Shivhei-Habesht_0113	experience:dream	experience	dream	No Women
	Shivhei-Habesht		Shivhei-Habesht_0113	practice:study	practice	study	No Women
	Shivhei-Habesht		Shivhei-Habesht_0113	spaces:heaven	spaces	heaven	No Women
Shivhei-Habesht_0114	Shivhei-Habesht	Shivhei-Habesht	Shivhei-Habesht_0114	folkloristics:story_type_prognostication	folkloristics	story_type_prognostication	No Women
	Shivhei-Habesht		Shivhei-Habesht_0114	supernatural:prognostication	supernatural	prognostication	No Women
Shivhei-Habesht_0115	Shivhei-Habesht	Shivhei-Habesht	Shivhei-Habesht_0115	supernatural:prognostication	supernatural	prognostication	No Women
	Shivhei-Habesht		Shivhei-Habesht_0115	folkloristics:story_type_prognostication	folkloristics	story_type_prognostication	No Women
Shivhei-Habesht_0116	Shivhei-Habesht	Shivhei-Habesht	Shivhei-Habesht_0116	supernatural:prognostication	supernatural	prognostication	No Women
	Shivhei-Habesht		Shivhei-Habesht_0116	folkloristics:story_type_prognostication	folkloristics	story_type_prognostication	No Women
	Shivhei-Habesht		Shivhei-Habesht_0116	supernatural:conversing_with_the_dead	supernatural	conversing_with_the_dead	No Women
Shivhei-Habesht_0117	Shivhei-Habesht	Shivhei-Habesht	Shivhei-Habesht_0117	ethics-and-emotions:repentance	ethics-and-emotions	repentance	No Women
	Shivhei-Habesht		Shivhei-Habesht_0117	practice:healing	practice	healing	No Women
Shivhei-Habesht_0118	Shivhei-Habesht	Shivhei-Habesht	Shivhei-Habesht_0118	supernatural:perception	supernatural	perception	No Women
	Shivhei-Habesht		Shivhei-Habesht_0118	ethics-and-emotions:prohibitions	ethics-and-emotions	prohibitions	No Women
Shivhei-Habesht_0119	Shivhei-Habesht	Shivhei-Habesht	Shivhei-Habesht_0119	knowledge:esoteric	knowledge	esoteric	No Women
	Shivhei-Habesht		Shivhei-Habesht_0119	social-relations:inter_hasidic_master_disciple_relationship	social-relations	inter_hasidic_master_disciple_relationship	No Women
	Shivhei-Habesht		Shivhei-Habesht_0119	supernatural:demons	supernatural	demons	No Women
	Shivhei-Habesht		Shivhei-Habesht_0119	ethics-and-emotions:prohibition_to_write	ethics-and-emotions	prohibition_to_write	No Women
	Shivhei-Habesht		Shivhei-Habesht_0119	supernatural:communicating_with_the_invisible	supernatural	communicating_with_the_invisible	No Women
Shivhei-Habesht_0120	Shivhei-Habesht	Shivhei-Habesht	Shivhei-Habesht_0120	characters-and-roles:the_family_of_the_tsaddik	characters-and-roles	the_family_of_the_tsaddik	No Women
	Shivhei-Habesht		Shivhei-Habesht_0120	ethics-and-emotions:charity	ethics-and-emotions	charity	No Women
Shivhei-Habesht_0121	Shivhei-Habesht	Shivhei-Habesht	Shivhei-Habesht_0121	ethics-and-emotions:charity	ethics-and-emotions	charity	No Women
Shivhei-Habesht_0122	Shivhei-Habesht	Shivhei-Habesht	Shivhei-Habesht_0122	ethics-and-emotions:virtues_poverty	ethics-and-emotions	virtues_poverty	Yes
	Shivhei-Habesht		Shivhei-Habesht_0122	ethics-and-emotions:charity	ethics-and-emotions	charity	Yes
	Shivhei-Habesht		Shivhei-Habesht_0122	characters-and-roles:tsaddik_wife	characters-and-roles	tsaddik_wife	Yes
	Shivhei-Habesht		Shivhei-Habesht_0122	Women in Story	women	Women in Story	Yes
	Shivhei-Habesht		Shivhei-Habesht_0122	characters-and-roles:the_family_of_the_tsaddik	characters-and-roles	the_family_of_the_tsaddik	Yes
	Shivhei-Habesht		Shivhei-Habesht_0122	supernatural:perception	supernatural	perception	Yes
Shivhei-Habesht_0123	Shivhei-Habesht	Shivhei-Habesht	Shivhei-Habesht_0123	social-relations:inter_hasidic_master_disciple_relationship	social-relations	inter_hasidic_master_disciple_relationship	Yes
	Shivhei-Habesht		Shivhei-Habesht_0123	folkloristics:story_type_rapprochement	folkloristics	story_type_rapprochement	Yes
	Shivhei-Habesht		Shivhei-Habesht_0123	supernatural:demons	supernatural	demons	Yes
	Shivhei-Habesht		Shivhei-Habesht_0123	social-relations:with_non_hasidim	social-relations	with_non_hasidim	Yes
	Shivhei-Habesht		Shivhei-Habesht_0123	supernatural:communicating_with_the_invisible	supernatural	communicating_with_the_invisible	Yes
	Shivhei-Habesht		Shivhei-Habesht_0123	supernatural:magic	supernatural	magic	Yes
	Shivhei-Habesht		Shivhei-Habesht_0123	characters-and-roles:witch	characters-and-roles	witch	Yes
	Shivhei-Habesht		Shivhei-Habesht_0123	characters-and-roles:the_family_of_the_tsaddik	characters-and-roles	the_family_of_the_tsaddik	Yes
	Shivhei-Habesht		Shivhei-Habesht_0123	Women in Story	women	Women in Story	Yes
	Shivhei-Habesht		Shivhei-Habesht_0123	ethics-and-emotions:fear	ethics-and-emotions	fear	Yes
	Shivhei-Habesht		Shivhei-Habesht_0123	practice:protection	practice	protection	Yes
Shivhei-Habesht_0124	Shivhei-Habesht	Shivhei-Habesht	Shivhei-Habesht_0124	characters-and-roles:the_family_of_the_tsaddik	characters-and-roles	the_family_of_the_tsaddik	No Women
	Shivhei-Habesht		Shivhei-Habesht_0124	folkloristics:story_type_ joke	folkloristics	story_type_ joke	No Women
	Shivhei-Habesht		Shivhei-Habesht_0124	ethics-and-emotions:fear	ethics-and-emotions	fear	No Women
	Shivhei-Habesht		Shivhei-Habesht_0124	practice:failure	practice	failure	No Women
Shivhei-Habesht_0125	Shivhei-Habesht	Shivhei-Habesht	Shivhei-Habesht_0125	social-relations:inter_hasidic_master_disciple_relationship	social-relations	inter_hasidic_master_disciple_relationship	No Women
	Shivhei-Habesht		Shivhei-Habesht_0125	supernatural:demons	supernatural	demons	No Women
	Shivhei-Habesht		Shivhei-Habesht_0125	supernatural:perception	supernatural	perception	No Women
	Shivhei-Habesht		Shivhei-Habesht_0125	ethics-and-emotions:fear	ethics-and-emotions	fear	No Women
	Shivhei-Habesht		Shivhei-Habesht_0125	ethics-and-emotions:shame	ethics-and-emotions	shame	No Women
Shivhei-Habesht_0126	Shivhei-Habesht	Shivhei-Habesht	Shivhei-Habesht_0126	supernatural:perception	supernatural	perception	No Women
	Shivhei-Habesht		Shivhei-Habesht_0126	ethics-and-emotions:anger	ethics-and-emotions	anger	No Women
	Shivhei-Habesht		Shivhei-Habesht_0126	characters-and-roles:preacher	characters-and-roles	preacher	No Women
	Shivhei-Habesht		Shivhei-Habesht_0126	ethics-and-emotions:prohibitions	ethics-and-emotions	prohibitions	No Women
Shivhei-Habesht_0127	Shivhei-Habesht	Shivhei-Habesht	Shivhei-Habesht_0127	practice:storytelling	practice	storytelling	No Women
	Shivhei-Habesht		Shivhei-Habesht_0127	spaces:heaven	spaces	heaven	No Women
	Shivhei-Habesht		Shivhei-Habesht_0127	spaces:hell	spaces	hell	No Women
	Shivhei-Habesht		Shivhei-Habesht_0127	social-relations:with_non_jews	social-relations	with_non_jews	No Women
	Shivhei-Habesht		Shivhei-Habesht_0127	experience:dream	experience	dream	No Women
	Shivhei-Habesht		Shivhei-Habesht_0127	experience:visions	experience	visions	No Women
	Shivhei-Habesht		Shivhei-Habesht_0127	times:shabbat	times	shabbat	No Women
	Shivhei-Habesht		Shivhei-Habesht_0127	practice:protection	practice	protection	No Women
Shivhei-Habesht_0128	Shivhei-Habesht	Shivhei-Habesht	Shivhei-Habesht_0128	folkloristics:story_type_protection	folkloristics	story_type_protection	No Women
	Shivhei-Habesht		Shivhei-Habesht_0128	practice:protection	practice	protection	No Women
	Shivhei-Habesht		Shivhei-Habesht_0128	social-relations:with_non_jews_hostility_against_jews	social-relations	with_non_jews_hostility_against_jews	No Women
	Shivhei-Habesht		Shivhei-Habesht_0128	social-relations:with_non_jews	social-relations	with_non_jews	No Women
	Shivhei-Habesht		Shivhei-Habesht_0128	supernatural:perception	supernatural	perception	No Women
Shivhei-Habesht_0129	Shivhei-Habesht	Shivhei-Habesht	Shivhei-Habesht_0129	social-relations:with_non_jews_hostility_against_jews	social-relations	with_non_jews_hostility_against_jews	No Women
	Shivhei-Habesht		Shivhei-Habesht_0129	social-relations:with_non_jews	social-relations	with_non_jews	No Women
	Shivhei-Habesht		Shivhei-Habesht_0129	supernatural:perception	supernatural	perception	No Women
	Shivhei-Habesht		Shivhei-Habesht_0129	supernatural:demons	supernatural	demons	No Women
Shivhei-Habesht_0130	Shivhei-Habesht	Shivhei-Habesht	Shivhei-Habesht_0130	social-relations:inter_hasidic_master_disciple_relationship	social-relations	inter_hasidic_master_disciple_relationship	No Women
	Shivhei-Habesht		Shivhei-Habesht_0130	times:death	times	death	No Women
	Shivhei-Habesht		Shivhei-Habesht_0130	social-relations:inter_hasidic_inheritance_of_leadership	social-relations	inter_hasidic_inheritance_of_leadership	No Women
Shivhei-Habesht_0131	Shivhei-Habesht	Shivhei-Habesht	Shivhei-Habesht_0131	times:eschatology	times	eschatology	No Women
	Shivhei-Habesht		Shivhei-Habesht_0131	spaces:the_land_of_israel	spaces	the_land_of_israel	No Women
	Shivhei-Habesht		Shivhei-Habesht_0131	characters-and-roles:messiah	characters-and-roles	messiah	No Women
	Shivhei-Habesht		Shivhei-Habesht_0131	times:death	times	death	No Women
Shivhei-Habesht_0132	Shivhei-Habesht	Shivhei-Habesht	Shivhei-Habesht_0132	supernatural:pregnancy	supernatural	pregnancy	No Women
	Shivhei-Habesht		Shivhei-Habesht_0132	ethics-and-emotions:adultery	ethics-and-emotions	adultery	No Women
	Shivhei-Habesht		Shivhei-Habesht_0132	supernatural:perception	supernatural	perception	No Women
	Shivhei-Habesht		Shivhei-Habesht_0132	ethics-and-emotions:prohibitions	ethics-and-emotions	prohibitions	No Women
Shivhei-Habesht_0133	Shivhei-Habesht	Shivhei-Habesht	Shivhei-Habesht_0133	social-relations:with_non_jews	social-relations	with_non_jews	No Women
	Shivhei-Habesht		Shivhei-Habesht_0133	social-relations:with_non_jews_hostility_against_jews	social-relations	with_non_jews_hostility_against_jews	No Women
	Shivhei-Habesht		Shivhei-Habesht_0133	supernatural:conversing_with_the_dead	supernatural	conversing_with_the_dead	No Women
	Shivhei-Habesht		Shivhei-Habesht_0133	characters-and-roles:the_family_of_the_tsaddik	characters-and-roles	the_family_of_the_tsaddik	No Women
	Shivhei-Habesht		Shivhei-Habesht_0133	times:holidays	times	holidays	No Women
	Shivhei-Habesht		Shivhei-Habesht_0133	times:historical_event	times	historical_event	No Women
	Shivhei-Habesht		Shivhei-Habesht_0133	experience:dream	experience	dream	No Women
	Shivhei-Habesht		Shivhei-Habesht_0133	halakhah:prayer	halakhah	prayer	No Women
	Shivhei-Habesht		Shivhei-Habesht_0133	practice:protection	practice	protection	No Women
	Shivhei-Habesht		Shivhei-Habesht_0133	ethics-and-emotions:Joy	ethics-and-emotions	Joy	No Women
Shivhei-Habesht_0134	Shivhei-Habesht	Shivhei-Habesht	Shivhei-Habesht_0134	practice:lifesaving	practice	lifesaving	No Women
	Shivhei-Habesht		Shivhei-Habesht_0134	halakhah:tefillin	halakhah	tefillin	No Women
	Shivhei-Habesht		Shivhei-Habesht_0134	supernatural:conversing_with_the_dead	supernatural	conversing_with_the_dead	No Women
	Shivhei-Habesht		Shivhei-Habesht_0134	experience:revelation	experience	revelation	No Women
	Shivhei-Habesht		Shivhei-Habesht_0134	practice:protection	practice	protection	No Women
Shivhei-Habesht_0135	Shivhei-Habesht	Shivhei-Habesht	Shivhei-Habesht_0135	times:shabbat	times	shabbat	No Women
	Shivhei-Habesht		Shivhei-Habesht_0135	practice:sermon	practice	sermon	No Women
	Shivhei-Habesht		Shivhei-Habesht_0135	ethics-and-emotions:sadness	ethics-and-emotions	sadness	No Women
	Shivhei-Habesht		Shivhei-Habesht_0135	ethics-and-emotions:anger	ethics-and-emotions	anger	No Women
	Shivhei-Habesht		Shivhei-Habesht_0135	ethics-and-emotions:shame	ethics-and-emotions	shame	No Women
	Shivhei-Habesht		Shivhei-Habesht_0135	social-relations:inter_hasidic_master_disciple_relationship	social-relations	inter_hasidic_master_disciple_relationship	No Women
	Shivhei-Habesht		Shivhei-Habesht_0135	social-relations:competition	social-relations	competition	No Women
	Shivhei-Habesht		Shivhei-Habesht_0135	ethics-and-emotions:punishment	ethics-and-emotions	punishment	No Women
	Shivhei-Habesht		Shivhei-Habesht_0135	practice:study	practice	study	No Women
	Shivhei-Habesht		Shivhei-Habesht_0135	knowledge:esoteric	knowledge	esoteric	No Women
	Shivhei-Habesht		Shivhei-Habesht_0135	practice:smoking	practice	smoking	No Women
	Shivhei-Habesht		Shivhei-Habesht_0135	ethics-and-emotions:prohibitions	ethics-and-emotions	prohibitions	No Women
	Shivhei-Habesht		Shivhei-Habesht_0135	ethics-and-emotions:repentance	ethics-and-emotions	repentance	No Women
Shivhei-Habesht_0136	Shivhei-Habesht	Shivhei-Habesht	Shivhei-Habesht_0136	supernatural:prognostication	supernatural	prognostication	No Women
	Shivhei-Habesht		Shivhei-Habesht_0136	times:historical_event	times	historical_event	No Women
	Shivhei-Habesht		Shivhei-Habesht_0136	folkloristics:story_type_protection	folkloristics	story_type_protection	No Women
	Shivhei-Habesht		Shivhei-Habesht_0136	practice:protection	practice	protection	No Women
	Shivhei-Habesht		Shivhei-Habesht_0136	social-relations:with_non_jews	social-relations	with_non_jews	No Women
	Shivhei-Habesht		Shivhei-Habesht_0136	halakhah:prayer	halakhah	prayer	No Women
	Shivhei-Habesht		Shivhei-Habesht_0136	supernatural:angels	supernatural	angels	No Women
	Shivhei-Habesht		Shivhei-Habesht_0136	supernatural:perception	supernatural	perception	No Women
Shivhei-Habesht_0137	Shivhei-Habesht	Shivhei-Habesht	Shivhei-Habesht_0137	supernatural:perception	supernatural	perception	No Women
	Shivhei-Habesht		Shivhei-Habesht_0137	ethics-and-emotions:prohibitions	ethics-and-emotions	prohibitions	No Women
Shivhei-Habesht_0138	Shivhei-Habesht	Shivhei-Habesht	Shivhei-Habesht_0138	ethics-and-emotions:charity	ethics-and-emotions	charity	No Women
	Shivhei-Habesht		Shivhei-Habesht_0138	ethics-and-emotions:virtues_poverty	ethics-and-emotions	virtues_poverty	No Women
	Shivhei-Habesht		Shivhei-Habesht_0138	ethics-and-emotions:virtues	ethics-and-emotions	virtues	No Women
	Shivhei-Habesht		Shivhei-Habesht_0138	supernatural:perception	supernatural	perception	No Women
	Shivhei-Habesht		Shivhei-Habesht_0138	supernatural:prognostication	supernatural	prognostication	No Women
	Shivhei-Habesht		Shivhei-Habesht_0138	practice:storytelling	practice	storytelling	No Women
Shivhei-Habesht_0139	Shivhei-Habesht	Shivhei-Habesht	Shivhei-Habesht_0139	characters-and-roles:ritual_slaughterer	characters-and-roles	ritual_slaughterer	No Women
	Shivhei-Habesht		Shivhei-Habesht_0139	social-relations:converts_and_conversion	social-relations	converts_and_conversion	No Women
	Shivhei-Habesht		Shivhei-Habesht_0139	halakhah:kosher_slaughtering	halakhah	kosher_slaughtering	No Women
	Shivhei-Habesht		Shivhei-Habesht_0139	supernatural:perception	supernatural	perception	No Women
Shivhei-Habesht_0140	Shivhei-Habesht	Shivhei-Habesht	Shivhei-Habesht_0140	halakhah:kosher_slaughtering	halakhah	kosher_slaughtering	Yes
	Shivhei-Habesht		Shivhei-Habesht_0140	characters-and-roles:ritual_slaughterer	characters-and-roles	ritual_slaughterer	Yes
	Shivhei-Habesht		Shivhei-Habesht_0140	Women in Story	women	Women in Story	Yes
Shivhei-Habesht_0141	Shivhei-Habesht	Shivhei-Habesht	Shivhei-Habesht_0141	supernatural:perception	supernatural	perception	No Women
	Shivhei-Habesht		Shivhei-Habesht_0141	times:death	times	death	No Women
Shivhei-Habesht_0142	Shivhei-Habesht	Shivhei-Habesht	Shivhei-Habesht_0142	social-relations:with_the_authorities	social-relations	with_the_authorities	No Women
	Shivhei-Habesht		Shivhei-Habesht_0142	social-relations:with_non_jews	social-relations	with_non_jews	No Women
	Shivhei-Habesht		Shivhei-Habesht_0142	supernatural:magic	supernatural	magic	No Women
	Shivhei-Habesht		Shivhei-Habesht_0142	ethics-and-emotions:anger	ethics-and-emotions	anger	No Women
Shivhei-Habesht_0143	Shivhei-Habesht	Shivhei-Habesht	Shivhei-Habesht_0143	supernatural:perception	supernatural	perception	No Women
	Shivhei-Habesht		Shivhei-Habesht_0143	times:death	times	death	No Women
Shivhei-Habesht_0144	Shivhei-Habesht	Shivhei-Habesht	Shivhei-Habesht_0144	ethics-and-emotions:punishment	ethics-and-emotions	punishment	Yes
	Shivhei-Habesht		Shivhei-Habesht_0144	social-relations:with_non_hasidim	social-relations	with_non_hasidim	Yes
	Shivhei-Habesht		Shivhei-Habesht_0144	times:shabbat	times	shabbat	Yes
	Shivhei-Habesht		Shivhei-Habesht_0144	halakhah:prayer	halakhah	prayer	Yes
	Shivhei-Habesht		Shivhei-Habesht_0144	Women in Story	women	Women in Story	Yes
	Shivhei-Habesht		Shivhei-Habesht_0144	supernatural:magic	supernatural	magic	Yes
Shivhei-Habesht_0145	Shivhei-Habesht	Shivhei-Habesht	Shivhei-Habesht_0145	social-relations:disobedience	social-relations	disobedience	No Women
	Shivhei-Habesht		Shivhei-Habesht_0145	supernatural:prognostication	supernatural	prognostication	No Women
	Shivhei-Habesht		Shivhei-Habesht_0145	ethics-and-emotions:punishment	ethics-and-emotions	punishment	No Women
	Shivhei-Habesht		Shivhei-Habesht_0145	times:holidays	times	holidays	No Women
Shivhei-Habesht_0146	Shivhei-Habesht	Shivhei-Habesht	Shivhei-Habesht_0146	Women in Story	women	Women in Story	Yes
	Shivhei-Habesht		Shivhei-Habesht_0146	halakhah:circumcision	halakhah	circumcision	Yes
	Shivhei-Habesht		Shivhei-Habesht_0146	supernatural:perception	supernatural	perception	Yes
Shivhei-Habesht_0147	Shivhei-Habesht	Shivhei-Habesht	Shivhei-Habesht_0147	social-relations:inter_hasidic_master_disciple_relationship	social-relations	inter_hasidic_master_disciple_relationship	No Women
	Shivhei-Habesht		Shivhei-Habesht_0147	times:shabbat	times	shabbat	No Women
	Shivhei-Habesht		Shivhei-Habesht_0147	supernatural:magic	supernatural	magic	No Women
	Shivhei-Habesht		Shivhei-Habesht_0147	halakhah:prayer	halakhah	prayer	No Women
	Shivhei-Habesht		Shivhei-Habesht_0147	kabbalah:kabbalistic_terms_kavvanot	kabbalah	kabbalistic_terms_kavvanot	No Women
	Shivhei-Habesht		Shivhei-Habesht_0147	practice:meditation	practice	meditation	No Women
	Shivhei-Habesht		Shivhei-Habesht_0147	supernatural:perception	supernatural	perception	No Women
	Shivhei-Habesht		Shivhei-Habesht_0147	practice:protection	practice	protection	No Women
Shivhei-Habesht_0148	Shivhei-Habesht	Shivhei-Habesht	Shivhei-Habesht_0148	supernatural:perception	supernatural	perception	No Women
Shivhei-Habesht_0149	Shivhei-Habesht	Shivhei-Habesht	Shivhei-Habesht_0149	practice:asceticism	practice	asceticism	No Women
	Shivhei-Habesht		Shivhei-Habesht_0149	spaces:mikveh	spaces	mikveh	No Women
	Shivhei-Habesht		Shivhei-Habesht_0149	practice:tvilah	practice	tvilah	No Women
	Shivhei-Habesht		Shivhei-Habesht_0149	practice:writing_amulets	practice	writing_amulets	No Women
	Shivhei-Habesht		Shivhei-Habesht_0149	supernatural:perception	supernatural	perception	No Women
Shivhei-Habesht_0150	Shivhei-Habesht	Shivhei-Habesht	Shivhei-Habesht_0150	social-relations:inter_hasidic_master_disciple_relationship	social-relations	inter_hasidic_master_disciple_relationship	No Women
	Shivhei-Habesht		Shivhei-Habesht_0150	supernatural:perception	supernatural	perception	No Women
Shivhei-Habesht_0151	Shivhei-Habesht	Shivhei-Habesht	Shivhei-Habesht_0151	supernatural:perception	supernatural	perception	No Women
	Shivhei-Habesht		Shivhei-Habesht_0151	ethics-and-emotions:prohibitions	ethics-and-emotions	prohibitions	No Women
Shivhei-Habesht_0152	Shivhei-Habesht	Shivhei-Habesht	Shivhei-Habesht_0152	social-relations:inter_hasidic_master_disciple_relationship	social-relations	inter_hasidic_master_disciple_relationship	No Women
	Shivhei-Habesht		Shivhei-Habesht_0152	supernatural:conversing_with_the_dead	supernatural	conversing_with_the_dead	No Women
	Shivhei-Habesht		Shivhei-Habesht_0152	experience:visions	experience	visions	No Women
	Shivhei-Habesht		Shivhei-Habesht_0152	practice:study	practice	study	No Women
	Shivhei-Habesht		Shivhei-Habesht_0152	times:death	times	death	No Women
	Shivhei-Habesht		Shivhei-Habesht_0152	ethics-and-emotions:shame	ethics-and-emotions	shame	No Women
	Shivhei-Habesht		Shivhei-Habesht_0152	spaces:heaven	spaces	heaven	No Women
	Shivhei-Habesht		Shivhei-Habesht_0152	ethics-and-emotions:repentance	ethics-and-emotions	repentance	No Women
	Shivhei-Habesht		Shivhei-Habesht_0152	experience:revelation	experience	revelation	No Women
	Shivhei-Habesht		Shivhei-Habesht_0152	supernatural:perception	supernatural	perception	No Women
Shivhei-Habesht_0153	Shivhei-Habesht	Shivhei-Habesht	Shivhei-Habesht_0153	supernatural:angels	supernatural	angels	No Women
	Shivhei-Habesht		Shivhei-Habesht_0153	experience:revelation	experience	revelation	No Women
Shivhei-Habesht_0154	Shivhei-Habesht	Shivhei-Habesht	Shivhei-Habesht_0154	Women in Story	women	Women in Story	Yes
	Shivhei-Habesht		Shivhei-Habesht_0154	social-relations:with_non_jews_hostility_against_jews	social-relations	with_non_jews_hostility_against_jews	Yes
	Shivhei-Habesht		Shivhei-Habesht_0154	supernatural:perception	supernatural	perception	Yes
Shivhei-Habesht_0155	Shivhei-Habesht	Shivhei-Habesht	Shivhei-Habesht_0155	times:shabbat	times	shabbat	No Women
	Shivhei-Habesht		Shivhei-Habesht_0155	spaces:the_land_of_israel	spaces	the_land_of_israel	No Women
	Shivhei-Habesht		Shivhei-Habesht_0155	halakhah:prayer	halakhah	prayer	No Women
	Shivhei-Habesht		Shivhei-Habesht_0155	supernatural:perception	supernatural	perception	No Women
Shivhei-Habesht_0156	Shivhei-Habesht	Shivhei-Habesht	Shivhei-Habesht_0156	practice:storytelling	practice	storytelling	No Women
Shivhei-Habesht_0157	Shivhei-Habesht	Shivhei-Habesht	Shivhei-Habesht_0157	supernatural:angels	supernatural	angels	Yes
	Shivhei-Habesht		Shivhei-Habesht_0157	supernatural:demons	supernatural	demons	Yes
	Shivhei-Habesht		Shivhei-Habesht_0157	Women in Story	women	Women in Story	Yes
	Shivhei-Habesht		Shivhei-Habesht_0157	supernatural:communicating_with_the_invisible	supernatural	communicating_with_the_invisible	Yes
	Shivhei-Habesht		Shivhei-Habesht_0157	practice:protection	practice	protection	Yes
Shivhei-Habesht_0158	Shivhei-Habesht	Shivhei-Habesht	Shivhei-Habesht_0158	social-relations:disobedience	social-relations	disobedience	No Women
	Shivhei-Habesht		Shivhei-Habesht_0158	ethics-and-emotions:punishment	ethics-and-emotions	punishment	No Women
	Shivhei-Habesht		Shivhei-Habesht_0158	ethics-and-emotions:prohibitions	ethics-and-emotions	prohibitions	No Women
Shivhei-Habesht_0159	Shivhei-Habesht	Shivhei-Habesht	Shivhei-Habesht_0159	supernatural:prognostication	supernatural	prognostication	No Women
	Shivhei-Habesht		Shivhei-Habesht_0159	folkloristics:story_type_prognostication	folkloristics	story_type_prognostication	No Women
Shivhei-Habesht_0160	Shivhei-Habesht	Shivhei-Habesht	Shivhei-Habesht_0160	practice:failure	practice	failure	No Women
	Shivhei-Habesht		Shivhei-Habesht_0160	social-relations:conflict	social-relations	conflict	No Women
