"action"	"text"	"original_label"	"corrected_label"	"start"	"end"	"source_file"	"context_before"	"context_after"	"context_containing"
"removed"	"ה"	"ORG"	""	"2430"	"2431"	"Seva-Ratzon.xml"	"יתרפא כדי שיכידו
					המשפחות זא״ז וא״כ אפוא מה לי לטרוח כביכול לברא יד מחדש הלא
					יכול לרפאות אותו היד בעצמו לכן איעצך כשתבא לביתך תקח פרורי
					לחם דגן ותשרה במים ותמגן עם חמאה טפל או תבשל"	"חמאה שלא
					יהי׳ מלוח ועשה רטי׳ ותניח כך כל הלילה ולא תרגיש היסורים ובבוקר
					תעשה רטי׳ חדשה ותניח שנית ויתרפא היד וכשתעשה פעם ג׳ לאיה
					שום רושם ולא יהי' ניכר כל אם הי׳ לך שום כאב ואח״כ תלך"	"הצטרכו"
"removed"	"ה"	"ORG"	""	"2450"	"2451"	"Seva-Ratzon.xml"	"זא״ז וא״כ אפוא מה לי לטרוח כביכול לברא יד מחדש הלא
					יכול לרפאות אותו היד בעצמו לכן איעצך כשתבא לביתך תקח פרורי
					לחם דגן ותשרה במים ותמגן עם חמאה טפל או תבשל החמאה שלא
					י"	"י׳ מלוח ועשה רטי׳ ותניח כך כל הלילה ולא תרגיש היסורים ובבוקר
					תעשה רטי׳ חדשה ותניח שנית ויתרפא היד וכשתעשה פעם ג׳ לאיה
					שום רושם ולא יהי' ניכר כל אם הי׳ לך שום כאב ואח״כ תלך לפלים
					להראות"	"שיהי׳"
"added"	"קשאנוב"	""	"GPE"	"2784"	"2790"	"Seva-Ratzon.xml"	"כי נרפא היד וישאלהו הרב היית בפלעם ויענהו הקצב רצית
					מקודם לבשר את רבינו שי׳ ויאמר לו הרב תיסע מהרה לפלעם כך
					שיבוש ויכלם ואחר כך אמר לו תדע כי אני לא פעלתי מאומו
					רק רבינו אשר הי׳ לי ב"	"הוא הבטחני אשר כל היוצא מפי יק
					הש״י והוא הי׳ לו כח זה מהה""ק רבי ר׳ אלימלך ז""ל והוא הי׳ לו בחזו
				
				
					מהה""ק ר׳ בעריש מאושפצין
				
				
					מהרב המגיד הק׳ רבי ר׳ בער מ והוא הי׳ לו כח"	"בקשאנוב"
"added"	"אושפצין"	""	"GPE"	"2922"	"2929"	"Seva-Ratzon.xml"	"אמר לו תדע כי אני לא פעלתי מאומו
					רק רבינו אשר הי׳ לי בקשאנוב הוא הבטחני אשר כל היוצא מפי יק
					הש״י והוא הי׳ לו כח זה מהה""ק רבי ר׳ אלימלך ז""ל והוא הי׳ לו בחזו
				
				
					מהה""ק ר׳ בעריש מ"	"מהרב המגיד הק׳ רבי ר׳ בער מ והוא הי׳ לו כח זה מהמעזריטשבעש״ט
					הוא פעל שתלמידיו יוכלו ג״כ לפעול פעולות כמוהו וגם תלמידי תלמידיו
					עד ביאת המשיח:
				
				
					והנה מקום יש"	"מאושפצין"
"added"	"המגיד"	""	"PER"	"2950"	"2955"	"Seva-Ratzon.xml"	"מאומו
					רק רבינו אשר הי׳ לי בקשאנוב הוא הבטחני אשר כל היוצא מפי יק
					הש״י והוא הי׳ לו כח זה מהה""ק רבי ר׳ אלימלך ז""ל והוא הי׳ לו בחזו
				
				
					מהה""ק ר׳ בעריש מאושפצין
				
				
					מהרב"	"הק׳ רבי ר׳ בער מ והוא הי׳ לו כח זה מהמעזריטשבעש״ט
					הוא פעל שתלמידיו יוכלו ג״כ לפעול פעולות כמוהו וגם תלמידי תלמידיו
					עד ביאת המשיח:
				
				
					והנה מקום יש בפרייסין ושמו אלטברויען והי׳"	""
"removed"	"בער ממעזריטש"	"PER"	""	"2967"	"2979"	"Seva-Ratzon.xml"	"אשר הי׳ לי בקשאנוב הוא הבטחני אשר כל היוצא מפי יק
					הש״י והוא הי׳ לו כח זה מהה""ק רבי ר׳ אלימלך ז""ל והוא הי׳ לו בחזו
				
				
					מהה""ק ר׳ בעריש מאושפצין
				
				
					מהרב המגיד הק׳ רבי ר׳"	"י׳ לו כח זה מהמעזריטשבעש״ט
					הוא פעל שתלמידיו יוכלו ג״כ לפעול פעולות כמוהו וגם תלמידי תלמידיו
					עד ביאת המשיח:
				
				
					והנה מקום יש בפרייסין ושמו אלטברויען והי׳ יומא דשוקא ויבא"	"בער מ והוא הי׳"
"added"	"בער"	""	"PER"	"2967"	"2970"	"Seva-Ratzon.xml"	"ואחר כך אמר לו תדע כי אני לא פעלתי מאומו
					רק רבינו אשר הי׳ לי בקשאנוב הוא הבטחני אשר כל היוצא מפי יק
					הש״י והוא הי׳ לו כח זה מהה""ק רבי ר׳ אלימלך ז""ל והוא הי׳ לו בחזו
				
				
					מהה""ק ר׳"	"יש מאושפצין
				
				
					מהרב המגיד הק׳ רבי ר׳ בער מ והוא הי׳ לו כח זה מהמעזריטשבעש״ט
					הוא פעל שתלמידיו יוכלו ג״כ לפעול פעולות כמוהו וגם תלמידי תלמידיו
					עד ביאת המשיח:
				
				
					והנה"	""
"added"	"הבעש״ט"	""	"PER"	"2999"	"3005"	"Seva-Ratzon.xml"	"הרב ר׳ מיכלי הי' תלמוד לנדל
					א׳ מבראד ושמו הי׳ יצחק וכשנעשה בן ח״י שנים אמר ר׳ מיכלי חילוקים
					נפלאים ורבו לא הי' בעל רוה""ק ממילא לא ידע שתלמידו בזה המדרינה
					אף מר אמו כידו בי תלמידי"	"כי אביו הה״ק ר׳ יצחקים
					 אמר עליו הדראהביטשרבעש״ט כי באמת הי׳ שרף ולית דין בר נש רק
					במלאך ורבו הנ""ל רצה להתפאר א״ש בתלמידו ר״מ וכבד אותו לדרוש
					בביהכנ״ס איזה חילוה לפני הלומדים להראות"	"מהמעזריטשבעש״ט"
"removed"	"בעש"	"GPE"	""	"3000"	"3003"	"Seva-Ratzon.xml"	"אשר כל היוצא מפי יק
					הש״י והוא הי׳ לו כח זה מהה""ק רבי ר׳ אלימלך ז""ל והוא הי׳ לו בחזו
				
				
					מהה""ק ר׳ בעריש מאושפצין
				
				
					מהרב המגיד הק׳ רבי ר׳ בער מ והוא הי׳ לו כח זה מהמעזריטש"	"״ט
					הוא פעל שתלמידיו יוכלו ג״כ לפעול פעולות כמוהו וגם תלמידי תלמידיו
					עד ביאת המשיח:
				
				
					והנה מקום יש בפרייסין ושמו אלטברויען והי׳ יומא דשוקא ויבא הקצב
					הנ״ל גם בתוך הבאים"	"מהמעזריטשבעש״ט"
"reclassified"	"פרייסין"	"PER"	"GPE"	"3125"	"3132"	"Seva-Ratzon.xml"	"המגיד הק׳ רבי ר׳ בער מ והוא הי׳ לו כח זה מהמעזריטשבעש״ט
					הוא פעל שתלמידיו יוכלו ג״כ לפעול פעולות כמוהו וגם תלמידי תלמידיו
					עד ביאת המשיח:
				
				
					והנה מקום יש ב"	"ושמו אלטברויען והי׳ יומא דשוקא ויבא הקצב
					הנ״ל גם בתוך הבאים לקנות בהמות וירא כי איזה נגידים יחד
					עומדים ונגיד א׳ ושמו ר׳ מיכל בראווער בוכה לפניהם ויכמרו רחמיו
					של הקצב כי הכירו מכבר"	"בפרייסין"
"removed"	"שמו אלטברויען"	"PER"	""	"3134"	"3147"	"Seva-Ratzon.xml"	"מהרב המגיד הק׳ רבי ר׳ בער מ והוא הי׳ לו כח זה מהמעזריטשבעש״ט
					הוא פעל שתלמידיו יוכלו ג״כ לפעול פעולות כמוהו וגם תלמידי תלמידיו
					עד ביאת המשיח:
				
				
					והנה מקום יש בפרייסין ו"	"והי׳ יומא דשוקא ויבא הקצב
					הנ״ל גם בתוך הבאים לקנות בהמות וירא כי איזה נגידים יחד
					עומדים ונגיד א׳ ושמו ר׳ מיכל בראווער בוכה לפניהם ויכמרו רחמיו
					של הקצב כי הכירו מכבר לנגיד וקצין"	"ושמו אלטברויען"
"added"	"אלטברויען"	""	"GPE"	"3138"	"3147"	"Seva-Ratzon.xml"	"המגיד הק׳ רבי ר׳ בער מ והוא הי׳ לו כח זה מהמעזריטשבעש״ט
					הוא פעל שתלמידיו יוכלו ג״כ לפעול פעולות כמוהו וגם תלמידי תלמידיו
					עד ביאת המשיח:
				
				
					והנה מקום יש בפרייסין ושמו"	"והי׳ יומא דשוקא ויבא הקצב
					הנ״ל גם בתוך הבאים לקנות בהמות וירא כי איזה נגידים יחד
					עומדים ונגיד א׳ ושמו ר׳ מיכל בראווער בוכה לפניהם ויכמרו רחמיו
					של הקצב כי הכירו מכבר לנגיד וקצין"	""
"removed"	"ב"	"PER"	""	"3276"	"3277"	"Seva-Ratzon.xml"	"לפלעם כך
					שיבוש ויכלם ואחר כך אמר לו תדע כי אני לא פעלתי מאומו
					רק רבינו אשר הי׳ לי בקשאנוב הוא הבטחני אשר כל היוצא מפי יק
					הש״י והוא הי׳ לו כח זה מהה""ק רבי ר׳ אלימלך ז""ל והוא הי׳ לו"	"חזו
				
				
					מהה""ק ר׳ בעריש מאושפצין
				
				
					מהרב המגיד הק׳ רבי ר׳ בער מ והוא הי׳ לו כח זה מהמעזריטשבעש״ט
					הוא פעל שתלמידיו יוכלו ג״כ לפעול פעולות כמוהו וגם תלמידי תלמידיו
					עד"	"בוכה"
"removed"	"שבת"	"TIMEX"	""	"3405"	"3408"	"Seva-Ratzon.xml"	"וירא כי איזה נגידים יחד
					עומדים ונגיד א׳ ושמו ר׳ מיכל בראווער בוכה לפניהם ויכמרו רחמיו
					של הקצב כי הכירו מכבר לנגיד וקצין ויקראהו לצד אחר וישאלהו הקצב
					מה זאת ויספר לו מעלתו יודע כי י"	"י בגלייוויץ ח״י שנים בבית הנהגם
					ושם הצלחתי ב״ה וסגלתי מעות הרבה אולם מקנאת אדון א׳ עלי הנהרב
					בכל עת הליסטאציע כמה מאות על העסק ובכל זאת נשארתי בהעסק ב.
					השופטים אוהבים אותי ויתנו לי"	"ישבתי"
"removed"	"׳"	"PER"	""	"3494"	"3495"	"Seva-Ratzon.xml"	"הק׳ רבי ר׳ בער מ והוא הי׳ לו כח זה מהמעזריטשבעש״ט
					הוא פעל שתלמידיו יוכלו ג״כ לפעול פעולות כמוהו וגם תלמידי תלמידיו
					עד ביאת המשיח:
				
				
					והנה מקום יש בפרייסין ושמו אלטברויען והי"	"יומא דשוקא ויבא הקצב
					הנ״ל גם בתוך הבאים לקנות בהמות וירא כי איזה נגידים יחד
					עומדים ונגיד א׳ ושמו ר׳ מיכל בראווער בוכה לפניהם ויכמרו רחמיו
					של הקצב כי הכירו מכבר לנגיד וקצין ויקראהו לצד"	"א׳"
"added"	"ר״ב"	""	"PER"	"4123"	"4126"	"Seva-Ratzon.xml"	"כי טוב לי להפסיד הערבון ולא לעסוק בשום
					עסק ולומר תהלים ולא לאבד כל מעותי ועתה לא אדע לשית עצות
					בנפשי וכשמוע הקצב הדברים האלו ויראהו את ידו ויספר לו כל אשר
					קרהו ויעצהו לנסוע להה״ק"	"ויענהו הר׳ מיכל הנ""ל הן ידעתי שיש
					בפולין צדיקים שיוכלו לפעול גדולות ונפלאות אמנם איך אלך וישמעו
					אנשי עירי ואהי׳ כמצחק בעיניהם ויאמר לו הקצב הלא יש לך משרתים
					שלח פדיון ע״י ערל משרה"	""
"removed"	"דייטש"	"PER"	""	"4378"	"4383"	"Seva-Ratzon.xml"	"שיוכלו לפעול גדולות ונפלאות אמנם איך אלך וישמעו
					אנשי עירי ואהי׳ כמצחק בעיניהם ויאמר לו הקצב הלא יש לך משרתים
					שלח פדיון ע״י ערל משרה במכתב סגור ולא יודע לאיש וכן עשה ויכתוב
					אגרת בלשון"	"כי לא יכול להה״ק וכתב לו כל המעשה וחתם מיכל
					 מגלייוויץ וישיבהו הה״ק ר״ב „מכתבו עם הפדיון קבלתי לנכון
					בראווערוהאראנדי ששבר אינו מקום פרנסה אם יכול לפעול שיחזירו לו הר״ג
					המ׳ ר״ט מה טוב"	""
"added"	"ר״ב"	""	"PER"	"4464"	"4467"	"Seva-Ratzon.xml"	"כי טוב לי להפסיד הערבון ולא לעסוק בשום
					עסק ולומר תהלים ולא לאבד כל מעותי ועתה לא אדע לשית עצות
					בנפשי וכשמוע הקצב הדברים האלו ויראהו את ידו ויספר לו כל אשר
					קרהו ויעצהו לנסוע להה״ק"	"ויענהו הר׳ מיכל הנ""ל הן ידעתי שיש
					בפולין צדיקים שיוכלו לפעול גדולות ונפלאות אמנם איך אלך וישמעו
					אנשי עירי ואהי׳ כמצחק בעיניהם ויאמר לו הקצב הלא יש לך משרתים
					שלח פדיון ע״י ערל משרה"	"„מכתבו"
"removed"	"מקשאנוב"	"PER"	""	"4990"	"4997"	"Seva-Ratzon.xml"	"ג׳ תקח סטעמפיל בויגין תחת
					הראק וכאשר יראה אותך ביום ג׳ אז ישכיר לך הבית כמו שתרצה ולא
					יהי׳ לך תמי׳ כי הנני כותב דברים כמו נבואות דע כי לא נביא אני
					ולא בן נביא רק אדומו״ר הי׳ הרב הגאון"	"הבטיח לי כל אשר
					יצא מפי יקיים הש״י ולא משלי הוא. הק׳ בעריש פרומער"" ע״כ האגרת;
				
				
					מהה״ק ר׳ בעריש מאושפצין
				
				
					השליח בא עם המכתב והוא לא יכול לקרותו וילך להרב דשם"	""
"added"	"קשאנוב"	""	"GPE"	"4991"	"4997"	"Seva-Ratzon.xml"	"תקח סטעמפיל בויגין תחת
					הראק וכאשר יראה אותך ביום ג׳ אז ישכיר לך הבית כמו שתרצה ולא
					יהי׳ לך תמי׳ כי הנני כותב דברים כמו נבואות דע כי לא נביא אני
					ולא בן נביא רק אדומו״ר הי׳ הרב הגאון מ"	"הבטיח לי כל אשר
					יצא מפי יקיים הש״י ולא משלי הוא. הק׳ בעריש פרומער"" ע״כ האגרת;
				
				
					מהה״ק ר׳ בעריש מאושפצין
				
				
					השליח בא עם המכתב והוא לא יכול לקרותו וילך להרב דשם"	"מקשאנוב"
"removed"	"אגרת"	"PER"	""	"5075"	"5079"	"Seva-Ratzon.xml"	"ולא
					יהי׳ לך תמי׳ כי הנני כותב דברים כמו נבואות דע כי לא נביא אני
					ולא בן נביא רק אדומו״ר הי׳ הרב הגאון מקשאנוב הבטיח לי כל אשר
					יצא מפי יקיים הש״י ולא משלי הוא. הק׳ בעריש פרומער"" ע״כ ה"	";
				
				
					מהה״ק ר׳ בעריש מאושפצין
				
				
					השליח בא עם המכתב והוא לא יכול לקרותו וילך להרב דשם ויראהו
					. אז התחיל הרב להתלוצץ כדרך הלצים ויצעק האגרתפוילישע
					 ור׳ פאפירסמיכל"	"האגרת;"
"removed"	"׳"	"PER"	""	"5103"	"5104"	"Seva-Ratzon.xml"	"שיחזירו לו הר״ג
					המ׳ ר״ט מה טוב ובאם לאו יפסיד שם הד״ג אך הבית אשר ישבת תשב
					בו ומה שכותב שלא רצה לשכור לך אני אבטיחך שישבור לך הבית
					וזה תעשה שתלך אליו ואפשר לא ידבר עמך כלל ותלך ביום ב"	"ואז
					ידבר עמך אין ולאו ורפי׳ בידי׳ וביום ג׳ תקח סטעמפיל בויגין תחת
					הראק וכאשר יראה אותך ביום ג׳ אז ישכיר לך הבית כמו שתרצה ולא
					יהי׳ לך תמי׳ כי הנני כותב דברים כמו נבואות דע כי לא נביא"	"ר׳"
"added"	"אושפצין"	""	"GPE"	"5112"	"5119"	"Seva-Ratzon.xml"	"דברים כמו נבואות דע כי לא נביא אני
					ולא בן נביא רק אדומו״ר הי׳ הרב הגאון מקשאנוב הבטיח לי כל אשר
					יצא מפי יקיים הש״י ולא משלי הוא. הק׳ בעריש פרומער"" ע״כ האגרת;
				
				
					מהה״ק ר׳ בעריש מ"	"השליח בא עם המכתב והוא לא יכול לקרותו וילך להרב דשם ויראהו
					. אז התחיל הרב להתלוצץ כדרך הלצים ויצעק האגרתפוילישע
					 ור׳ פאפירסמיכל נתבייש מאד ולקח המכתב וילך משם בפחי נפש"	"מאושפצין"
"removed"	"האגרת"	"PER"	""	"5199"	"5204"	"Seva-Ratzon.xml"	"ולא
					יהי׳ לך תמי׳ כי הנני כותב דברים כמו נבואות דע כי לא נביא אני
					ולא בן נביא רק אדומו״ר הי׳ הרב הגאון מקשאנוב הבטיח לי כל אשר
					יצא מפי יקיים הש״י ולא משלי הוא. הק׳ בעריש פרומער"" ע״כ"	";
				
				
					מהה״ק ר׳ בעריש מאושפצין
				
				
					השליח בא עם המכתב והוא לא יכול לקרותו וילך להרב דשם ויראהו
					. אז התחיל הרב להתלוצץ כדרך הלצים ויצעק האגרתפוילישע
					 ור׳ פאפירסמיכל"	". אז התחיל"
"removed"	"פוילישע"	"GPE"	""	"5244"	"5251"	"Seva-Ratzon.xml"	"הוא. הק׳ בעריש פרומער"" ע״כ האגרת;
				
				
					מהה״ק ר׳ בעריש מאושפצין
				
				
					השליח בא עם המכתב והוא לא יכול לקרותו וילך להרב דשם ויראהו
					. אז התחיל הרב להתלוצץ כדרך הלצים ויצעק האגרת"	"ור׳ פאפירסמיכל נתבייש מאד ולקח המכתב וילך משם בפחי נפש והרב
					הנ״ל הלך מיד לשוק ויאסוף כמה אנשים ויספר להם מן המכתב ההוא
					ויתלוצצו כולם. ובגלייוויץ שם נוצקי קדרות ברזל וקראקא היתה אז"	"האגרתפוילישע"
"removed"	"פאפירס"	"PER"	""	"5257"	"5263"	"Seva-Ratzon.xml"	"ע״כ האגרת;
				
				
					מהה״ק ר׳ בעריש מאושפצין
				
				
					השליח בא עם המכתב והוא לא יכול לקרותו וילך להרב דשם ויראהו
					. אז התחיל הרב להתלוצץ כדרך הלצים ויצעק האגרתפוילישע
					 ור׳"	"מיכל נתבייש מאד ולקח המכתב וילך משם בפחי נפש והרב
					הנ״ל הלך מיד לשוק ויאסוף כמה אנשים ויספר להם מן המכתב ההוא
					ויתלוצצו כולם. ובגלייוויץ שם נוצקי קדרות ברזל וקראקא היתה אז עיר
					חפשית"	" ור׳ פאפירסמיכל"
"added"	"שאנוב"	""	"GPE"	"5497"	"5502"	"Seva-Ratzon.xml"	"משם בפחי נפש והרב
					הנ״ל הלך מיד לשוק ויאסוף כמה אנשים ויספר להם מן המכתב ההוא
					ויתלוצצו כולם. ובגלייוויץ שם נוצקי קדרות ברזל וקראקא היתה אז עיר
					חפשית שיכלו להוביל כל הסחורות שמה וכן לה"	"והי׳ יושב שמה
					משולח נאמן מכל הסוחרים אשר שלח לכל א׳ כרצונו והם שולחים לידו
					העברי ברזל ושמו ר׳ דוד ליב והוא הי׳ למדן וחסיד מתלמידי הה״ק
					ל בעריש שלמד אצלו גפ״ת ושמע הר׳ דוד ליב איך שר׳"	"להשאנוב"
"removed"	"׳"	"PER"	""	"5683"	"5684"	"Seva-Ratzon.xml"	"נפש והרב
					הנ״ל הלך מיד לשוק ויאסוף כמה אנשים ויספר להם מן המכתב ההוא
					ויתלוצצו כולם. ובגלייוויץ שם נוצקי קדרות ברזל וקראקא היתה אז עיר
					חפשית שיכלו להוביל כל הסחורות שמה וכן להשאנוב והי"	"יושב שמה
					משולח נאמן מכל הסוחרים אשר שלח לכל א׳ כרצונו והם שולחים לידו
					העברי ברזל ושמו ר׳ דוד ליב והוא הי׳ למדן וחסיד מתלמידי הה״ק
					ל בעריש שלמד אצלו גפ״ת ושמע הר׳ דוד ליב איך שר׳ מיכל"	"הר׳"
"removed"	"״"	"PER"	""	"5708"	"5709"	"Seva-Ratzon.xml"	"בא עם המכתב והוא לא יכול לקרותו וילך להרב דשם ויראהו
					. אז התחיל הרב להתלוצץ כדרך הלצים ויצעק האגרתפוילישע
					 ור׳ פאפירסמיכל נתבייש מאד ולקח המכתב וילך משם בפחי נפש והרב
					הנ"	"ל הלך מיד לשוק ויאסוף כמה אנשים ויספר להם מן המכתב ההוא
					ויתלוצצו כולם. ובגלייוויץ שם נוצקי קדרות ברזל וקראקא היתה אז עיר
					חפשית שיכלו להוביל כל הסחורות שמה וכן להשאנוב והי׳ יושב"	"הש״ג"
"removed"	"ב"	"PER"	""	"5807"	"5808"	"Seva-Ratzon.xml"	"ויצעק האגרתפוילישע
					 ור׳ פאפירסמיכל נתבייש מאד ולקח המכתב וילך משם בפחי נפש והרב
					הנ״ל הלך מיד לשוק ויאסוף כמה אנשים ויספר להם מן המכתב ההוא
					ויתלוצצו כולם. ובגלייוויץ שם נוצקי קדרות"	"רזל וקראקא היתה אז עיר
					חפשית שיכלו להוביל כל הסחורות שמה וכן להשאנוב והי׳ יושב שמה
					משולח נאמן מכל הסוחרים אשר שלח לכל א׳ כרצונו והם שולחים לידו
					העברי ברזל ושמו ר׳ דוד ליב והוא הי׳ למדן"	"המכתב"
"added"	"ר״ב"	""	"PER"	"5904"	"5907"	"Seva-Ratzon.xml"	"הש״ג
					מכתב מהרב ר׳ בעריש וכל העיר מתלוצצים בו ע״י הרב דשם וילך
					הרד""ל מהר לר׳ מיכל לראות המכתב ויהי כראותו שמח שמחה גדולה
					ובירך שהחיינו ואמר זה כמה שצפיתי ע״ז שיתפרסם שמעו של הה״ק"	"ויאמר לר׳ מיכל נכון לבך בטוח כי לא יפול דבר מכל אשר כתב
					הה״ק ר״ב ואח״כ אעשה חובא וטלילא מהרב שלכם ואני אלך להאדון
					עמד. ויהי כאשר פתר כן הי' ביום הראשון צוה האדון לסגור הדלת בעדו
					ולא"	""
"removed"	"ב"	"PER"	""	"5929"	"5930"	"Seva-Ratzon.xml"	"כולם. ובגלייוויץ שם נוצקי קדרות ברזל וקראקא היתה אז עיר
					חפשית שיכלו להוביל כל הסחורות שמה וכן להשאנוב והי׳ יושב שמה
					משולח נאמן מכל הסוחרים אשר שלח לכל א׳ כרצונו והם שולחים לידו
					הע"	"רי ברזל ושמו ר׳ דוד ליב והוא הי׳ למדן וחסיד מתלמידי הה״ק
					ל בעריש שלמד אצלו גפ״ת ושמע הר׳ דוד ליב איך שר׳ מיכל הש״ג
					מכתב מהרב ר׳ בעריש וכל העיר מתלוצצים בו ע״י הרב דשם וילך
					הרד""ל מהר"	"לבך"
"added"	"ר״ב"	""	"PER"	"5974"	"5977"	"Seva-Ratzon.xml"	"הש״ג
					מכתב מהרב ר׳ בעריש וכל העיר מתלוצצים בו ע״י הרב דשם וילך
					הרד""ל מהר לר׳ מיכל לראות המכתב ויהי כראותו שמח שמחה גדולה
					ובירך שהחיינו ואמר זה כמה שצפיתי ע״ז שיתפרסם שמעו של הה״ק"	"ויאמר לר׳ מיכל נכון לבך בטוח כי לא יפול דבר מכל אשר כתב
					הה״ק ר״ב ואח״כ אעשה חובא וטלילא מהרב שלכם ואני אלך להאדון
					עמד. ויהי כאשר פתר כן הי' ביום הראשון צוה האדון לסגור הדלת בעדו
					ולא"	""
"added"	"פרייסין"	""	"GPE"	"6340"	"6347"	"Seva-Ratzon.xml"	"וצוהו לבא למחרתו ביום
					ג׳ אפשר אשכיר לך וביום השלישי לקח עמו סטעמפיל ויבא להאדון
					ויקבלהו בספ״י והשכיר לו הכל כרצונו ויקח הרה״ל את הקאנטראקט
					וילך להרב דשם ויאמר לו דברי חידודין כי רבני"	"עושים אפיקורסים
					במדינה וילך לשוק ויספר להאנשים דשם והראה להם כי כאשר גזר
					אומר הה״ק כן יקום והרב נתבייש מאד אז ביקש הרב מר׳ מיכל שיסן
					עמו לאושפצין לבקש מחילה מהה״ק ר׳ בעריש וכן עשה"	""
"added"	"אושפצין"	""	"GPE"	"6577"	"6584"	"Seva-Ratzon.xml"	"דשם ויאמר לו דברי חידודין כי רבני פרייסין עושים אפיקורסים
					במדינה וילך לשוק ויספר להאנשים דשם והראה להם כי כאשר גזר
					אומר הה״ק כן יקום והרב נתבייש מאד אז ביקש הרב מר׳ מיכל שיסן
					עמו ל"	"לבקש מחילה מהה״ק ר׳ בעריש וכן עשה ועוד נגיד א׳
					נסע עמהם וישבו באושפצין ב׳ ימים לשמוע דבריו הק׳ ומן אז והלאה
					נסעו אליו מפרייסין בכל יום ויום והראה מופתים גדולים"	"באושפצין"
"added"	"פרייסין"	""	"GPE"	"6638"	"6645"	"Seva-Ratzon.xml"	"וצוהו לבא למחרתו ביום
					ג׳ אפשר אשכיר לך וביום השלישי לקח עמו סטעמפיל ויבא להאדון
					ויקבלהו בספ״י והשכיר לו הכל כרצונו ויקח הרה״ל את הקאנטראקט
					וילך להרב דשם ויאמר לו דברי חידודין כי רבני"	"עושים אפיקורסים
					במדינה וילך לשוק ויספר להאנשים דשם והראה להם כי כאשר גזר
					אומר הה״ק כן יקום והרב נתבייש מאד אז ביקש הרב מר׳ מיכל שיסן
					עמו לאושפצין לבקש מחילה מהה״ק ר׳ בעריש וכן עשה"	"מפרייסין"
"added"	"מעהררו"	""	"GPE"	"6768"	"6774"	"Seva-Ratzon.xml"	"וישבו באושפצין ב׳ ימים לשמוע דבריו הק׳ ומן אז והלאה
					נסעו אליו מפרייסין בכל יום ויום והראה מופתים גדולים ונוראים:
				
				Seva-Ratzon_0002

					פעם אחת דרש בשבת תשובה בביהכנ״ס והי׳ שם איש א' מ"	"ובא אל הדרשה ואצל האשכנזים המנהג לפלפל עם הרב באמצע
					הדרשה ובמדינת פולין נתבטל המנהג הזה כי הוא מצד יצה״ר כי אם
					באמת רצונו לדעת על בורי׳ יוכל לילך לביתו אחריו ולפלפל עמו ולא
					בין"	"ממעהררו"
"added"	"מעהרין"	""	"GPE"	"6992"	"6998"	"Seva-Ratzon.xml"	"ואצל האשכנזים המנהג לפלפל עם הרב באמצע
					הדרשה ובמדינת פולין נתבטל המנהג הזה כי הוא מצד יצה״ר כי אם
					באמת רצונו לדעת על בורי׳ יוכל לילך לביתו אחריו ולפלפל עמו ולא
					בין אנשים וישאלהו האיש מ"	"איזה קושיא והשיב לו הרב תיר
					ואח״ז השפיל הרב ראשו על השטענדער שעה מועטת ואח״כ הגביה ראשו
					ואמר מי שלומד שלא לשמה אפי׳ זבוב יוכל לדחות אותו אמנם מי שלומו
					תורה לשמה אפי׳ כל מלכי מזרח"	"ממעהרין"
"removed"	"ק"	"GPE"	""	"7004"	"7005"	"Seva-Ratzon.xml"	"להם כי כאשר גזר
					אומר הה״ק כן יקום והרב נתבייש מאד אז ביקש הרב מר׳ מיכל שיסן
					עמו לאושפצין לבקש מחילה מהה״ק ר׳ בעריש וכן עשה ועוד נגיד א׳
					נסע עמהם וישבו באושפצין ב׳ ימים לשמוע דבריו ה"	"׳ ומן אז והלאה
					נסעו אליו מפרייסין בכל יום ויום והראה מופתים גדולים ונוראים:
				
				Seva-Ratzon_0002

					פעם אחת דרש בשבת תשובה בביהכנ״ס והי׳ שם איש א' ממעהררו
					ובא אל הדרשה ואצל האשכנזים"	"קושיא"
"removed"	"אלקים"	"MISC"	""	"7254"	"7259"	"Seva-Ratzon.xml"	"השטענדער שעה מועטת ואח״כ הגביה ראשו
					ואמר מי שלומד שלא לשמה אפי׳ זבוב יוכל לדחות אותו אמנם מי שלומו
					תורה לשמה אפי׳ כל מלכי מזרח ומערב אינם יכולים לזוזו כי חלומו
					תורה לשמה אומר שד׳ הוא"	"וזה הוא אמת לאמיתו ואח״כ גמו.
					הדרוש ובשלש סעודות אמר בזה״ל אני התפללתי להש""י שלא אצטרו
				
				
					מהה״ק ר׳ בעריש מאושפצי
				
				
					לעיין קודם הדרשה רק הדיבורים אשר ישים ד׳ בפי אותו"	""
"added"	"אושפצי"	""	"GPE"	"7383"	"7389"	"Seva-Ratzon.xml"	"מזרח ומערב אינם יכולים לזוזו כי חלומו
					תורה לשמה אומר שד׳ הוא אלקים וזה הוא אמת לאמיתו ואח״כ גמו.
					הדרוש ובשלש סעודות אמר בזה״ל אני התפללתי להש""י שלא אצטרו
				
				
					מהה״ק ר׳ בעריש מ"	"לעיין קודם הדרשה רק הדיבורים אשר ישים ד׳ בפי אותו אדבר אמנם
					היום יצאתי מגדרי וסדרתי הדרוש מקודם והראו לי מן השמים פלאים
					שנוכל לומר בפני כל ישראל וכשעמדתי על השטענדער ופתחתי"	"מאושפצי"
