story_id	edition	claude_category	claude_collective	claude_confidence	claude_reasoning	gemini_category	gemini_collective	gemini_confidence	gemini_reasoning	agreement	human_category	human_collective	run_timestamp	criteria_hash
Khal-Hasidim_0090	Khal-Hasidim	no-women	False	high	The story concerns a warning from the Baal Shem Tov about a ritual slaughterer who damages his knife after inspection; no women appear or are referenced in any way.					partial	no-women	False	2026-05-07T13:02:34Z	b29ac49a
Khal-Hasidim_0091	Khal-Hasidim	no-women	False	high	The story involves only male characters (the Baal Shem Tov and R' Gershon) and concerns a spiritual/geographical puzzle about prayer locations in Akko. No women appear or are referenced in any way.					partial	no-women	False	2026-05-07T13:02:37Z	b29ac49a
Khal-Hasidim_0094	Khal-Hasidim	no-women	False	high	The story involves only male characters — the rabbi, the host/villager, the deceased debtor, and the horse. No women are mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:02:40Z	b29ac49a
Khal-Hasidim_0095	Khal-Hasidim	minor-character	False	medium	The mother of the Mokhiah of Polnai appears briefly at the end as an elderly witness who recalls the Besht's prediction from over twenty years earlier, contributing to confirming the miracle — she acts as a speaking/remembering character in the scene. However, she is peripheral to the main narrative about the Besht's prophecy and R. David's death, so she could be seen as mention-only; her brief active role of recalling and testifying tips her just into minor-character.					partial	minor-character	False	2026-05-07T13:02:45Z	b29ac49a
Khal-Hasidim_0096	Khal-Hasidim	no-women	False	high	The story involves only male characters — the Baal Shem Tov, Rabbi David Purkes, and a handsome man they encounter on the way to the bathhouse. No women are mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:02:48Z	b29ac49a
Khal-Hasidim_0097	Khal-Hasidim	no-women	False	high	The story involves only a male traveler and the Baal Shem Tov; no women are mentioned or referenced in any capacity.					partial	no-women	False	2026-05-07T13:02:51Z	b29ac49a
Khal-Hasidim_0098	Khal-Hasidim	no-women	False	high	The story involves the Baal Shem Tov dining with his men and supernaturally guiding two men to safety; no women are mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:02:54Z	b29ac49a
Khal-Hasidim_0099	Khal-Hasidim	no-women	False	high	The story involves only male characters — the Baal Shem Tov, Reb Avraham Abba, and the innkeeper — with no women appearing or referenced in any way.					partial	no-women	False	2026-05-07T13:02:59Z	b29ac49a
Khal-Hasidim_0100	Khal-Hasidim	major-character	False	high	"מ' אדל (בתו של הבעש""ט) היא דמות פעילה ממש: היא יוזמת את העסקה, מציעה תנאים, ומקבלת החלטה עצמאית לתת מנעלים בתמורה לברכה — פעולותיה ודבריה מניעים את עלילת הסיפור ומביאים לתוצאתו (לידת ר' ברוך מטולטשין)."					partial	major-character	False	2026-05-07T13:03:06Z	b29ac49a
Khal-Hasidim_0101	Khal-Hasidim	mention-only	False	high	The wife is referenced only as having given birth ('ילדה אשתו בן זכר'), functioning purely as context for the miracle story about the son's near-drowning. She does not appear, act, speak, or feature in any depicted scene; the story's active agents are the father and the Baal Shem Tov.					partial	no-women	False	2026-05-07T13:03:10Z	b29ac49a
Khal-Hasidim_0102	Khal-Hasidim	mention-only	False	high	The merchant's wife is referenced twice as giving birth ('תלד אשתך בן זכר', 'ילדה אשתו בן זכר') and once obliquely when the innkeeper says 'אשה עצורה לנו' (a woman is confined/secluded here), but she never appears, speaks, acts, or is depicted in any scene. She functions purely as context for the plot about the merchant and his son.					partial	no-women	False	2026-05-07T13:03:15Z	b29ac49a
Khal-Hasidim_0103	Khal-Hasidim	minor-character	False	high	The sick man's mother appears briefly in a depicted scene, speaks to her son urging him to greet the Baal Shem Tov, and places his hand in the rabbi's — she acts and speaks but the story's core (the miraculous healing) does not depend on her role. She is a texture character, not the central catalyst.					partial	minor-character	False	2026-05-07T13:03:18Z	b29ac49a
Khal-Hasidim_0104	Khal-Hasidim	no-women	False	high	The story concerns two male rabbis (R. Nachman of Horodenka and the narrator's rebbe) and a discussion of spiritual gifts; no women are mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:03:21Z	b29ac49a
Khal-Hasidim_0105	Khal-Hasidim	mention-only	False	high	The man's wife is referenced only as a legal abstraction — he separated from her, and her jewelry was pawned — but she never appears, speaks, acts, or is described in any scene. She functions purely as a legal/contextual reference (the vow regarding 'his wife') that triggers the halachic discussion.					partial	no-women	False	2026-05-07T13:03:25Z	b29ac49a
Khal-Hasidim_0106	Khal-Hasidim	no-women	False	high	The story involves only male characters (the Baal Shem Tov, Rabbi Nachman of Kosov, and unnamed students/disciples) with no women referenced in any capacity.					partial	no-women	False	2026-05-07T13:03:28Z	b29ac49a
Khal-Hasidim_0108	Khal-Hasidim	no-women	False	high	The story involves male figures only — rabbis, princes, a king, and common people — with no women mentioned or referenced anywhere in the text.					partial	no-women	False	2026-05-07T13:03:31Z	b29ac49a
Khal-Hasidim_0109	Khal-Hasidim	minor-character	False	high	The wife of the wealthy man speaks, acts (scorning the Baal Shem Tov, scolding her husband, mocking holy names), and is directly addressed in the Besht's rebuke at the end — her skepticism and speech are depicted scenes that shape the narrative's moral. However, the main plot (healing the blind son) does not depend on her; she is a foil whose unbelief motivates the Besht's urgency but does not drive the core action.					partial	major-character	False	2026-05-07T13:03:36Z	b29ac49a
Khal-Hasidim_0110	Khal-Hasidim	catalyst-character	False	high	The wife's illness in both hands is the entire reason for the journey and the story's existence, and her miraculous healing is the climax; however, she is passive throughout — the Baal Shem Tov is the active agent who orchestrates the cure and commands her to raise her hands.					partial	minor-character	False	2026-05-07T13:03:40Z	b29ac49a
Khal-Hasidim_0111	Khal-Hasidim	minor-character	False	medium	The man's mother appears as an active character who speaks, persuades, and mocks the Baal Shem Tov, ultimately convincing her son to abandon his repentance — her intervention directly affects the plot's outcome. However, the story's core revolves around the son's sin and teshuvah process with the Besht as the main agent, so she is a significant minor character rather than a major driver.					partial	minor-character	False	2026-05-07T13:03:44Z	b29ac49a
Khal-Hasidim_0112	Khal-Hasidim	catalyst-character	False	high	A woman who has just given birth and has no food is the reason the Rebbe sends money via his servant — her predicament drives the entire story. She herself does not act or speak; the Rebbe and his servant are the active agents.					partial	no-women	False	2026-05-07T13:03:52Z	b29ac49a
Khal-Hasidim_0113	Khal-Hasidim	no-women	False	high	No women appear or are referenced in any way in this story, which concerns the Baal Shem Tov's students, the Besht himself, and a priest whose plot against the Jewish community is thwarted.					partial	no-women	False	2026-05-07T13:03:55Z	b29ac49a
Khal-Hasidim_0114	Khal-Hasidim	no-women	False	high	The story involves the Baal Shem Tov, his disciples, and a non-Jewish woodseller — no women are mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:03:57Z	b29ac49a
Khal-Hasidim_0115	Khal-Hasidim	catalyst-character	False	medium	The woman who lost 800 reinish opens the frame narrative and her distress is the reason the Kaminker rebbe tells the Baal Shem Tov story, but she is passive — she weeps and pleads while the male rabbis deliberate and act. However, she functions more as a framing device/catalyst for the embedded story than as a true catalyst-character in her own right; a 'mention-only' reading is possible since she has no role in the inner tale, but she does appear, speak (cry), and act in the depicted scene, making minor-character also defensible — yet her situation is the entire motivation for the storytelling, so catalyst-character is the most apt tier.					partial	minor-character	False	2026-05-07T13:04:05Z	b29ac49a
Khal-Hasidim_0116	Khal-Hasidim	no-women	False	high	The story involves only male characters — the Baal Shem Tov and the preacher R' Aryeh Leib of Polnoy — and no women are referenced in any way.					partial	no-women	False	2026-05-07T13:04:08Z	b29ac49a
Khal-Hasidim_0118	Khal-Hasidim	no-women	False	high	The story involves the Baal Shem Tov, his disciples, a wealthy host, and the host's uncle (a rabbi), with no women mentioned or referenced anywhere in the narrative.					partial	no-women	False	2026-05-07T13:04:10Z	b29ac49a
Khal-Hasidim_0119	Khal-Hasidim	mention-only	False	high	The wife appears only as a brief contextual reference ('his wife bore him a son in his old age') with no speech, action, or depicted scene of her own. The story centers entirely on the man's plight, his interactions with the Baal Shem Tov, and the miraculous revival of the infant.					partial	no-women	False	2026-05-07T13:04:14Z	b29ac49a
Khal-Hasidim_0120	Khal-Hasidim	mention-only	False	high	Women are referenced only as abstract objects of discussion — a noblewoman's daughter mentioned as a potential bride and marriage in general — but no woman appears, acts, speaks, or is depicted in any scene. The story's plot centers entirely on the Baal Shem Tov's interaction with an elderly priest to neutralize a spiritual accusation.					partial	no-women	False	2026-05-07T13:04:18Z	b29ac49a
Khal-Hasidim_0121	Khal-Hasidim	minor-character	False	medium	The Duchess (דוכסה) appears as an active character who praises the Besht, summons him with an honorable carriage, and is present in the depicted scene — she acts and speaks. However, the story's main thrust is the contest between the Besht and the doctor, with the Duchess serving more as a facilitating presence than a driver of the central plot, making her a minor rather than major character.					partial	minor-character	False	2026-05-07T13:04:22Z	b29ac49a
Khal-Hasidim_0122	Khal-Hasidim	no-women	False	high	The story involves only male figures — the Besht, Rabbi David Pirkus, the Maggid, Elijah, the Ari, and Rabbi Chaim of Brody — with no women mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:04:25Z	b29ac49a
Khal-Hasidim_0123	Khal-Hasidim	no-women	False	high	The story involves only the Baal Shem Tov and a male host; no women are mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:04:27Z	b29ac49a
Khal-Hasidim_0124	Khal-Hasidim	mention-only	False	high	The wife of the Rav from Lutzk is referenced only as giving birth ('ותלד אשת הרב מלוצק בשנה הבא בן לו'), and the shochet's daughter-in-law appears only as a passive figure discovered in a scene. Neither woman speaks, acts, or drives the plot; they function purely as contextual references.					partial	no-women	False	2026-05-07T13:04:32Z	b29ac49a
Khal-Hasidim_0125	Khal-Hasidim	minor-character	False	medium	The rabbi's wife actively speaks, acts, and drives the early plot — she prepares food, discovers it missing, goes to neighbors, consults her husband, and spots the shochet — but the story's main thrust shifts to the Baal Shem Tov's miraculous exposure of the shochet's sin and the cantor's impurity, making her a notable but not central character. A case for catalyst-character is also possible since her predicament sets events in motion, but she is too active and present in depicted scenes to be merely passive.					partial	minor-character	False	2026-05-07T13:04:37Z	b29ac49a
Khal-Hasidim_0126	Khal-Hasidim	catalyst-character	False	medium	The merchant's wife is the reason he travels to the Besht — her illness drives the final act of the story and she actively urges her husband to seek the Besht, giving her a brief speaking role. However, the main narrative thrust (Rabbi David Pirkus's trust in providence, the matchmaking mission, the merchant's backstory) does not center on her, and she remains largely passive/offstage; her role as the immediate catalyst for the merchant's visit is real but secondary to the larger plot. A case could be made for minor-character given her brief speech, but catalyst-character better captures her function as the reason for the merchant's journey to the Besht.					partial	minor-character	False	2026-05-07T13:04:43Z	b29ac49a
Khal-Hasidim_0127	Khal-Hasidim	mention-only	False	high	The Baal Shem Tov's wife is referenced only as having died (triggering others' suggestion he remarry) and briefly as the context for a statement about his abstinence and a mystical union; she does not act, speak, or appear in any depicted scene. She functions purely as relational context rather than as a character.					partial	no-women	False	2026-05-07T13:04:47Z	b29ac49a
Khal-Hasidim_0128	Khal-Hasidim	minor-character	False	medium	A young woman (בתולה א', the shamash's daughter) is briefly mentioned as being harmed by the wandering soul expelled by the Besht — she appears as a named individual (though unnamed) who is acted upon in a depicted scene. She is not the story's focus but is a real character presence, not merely a relational mention, though her role is fleeting and peripheral.					partial	no-women	False	2026-05-07T13:04:51Z	b29ac49a
Khal-Hasidim_0129	Khal-Hasidim	minor-character	False	medium	A single young woman ('בתולה אחת בת אחותו של הרב') is depicted as an active participant in the story — she is entrusted with a specific task (bringing food and concealing the fasting) and performs it for five years, making her a character who acts in a depicted scene. However, the story's main thrust concerns the rabbi's extreme fasting and the Baal Shem Tov's intervention, so she is a minor supporting character rather than a catalyst or major character.					partial	no-women	False	2026-05-07T13:04:57Z	b29ac49a
Khal-Hasidim_0130	Khal-Hasidim	no-women	False	high	The story involves the Baal Shem Tov, his disciple Rabbi Gedaliah, travel between towns, prayers, rain, and decrees against a city — no women appear or are referenced in any way.					partial	no-women	False	2026-05-07T13:05:00Z	b29ac49a
Khal-Hasidim_0131	Khal-Hasidim	no-women	False	high	The story involves male rabbis, a community, a gabai, and Hasidic disciples dealing with a military threat (the Haidamacks) and religious practices. No women are mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:05:08Z	b29ac49a
Khal-Hasidim_0132	Khal-Hasidim	no-women	False	high	The passage describes a scholar's daily study routine and piety, and the only other person mentioned is his son who complains about poverty. No women are referenced in any way.					partial	no-women	False	2026-05-07T13:05:17Z	b29ac49a
Khal-Hasidim_0133	Khal-Hasidim	no-women	False	high	The text is entirely about male rabbis (R. Zushe, R. Elimelech, R. Yaakov Yoseph, the Baal Shem Tov) and their prayer experiences; no women are mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:05:20Z	b29ac49a
Khal-Hasidim_0134	Khal-Hasidim	no-women	False	high	The story is entirely about male characters — R' Gershon, R' Gedalia, R' Tzvi, and the narrator — with no women mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:05:22Z	b29ac49a
Khal-Hasidim_0135	Khal-Hasidim	mention-only	False	high	R' Gershon's wife is referenced as the object of his abstinence vow and as someone he needed to persuade about traveling to the Land of Israel, but she never speaks, acts, or appears as a character in a depicted scene. She functions purely as relational context for the male protagonists' story.					partial	no-women	False	2026-05-07T13:05:26Z	b29ac49a
Khal-Hasidim_0136	Khal-Hasidim	no-women	False	high	The story involves male rabbis (R' Shalom, R' Gershon, R' Leib) organizing and conducting communal prayer for rain in Jerusalem; no women are mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:05:29Z	b29ac49a
Khal-Hasidim_0137	Khal-Hasidim	no-women	False	high	The story involves only male characters — R' Gershon, the Chakham, the Baal Shem Tov, R' Lipman — and contains no reference to any women, individually or collectively.					partial	no-women	False	2026-05-07T13:05:32Z	b29ac49a
Khal-Hasidim_0138	Khal-Hasidim	minor-character	False	medium	The Rebbetzin (wife of the Or HaChaim) appears briefly in a depicted scene where she is instructed to prepare an honorable meal for the guest, making her a minor presence in the narrative. She acts in the scene (receiving and presumably fulfilling the instruction) but plays no role in the story's main thrust, which concerns R' Gershon's mission to Hebron.					partial	no-women	False	2026-05-07T13:05:36Z	b29ac49a
Khal-Hasidim_0140	Khal-Hasidim	no-women	False	high	The entire narrative concerns the Maggid's illness, his journey to the Baal Shem Tov, his healing, and his reception of Torah — all male characters with no women mentioned or referenced anywhere in the text.					partial	no-women	False	2026-05-07T13:05:40Z	b29ac49a
Khal-Hasidim_0141	Khal-Hasidim	no-women	False	high	The story concerns male rabbis (the Maggid of Mezeritch, R. Menachem Mendel, R. Levi Yitzchak of Berdichev) and the blowing of the shofar on Rosh Hashanah; no women appear or are referenced in any way.					partial	no-women	False	2026-05-07T13:05:43Z	b29ac49a
Khal-Hasidim_0142	Khal-Hasidim	no-women	False	high	The entire narrative concerns male rabbis, a male intermediary (R' Pilt), and a male benefactor (nagid); no women appear or are referenced in any way.					partial	no-women	False	2026-05-07T13:05:46Z	b29ac49a
Khal-Hasidim_0143	Khal-Hasidim	major-character	True	high	The daughter-in-law/widow is the central active figure throughout: she argues before a heavenly court to extend her husband's life, receives and acts on prophetic dreams (refusing to travel despite pressure from prominent zaddikim), detects her son's mourning, negotiates her late husband's posthumous requests, and makes major decisions about remarriage — her choices and agency visibly drive the entire narrative.					partial	major-character	False	2026-05-07T13:05:51Z	b29ac49a
Khal-Hasidim_0144	Khal-Hasidim	mention-only	True	medium	Women are referenced collectively as among the sinners requiring divorces ('כמה וכמה אנשים ונשים') and as needing to be divorced ('צריכין כמה נשים להתגרש'), but no individual woman acts, speaks, or appears in a depicted scene. The story's main thrust concerns the rabbis' mission and confrontation with the nobleman, with women serving only as backdrop context for the moral crisis requiring resolution.					partial	no-women	False	2026-05-07T13:05:54Z	b29ac49a
Khal-Hasidim_0145	Khal-Hasidim	no-women	False	high	The story involves two male emissaries, the Maggid of Mezeritch, an innkeeper, a duke, and various male figures; no women are referenced or appear in any capacity.					partial	no-women	False	2026-05-07T13:05:57Z	b29ac49a
Khal-Hasidim_0147	Khal-Hasidim	no-women	False	high	The story involves only male characters — R' Aharon of Karlin, the Maggid of Mezeritch, and their male disciples — with no women mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:06:00Z	b29ac49a
Khal-Hasidim_0148	Khal-Hasidim	mention-only	False	high	The orphan girl ('היתומה') is referenced only as the subject of the matchmaking arrangement and never appears, speaks, or acts in the depicted scenes. The story's action centers entirely on the male figures present at the betrothal ceremony.					partial	no-women	False	2026-05-07T13:06:03Z	b29ac49a
Khal-Hasidim_0149	Khal-Hasidim	no-women	False	high	The story focuses entirely on male rabbis and their interactions — R. Menachem Mendel, the Maggid of Mezeritch, and the Baal Shem Tov. No women are mentioned or referenced in any way throughout the narrative.					partial	no-women	False	2026-05-07T13:06:06Z	b29ac49a
Khal-Hasidim_0150	Khal-Hasidim	catalyst-character	False	medium	Two women appear as characters with actions: the tax-farmer's wife (baalas taksa) who seizes pledges and refuses the rabbi's order, and the butcher's wife who comes weeping to R. Yitzchak with a complaint, setting the whole plot in motion. The butcher's wife's plea is the catalyst for the curse and ensuing conflict, while the tax-farmer's wife acts in opposition to the rabbi — both have agency, but the story's main thrust (the rabbi's miraculous power and the subsequent conflict) drives beyond them. Given that the tax-farmer's wife actively disobeys and triggers the curse, a case for minor- or even major-character exists, but the narrative ultimately centers on R. Yitzchak's supernatural authority.					partial	minor-character	False	2026-05-07T13:06:12Z	b29ac49a
Khal-Hasidim_0151	Khal-Hasidim	no-women	False	high	The story involves only male litigants and a male judge (Rav Yitzhak); no women appear or are referenced in any way.					partial	no-women	False	2026-05-07T13:06:14Z	b29ac49a
Khal-Hasidim_0152	Khal-Hasidim	mention-only	False	high	A woman is referenced only implicitly through 'נשואי בנו' (his son's wedding), with no female character appearing, acting, or speaking in the story. The narrative focuses entirely on R. Mikhl of Zlotchov receiving heavenly guidance about spiritual leadership.					partial	no-women	False	2026-05-07T13:06:17Z	b29ac49a
Khal-Hasidim_0153	Khal-Hasidim	no-women	False	high	The story involves only male characters (R' Eliezer, R' Nachman, R' Shimshon) with no women mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:06:20Z	b29ac49a
Khal-Hasidim_0154	Khal-Hasidim	catalyst-character	True	medium	Two unnamed women appear as prisoners being led to execution — their plight is the direct catalyst for the protagonist's act of self-sacrifice (spending all his money to redeem them), which then triggers the miraculous reward. They appear in a depicted scene and cry out, but they are passive recipients of male action rather than active drivers of the plot. The collective flag applies because they function as a pair/group ('שתי נשים') whose children also appear weeping behind them.					partial	minor-character	False	2026-05-07T13:06:25Z	b29ac49a
Khal-Hasidim_0155	Khal-Hasidim	no-women	False	high	The story involves only male characters — a disciple, his rabbi, hunters, and the soul of his deceased father reincarnated as a dog and then a fish. No women appear or are referenced in any way.					partial	no-women	False	2026-05-07T13:06:28Z	b29ac49a
Khal-Hasidim_0156	Khal-Hasidim	minor-character	True	medium	The daughter (בתו) plays a small but depicted role: she witnesses her father's ecstatic state and runs to alert her brother, which directly triggers the brother's intervention at the moment of death. His mother and sisters (אמו ואחיותו) also appear in a depicted scene at the end. These women act and are present in scenes, but the story's main thrust — R' Yosef's heavenly trial and the Besht's intercession — does not depend on them as catalysts.					partial	minor-character	False	2026-05-07T13:06:35Z	b29ac49a
Khal-Hasidim_0157	Khal-Hasidim	no-women	False	high	The story involves the sick son of Rabbi Mikhl of Zlotchov, a heavenly tribunal, and intercession by the Baal Shem Tov — no women appear or are referenced in any way throughout the narrative.					partial	no-women	False	2026-05-07T13:06:38Z	b29ac49a
Khal-Hasidim_0158	Khal-Hasidim	no-women	False	high	The story involves only male characters — two brothers, a rich man, and a poor man across two reincarnations — with no women mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:06:42Z	b29ac49a
Khal-Hasidim_0159	Khal-Hasidim	minor-character	False	high	Both the Rabbanit (wife) and the servant girl appear as active characters in a depicted scene — the wife quarrels, speaks, and acts; the servant is the subject of the dispute and the rabbi's defense. The story's main thrust is illustrating the rabbi's humility and justice, but the two women are integral to the depicted action, not merely mentioned.					partial	major-character	False	2026-05-07T13:06:45Z	b29ac49a
Khal-Hasidim_0160	Khal-Hasidim	no-women	False	high	The story involves only male characters — a man, his business partner, and the holy rabbi — with no women mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:06:47Z	b29ac49a
Khal-Hasidim_0161	Khal-Hasidim	no-women	False	high	The story involves a group of Hasidim playing cards and a complaint brought before a holy rabbi, who defends them. No women appear or are referenced in any way.					partial	no-women	False	2026-05-07T13:06:50Z	b29ac49a
Khal-Hasidim_0162	Khal-Hasidim	no-women	False	high	The story features only male characters (Reb Leib Sarahes, the wealthy householder, his son-in-law, the servant, the duke) with no women mentioned or referenced anywhere in the text.					partial	no-women	False	2026-05-07T13:06:54Z	b29ac49a
Khal-Hasidim_0163	Khal-Hasidim	no-women	False	high	The story concerns a rabbi attending fairs to help wandering souls and collect money for tzaddikim; no women appear or are referenced in any way.					partial	no-women	False	2026-05-07T13:06:57Z	b29ac49a
Khal-Hasidim_0164	Khal-Hasidim	no-women	False	high	The text is entirely about male rabbinic figures — R' Leib, R' Azriel, R' Mordechai of Chernobyl, and others — with no women mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:06:59Z	b29ac49a
Khal-Hasidim_0165	Khal-Hasidim	mention-only	False	high	The only woman referenced is the innkeeper's wife ('אשתו'), who falls ill as part of the divine punishment but has no speaking role, no depicted scene, and no agency — she is mentioned purely as context for the husband's distress. No woman acts, speaks, or appears as a character in any scene.					partial	no-women	False	2026-05-07T13:07:03Z	b29ac49a
Khal-Hasidim_0166	Khal-Hasidim	no-women	False	high	The story involves only male characters — Rabbi Leib, a shopkeeper/creditor, and buyers — with no women mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:07:05Z	b29ac49a
Khal-Hasidim_0168	Khal-Hasidim	catalyst-character	False	medium	The wife's suffering — her poverty, her refusal to accept a divorce, her children's illness, and her desperate letter — is the direct catalyst that sets the central plot in motion (R' Meir seeking rabbinic guidance, burning the manuscripts, ultimately meeting R' Leib Sarah's). Without her predicament there is no story, but she remains offstage and passive while the male protagonists act. Though the wife acts with some agency (refusing the get, writing the letter), her role is primarily as the sufferer whose situation drives the narrative rather than as an active driver of the plot herself.					partial	minor-character	False	2026-05-07T13:07:11Z	b29ac49a
Khal-Hasidim_0169	Khal-Hasidim	no-women	False	high	The story concerns only male characters — Reb Leib, the orphan he raised, and various Hasidim — with no women mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:07:14Z	b29ac49a
Khal-Hasidim_0170	Khal-Hasidim	minor-character	False	medium	Two women appear as characters with speech and action: the drunkard's wife speaks to the messengers and narrates her husband's downfall, and the noblewoman widow actively propositions the Jewish merchant and hosts the feast. Both appear in depicted scenes and speak, but the story's core — the miracle of stopping the plague and the theological explanation of the drunkard's hidden merit — does not depend on either woman as a catalyst in the way a catalyst-character requires; they are significant texture rather than the story's driving predicament.					partial	minor-character	False	2026-05-07T13:07:20Z	b29ac49a
Khal-Hasidim_0171	Khal-Hasidim	minor-character	True	medium	The rabbi's daughter appears briefly as an actual character in a depicted scene — she becomes niddah and flees the table, which triggers a confrontation between the two rebbes. However, she does not speak or act beyond this single reactive moment; the story's main thrust concerns the relationships between the male tsaddikim. The collective reference to 'his sons and daughters' at the Shabbat table also warrants the collective_women flag.					partial	minor-character	False	2026-05-07T13:07:25Z	b29ac49a
Khal-Hasidim_0173	Khal-Hasidim	catalyst-character	True	medium	The woman found naked and freezing by the river is the pivotal figure whose peril triggers the informer's final act of righteousness (saving her life), which in turn drives the rabbi's halachic dilemma and the celestial revelation — so her predicament is central to the plot's resolution. However, she also speaks and acts briefly (explains her situation, is brought home), placing her slightly above purely passive catalyst; the medium confidence reflects this borderline between catalyst and minor-character.					partial	minor-character	False	2026-05-07T13:07:31Z	b29ac49a
Khal-Hasidim_0174	Khal-Hasidim	minor-character	False	high	The Baal Shem Tov's daughter Marat Adel appears in a depicted scene — she stood at the doorway to watch the disciples' ecstatic prayer — and her presence is the specific act that the slanderers reported to the Vilna Gaon as scandalous. While she is not the story's main subject (which concerns R. Shneur Zalman's arrest and imprisonment), she acts and is described in a scene, making her more than a mere mention.					partial	minor-character	False	2026-05-07T13:07:37Z	b29ac49a
Khal-Hasidim_0175	Khal-Hasidim	no-women	False	high	The entire narrative concerns the Rebbe's imprisonment, his interactions with Tsar Pavel and later Tsar Alexander, and his eventual release — no women are mentioned or referenced in any capacity.					partial	no-women	False	2026-05-07T13:07:40Z	b29ac49a
Khal-Hasidim_0176	Khal-Hasidim	no-women	False	high	The story concerns the arrest, imprisonment, and miraculous release of two Hasidic rabbis under a hostile governor; no women are mentioned or referenced anywhere in the text.					partial	no-women	False	2026-05-07T13:07:43Z	b29ac49a
Khal-Hasidim_0177	Khal-Hasidim	mention-only	False	medium	Women appear only briefly as 'foreign women' (נשים נכריות) whom the informer Avigdor publicly embraced and kissed, serving as evidence of his shamelessness rather than as characters with any role, action, or presence of their own. They are referenced as contextual backdrop to characterize the villain's wickedness, not as active or depicted characters.					partial	no-women	False	2026-05-07T13:07:47Z	b29ac49a
Khal-Hasidim_0178	Khal-Hasidim	catalyst-character	False	medium	The afflicted woman is the central figure whose predicament (unable to purify herself for her husband) drives the entire story, and she actively pursues the Rav, grabs his garment, and refuses to let him go — giving her more agency than a purely passive catalyst. However, the resolution still depends on the Rav's discernment and authority, and the sister-in-law (גיסתה) is also a significant female actor who engineered the deception. The woman's active pursuit could push her toward major-character, but the Rav's role as the problem-solver and judge remains central, so catalyst-character with medium confidence is most appropriate.					partial	major-character	False	2026-05-07T13:07:53Z	b29ac49a
Khal-Hasidim_0180	Khal-Hasidim	no-women	False	high	The entire text concerns male scholars, the Maggid of Mezeritch, his disciples, and burial disputes — no women are mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:07:56Z	b29ac49a
Khal-Hasidim_0181	Khal-Hasidim	no-women	False	high	The text is entirely about male rabbinic figures — the Maggid's disciples, R' Avraham the Angel, and the Rav — with no women mentioned or referenced in any capacity.					partial	no-women	False	2026-05-07T13:07:59Z	b29ac49a
Khal-Hasidim_0182	Khal-Hasidim	no-women	False	high	The entire passage concerns a religious-intellectual dispute between male scholars and rabbis, with no women appearing or referenced in any way.					partial	no-women	False	2026-05-07T13:08:02Z	b29ac49a
Khal-Hasidim_0183	Khal-Hasidim	no-women	False	high	The story involves only two male characters — a Hasidic rabbi and a rabbinic opponent — engaging in Talmudic debate; no women appear or are referenced in any way.					partial	no-women	False	2026-05-07T13:08:04Z	b29ac49a
Khal-Hasidim_0184	Khal-Hasidim	no-women	False	high	The story involves only male rabbis and disciples; no women appear or are referenced in any way throughout the narrative.					partial	no-women	False	2026-05-07T13:08:07Z	b29ac49a
Khal-Hasidim_0185	Khal-Hasidim	catalyst-character	False	high	The widow's desperate plea on behalf of her endangered son is the entire reason the story exists and sets the Maggid's miraculous intervention in motion. She acts briefly (weeps, comes to the Maggid, tells her story) but the active agents throughout the rescue are the narrator and the Maggid; she is the catalyst whose predicament drives the plot.					partial	minor-character	False	2026-05-07T13:08:12Z	b29ac49a
Khal-Hasidim_0186	Khal-Hasidim	no-women	False	high	The text is entirely about a dispute between male rabbinic figures (the Rav and R' Baruch) over funds for Eretz Yisrael and related communal matters. No women are mentioned or referenced in any capacity.					partial	no-women	False	2026-05-07T13:08:15Z	b29ac49a
Khal-Hasidim_0187	Khal-Hasidim	catalyst-character	False	medium	Vaytel is a named woman whose daughter's injury and her own past assistance to the Rebbe are the reasons this story exists; she actively knocks on the door, presents her petition, and receives instructions, giving her some minor-character traits. However, the central miracle (healing the daughter, advising on the ox trade) is performed by the male protagonist (the Rebbe), so catalyst-character is the higher applicable tier, though her agency at the door makes the boundary with minor-character contestable.					partial	major-character	False	2026-05-07T13:08:20Z	b29ac49a
